,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_wavelet,state
0,0,0.31013513513513513,2025-01-03 09:00:45.675427,2025-01-03 09:01:11.240786,0 days 00:00:25.565359,10,80,90,20,80,95,85,5,10,10,35,1,COMPLETE
