,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_wavelet,state
0,0,0.8381646794131037,2025-01-02 23:29:21.386789,2025-01-03 04:11:23.461744,0 days 04:42:02.074955,1,65,3,COMPLETE
