,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_wavelet,state
0,0,0.7123074259996538,2025-01-03 21:25:59.905537,2025-01-03 21:26:44.931052,0 days 00:00:45.025515,1,45,3,COMPLETE
