,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders_layer_0,params_orders_layer_1,params_orders_layer_2,params_orders_layer_3,params_orders_layer_4,params_orders_layer_5,params_orders_layer_6,params_orders_layer_7,params_orders_layer_8,params_orders_layer_9,state
47,47,0.7614970528088536,2025-01-01 03:02:44.501799,2025-01-01 03:03:11.865603,0 days 00:00:27.363804,8,55,95.0,65.0,60.0,100.0,80.0,65.0,30.0,,,2,6.0,6.0,4.0,3.0,5.0,4.0,3.0,,,COMPLETE
48,48,0.7631822999470059,2025-01-01 03:03:11.866442,2025-01-01 03:03:20.594912,0 days 00:00:08.728470,1,80,,,,,,,,,,4,,,,,,,,,,COMPLETE
49,49,0.7600741902668722,2025-01-01 03:03:20.595363,2025-01-01 03:03:41.763347,0 days 00:00:21.167984,7,60,90.0,75.0,60.0,80.0,50.0,100.0,,,,6,5.0,6.0,3.0,3.0,3.0,2.0,,,,COMPLETE
50,50,0.782486819915222,2025-01-01 03:03:41.764066,2025-01-01 03:03:53.901381,0 days 00:00:12.137315,2,70,100.0,,,,,,,,,3,5.0,,,,,,,,,COMPLETE
51,51,0.8019370460048426,2025-01-01 03:03:53.901883,2025-01-01 03:04:17.829144,0 days 00:00:23.927261,7,65,85.0,85.0,70.0,65.0,35.0,75.0,,,,2,4.0,6.0,4.0,4.0,3.0,3.0,,,,COMPLETE
52,52,0.8001429440389294,2025-01-01 03:04:17.829833,2025-01-01 03:04:50.361215,0 days 00:00:32.531382,9,65,10.0,80.0,70.0,65.0,35.0,75.0,100.0,100.0,,2,4.0,6.0,4.0,4.0,3.0,3.0,5.0,4.0,,COMPLETE
53,53,0.7822507632382356,2025-01-01 03:04:50.362094,2025-01-01 03:05:32.147004,0 days 00:00:41.784910,9,70,5.0,70.0,65.0,60.0,35.0,75.0,75.0,100.0,,2,4.0,6.0,4.0,4.0,3.0,3.0,5.0,4.0,,COMPLETE
54,54,0.7919194310310989,2025-01-01 03:05:32.147757,2025-01-01 03:05:58.681622,0 days 00:00:26.533865,8,80,20.0,50.0,55.0,70.0,55.0,70.0,95.0,,,2,4.0,6.0,3.0,4.0,3.0,3.0,5.0,,,COMPLETE
55,55,0.7785260982343079,2025-01-01 03:05:58.682410,2025-01-01 03:06:34.227315,0 days 00:00:35.544905,9,75,30.0,95.0,75.0,90.0,35.0,85.0,100.0,70.0,,2,4.0,6.0,4.0,4.0,4.0,3.0,6.0,5.0,,COMPLETE
56,56,0.7938461856938381,2025-01-01 03:06:34.228206,2025-01-01 03:07:00.700700,0 days 00:00:26.472494,7,95,40.0,60.0,65.0,50.0,15.0,55.0,,,,2,5.0,6.0,4.0,4.0,3.0,2.0,,,,COMPLETE
57,57,0.7750264715184796,2025-01-01 03:07:00.701355,2025-01-01 03:07:26.300841,0 days 00:00:25.599486,7,60,25.0,95.0,45.0,75.0,45.0,80.0,,,,3,4.0,6.0,3.0,3.0,3.0,4.0,,,,COMPLETE
58,58,0.7911000415110004,2025-01-01 03:07:26.301480,2025-01-01 03:08:00.214142,0 days 00:00:33.912662,10,55,15.0,75.0,30.0,65.0,65.0,60.0,70.0,40.0,30.0,2,5.0,6.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,COMPLETE
59,59,0.7629145793673227,2025-01-01 03:08:00.215060,2025-01-01 03:08:08.231381,0 days 00:00:08.016321,1,65,,,,,,,,,,2,,,,,,,,,,COMPLETE
60,60,0.8026475295297926,2025-01-01 03:08:08.231853,2025-01-01 03:08:41.681279,0 days 00:00:33.449426,8,50,45.0,85.0,60.0,65.0,35.0,45.0,60.0,,,2,5.0,2.0,4.0,3.0,3.0,2.0,5.0,,,COMPLETE
61,61,0.8002073130426945,2025-01-01 03:08:41.681986,2025-01-01 03:09:13.811557,0 days 00:00:32.129571,8,50,50.0,85.0,60.0,65.0,35.0,35.0,60.0,,,2,5.0,2.0,4.0,2.0,3.0,2.0,5.0,,,COMPLETE
62,62,0.8172105511225287,2025-01-01 03:09:13.812326,2025-01-01 03:09:43.985876,0 days 00:00:30.173550,8,50,55.0,85.0,60.0,65.0,35.0,40.0,55.0,,,2,5.0,2.0,4.0,2.0,3.0,2.0,5.0,,,COMPLETE
63,63,0.8002529982728003,2025-01-01 03:09:43.986493,2025-01-01 03:10:16.339801,0 days 00:00:32.353308,8,50,45.0,85.0,60.0,70.0,30.0,35.0,60.0,,,2,5.0,2.0,4.0,2.0,3.0,2.0,5.0,,,COMPLETE
64,64,0.8044285892645613,2025-01-01 03:10:16.340484,2025-01-01 03:10:41.936453,0 days 00:00:25.595969,8,45,45.0,95.0,55.0,75.0,30.0,45.0,40.0,,,2,6.0,2.0,4.0,2.0,3.0,2.0,4.0,,,COMPLETE
65,65,0.78619721903304,2025-01-01 03:10:41.937276,2025-01-01 03:11:03.249656,0 days 00:00:21.312380,7,45,35.0,95.0,50.0,80.0,45.0,45.0,,,,2,6.0,2.0,4.0,2.0,3.0,2.0,,,,COMPLETE
