,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders_layer_0,params_orders_layer_1,params_orders_layer_2,params_orders_layer_3,params_orders_layer_4,params_orders_layer_5,params_orders_layer_6,params_orders_layer_7,params_orders_layer_8,params_orders_layer_9,state
48,48,0.8541277557996505,2024-12-31 20:02:20.517054,2024-12-31 20:03:45.803284,0 days 00:01:25.286230,9,85,35.0,30.0,80.0,20.0,15.0,100.0,80.0,75.0,,2,3.0,3.0,6.0,3.0,3.0,6.0,5.0,4.0,,COMPLETE
49,49,0.8686457903313084,2024-12-31 20:03:45.804092,2024-12-31 20:04:26.710751,0 days 00:00:40.906659,8,95,20.0,5.0,100.0,10.0,45.0,25.0,90.0,,,2,6.0,4.0,6.0,4.0,2.0,4.0,3.0,,,COMPLETE
50,50,0.8406755004457411,2024-12-31 20:04:26.711551,2024-12-31 20:05:05.955994,0 days 00:00:39.244443,8,5,15.0,5.0,75.0,10.0,65.0,30.0,85.0,,,5,4.0,2.0,6.0,4.0,2.0,4.0,3.0,,,COMPLETE
51,51,0.8555613173216885,2024-12-31 20:05:05.956785,2024-12-31 20:05:49.596191,0 days 00:00:43.639406,8,90,20.0,15.0,95.0,15.0,45.0,20.0,95.0,,,2,6.0,4.0,6.0,4.0,2.0,6.0,3.0,,,COMPLETE
52,52,0.8655541973674825,2024-12-31 20:05:49.596886,2024-12-31 20:06:23.972197,0 days 00:00:34.375311,7,95,10.0,10.0,100.0,10.0,80.0,25.0,,,,2,6.0,4.0,6.0,4.0,2.0,2.0,,,,COMPLETE
53,53,0.8587694613523447,2024-12-31 20:06:23.972963,2024-12-31 20:07:10.091872,0 days 00:00:46.118909,8,100,80.0,5.0,90.0,5.0,55.0,15.0,90.0,,,2,6.0,4.0,6.0,4.0,2.0,6.0,4.0,,,COMPLETE
54,54,0.8593945005011527,2024-12-31 20:07:10.092797,2024-12-31 20:08:28.395394,0 days 00:01:18.302597,9,85,5.0,20.0,95.0,30.0,10.0,40.0,45.0,45.0,,2,5.0,5.0,6.0,4.0,3.0,4.0,3.0,3.0,,COMPLETE
55,55,0.8455805261814845,2024-12-31 20:08:28.396248,2024-12-31 20:09:36.224123,0 days 00:01:07.827875,7,95,20.0,100.0,100.0,20.0,20.0,10.0,,,,3,6.0,3.0,5.0,4.0,2.0,5.0,,,,COMPLETE
56,56,0.8791104414610391,2024-12-31 20:09:36.224923,2024-12-31 20:10:30.825488,0 days 00:00:54.600565,10,90,15.0,90.0,90.0,5.0,5.0,30.0,65.0,5.0,10.0,2,6.0,3.0,2.0,3.0,5.0,4.0,2.0,5.0,6.0,COMPLETE
57,57,0.8484588474616304,2024-12-31 20:10:30.826369,2024-12-31 20:11:21.073616,0 days 00:00:50.247247,10,35,15.0,95.0,90.0,5.0,5.0,40.0,65.0,5.0,5.0,2,6.0,3.0,3.0,6.0,5.0,3.0,2.0,5.0,6.0,COMPLETE
