,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders_layer_0,params_orders_layer_1,params_orders_layer_2,params_orders_layer_3,params_orders_layer_4,params_orders_layer_5,params_orders_layer_6,params_orders_layer_7,params_orders_layer_8,params_orders_layer_9,state
85,85,0.8413424866514111,2025-01-01 11:28:40.752429,2025-01-01 11:28:45.020647,0 days 00:00:04.268218,1,80,,,,,,,,,,2,,,,,,,,,,COMPLETE
86,86,0.8548009367681498,2025-01-01 11:28:45.021095,2025-01-01 11:28:56.342557,0 days 00:00:11.321462,2,90,45.0,,,,,,,,,3,5.0,,,,,,,,,COMPLETE
87,87,0.8221642764015646,2025-01-01 11:28:56.343033,2025-01-01 11:29:08.765021,0 days 00:00:12.421988,3,95,55.0,95.0,,,,,,,,2,5.0,3.0,,,,,,,,COMPLETE
88,88,0.7574967405475881,2025-01-01 11:29:08.765480,2025-01-01 11:29:25.670600,0 days 00:00:16.905120,4,90,60.0,75.0,30.0,,,,,,,2,5.0,4.0,3.0,,,,,,,COMPLETE
89,89,0.7623604465709728,2025-01-01 11:29:25.671087,2025-01-01 11:29:31.011540,0 days 00:00:05.340453,1,30,,,,,,,,,,3,,,,,,,,,,COMPLETE
90,90,0.7765899122807017,2025-01-01 11:29:31.011998,2025-01-01 11:29:40.793318,0 days 00:00:09.781320,2,75,50.0,,,,,,,,,2,6.0,,,,,,,,,COMPLETE
91,91,0.753763440860215,2025-01-01 11:29:40.794050,2025-01-01 11:29:51.149008,0 days 00:00:10.354958,2,85,45.0,,,,,,,,,3,5.0,,,,,,,,,COMPLETE
92,92,0.7574967405475881,2025-01-01 11:29:51.149450,2025-01-01 11:30:22.776265,0 days 00:00:31.626815,6,90,40.0,100.0,35.0,80.0,100.0,,,,,3,5.0,5.0,3.0,3.0,5.0,,,,,COMPLETE
93,93,0.7732497387669801,2025-01-01 11:30:22.776980,2025-01-01 11:30:28.075761,0 days 00:00:05.298781,1,85,,,,,,,,,,3,,,,,,,,,,COMPLETE
94,94,0.817910447761194,2025-01-01 11:30:28.076174,2025-01-01 11:30:35.594980,0 days 00:00:07.518806,2,95,55.0,,,,,,,,,3,2.0,,,,,,,,,COMPLETE
95,95,0.8225344782721832,2025-01-01 11:30:35.595430,2025-01-01 11:30:46.636524,0 days 00:00:11.041094,3,55,50.0,85.0,,,,,,,,3,3.0,3.0,,,,,,,,COMPLETE
96,96,0.7739583333333333,2025-01-01 11:30:46.637004,2025-01-01 11:30:51.945548,0 days 00:00:05.308544,1,80,,,,,,,,,,3,,,,,,,,,,COMPLETE
97,97,0.8221642764015646,2025-01-01 11:30:51.945996,2025-01-01 11:31:00.032037,0 days 00:00:08.086041,2,50,30.0,,,,,,,,,2,4.0,,,,,,,,,COMPLETE
98,98,0.7635063559322034,2025-01-01 11:31:00.032543,2025-01-01 11:31:16.671164,0 days 00:00:16.638621,4,45,65.0,75.0,60.0,,,,,,,2,4.0,4.0,4.0,,,,,,,COMPLETE
99,99,0.7623604465709728,2025-01-01 11:31:16.671712,2025-01-01 11:31:22.034037,0 days 00:00:05.362325,1,100,,,,,,,,,,3,,,,,,,,,,COMPLETE
100,100,0.6743697478991597,2025-01-01 11:31:22.034452,2025-01-01 11:31:47.652358,0 days 00:00:25.617906,7,65,45.0,55.0,40.0,55.0,20.0,5.0,,,,4,2.0,5.0,2.0,2.0,2.0,5.0,,,,COMPLETE
101,101,0.7394957983193278,2025-01-01 11:31:47.653065,2025-01-01 11:32:08.703774,0 days 00:00:21.050709,5,75,95.0,65.0,25.0,40.0,,,,,,3,4.0,6.0,3.0,6.0,,,,,,COMPLETE
102,102,0.7839221710189452,2025-01-01 11:32:08.704339,2025-01-01 11:32:27.231618,0 days 00:00:18.527279,4,85,70.0,70.0,20.0,,,,,,,3,4.0,6.0,4.0,,,,,,,COMPLETE
103,103,0.7084639498432602,2025-01-01 11:32:27.232189,2025-01-01 11:32:53.807359,0 days 00:00:26.575170,6,70,85.0,85.0,10.0,10.0,70.0,,,,,3,5.0,6.0,4.0,5.0,6.0,,,,,COMPLETE
104,104,0.8225344782721832,2025-01-01 11:32:53.808011,2025-01-01 11:33:01.714784,0 days 00:00:07.906773,4,80,80.0,60.0,50.0,,,,,,,2,4.0,5.0,4.0,,,,,,,COMPLETE
105,105,0.829190904283448,2025-01-01 11:33:01.715308,2025-01-01 11:33:22.489054,0 days 00:00:20.773746,5,90,35.0,80.0,35.0,70.0,,,,,,3,3.0,5.0,3.0,4.0,,,,,,COMPLETE
106,106,0.8,2025-01-01 11:33:22.489710,2025-01-01 11:33:26.467917,0 days 00:00:03.978207,1,75,,,,,,,,,,2,,,,,,,,,,COMPLETE
