,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders_layer_0,params_orders_layer_1,params_orders_layer_2,params_orders_layer_3,params_orders_layer_4,params_orders_layer_5,params_orders_layer_6,params_orders_layer_7,params_orders_layer_8,params_orders_layer_9,state
69,69,0.5649048625792812,2025-01-01 13:58:20.747346,2025-01-01 13:58:58.163123,0 days 00:00:37.415777,10,55,15.0,10.0,95.0,45.0,70.0,35.0,30.0,30.0,65.0,3,3.0,4.0,5.0,5.0,5.0,3.0,4.0,6.0,6.0,COMPLETE
70,70,0.5222222222222223,2025-01-01 13:58:58.164015,2025-01-01 13:59:19.985455,0 days 00:00:21.821440,5,90,95.0,100.0,75.0,70.0,,,,,,2,6.0,5.0,2.0,6.0,,,,,,COMPLETE
71,71,0.5050847457627119,2025-01-01 13:59:19.986031,2025-01-01 13:59:56.334354,0 days 00:00:36.348323,9,70,65.0,15.0,70.0,35.0,65.0,50.0,20.0,75.0,,3,4.0,2.0,5.0,4.0,2.0,2.0,4.0,5.0,,COMPLETE
72,72,0.47456914670029426,2025-01-01 13:59:56.335080,2025-01-01 14:00:29.037363,0 days 00:00:32.702283,9,65,75.0,15.0,65.0,25.0,55.0,45.0,5.0,90.0,,3,4.0,2.0,5.0,3.0,2.0,2.0,5.0,5.0,,COMPLETE
73,73,0.6587715776796468,2025-01-01 14:00:29.038194,2025-01-01 14:00:50.194332,0 days 00:00:21.156138,10,50,55.0,20.0,70.0,35.0,60.0,40.0,25.0,70.0,5.0,3,4.0,2.0,5.0,4.0,2.0,2.0,3.0,4.0,2.0,COMPLETE
74,74,0.44821731748726656,2025-01-01 14:00:50.195044,2025-01-01 14:01:22.536072,0 days 00:00:32.341028,10,50,45.0,60.0,60.0,40.0,60.0,25.0,30.0,45.0,10.0,3,4.0,3.0,6.0,4.0,2.0,3.0,3.0,4.0,2.0,COMPLETE
75,75,0.5889830508474576,2025-01-01 14:01:22.537402,2025-01-01 14:01:40.808492,0 days 00:00:18.271090,10,40,40.0,25.0,70.0,30.0,75.0,10.0,40.0,65.0,35.0,3,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,COMPLETE
76,76,0.4945054945054945,2025-01-01 14:01:40.809368,2025-01-01 14:01:59.730000,0 days 00:00:18.920632,8,45,25.0,30.0,85.0,50.0,70.0,40.0,15.0,,,3,2.0,2.0,3.0,2.0,2.0,3.0,2.0,,,COMPLETE
77,77,0.4206773618538324,2025-01-01 14:01:59.730627,2025-01-01 14:02:31.159948,0 days 00:00:31.429321,7,50,60.0,20.0,60.0,85.0,45.0,35.0,,,,2,4.0,4.0,5.0,5.0,6.0,4.0,,,,COMPLETE
78,78,0.565936337329475,2025-01-01 14:02:31.160576,2025-01-01 14:02:52.127469,0 days 00:00:20.966893,6,95,35.0,5.0,80.0,95.0,30.0,,,,,3,3.0,3.0,6.0,4.0,3.0,,,,,COMPLETE
79,79,0.4663382594417077,2025-01-01 14:02:52.128078,2025-01-01 14:03:16.765226,0 days 00:00:24.637148,8,55,50.0,55.0,65.0,45.0,80.0,25.0,65.0,,,4,2.0,2.0,5.0,5.0,2.0,6.0,3.0,,,COMPLETE
80,80,0.5438884331419196,2025-01-01 14:03:16.766003,2025-01-01 14:03:59.974168,0 days 00:00:43.208165,10,60,40.0,85.0,55.0,15.0,90.0,55.0,25.0,85.0,10.0,6,2.0,5.0,5.0,4.0,5.0,2.0,2.0,3.0,4.0,COMPLETE
81,81,0.5308037535699714,2025-01-01 14:03:59.974934,2025-01-01 14:04:30.948007,0 days 00:00:30.973073,9,75,55.0,15.0,70.0,35.0,60.0,45.0,15.0,75.0,,3,4.0,2.0,5.0,4.0,2.0,2.0,4.0,5.0,,COMPLETE
82,82,0.6186270574066639,2025-01-01 14:04:30.948767,2025-01-01 14:04:49.993390,0 days 00:00:19.044623,9,70,55.0,20.0,75.0,35.0,60.0,45.0,10.0,65.0,,3,4.0,2.0,5.0,4.0,2.0,2.0,4.0,6.0,,COMPLETE
83,83,0.6053921568627452,2025-01-01 14:04:49.994175,2025-01-01 14:05:32.830107,0 days 00:00:42.835932,10,60,30.0,10.0,90.0,25.0,65.0,65.0,55.0,80.0,80.0,3,5.0,2.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,COMPLETE
