,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders_layer_0,params_orders_layer_1,params_orders_layer_10,params_orders_layer_11,params_orders_layer_12,params_orders_layer_13,params_orders_layer_14,params_orders_layer_15,params_orders_layer_16,params_orders_layer_17,params_orders_layer_18,params_orders_layer_19,params_orders_layer_2,params_orders_layer_3,params_orders_layer_4,params_orders_layer_5,params_orders_layer_6,params_orders_layer_7,params_orders_layer_8,params_orders_layer_9,state
78,78,0.0,2025-01-01 08:27:32.913503,2025-01-01 08:27:35.760138,0 days 00:00:02.846635,4,80,200.0,,,,,,,,,,,115.0,75.0,,,,,,,5,4.0,,,,,,,,,,,6.0,3.0,,,,,,,COMPLETE
79,79,0.779205138498595,2025-01-01 08:27:35.760568,2025-01-01 08:27:38.757474,0 days 00:00:02.996906,1,65,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
80,80,0.8792270531400965,2025-01-01 08:27:38.757965,2025-01-01 08:27:45.051840,0 days 00:00:06.293875,3,55,195.0,,,,,,,,,,,60.0,,,,,,,,5,4.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
81,81,0.8798076923076923,2025-01-01 08:27:45.052257,2025-01-01 08:27:51.817036,0 days 00:00:06.764779,3,50,195.0,,,,,,,,,,,55.0,,,,,,,,5,4.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
82,82,0.8599439775910365,2025-01-01 08:27:51.817461,2025-01-01 08:27:57.621015,0 days 00:00:05.803554,3,55,195.0,,,,,,,,,,,60.0,,,,,,,,5,4.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
83,83,0.772093023255814,2025-01-01 08:27:57.621429,2025-01-01 08:28:04.458395,0 days 00:00:06.836966,3,75,185.0,,,,,,,,,,,80.0,,,,,,,,5,4.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
84,84,0.7584541062801933,2025-01-01 08:28:04.458822,2025-01-01 08:28:09.207244,0 days 00:00:04.748422,2,60,195.0,,,,,,,,,,,,,,,,,,,5,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
85,85,0.0,2025-01-01 08:28:09.207638,2025-01-01 08:28:12.729898,0 days 00:00:03.522260,5,45,200.0,,,,,,,,,,,95.0,130.0,160.0,,,,,,5,4.0,,,,,,,,,,,5.0,5.0,4.0,,,,,,COMPLETE
86,86,0.0,2025-01-01 08:28:12.730358,2025-01-01 08:28:15.374787,0 days 00:00:02.644429,6,55,190.0,,,,,,,,,,,50.0,115.0,75.0,25.0,,,,,5,4.0,,,,,,,,,,,4.0,6.0,3.0,4.0,,,,,COMPLETE
87,87,0.0,2025-01-01 08:28:15.375286,2025-01-01 08:28:17.980294,0 days 00:00:02.605008,4,65,180.0,,,,,,,,,,,70.0,35.0,,,,,,,5,4.0,,,,,,,,,,,5.0,2.0,,,,,,,COMPLETE
88,88,0.8199279711884754,2025-01-01 08:28:17.980742,2025-01-01 08:28:22.693782,0 days 00:00:04.713040,2,40,190.0,,,,,,,,,,,,,,,,,,,6,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
89,89,0.0,2025-01-01 08:28:22.694178,2025-01-01 08:28:26.291431,0 days 00:00:03.597253,9,75,195.0,,,,,,,,,,,60.0,15.0,185.0,90.0,175.0,130.0,40.0,,5,4.0,,,,,,,,,,,4.0,3.0,2.0,2.0,2.0,2.0,5.0,,COMPLETE
90,90,0.0,2025-01-01 08:28:26.291966,2025-01-01 08:28:30.164511,0 days 00:00:03.872545,11,50,185.0,80.0,,,,,,,,,,85.0,140.0,105.0,5.0,85.0,85.0,80.0,150.0,5,4.0,5.0,,,,,,,,,,5.0,4.0,2.0,6.0,4.0,3.0,3.0,3.0,COMPLETE
91,91,0.783461210571185,2025-01-01 08:28:30.165130,2025-01-01 08:28:36.335190,0 days 00:00:06.170060,3,30,160.0,,,,,,,,,,,100.0,,,,,,,,5,5.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
92,92,0.779205138498595,2025-01-01 08:28:36.335618,2025-01-01 08:28:39.732532,0 days 00:00:03.396914,2,105,170.0,,,,,,,,,,,,,,,,,,,4,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
93,93,0.7584541062801933,2025-01-01 08:28:39.732904,2025-01-01 08:28:42.191269,0 days 00:00:02.458365,1,50,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
94,94,0.8678396072013093,2025-01-01 08:28:42.191629,2025-01-01 08:28:47.867760,0 days 00:00:05.676131,3,40,175.0,,,,,,,,,,,15.0,,,,,,,,3,4.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
95,95,0.0,2025-01-01 08:28:47.868305,2025-01-01 08:28:50.320604,0 days 00:00:02.452299,4,60,70.0,,,,,,,,,,,45.0,75.0,,,,,,,4,2.0,,,,,,,,,,,4.0,5.0,,,,,,,COMPLETE
96,96,0.8798076923076923,2025-01-01 08:28:50.321025,2025-01-01 08:28:54.151936,0 days 00:00:03.830911,2,45,180.0,,,,,,,,,,,,,,,,,,,3,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
97,97,0.8486088379705401,2025-01-01 08:28:54.152313,2025-01-01 08:28:57.745714,0 days 00:00:03.593401,2,45,180.0,,,,,,,,,,,,,,,,,,,3,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
98,98,0.851457840819543,2025-01-01 08:28:57.746099,2025-01-01 08:29:00.165359,0 days 00:00:02.419260,1,85,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
99,99,0.8996386993175431,2025-01-01 08:29:00.165767,2025-01-01 08:29:06.365524,0 days 00:00:06.199757,3,55,200.0,,,,,,,,,,,75.0,,,,,,,,5,3.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
100,100,0.84,2025-01-01 08:29:06.365938,2025-01-01 08:29:10.114197,0 days 00:00:03.748259,2,70,200.0,,,,,,,,,,,,,,,,,,,5,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
101,101,0.7584541062801933,2025-01-01 08:29:10.114591,2025-01-01 08:29:16.435911,0 days 00:00:06.321320,3,35,10.0,,,,,,,,,,,75.0,,,,,,,,5,3.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
102,102,0.0,2025-01-01 08:29:16.436325,2025-01-01 08:29:19.367874,0 days 00:00:02.931549,4,55,185.0,,,,,,,,,,,55.0,55.0,,,,,,,5,3.0,,,,,,,,,,,6.0,4.0,,,,,,,COMPLETE
103,103,0.8792270531400965,2025-01-01 08:29:19.368304,2025-01-01 08:29:26.177298,0 days 00:00:06.808994,3,45,195.0,,,,,,,,,,,65.0,,,,,,,,5,3.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
104,104,0.0,2025-01-01 08:29:26.177720,2025-01-01 08:29:30.043650,0 days 00:00:03.865930,5,65,190.0,,,,,,,,,,,85.0,195.0,145.0,,,,,,6,3.0,,,,,,,,,,,6.0,6.0,5.0,,,,,,COMPLETE
105,105,0.7799119647859143,2025-01-01 08:29:30.044149,2025-01-01 08:29:33.280313,0 days 00:00:03.236164,2,35,200.0,,,,,,,,,,,,,,,,,,,5,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
106,106,0.0,2025-01-01 08:29:33.280712,2025-01-01 08:29:35.777160,0 days 00:00:02.496448,3,25,185.0,,,,,,,,,,,110.0,,,,,,,,3,2.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
107,107,0.7695652173913043,2025-01-01 08:29:35.777576,2025-01-01 08:29:38.264607,0 days 00:00:02.487031,1,50,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
108,108,0.0,2025-01-01 08:29:38.264960,2025-01-01 08:29:46.143522,0 days 00:00:07.878562,15,40,165.0,40.0,50.0,145.0,115.0,5.0,,,,,,70.0,165.0,40.0,180.0,35.0,165.0,125.0,100.0,4,4.0,3.0,5.0,3.0,5.0,4.0,,,,,,5.0,3.0,6.0,3.0,6.0,5.0,5.0,2.0,COMPLETE
109,109,0.8193496587715776,2025-01-01 08:29:46.144244,2025-01-01 08:29:49.953951,0 days 00:00:03.809707,2,55,175.0,,,,,,,,,,,,,,,,,,,3,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
110,110,0.0,2025-01-01 08:29:49.954490,2025-01-01 08:29:52.365861,0 days 00:00:02.411371,4,60,195.0,,,,,,,,,,,45.0,95.0,,,,,,,4,3.0,,,,,,,,,,,5.0,2.0,,,,,,,COMPLETE
111,111,0.8884803921568627,2025-01-01 08:29:52.366287,2025-01-01 08:29:59.142345,0 days 00:00:06.776058,3,45,195.0,,,,,,,,,,,65.0,,,,,,,,5,3.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
112,112,0.7987117552334944,2025-01-01 08:29:59.142771,2025-01-01 08:30:05.612171,0 days 00:00:06.469400,3,70,200.0,,,,,,,,,,,55.0,,,,,,,,5,3.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
113,113,0.7306553911205074,2025-01-01 08:30:05.612596,2025-01-01 08:30:09.387893,0 days 00:00:03.775297,2,45,180.0,,,,,,,,,,,,,,,,,,,5,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
114,114,0.7567796610169492,2025-01-01 08:30:09.388299,2025-01-01 08:30:16.172088,0 days 00:00:06.783789,3,30,190.0,,,,,,,,,,,90.0,,,,,,,,5,3.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
115,115,0.0,2025-01-01 08:30:16.172517,2025-01-01 08:30:19.611410,0 days 00:00:03.438893,4,50,195.0,,,,,,,,,,,30.0,105.0,,,,,,,5,4.0,,,,,,,,,,,6.0,6.0,,,,,,,COMPLETE
116,116,0.8181818181818181,2025-01-01 08:30:19.611867,2025-01-01 08:30:23.939621,0 days 00:00:04.327754,2,90,170.0,,,,,,,,,,,,,,,,,,,5,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
117,117,0.8397435897435898,2025-01-01 08:30:23.940031,2025-01-01 08:30:26.565103,0 days 00:00:02.625072,1,35,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
118,118,0.7756017951856384,2025-01-01 08:30:26.565468,2025-01-01 08:30:35.112642,0 days 00:00:08.547174,4,20,160.0,,,,,,,,,,,80.0,5.0,,,,,,,5,3.0,,,,,,,,,,,6.0,5.0,,,,,,,COMPLETE
119,119,0.8,2025-01-01 08:30:35.113094,2025-01-01 08:30:40.577477,0 days 00:00:05.464383,3,55,185.0,,,,,,,,,,,40.0,,,,,,,,4,3.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
120,120,0.8273322422258592,2025-01-01 08:30:40.577908,2025-01-01 08:30:47.275506,0 days 00:00:06.697598,3,40,190.0,,,,,,,,,,,65.0,,,,,,,,3,3.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
121,121,0.8594941790445605,2025-01-01 08:30:47.275930,2025-01-01 08:30:53.628081,0 days 00:00:06.352151,3,45,195.0,,,,,,,,,,,65.0,,,,,,,,5,3.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
122,122,0.828137817883511,2025-01-01 08:30:53.628509,2025-01-01 08:30:57.378781,0 days 00:00:03.750272,2,50,200.0,,,,,,,,,,,,,,,,,,,5,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
123,123,0.0,2025-01-01 08:30:57.379173,2025-01-01 08:31:00.444678,0 days 00:00:03.065505,5,45,35.0,,,,,,,,,,,75.0,175.0,120.0,,,,,,5,3.0,,,,,,,,,,,6.0,3.0,3.0,,,,,,COMPLETE
124,124,0.7851851851851852,2025-01-01 08:31:00.445285,2025-01-01 08:31:07.172011,0 days 00:00:06.726726,3,30,195.0,,,,,,,,,,,60.0,,,,,,,,5,3.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
125,125,0.8585858585858586,2025-01-01 08:31:07.172460,2025-01-01 08:31:11.072311,0 days 00:00:03.899851,2,60,190.0,,,,,,,,,,,,,,,,,,,5,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
126,126,0.8181818181818181,2025-01-01 08:31:11.072711,2025-01-01 08:31:17.332787,0 days 00:00:06.260076,3,45,175.0,,,,,,,,,,,50.0,,,,,,,,5,3.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
127,127,0.7695652173913043,2025-01-01 08:31:17.333229,2025-01-01 08:31:20.199474,0 days 00:00:02.866245,1,65,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
128,128,0.0,2025-01-01 08:31:20.199843,2025-01-01 08:31:26.134778,0 days 00:00:05.934935,13,110,185.0,160.0,140.0,70.0,,,,,,,,70.0,20.0,195.0,65.0,135.0,170.0,165.0,40.0,3,2.0,5.0,3.0,3.0,,,,,,,,6.0,2.0,5.0,4.0,5.0,2.0,2.0,6.0,COMPLETE
129,129,0.8535353535353536,2025-01-01 08:31:26.135443,2025-01-01 08:31:35.009367,0 days 00:00:08.873924,4,35,170.0,,,,,,,,,,,55.0,50.0,,,,,,,4,3.0,,,,,,,,,,,5.0,5.0,,,,,,,COMPLETE
130,130,0.7916666666666666,2025-01-01 08:31:35.009829,2025-01-01 08:31:39.599973,0 days 00:00:04.590144,2,80,180.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
131,131,0.8158333333333333,2025-01-01 08:31:39.600376,2025-01-01 08:31:47.043177,0 days 00:00:07.442801,3,40,155.0,,,,,,,,,,,125.0,,,,,,,,3,6.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
132,132,0.8876127973748975,2025-01-01 08:31:47.043616,2025-01-01 08:31:51.735306,0 days 00:00:04.691690,2,40,195.0,,,,,,,,,,,,,,,,,,,3,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
133,133,0.8569044639132248,2025-01-01 08:31:51.735714,2025-01-01 08:31:55.876144,0 days 00:00:04.140430,2,25,200.0,,,,,,,,,,,,,,,,,,,3,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
134,134,0.7868248772504092,2025-01-01 08:31:55.876548,2025-01-01 08:32:02.222559,0 days 00:00:06.346011,3,55,195.0,,,,,,,,,,,100.0,,,,,,,,3,5.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
135,135,0.8312401883830456,2025-01-01 08:32:02.222985,2025-01-01 08:32:04.673297,0 days 00:00:02.450312,1,35,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
136,136,0.8666666666666667,2025-01-01 08:32:04.673669,2025-01-01 08:32:09.395416,0 days 00:00:04.721747,2,50,190.0,,,,,,,,,,,,,,,,,,,3,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
137,137,0.7751355861493534,2025-01-01 08:32:09.395976,2025-01-01 08:32:16.102549,0 days 00:00:06.706573,3,40,195.0,,,,,,,,,,,25.0,,,,,,,,5,5.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
138,138,0.0,2025-01-01 08:32:16.102985,2025-01-01 08:32:27.778317,0 days 00:00:11.675332,20,45,95.0,105.0,50.0,60.0,65.0,115.0,120.0,190.0,195.0,15.0,10.0,90.0,85.0,155.0,115.0,170.0,30.0,200.0,165.0,5,3.0,2.0,3.0,5.0,3.0,3.0,4.0,6.0,2.0,2.0,6.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,COMPLETE
139,139,0.6998799519807923,2025-01-01 08:32:27.779167,2025-01-01 08:32:35.699536,0 days 00:00:07.920369,4,30,200.0,,,,,,,,,,,65.0,150.0,,,,,,,3,4.0,,,,,,,,,,,6.0,4.0,,,,,,,COMPLETE
140,140,0.8081014729950899,2025-01-01 08:32:35.699990,2025-01-01 08:32:39.457241,0 days 00:00:03.757251,2,60,180.0,,,,,,,,,,,,,,,,,,,5,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
141,141,0.8193496587715776,2025-01-01 08:32:39.457642,2025-01-01 08:32:42.078800,0 days 00:00:02.621158,1,40,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
142,142,0.9282198523379819,2025-01-01 08:32:42.079153,2025-01-01 08:32:49.442052,0 days 00:00:07.362899,3,50,165.0,,,,,,,,,,,110.0,,,,,,,,3,6.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
143,143,0.8253968253968254,2025-01-01 08:32:49.442488,2025-01-01 08:32:56.735279,0 days 00:00:07.292791,3,50,165.0,,,,,,,,,,,110.0,,,,,,,,3,6.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
144,144,0.0,2025-01-01 08:32:56.735713,2025-01-01 08:32:59.887584,0 days 00:00:03.151871,4,55,110.0,,,,,,,,,,,120.0,130.0,,,,,,,3,6.0,,,,,,,,,,,6.0,3.0,,,,,,,COMPLETE
145,145,0.7947434292866082,2025-01-01 08:32:59.888048,2025-01-01 08:33:03.601628,0 days 00:00:03.713580,2,45,150.0,,,,,,,,,,,,,,,,,,,3,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
146,146,0.88,2025-01-01 08:33:03.602026,2025-01-01 08:33:09.614832,0 days 00:00:06.012806,3,55,140.0,,,,,,,,,,,105.0,,,,,,,,3,3.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
147,147,0.0,2025-01-01 08:33:09.615252,2025-01-01 08:33:19.595758,0 days 00:00:09.980506,18,75,135.0,35.0,200.0,190.0,155.0,80.0,115.0,90.0,115.0,,,105.0,25.0,5.0,35.0,5.0,75.0,30.0,120.0,3,3.0,4.0,5.0,5.0,3.0,6.0,4.0,4.0,6.0,,,6.0,6.0,6.0,4.0,4.0,6.0,5.0,3.0,COMPLETE
148,148,0.7947454844006567,2025-01-01 08:33:19.596575,2025-01-01 08:33:25.239872,0 days 00:00:05.643297,3,95,120.0,,,,,,,,,,,115.0,,,,,,,,2,4.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
149,149,0.0,2025-01-01 08:33:25.240453,2025-01-01 08:33:27.630170,0 days 00:00:02.389717,4,60,130.0,,,,,,,,,,,105.0,200.0,,,,,,,3,3.0,,,,,,,,,,,6.0,2.0,,,,,,,COMPLETE
150,150,0.8366666666666667,2025-01-01 08:33:27.630614,2025-01-01 08:33:31.912366,0 days 00:00:04.281752,2,70,140.0,,,,,,,,,,,,,,,,,,,3,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
151,151,0.779205138498595,2025-01-01 08:33:31.912768,2025-01-01 08:33:38.534690,0 days 00:00:06.621922,3,45,160.0,,,,,,,,,,,80.0,,,,,,,,3,3.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
152,152,0.8685714285714285,2025-01-01 08:33:38.535130,2025-01-01 08:33:45.097069,0 days 00:00:06.561939,3,55,165.0,,,,,,,,,,,125.0,,,,,,,,3,3.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
153,153,0.797077922077922,2025-01-01 08:33:45.097504,2025-01-01 08:33:49.130831,0 days 00:00:04.033327,2,50,190.0,,,,,,,,,,,,,,,,,,,5,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
154,154,0.0,2025-01-01 08:33:49.131229,2025-01-01 08:33:52.159884,0 days 00:00:03.028655,4,40,150.0,,,,,,,,,,,95.0,65.0,,,,,,,3,3.0,,,,,,,,,,,6.0,5.0,,,,,,,COMPLETE
155,155,0.8181818181818181,2025-01-01 08:33:52.160329,2025-01-01 08:33:59.426054,0 days 00:00:07.265725,3,30,185.0,,,,,,,,,,,60.0,,,,,,,,5,3.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
156,156,0.8284313725490196,2025-01-01 08:33:59.426495,2025-01-01 08:34:02.992124,0 days 00:00:03.565629,2,65,200.0,,,,,,,,,,,,,,,,,,,3,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
157,157,0.8397435897435898,2025-01-01 08:34:02.992531,2025-01-01 08:34:11.374140,0 days 00:00:08.381609,4,35,195.0,,,,,,,,,,,110.0,165.0,,,,,,,4,4.0,,,,,,,,,,,6.0,4.0,,,,,,,COMPLETE
158,158,0.0,2025-01-01 08:34:11.374614,2025-01-01 08:34:14.498895,0 days 00:00:03.124281,5,50,135.0,,,,,,,,,,,45.0,120.0,75.0,,,,,,5,3.0,,,,,,,,,,,5.0,6.0,2.0,,,,,,COMPLETE
159,159,0.0,2025-01-01 08:34:14.499363,2025-01-01 08:34:17.789063,0 days 00:00:03.289700,8,140,175.0,,,,,,,,,,,75.0,185.0,20.0,145.0,120.0,115.0,,,3,3.0,,,,,,,,,,,6.0,2.0,5.0,6.0,2.0,3.0,,,COMPLETE
160,160,0.0,2025-01-01 08:34:17.789634,2025-01-01 08:34:20.118447,0 days 00:00:02.328813,3,55,145.0,,,,,,,,,,,35.0,,,,,,,,5,2.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
161,161,0.8486088379705401,2025-01-01 08:34:20.118870,2025-01-01 08:34:24.577658,0 days 00:00:04.458788,2,40,170.0,,,,,,,,,,,,,,,,,,,3,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
162,162,0.81438127090301,2025-01-01 08:34:24.578068,2025-01-01 08:34:27.142338,0 days 00:00:02.564270,1,25,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
163,163,0.8599439775910365,2025-01-01 08:34:27.142719,2025-01-01 08:34:34.068049,0 days 00:00:06.925330,3,35,155.0,,,,,,,,,,,100.0,,,,,,,,3,6.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
164,164,0.9183333333333333,2025-01-01 08:34:34.068642,2025-01-01 08:34:38.556411,0 days 00:00:04.487769,2,45,190.0,,,,,,,,,,,,,,,,,,,3,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
165,165,0.8666666666666667,2025-01-01 08:34:38.556836,2025-01-01 08:34:43.712755,0 days 00:00:05.155919,2,45,190.0,,,,,,,,,,,,,,,,,,,3,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
166,166,0.0,2025-01-01 08:34:43.713171,2025-01-01 08:34:46.028007,0 days 00:00:02.314836,3,50,200.0,,,,,,,,,,,55.0,,,,,,,,4,6.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
167,167,0.8884803921568627,2025-01-01 08:34:46.028419,2025-01-01 08:34:50.417291,0 days 00:00:04.388872,2,60,185.0,,,,,,,,,,,,,,,,,,,3,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
168,168,0.8193496587715776,2025-01-01 08:34:50.417720,2025-01-01 08:34:53.044216,0 days 00:00:02.626496,1,65,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
169,169,0.8750524109014675,2025-01-01 08:34:53.044589,2025-01-01 08:34:58.179315,0 days 00:00:05.134726,2,60,185.0,,,,,,,,,,,,,,,,,,,3,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
170,170,0.7879901960784313,2025-01-01 08:34:58.179731,2025-01-01 08:35:03.664942,0 days 00:00:05.485211,2,60,180.0,,,,,,,,,,,,,,,,,,,3,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
171,171,0.825925925925926,2025-01-01 08:35:03.665355,2025-01-01 08:35:10.928338,0 days 00:00:07.262983,3,45,195.0,,,,,,,,,,,190.0,,,,,,,,3,6.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
172,172,0.8284313725490196,2025-01-01 08:35:10.928787,2025-01-01 08:35:15.861283,0 days 00:00:04.932496,2,55,190.0,,,,,,,,,,,,,,,,,,,5,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
173,173,0.8366666666666667,2025-01-01 08:35:15.861690,2025-01-01 08:35:21.956150,0 days 00:00:06.094460,3,55,195.0,,,,,,,,,,,115.0,,,,,,,,3,6.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
174,174,0.928921568627451,2025-01-01 08:35:21.956589,2025-01-01 08:35:25.501897,0 days 00:00:03.545308,2,40,180.0,,,,,,,,,,,,,,,,,,,3,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
175,175,0.792059748427673,2025-01-01 08:35:25.502279,2025-01-01 08:35:28.148627,0 days 00:00:02.646348,1,40,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
176,176,0.84,2025-01-01 08:35:28.148977,2025-01-01 08:35:32.638161,0 days 00:00:04.489184,2,50,175.0,,,,,,,,,,,,,,,,,,,3,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
177,177,0.8397435897435898,2025-01-01 08:35:32.638559,2025-01-01 08:35:35.393450,0 days 00:00:02.754891,1,85,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
178,178,0.8166666666666667,2025-01-01 08:35:35.393970,2025-01-01 08:35:38.986901,0 days 00:00:03.592931,2,45,180.0,,,,,,,,,,,,,,,,,,,3,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
179,179,0.7996794871794872,2025-01-01 08:35:38.987294,2025-01-01 08:35:43.932159,0 days 00:00:04.944865,3,30,185.0,,,,,,,,,,,135.0,,,,,,,,3,3.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
180,180,0.8265856950067476,2025-01-01 08:35:43.932583,2025-01-01 08:35:46.863020,0 days 00:00:02.930437,1,35,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
181,181,0.8063986874487286,2025-01-01 08:35:46.863385,2025-01-01 08:35:53.260618,0 days 00:00:06.397233,3,50,190.0,,,,,,,,,,,40.0,,,,,,,,5,3.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
182,182,0.8688725490196079,2025-01-01 08:35:53.261053,2025-01-01 08:36:00.009978,0 days 00:00:06.748925,3,40,200.0,,,,,,,,,,,85.0,,,,,,,,5,3.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
183,183,0.0,2025-01-01 08:36:00.010400,2025-01-01 08:36:03.134215,0 days 00:00:03.123815,4,45,195.0,,,,,,,,,,,50.0,75.0,,,,,,,3,3.0,,,,,,,,,,,6.0,5.0,,,,,,,COMPLETE
184,184,0.8486088379705401,2025-01-01 08:36:03.134655,2025-01-01 08:36:07.189407,0 days 00:00:04.054752,2,55,185.0,,,,,,,,,,,,,,,,,,,5,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
185,185,0.8876127973748975,2025-01-01 08:36:07.189814,2025-01-01 08:36:12.912603,0 days 00:00:05.722789,3,40,190.0,,,,,,,,,,,65.0,,,,,,,,3,3.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
186,186,0.8181818181818181,2025-01-01 08:36:12.913018,2025-01-01 08:36:20.784100,0 days 00:00:07.871082,4,35,180.0,,,,,,,,,,,125.0,35.0,,,,,,,3,5.0,,,,,,,,,,,5.0,3.0,,,,,,,COMPLETE
187,187,0.8585858585858586,2025-01-01 08:36:20.784567,2025-01-01 08:36:24.335335,0 days 00:00:03.550768,2,50,125.0,,,,,,,,,,,,,,,,,,,3,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
188,188,0.9198717948717949,2025-01-01 08:36:24.335725,2025-01-01 08:36:31.254573,0 days 00:00:06.918848,3,40,170.0,,,,,,,,,,,10.0,,,,,,,,3,6.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
