,number,value,datetime_start,datetime_complete,duration,params_depth,params_grid,params_k,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
134,134,0.6564922480620154,2025-01-08 12:30:58.900162,2025-01-08 12:31:02.355395,0 days 00:00:03.455233,3,3,1,25,20.0,,,,,,30.0,,,,,,,,COMPLETE
135,135,0.6093117408906883,2025-01-08 12:31:02.356696,2025-01-08 12:31:05.732794,0 days 00:00:03.376098,3,3,1,20,15.0,,,,,,25.0,,,,,,,,COMPLETE
136,136,0.6630727762803235,2025-01-08 12:31:05.734122,2025-01-08 12:31:09.091250,0 days 00:00:03.357128,3,3,1,20,20.0,,,,,,35.0,,,,,,,,COMPLETE
137,137,0.42358803986710963,2025-01-08 12:31:09.092596,2025-01-08 12:31:12.840121,0 days 00:00:03.747525,4,3,1,15,20.0,,,,,,30.0,30.0,,,,,,,COMPLETE
138,138,0.4883468834688347,2025-01-08 12:31:12.841433,2025-01-08 12:31:16.160006,0 days 00:00:03.318573,3,5,1,20,25.0,,,,,,25.0,,,,,,,,COMPLETE
139,139,0.6223255813953488,2025-01-08 12:31:16.161333,2025-01-08 12:31:19.050463,0 days 00:00:02.889130,2,3,1,25,15.0,,,,,,,,,,,,,,COMPLETE
140,140,0.5280126849894292,2025-01-08 12:31:19.051696,2025-01-08 12:31:21.581838,0 days 00:00:02.530142,2,3,1,15,20.0,,,,,,,,,,,,,,COMPLETE
141,141,0.6630727762803235,2025-01-08 12:31:21.583260,2025-01-08 12:31:25.065941,0 days 00:00:03.482681,3,3,1,20,20.0,,,,,,35.0,,,,,,,,COMPLETE
142,142,0.6028059990324142,2025-01-08 12:31:25.067125,2025-01-08 12:31:27.740912,0 days 00:00:02.673787,2,3,1,20,15.0,,,,,,,,,,,,,,COMPLETE
143,143,0.7009090909090909,2025-01-08 12:31:27.742188,2025-01-08 12:31:30.424656,0 days 00:00:02.682468,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
144,144,0.7009090909090909,2025-01-08 12:31:30.425925,2025-01-08 12:31:33.106963,0 days 00:00:02.681038,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
145,145,0.5347144456886898,2025-01-08 12:31:33.108219,2025-01-08 12:31:36.492457,0 days 00:00:03.384238,3,3,1,20,25.0,,,,,,20.0,,,,,,,,COMPLETE
146,146,0.0,2025-01-08 12:31:36.493436,2025-01-08 12:31:44.622152,0 days 00:00:08.128716,10,3,1,20,25.0,,,,,,40.0,45.0,25.0,30.0,35.0,35.0,30.0,15.0,COMPLETE
147,147,0.7009090909090909,2025-01-08 12:31:44.623627,2025-01-08 12:31:47.307456,0 days 00:00:02.683829,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
148,148,0.5828658847526772,2025-01-08 12:31:47.308797,2025-01-08 12:31:49.816225,0 days 00:00:02.507428,2,3,1,15,25.0,,,,,,,,,,,,,,COMPLETE
149,149,0.5505952380952381,2025-01-08 12:31:49.817365,2025-01-08 12:31:55.746087,0 days 00:00:05.928722,4,3,3,25,25.0,,,,,,30.0,45.0,,,,,,,COMPLETE
150,150,0.6630727762803235,2025-01-08 12:31:55.747565,2025-01-08 12:31:59.106058,0 days 00:00:03.358493,3,3,1,20,20.0,,,,,,35.0,,,,,,,,COMPLETE
151,151,0.6953703703703704,2025-01-08 12:31:59.107387,2025-01-08 12:32:01.876218,0 days 00:00:02.768831,2,3,1,20,20.0,,,,,,,,,,,,,,COMPLETE
152,152,0.6953703703703704,2025-01-08 12:32:01.877490,2025-01-08 12:32:04.740505,0 days 00:00:02.863015,2,3,1,20,20.0,,,,,,,,,,,,,,COMPLETE
153,153,0.6953703703703704,2025-01-08 12:32:04.741748,2025-01-08 12:32:07.509696,0 days 00:00:02.767948,2,3,1,20,20.0,,,,,,,,,,,,,,COMPLETE
154,154,0.6953703703703704,2025-01-08 12:32:07.510917,2025-01-08 12:32:10.279143,0 days 00:00:02.768226,2,3,1,20,20.0,,,,,,,,,,,,,,COMPLETE
155,155,0.6160990712074303,2025-01-08 12:32:10.280315,2025-01-08 12:32:13.675838,0 days 00:00:03.395523,3,3,1,20,20.0,,,,,,25.0,,,,,,,,COMPLETE
156,156,0.5926829268292683,2025-01-08 12:32:13.677255,2025-01-08 12:32:16.558049,0 days 00:00:02.880794,2,3,1,25,20.0,,,,,,,,,,,,,,COMPLETE
157,157,0.535569105691057,2025-01-08 12:32:16.559318,2025-01-08 12:32:19.876614,0 days 00:00:03.317296,3,5,1,20,20.0,,,,,,30.0,,,,,,,,COMPLETE
158,158,0.5280126849894292,2025-01-08 12:32:19.878018,2025-01-08 12:32:22.407413,0 days 00:00:02.529395,2,3,1,15,20.0,,,,,,,,,,,,,,COMPLETE
159,159,0.6349206349206349,2025-01-08 12:32:22.408659,2025-01-08 12:32:26.614714,0 days 00:00:04.206055,3,3,1,40,25.0,,,,,,20.0,,,,,,,,COMPLETE
160,160,0.7009090909090909,2025-01-08 12:32:26.616195,2025-01-08 12:32:29.298959,0 days 00:00:02.682764,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
161,161,0.7009090909090909,2025-01-08 12:32:29.300193,2025-01-08 12:32:32.085426,0 days 00:00:02.785233,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
162,162,0.7009090909090909,2025-01-08 12:32:32.086766,2025-01-08 12:32:34.768247,0 days 00:00:02.681481,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
163,163,0.7009090909090909,2025-01-08 12:32:34.769566,2025-01-08 12:32:37.452531,0 days 00:00:02.682965,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
164,164,0.49743589743589745,2025-01-08 12:32:37.453803,2025-01-08 12:32:40.811284,0 days 00:00:03.357481,3,3,1,20,25.0,,,,,,25.0,,,,,,,,COMPLETE
165,165,0.49743589743589745,2025-01-08 12:32:40.812607,2025-01-08 12:32:44.069461,0 days 00:00:03.256854,3,3,1,20,25.0,,,,,,25.0,,,,,,,,COMPLETE
166,166,0.7009090909090909,2025-01-08 12:32:44.070751,2025-01-08 12:32:46.755233,0 days 00:00:02.684482,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
167,167,0.7009090909090909,2025-01-08 12:32:46.756483,2025-01-08 12:32:49.438574,0 days 00:00:02.682091,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
168,168,0.6524822695035462,2025-01-08 12:32:49.439840,2025-01-08 12:32:53.297405,0 days 00:00:03.857565,4,3,1,15,25.0,,,,,,20.0,40.0,,,,,,,COMPLETE
169,169,0.6676676676676676,2025-01-08 12:32:53.298771,2025-01-08 12:32:56.636796,0 days 00:00:03.338025,3,3,1,20,25.0,,,,,,30.0,,,,,,,,COMPLETE
170,170,0.6371980676328503,2025-01-08 12:32:56.638133,2025-01-08 12:32:59.369355,0 days 00:00:02.731222,2,3,1,20,30.0,,,,,,,,,,,,,,COMPLETE
171,171,0.7009090909090909,2025-01-08 12:32:59.370626,2025-01-08 12:33:02.154962,0 days 00:00:02.784336,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
172,172,0.7009090909090909,2025-01-08 12:33:02.156282,2025-01-08 12:33:04.837712,0 days 00:00:02.681430,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
173,173,0.6676676676676676,2025-01-08 12:33:04.839053,2025-01-08 12:33:08.179073,0 days 00:00:03.340020,3,3,1,20,25.0,,,,,,30.0,,,,,,,,COMPLETE
174,174,0.6862745098039216,2025-01-08 12:33:08.180406,2025-01-08 12:33:11.176144,0 days 00:00:02.995738,2,3,1,25,25.0,,,,,,,,,,,,,,COMPLETE
175,175,0.6371980676328503,2025-01-08 12:33:11.177598,2025-01-08 12:33:13.910376,0 days 00:00:02.732778,2,3,1,20,30.0,,,,,,,,,,,,,,COMPLETE
176,176,0.6531850353892821,2025-01-08 12:33:13.911702,2025-01-08 12:33:17.336412,0 days 00:00:03.424710,3,3,1,20,25.0,,,,,,35.0,,,,,,,,COMPLETE
177,177,0.7009090909090909,2025-01-08 12:33:17.337701,2025-01-08 12:33:20.022412,0 days 00:00:02.684711,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
178,178,0.5580580580580581,2025-01-08 12:33:20.023782,2025-01-08 12:33:23.641247,0 days 00:00:03.617465,3,3,1,25,25.0,,,,,,20.0,,,,,,,,COMPLETE
179,179,0.5977801268498943,2025-01-08 12:33:23.642557,2025-01-08 12:33:27.738390,0 days 00:00:04.095833,4,3,1,15,30.0,,,,,,45.0,35.0,,,,,,,COMPLETE
180,180,0.0,2025-01-08 12:33:27.740014,2025-01-08 12:33:38.595887,0 days 00:00:10.855873,13,3,1,20,25.0,20.0,45.0,35.0,,,25.0,40.0,15.0,5.0,45.0,45.0,25.0,5.0,COMPLETE
181,181,0.7009090909090909,2025-01-08 12:33:38.597549,2025-01-08 12:33:41.283813,0 days 00:00:02.686264,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
182,182,0.7009090909090909,2025-01-08 12:33:41.285138,2025-01-08 12:33:43.964545,0 days 00:00:02.679407,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
183,183,0.7009090909090909,2025-01-08 12:33:43.965855,2025-01-08 12:33:46.646680,0 days 00:00:02.680825,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
184,184,0.6695652173913043,2025-01-08 12:33:46.648001,2025-01-08 12:33:49.370311,0 days 00:00:02.722310,2,7,1,20,25.0,,,,,,,,,,,,,,COMPLETE
185,185,0.6371980676328503,2025-01-08 12:33:49.371668,2025-01-08 12:33:52.106807,0 days 00:00:02.735139,2,3,1,20,30.0,,,,,,,,,,,,,,COMPLETE
186,186,0.6428571428571428,2025-01-08 12:33:52.108079,2025-01-08 12:33:55.507068,0 days 00:00:03.398989,3,3,1,20,25.0,,,,,,50.0,,,,,,,,COMPLETE
187,187,0.5626086956521739,2025-01-08 12:33:55.508449,2025-01-08 12:33:58.967478,0 days 00:00:03.459029,2,3,3,20,25.0,,,,,,,,,,,,,,COMPLETE
188,188,0.6676676676676676,2025-01-08 12:33:58.968769,2025-01-08 12:34:02.404929,0 days 00:00:03.436160,3,3,1,20,25.0,,,,,,30.0,,,,,,,,COMPLETE
189,189,0.5828658847526772,2025-01-08 12:34:02.406073,2025-01-08 12:34:04.913334,0 days 00:00:02.507261,2,3,1,15,25.0,,,,,,,,,,,,,,COMPLETE
190,190,0.6903846153846154,2025-01-08 12:34:04.914425,2025-01-08 12:34:07.792768,0 days 00:00:02.878343,2,3,1,25,30.0,,,,,,,,,,,,,,COMPLETE
191,191,0.7009090909090909,2025-01-08 12:34:07.794137,2025-01-08 12:34:10.575415,0 days 00:00:02.781278,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
192,192,0.7009090909090909,2025-01-08 12:34:10.576722,2025-01-08 12:34:13.257884,0 days 00:00:02.681162,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
193,193,0.49743589743589745,2025-01-08 12:34:13.259220,2025-01-08 12:34:16.521241,0 days 00:00:03.262021,3,3,1,20,25.0,,,,,,25.0,,,,,,,,COMPLETE
194,194,0.7009090909090909,2025-01-08 12:34:16.522847,2025-01-08 12:34:19.326027,0 days 00:00:02.803180,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
195,195,0.7009090909090909,2025-01-08 12:34:19.327364,2025-01-08 12:34:22.013616,0 days 00:00:02.686252,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
196,196,0.6084905660377358,2025-01-08 12:34:22.014954,2025-01-08 12:34:25.375049,0 days 00:00:03.360095,3,3,1,20,25.0,,,,,,40.0,,,,,,,,COMPLETE
197,197,0.7009090909090909,2025-01-08 12:34:25.376415,2025-01-08 12:34:28.166893,0 days 00:00:02.790478,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
198,198,0.39900426742532,2025-01-08 12:34:28.168205,2025-01-08 12:34:33.507584,0 days 00:00:05.339379,3,3,4,20,30.0,,,,,,20.0,,,,,,,,COMPLETE
199,199,0.7009090909090909,2025-01-08 12:34:33.508889,2025-01-08 12:34:36.197052,0 days 00:00:02.688163,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
200,200,0.6531850353892821,2025-01-08 12:34:36.198425,2025-01-08 12:34:39.716073,0 days 00:00:03.517648,3,3,1,20,25.0,,,,,,35.0,,,,,,,,COMPLETE
201,201,0.7009090909090909,2025-01-08 12:34:39.717425,2025-01-08 12:34:42.406207,0 days 00:00:02.688782,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
202,202,0.7009090909090909,2025-01-08 12:34:42.407475,2025-01-08 12:34:45.090861,0 days 00:00:02.683386,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
203,203,0.0,2025-01-08 12:34:45.092118,2025-01-08 12:34:52.012858,0 days 00:00:06.920740,8,3,1,20,25.0,,,,,,30.0,30.0,35.0,35.0,15.0,10.0,,,COMPLETE
204,204,0.7009090909090909,2025-01-08 12:34:52.014324,2025-01-08 12:34:54.697042,0 days 00:00:02.682718,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
205,205,0.6154589371980677,2025-01-08 12:34:54.698372,2025-01-08 12:34:58.459011,0 days 00:00:03.760639,4,3,1,10,30.0,,,,,,25.0,50.0,,,,,,,COMPLETE
206,206,0.7009090909090909,2025-01-08 12:34:58.460284,2025-01-08 12:35:01.247176,0 days 00:00:02.786892,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
207,207,0.4812903225806452,2025-01-08 12:35:01.248354,2025-01-08 12:35:04.543133,0 days 00:00:03.294779,3,9,1,20,25.0,,,,,,35.0,,,,,,,,COMPLETE
208,208,0.7009090909090909,2025-01-08 12:35:04.544381,2025-01-08 12:35:07.228816,0 days 00:00:02.684435,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
209,209,0.5874416190970421,2025-01-08 12:35:07.230080,2025-01-08 12:35:10.765422,0 days 00:00:03.535342,3,3,1,25,25.0,,,,,,15.0,,,,,,,,COMPLETE
210,210,0.608983451536643,2025-01-08 12:35:10.766793,2025-01-08 12:35:13.142319,0 days 00:00:02.375526,2,3,1,15,30.0,,,,,,,,,,,,,,COMPLETE
211,211,0.7009090909090909,2025-01-08 12:35:13.143571,2025-01-08 12:35:15.831497,0 days 00:00:02.687926,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
212,212,0.7009090909090909,2025-01-08 12:35:15.833040,2025-01-08 12:35:18.518883,0 days 00:00:02.685843,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
213,213,0.7009090909090909,2025-01-08 12:35:18.520143,2025-01-08 12:35:21.323153,0 days 00:00:02.803010,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
214,214,0.7009090909090909,2025-01-08 12:35:21.324482,2025-01-08 12:35:24.009908,0 days 00:00:02.685426,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
215,215,0.5347144456886898,2025-01-08 12:35:24.011211,2025-01-08 12:35:27.292440,0 days 00:00:03.281229,3,3,1,20,25.0,,,,,,20.0,,,,,,,,COMPLETE
216,216,0.6219851576994434,2025-01-08 12:35:27.293763,2025-01-08 12:35:30.836378,0 days 00:00:03.542615,2,5,3,20,25.0,,,,,,,,,,,,,,COMPLETE
217,217,0.6916979557780559,2025-01-08 12:35:30.837719,2025-01-08 12:35:32.943775,0 days 00:00:02.106056,1,3,1,20,,,,,,,,,,,,,,,COMPLETE
218,218,0.7009090909090909,2025-01-08 12:35:32.945029,2025-01-08 12:35:35.627709,0 days 00:00:02.682680,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
219,219,0.673407482305359,2025-01-08 12:35:35.629076,2025-01-08 12:35:38.939556,0 days 00:00:03.310480,3,3,1,20,25.0,,,,,,15.0,,,,,,,,COMPLETE
220,220,0.7009090909090909,2025-01-08 12:35:38.940867,2025-01-08 12:35:41.725427,0 days 00:00:02.784560,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
221,221,0.7009090909090909,2025-01-08 12:35:41.726815,2025-01-08 12:35:44.411594,0 days 00:00:02.684779,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
222,222,0.7009090909090909,2025-01-08 12:35:44.412899,2025-01-08 12:35:47.095269,0 days 00:00:02.682370,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
223,223,0.7009090909090909,2025-01-08 12:35:47.096622,2025-01-08 12:35:49.780615,0 days 00:00:02.683993,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
224,224,0.6916979557780559,2025-01-08 12:35:49.781962,2025-01-08 12:35:51.987932,0 days 00:00:02.205970,1,3,1,20,,,,,,,,,,,,,,,COMPLETE
225,225,0.6676676676676676,2025-01-08 12:35:51.989451,2025-01-08 12:35:55.327534,0 days 00:00:03.338083,3,3,1,20,25.0,,,,,,30.0,,,,,,,,COMPLETE
226,226,0.6953703703703704,2025-01-08 12:35:55.328868,2025-01-08 12:35:58.099429,0 days 00:00:02.770561,2,3,1,20,20.0,,,,,,,,,,,,,,COMPLETE
227,227,0.7009090909090909,2025-01-08 12:35:58.100711,2025-01-08 12:36:00.882662,0 days 00:00:02.781951,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
228,228,0.6944045911047346,2025-01-08 12:36:00.883997,2025-01-08 12:36:04.131940,0 days 00:00:03.247943,3,3,1,20,10.0,,,,,,40.0,,,,,,,,COMPLETE
229,229,0.5675057208237986,2025-01-08 12:36:04.133293,2025-01-08 12:36:06.337122,0 days 00:00:02.203829,1,7,1,25,,,,,,,,,,,,,,,COMPLETE
230,230,0.6371980676328503,2025-01-08 12:36:06.338452,2025-01-08 12:36:09.175854,0 days 00:00:02.837402,2,3,1,20,30.0,,,,,,,,,,,,,,COMPLETE
231,231,0.7009090909090909,2025-01-08 12:36:09.176957,2025-01-08 12:36:11.862734,0 days 00:00:02.685777,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
232,232,0.7009090909090909,2025-01-08 12:36:11.864034,2025-01-08 12:36:14.555693,0 days 00:00:02.691659,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
233,233,0.5990697674418605,2025-01-08 12:36:14.557191,2025-01-08 12:36:17.744891,0 days 00:00:03.187700,2,3,1,35,25.0,,,,,,,,,,,,,,COMPLETE
234,234,0.7009090909090909,2025-01-08 12:36:17.746368,2025-01-08 12:36:20.437382,0 days 00:00:02.691014,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
235,235,0.49743589743589745,2025-01-08 12:36:20.438677,2025-01-08 12:36:23.700726,0 days 00:00:03.262049,3,3,1,20,25.0,,,,,,25.0,,,,,,,,COMPLETE
236,236,0.7009090909090909,2025-01-08 12:36:23.702091,2025-01-08 12:36:26.498418,0 days 00:00:02.796327,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
237,237,0.49743589743589745,2025-01-08 12:36:26.499680,2025-01-08 12:36:29.759269,0 days 00:00:03.259589,3,3,1,20,25.0,,,,,,25.0,,,,,,,,COMPLETE
238,238,0.6764957264957265,2025-01-08 12:36:29.760577,2025-01-08 12:36:32.274131,0 days 00:00:02.513554,1,3,1,30,,,,,,,,,,,,,,,COMPLETE
239,239,0.5147357723577235,2025-01-08 12:36:32.275544,2025-01-08 12:36:35.173347,0 days 00:00:02.897803,2,3,1,20,50.0,,,,,,,,,,,,,,COMPLETE
240,240,0.3395585738539898,2025-01-08 12:36:35.174743,2025-01-08 12:36:39.516921,0 days 00:00:04.342178,2,3,5,20,20.0,,,,,,,,,,,,,,COMPLETE
241,241,0.7009090909090909,2025-01-08 12:36:39.518190,2025-01-08 12:36:42.207739,0 days 00:00:02.689549,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
242,242,0.7009090909090909,2025-01-08 12:36:42.209041,2025-01-08 12:36:44.994290,0 days 00:00:02.785249,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
243,243,0.7009090909090909,2025-01-08 12:36:44.995628,2025-01-08 12:36:47.684769,0 days 00:00:02.689141,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
244,244,0.7009090909090909,2025-01-08 12:36:47.685989,2025-01-08 12:36:50.374738,0 days 00:00:02.688749,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
245,245,0.6676676676676676,2025-01-08 12:36:50.376065,2025-01-08 12:36:53.722289,0 days 00:00:03.346224,3,3,1,20,25.0,,,,,,30.0,,,,,,,,COMPLETE
246,246,0.7009090909090909,2025-01-08 12:36:53.723593,2025-01-08 12:36:56.514252,0 days 00:00:02.790659,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
247,247,0.6916979557780559,2025-01-08 12:36:56.515636,2025-01-08 12:36:58.622782,0 days 00:00:02.107146,1,3,1,20,,,,,,,,,,,,,,,COMPLETE
248,248,0.7009090909090909,2025-01-08 12:36:58.624025,2025-01-08 12:37:01.310960,0 days 00:00:02.686935,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
249,249,0.4826086956521739,2025-01-08 12:37:01.312340,2025-01-08 12:37:07.202768,0 days 00:00:05.890428,7,3,1,15,25.0,,,,,,35.0,35.0,5.0,25.0,40.0,,,,COMPLETE
250,250,0.39900426742532,2025-01-08 12:37:07.204289,2025-01-08 12:37:12.558130,0 days 00:00:05.353841,3,3,4,20,30.0,,,,,,20.0,,,,,,,,COMPLETE
251,251,0.7009090909090909,2025-01-08 12:37:12.559755,2025-01-08 12:37:15.246977,0 days 00:00:02.687222,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
252,252,0.6160990712074303,2025-01-08 12:37:15.248330,2025-01-08 12:37:18.676926,0 days 00:00:03.428596,3,3,1,20,20.0,,,,,,25.0,,,,,,,,COMPLETE
253,253,0.5790697674418605,2025-01-08 12:37:18.678272,2025-01-08 12:37:22.198884,0 days 00:00:03.520612,2,3,1,40,25.0,,,,,,,,,,,,,,COMPLETE
254,254,0.6916979557780559,2025-01-08 12:37:22.200339,2025-01-08 12:37:24.298860,0 days 00:00:02.098521,1,3,1,20,,,,,,,,,,,,,,,COMPLETE
255,255,0.0,2025-01-08 12:37:24.307815,2025-01-08 12:37:33.667744,0 days 00:00:09.359929,11,3,1,20,25.0,50.0,,,,,15.0,5.0,20.0,50.0,30.0,35.0,40.0,20.0,COMPLETE
256,256,0.6423255813953488,2025-01-08 12:37:33.669243,2025-01-08 12:37:36.305682,0 days 00:00:02.636439,2,3,1,15,50.0,,,,,,,,,,,,,,COMPLETE
257,257,0.6122448979591837,2025-01-08 12:37:36.307298,2025-01-08 12:37:40.457004,0 days 00:00:04.149706,4,3,1,20,25.0,,,,,,30.0,45.0,,,,,,,COMPLETE
258,258,0.6805555555555556,2025-01-08 12:37:40.458461,2025-01-08 12:37:43.869641,0 days 00:00:03.411180,3,3,1,20,20.0,,,,,,45.0,,,,,,,,COMPLETE
259,259,0.5887254901960784,2025-01-08 12:37:43.871007,2025-01-08 12:37:46.264878,0 days 00:00:02.393871,2,3,1,10,25.0,,,,,,,,,,,,,,COMPLETE
260,260,0.5445134575569358,2025-01-08 12:37:46.266071,2025-01-08 12:37:48.421749,0 days 00:00:02.155678,1,3,1,25,,,,,,,,,,,,,,,COMPLETE
261,261,0.6371980676328503,2025-01-08 12:37:48.423045,2025-01-08 12:37:51.159637,0 days 00:00:02.736592,2,3,1,20,30.0,,,,,,,,,,,,,,COMPLETE
262,262,0.6742800397219464,2025-01-08 12:37:51.160925,2025-01-08 12:37:53.879943,0 days 00:00:02.719018,2,5,1,20,25.0,,,,,,,,,,,,,,COMPLETE
263,263,0.49743589743589745,2025-01-08 12:37:53.881221,2025-01-08 12:37:57.237526,0 days 00:00:03.356305,3,3,1,20,25.0,,,,,,25.0,,,,,,,,COMPLETE
264,264,0.7009090909090909,2025-01-08 12:37:57.238786,2025-01-08 12:37:59.926235,0 days 00:00:02.687449,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
265,265,0.5582706766917294,2025-01-08 12:37:59.927534,2025-01-08 12:38:02.793743,0 days 00:00:02.866209,2,1,1,25,20.0,,,,,,,,,,,,,,COMPLETE
266,266,0.6916979557780559,2025-01-08 12:38:02.795046,2025-01-08 12:38:04.998343,0 days 00:00:02.203297,1,3,1,20,,,,,,,,,,,,,,,COMPLETE
267,267,0.7385342789598108,2025-01-08 12:38:04.999804,2025-01-08 12:38:09.180210,0 days 00:00:04.180406,3,3,3,15,25.0,,,,,,20.0,,,,,,,,COMPLETE
268,268,0.7385342789598108,2025-01-08 12:38:09.181529,2025-01-08 12:38:13.373263,0 days 00:00:04.191734,3,3,3,15,25.0,,,,,,20.0,,,,,,,,COMPLETE
269,269,0.6517094017094017,2025-01-08 12:38:13.374792,2025-01-08 12:38:18.798146,0 days 00:00:05.423354,4,3,3,15,45.0,,,,,,20.0,25.0,,,,,,,COMPLETE
270,270,0.7385342789598108,2025-01-08 12:38:18.799503,2025-01-08 12:38:23.104733,0 days 00:00:04.305230,3,3,3,15,25.0,,,,,,20.0,,,,,,,,COMPLETE
271,271,0.7385342789598108,2025-01-08 12:38:23.105983,2025-01-08 12:38:27.288757,0 days 00:00:04.182774,3,3,3,15,25.0,,,,,,20.0,,,,,,,,COMPLETE
272,272,0.6013888888888889,2025-01-08 12:38:27.289857,2025-01-08 12:38:31.685748,0 days 00:00:04.395891,3,3,3,15,50.0,,,,,,20.0,,,,,,,,COMPLETE
273,273,0.71,2025-01-08 12:38:31.686951,2025-01-08 12:38:37.073511,0 days 00:00:05.386560,4,3,3,15,25.0,,,,,,20.0,40.0,,,,,,,COMPLETE
274,274,0.6452358926919519,2025-01-08 12:38:37.074837,2025-01-08 12:38:42.251732,0 days 00:00:05.176895,4,3,3,15,20.0,,,,,,20.0,40.0,,,,,,,COMPLETE
275,275,0.5189969604863222,2025-01-08 12:38:42.253106,2025-01-08 12:38:47.265540,0 days 00:00:05.012434,4,7,3,15,25.0,,,,,,15.0,45.0,,,,,,,COMPLETE
276,276,0.6780626780626781,2025-01-08 12:38:47.266815,2025-01-08 12:38:51.651378,0 days 00:00:04.384563,3,3,3,15,35.0,,,,,,20.0,,,,,,,,COMPLETE
277,277,0.7385342789598108,2025-01-08 12:38:51.652697,2025-01-08 12:38:55.836222,0 days 00:00:04.183525,3,3,3,15,25.0,,,,,,20.0,,,,,,,,COMPLETE
278,278,0.7016828148903621,2025-01-08 12:38:55.837504,2025-01-08 12:38:59.929351,0 days 00:00:04.091847,3,5,3,15,30.0,,,,,,20.0,,,,,,,,COMPLETE
279,279,0.5224358974358975,2025-01-08 12:38:59.930627,2025-01-08 12:39:05.231689,0 days 00:00:05.301062,4,5,3,15,40.0,,,,,,20.0,35.0,,,,,,,COMPLETE
280,280,0.666599597585513,2025-01-08 12:39:05.232863,2025-01-08 12:39:09.685306,0 days 00:00:04.452443,3,1,3,15,30.0,,,,,,20.0,,,,,,,,COMPLETE
281,281,0.6444444444444444,2025-01-08 12:39:09.686508,2025-01-08 12:39:13.869992,0 days 00:00:04.183484,3,5,3,15,35.0,,,,,,20.0,,,,,,,,COMPLETE
282,282,0.5726405090137858,2025-01-08 12:39:13.871303,2025-01-08 12:39:18.113734,0 days 00:00:04.242431,3,5,3,15,40.0,,,,,,20.0,,,,,,,,COMPLETE
283,283,0.6369199388067313,2025-01-08 12:39:18.115304,2025-01-08 12:39:22.251661,0 days 00:00:04.136357,3,5,3,15,20.0,,,,,,15.0,,,,,,,,COMPLETE
