,number,value,datetime_start,datetime_complete,duration,params_depth,params_grid,params_k,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
137,137,0.8811245627310365,2025-01-08 01:07:37.158059,2025-01-08 01:07:48.288562,0 days 00:00:11.130503,2,9,1,5,40.0,,,,,,,,,,,,,,COMPLETE
138,138,0.8991898223953239,2025-01-08 01:07:48.290085,2025-01-08 01:07:58.449285,0 days 00:00:10.159200,1,9,1,25,,,,,,,,,,,,,,,COMPLETE
139,139,0.8556878377181327,2025-01-08 01:07:58.450034,2025-01-08 01:08:07.898629,0 days 00:00:09.448595,1,9,1,20,,,,,,,,,,,,,,,COMPLETE
140,140,0.8789546984830117,2025-01-08 01:08:07.899303,2025-01-08 01:08:22.186642,0 days 00:00:14.287339,2,9,1,25,30.0,,,,,,,,,,,,,,COMPLETE
141,141,0.8991898223953239,2025-01-08 01:08:22.187331,2025-01-08 01:08:32.353617,0 days 00:00:10.166286,1,9,1,25,,,,,,,,,,,,,,,COMPLETE
142,142,0.8991898223953239,2025-01-08 01:08:32.354377,2025-01-08 01:08:42.644020,0 days 00:00:10.289643,1,9,1,25,,,,,,,,,,,,,,,COMPLETE
143,143,0.7308477390325732,2025-01-08 01:08:42.644833,2025-01-08 01:09:15.894486,0 days 00:00:33.249653,6,9,1,25,35.0,,,,,,30.0,35.0,40.0,20.0,,,,,COMPLETE
144,144,0.8055819387482074,2025-01-08 01:09:15.895622,2025-01-08 01:09:36.404112,0 days 00:00:20.508490,1,9,5,25,,,,,,,,,,,,,,,COMPLETE
145,145,0.0,2025-01-08 01:09:36.405050,2025-01-08 01:10:58.141024,0 days 00:01:21.735974,14,9,1,25,40.0,5.0,15.0,30.0,30.0,,45.0,45.0,25.0,35.0,35.0,5.0,25.0,35.0,COMPLETE
146,146,0.8991898223953239,2025-01-08 01:10:58.142352,2025-01-08 01:11:08.304872,0 days 00:00:10.162520,1,9,1,25,,,,,,,,,,,,,,,COMPLETE
147,147,0.8847796583032213,2025-01-08 01:11:08.305728,2025-01-08 01:11:19.230247,0 days 00:00:10.924519,1,9,1,30,,,,,,,,,,,,,,,COMPLETE
148,148,0.900128379965943,2025-01-08 01:11:19.231157,2025-01-08 01:11:31.860775,0 days 00:00:12.629618,2,3,1,20,25.0,,,,,,,,,,,,,,COMPLETE
149,149,0.8610582565287697,2025-01-08 01:11:31.861571,2025-01-08 01:11:43.626561,0 days 00:00:11.764990,2,3,1,15,25.0,,,,,,,,,,,,,,COMPLETE
150,150,0.8591096581637492,2025-01-08 01:11:43.627471,2025-01-08 01:12:04.109617,0 days 00:00:20.482146,3,3,3,20,20.0,,,,,,15.0,,,,,,,,COMPLETE
151,151,0.7734046372414165,2025-01-08 01:12:04.110424,2025-01-08 01:12:13.854469,0 days 00:00:09.744045,1,3,1,25,,,,,,,,,,,,,,,COMPLETE
152,152,0.7734046372414165,2025-01-08 01:12:13.855208,2025-01-08 01:12:23.608326,0 days 00:00:09.753118,1,3,1,25,,,,,,,,,,,,,,,COMPLETE
153,153,0.9055570879993053,2025-01-08 01:12:23.609068,2025-01-08 01:12:37.601959,0 days 00:00:13.992891,2,3,1,25,30.0,,,,,,,,,,,,,,COMPLETE
154,154,0.8636704482815387,2025-01-08 01:12:37.602767,2025-01-08 01:12:50.395620,0 days 00:00:12.792853,2,3,1,20,30.0,,,,,,,,,,,,,,COMPLETE
155,155,0.8094001266711808,2025-01-08 01:12:50.396401,2025-01-08 01:13:04.137839,0 days 00:00:13.741438,2,3,1,25,25.0,,,,,,,,,,,,,,COMPLETE
156,156,0.8829366847090538,2025-01-08 01:13:04.138593,2025-01-08 01:13:26.950280,0 days 00:00:22.811687,4,3,1,30,30.0,,,,,,25.0,20.0,,,,,,,COMPLETE
157,157,0.905198105343427,2025-01-08 01:13:26.951236,2025-01-08 01:13:38.721720,0 days 00:00:11.770484,2,3,1,15,15.0,,,,,,,,,,,,,,COMPLETE
158,158,0.8821446642326711,2025-01-08 01:13:38.722474,2025-01-08 01:13:54.322112,0 days 00:00:15.599638,3,3,1,15,15.0,,,,,,50.0,,,,,,,,COMPLETE
159,159,0.8311057284114217,2025-01-08 01:13:54.323083,2025-01-08 01:14:05.166064,0 days 00:00:10.842981,2,3,1,10,15.0,,,,,,,,,,,,,,COMPLETE
160,160,0.907177684079657,2025-01-08 01:14:05.168603,2025-01-08 01:14:22.359682,0 days 00:00:17.191079,3,3,2,10,20.0,,,,,,35.0,,,,,,,,COMPLETE
161,161,0.907177684079657,2025-01-08 01:14:22.360428,2025-01-08 01:14:39.567385,0 days 00:00:17.206957,3,3,2,10,20.0,,,,,,35.0,,,,,,,,COMPLETE
162,162,0.907177684079657,2025-01-08 01:14:39.568169,2025-01-08 01:14:56.762186,0 days 00:00:17.194017,3,3,2,10,20.0,,,,,,35.0,,,,,,,,COMPLETE
163,163,0.8943689723427168,2025-01-08 01:14:56.763091,2025-01-08 01:15:19.872995,0 days 00:00:23.109904,4,3,2,10,20.0,,,,,,35.0,40.0,,,,,,,COMPLETE
164,164,0.8613803822336021,2025-01-08 01:15:19.873945,2025-01-08 01:15:37.424865,0 days 00:00:17.550920,3,3,2,10,20.0,,,,,,40.0,,,,,,,,COMPLETE
165,165,0.8753388819075985,2025-01-08 01:15:37.425721,2025-01-08 01:15:58.218385,0 days 00:00:20.792664,4,3,2,10,20.0,,,,,,35.0,10.0,,,,,,,COMPLETE
166,166,0.9072250269469975,2025-01-08 01:15:58.219377,2025-01-08 01:16:15.088634,0 days 00:00:16.869257,3,3,2,10,15.0,,,,,,40.0,,,,,,,,COMPLETE
167,167,0.9072250269469975,2025-01-08 01:16:15.089379,2025-01-08 01:16:31.957469,0 days 00:00:16.868090,3,3,2,10,15.0,,,,,,40.0,,,,,,,,COMPLETE
168,168,0.8834077585916054,2025-01-08 01:16:31.958206,2025-01-08 01:16:48.215222,0 days 00:00:16.257016,3,3,2,5,15.0,,,,,,40.0,,,,,,,,COMPLETE
169,169,0.8793834753294628,2025-01-08 01:16:48.215920,2025-01-08 01:17:04.668025,0 days 00:00:16.452105,3,3,2,10,15.0,,,,,,35.0,,,,,,,,COMPLETE
170,170,0.8582742884438087,2025-01-08 01:17:04.668928,2025-01-08 01:17:22.604847,0 days 00:00:17.935919,3,3,2,15,20.0,,,,,,40.0,,,,,,,,COMPLETE
171,171,0.8559954815044137,2025-01-08 01:17:22.605691,2025-01-08 01:17:39.694154,0 days 00:00:17.088463,3,3,2,10,15.0,,,,,,45.0,,,,,,,,COMPLETE
172,172,0.8683928381490195,2025-01-08 01:17:39.694972,2025-01-08 01:18:00.018533,0 days 00:00:20.323561,4,3,2,10,20.0,,,,,,35.0,5.0,,,,,,,COMPLETE
173,173,0.9072250269469975,2025-01-08 01:18:00.019418,2025-01-08 01:18:16.888483,0 days 00:00:16.869065,3,3,2,10,15.0,,,,,,40.0,,,,,,,,COMPLETE
174,174,0.9072250269469975,2025-01-08 01:18:16.889319,2025-01-08 01:18:33.759661,0 days 00:00:16.870342,3,3,2,10,15.0,,,,,,40.0,,,,,,,,COMPLETE
175,175,0.9043817515233736,2025-01-08 01:18:33.760411,2025-01-08 01:18:57.091935,0 days 00:00:23.331524,4,3,2,10,15.0,,,,,,40.0,35.0,,,,,,,COMPLETE
176,176,0.9043817515233736,2025-01-08 01:18:57.092931,2025-01-08 01:19:20.535729,0 days 00:00:23.442798,4,3,2,10,15.0,,,,,,40.0,35.0,,,,,,,COMPLETE
177,177,0.9043817515233736,2025-01-08 01:19:20.536658,2025-01-08 01:19:43.848396,0 days 00:00:23.311738,4,3,2,10,15.0,,,,,,40.0,35.0,,,,,,,COMPLETE
178,178,0.8546310706269318,2025-01-08 01:19:43.849227,2025-01-08 01:20:09.517258,0 days 00:00:25.668031,5,3,2,10,15.0,,,,,,40.0,35.0,15.0,,,,,,COMPLETE
179,179,0.8717703058637092,2025-01-08 01:20:09.518461,2025-01-08 01:20:31.506431,0 days 00:00:21.987970,4,3,2,10,15.0,,,,,,40.0,30.0,,,,,,,COMPLETE
180,180,0.8747622934711701,2025-01-08 01:20:31.507481,2025-01-08 01:20:54.736682,0 days 00:00:23.229201,4,3,2,10,15.0,,,,,,40.0,40.0,,,,,,,COMPLETE
181,181,0.8983617259052227,2025-01-08 01:20:54.737680,2025-01-08 01:21:21.245140,0 days 00:00:26.507460,5,3,2,10,15.0,,,,,,40.0,30.0,25.0,,,,,,COMPLETE
182,182,0.8808345528151337,2025-01-08 01:21:21.246298,2025-01-08 01:21:37.486624,0 days 00:00:16.240326,3,3,2,5,15.0,,,,,,45.0,,,,,,,,COMPLETE
183,183,0.9043817515233736,2025-01-08 01:21:37.488479,2025-01-08 01:22:00.802783,0 days 00:00:23.314304,4,3,2,10,15.0,,,,,,40.0,35.0,,,,,,,COMPLETE
184,184,0.9043817515233736,2025-01-08 01:22:00.803845,2025-01-08 01:22:24.238711,0 days 00:00:23.434866,4,3,2,10,15.0,,,,,,40.0,35.0,,,,,,,COMPLETE
185,185,0.9043817515233736,2025-01-08 01:22:24.239894,2025-01-08 01:22:47.549006,0 days 00:00:23.309112,4,3,2,10,15.0,,,,,,40.0,35.0,,,,,,,COMPLETE
186,186,0.9043817515233736,2025-01-08 01:22:47.549720,2025-01-08 01:23:10.872794,0 days 00:00:23.323074,4,3,2,10,15.0,,,,,,40.0,35.0,,,,,,,COMPLETE
187,187,0.9043817515233736,2025-01-08 01:23:10.873792,2025-01-08 01:23:34.303997,0 days 00:00:23.430205,4,3,2,10,15.0,,,,,,40.0,35.0,,,,,,,COMPLETE
188,188,0.885336513214219,2025-01-08 01:23:34.305030,2025-01-08 01:24:02.366885,0 days 00:00:28.061855,5,3,2,10,15.0,,,,,,40.0,35.0,30.0,,,,,,COMPLETE
189,189,0.9043817515233736,2025-01-08 01:24:02.367872,2025-01-08 01:24:25.693812,0 days 00:00:23.325940,4,3,2,10,15.0,,,,,,40.0,35.0,,,,,,,COMPLETE
190,190,0.9043817515233736,2025-01-08 01:24:25.694758,2025-01-08 01:24:48.998873,0 days 00:00:23.304115,4,3,2,10,15.0,,,,,,40.0,35.0,,,,,,,COMPLETE
191,191,0.9043817515233736,2025-01-08 01:24:48.999943,2025-01-08 01:25:12.440564,0 days 00:00:23.440621,4,3,2,10,15.0,,,,,,40.0,35.0,,,,,,,COMPLETE
192,192,0.9043817515233736,2025-01-08 01:25:12.441505,2025-01-08 01:25:35.756795,0 days 00:00:23.315290,4,3,2,10,15.0,,,,,,40.0,35.0,,,,,,,COMPLETE
193,193,0.9043817515233736,2025-01-08 01:25:35.757843,2025-01-08 01:25:59.063421,0 days 00:00:23.305578,4,3,2,10,15.0,,,,,,40.0,35.0,,,,,,,COMPLETE
194,194,0.9043817515233736,2025-01-08 01:25:59.064303,2025-01-08 01:26:22.516219,0 days 00:00:23.451916,4,3,2,10,15.0,,,,,,40.0,35.0,,,,,,,COMPLETE
195,195,0.8925805979951478,2025-01-08 01:26:22.517243,2025-01-08 01:26:48.955680,0 days 00:00:26.438437,5,3,2,10,15.0,,,,,,40.0,35.0,20.0,,,,,,COMPLETE
196,196,0.9043817515233736,2025-01-08 01:26:48.956821,2025-01-08 01:27:12.259078,0 days 00:00:23.302257,4,3,2,10,15.0,,,,,,40.0,35.0,,,,,,,COMPLETE
197,197,0.8340264675941635,2025-01-08 01:27:12.260044,2025-01-08 01:27:33.890832,0 days 00:00:21.630788,4,3,2,5,10.0,,,,,,40.0,40.0,,,,,,,COMPLETE
198,198,0.8717703058637092,2025-01-08 01:27:33.891874,2025-01-08 01:27:56.000057,0 days 00:00:22.108183,4,3,2,10,15.0,,,,,,40.0,30.0,,,,,,,COMPLETE
199,199,0.8803275282536392,2025-01-08 01:27:56.001073,2025-01-08 01:28:24.725211,0 days 00:00:28.724138,5,3,2,10,15.0,,,,,,40.0,35.0,35.0,,,,,,COMPLETE
200,200,0.8747622934711701,2025-01-08 01:28:24.726279,2025-01-08 01:28:47.829060,0 days 00:00:23.102781,4,3,2,10,15.0,,,,,,40.0,40.0,,,,,,,COMPLETE
201,201,0.9043817515233736,2025-01-08 01:28:47.830253,2025-01-08 01:29:11.258182,0 days 00:00:23.427929,4,3,2,10,15.0,,,,,,40.0,35.0,,,,,,,COMPLETE
202,202,0.9043817515233736,2025-01-08 01:29:11.259180,2025-01-08 01:29:34.584337,0 days 00:00:23.325157,4,3,2,10,15.0,,,,,,40.0,35.0,,,,,,,COMPLETE
203,203,0.9072250269469975,2025-01-08 01:29:34.585057,2025-01-08 01:29:51.451227,0 days 00:00:16.866170,3,3,2,10,15.0,,,,,,40.0,,,,,,,,COMPLETE
204,204,0.9068194892773395,2025-01-08 01:29:51.452165,2025-01-08 01:30:09.001300,0 days 00:00:17.549135,3,3,2,15,15.0,,,,,,40.0,,,,,,,,COMPLETE
205,205,0.8937961821923139,2025-01-08 01:30:09.002120,2025-01-08 01:30:25.789055,0 days 00:00:16.786935,3,3,2,15,10.0,,,,,,35.0,,,,,,,,COMPLETE
206,206,0.9072250269469975,2025-01-08 01:30:25.789841,2025-01-08 01:30:42.667983,0 days 00:00:16.878142,3,3,2,10,15.0,,,,,,40.0,,,,,,,,COMPLETE
207,207,0.9068194892773395,2025-01-08 01:30:42.668769,2025-01-08 01:31:00.347725,0 days 00:00:17.678956,3,3,2,15,15.0,,,,,,40.0,,,,,,,,COMPLETE
208,208,0.9054671382257589,2025-01-08 01:31:00.348690,2025-01-08 01:31:18.157363,0 days 00:00:17.808673,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
209,209,0.9054671382257589,2025-01-08 01:31:18.158187,2025-01-08 01:31:35.981612,0 days 00:00:17.823425,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
210,210,0.9054671382257589,2025-01-08 01:31:35.982369,2025-01-08 01:31:53.801330,0 days 00:00:17.818961,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
211,211,0.9054671382257589,2025-01-08 01:31:53.802279,2025-01-08 01:32:11.614306,0 days 00:00:17.812027,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
212,212,0.9054671382257589,2025-01-08 01:32:11.615178,2025-01-08 01:32:29.550117,0 days 00:00:17.934939,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
213,213,0.9054671382257589,2025-01-08 01:32:29.550991,2025-01-08 01:32:47.378508,0 days 00:00:17.827517,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
214,214,0.9054671382257589,2025-01-08 01:32:47.379371,2025-01-08 01:33:05.195598,0 days 00:00:17.816227,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
215,215,0.9000035538016075,2025-01-08 01:33:05.196564,2025-01-08 01:33:22.507767,0 days 00:00:17.311203,3,3,2,15,10.0,,,,,,45.0,,,,,,,,COMPLETE
216,216,0.9039233488404318,2025-01-08 01:33:22.508598,2025-01-08 01:33:41.386377,0 days 00:00:18.877779,3,3,2,15,20.0,,,,,,45.0,,,,,,,,COMPLETE
217,217,0.9054671382257589,2025-01-08 01:33:41.387175,2025-01-08 01:33:59.332814,0 days 00:00:17.945639,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
218,218,0.9054671382257589,2025-01-08 01:33:59.333660,2025-01-08 01:34:17.153249,0 days 00:00:17.819589,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
219,219,0.9054671382257589,2025-01-08 01:34:17.154165,2025-01-08 01:34:34.968032,0 days 00:00:17.813867,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
220,220,0.9039233488404318,2025-01-08 01:34:34.968841,2025-01-08 01:34:53.838761,0 days 00:00:18.869920,3,3,2,15,20.0,,,,,,45.0,,,,,,,,COMPLETE
221,221,0.9054671382257589,2025-01-08 01:34:53.839652,2025-01-08 01:35:11.652953,0 days 00:00:17.813301,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
222,222,0.9054671382257589,2025-01-08 01:35:11.653901,2025-01-08 01:35:29.590885,0 days 00:00:17.936984,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
223,223,0.9054671382257589,2025-01-08 01:35:29.591751,2025-01-08 01:35:47.403024,0 days 00:00:17.811273,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
224,224,0.9054671382257589,2025-01-08 01:35:47.403844,2025-01-08 01:36:05.230921,0 days 00:00:17.827077,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
225,225,0.9054671382257589,2025-01-08 01:36:05.231777,2025-01-08 01:36:23.044147,0 days 00:00:17.812370,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
226,226,0.9054671382257589,2025-01-08 01:36:23.045101,2025-01-08 01:36:40.857454,0 days 00:00:17.812353,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
227,227,0.9000035538016075,2025-01-08 01:36:40.858311,2025-01-08 01:36:58.302022,0 days 00:00:17.443711,3,3,2,15,10.0,,,,,,45.0,,,,,,,,COMPLETE
228,228,0.9054671382257589,2025-01-08 01:36:58.302917,2025-01-08 01:37:16.123461,0 days 00:00:17.820544,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
229,229,0.9054671382257589,2025-01-08 01:37:16.124339,2025-01-08 01:37:33.935309,0 days 00:00:17.810970,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
230,230,0.9039233488404318,2025-01-08 01:37:33.936268,2025-01-08 01:37:52.794516,0 days 00:00:18.858248,3,3,2,15,20.0,,,,,,45.0,,,,,,,,COMPLETE
231,231,0.9054671382257589,2025-01-08 01:37:52.795305,2025-01-08 01:38:10.621466,0 days 00:00:17.826161,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
232,232,0.815310601226053,2025-01-08 01:38:10.622284,2025-01-08 01:38:28.746935,0 days 00:00:18.124651,3,3,2,15,15.0,,,,,,50.0,,,,,,,,COMPLETE
233,233,0.9054671382257589,2025-01-08 01:38:28.747934,2025-01-08 01:38:46.681912,0 days 00:00:17.933978,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
234,234,0.9054671382257589,2025-01-08 01:38:46.682730,2025-01-08 01:39:04.504432,0 days 00:00:17.821702,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
235,235,0.9054671382257589,2025-01-08 01:39:04.505243,2025-01-08 01:39:22.321176,0 days 00:00:17.815933,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
236,236,0.9054671382257589,2025-01-08 01:39:22.322106,2025-01-08 01:39:40.131495,0 days 00:00:17.809389,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
237,237,0.9054671382257589,2025-01-08 01:39:40.132388,2025-01-08 01:39:57.940713,0 days 00:00:17.808325,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
238,238,0.9054671382257589,2025-01-08 01:39:57.941531,2025-01-08 01:40:15.885302,0 days 00:00:17.943771,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
239,239,0.9054671382257589,2025-01-08 01:40:15.886214,2025-01-08 01:40:33.698446,0 days 00:00:17.812232,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
240,240,0.8884215943998379,2025-01-08 01:40:33.699383,2025-01-08 01:40:51.779811,0 days 00:00:18.080428,3,3,2,15,20.0,,,,,,35.0,,,,,,,,COMPLETE
241,241,0.9054671382257589,2025-01-08 01:40:51.780636,2025-01-08 01:41:09.598407,0 days 00:00:17.817771,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
242,242,0.815310601226053,2025-01-08 01:41:09.599246,2025-01-08 01:41:27.731708,0 days 00:00:18.132462,3,3,2,15,15.0,,,,,,50.0,,,,,,,,COMPLETE
243,243,0.9054671382257589,2025-01-08 01:41:27.732639,2025-01-08 01:41:45.655286,0 days 00:00:17.922647,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
244,244,0.9054671382257589,2025-01-08 01:41:45.656155,2025-01-08 01:42:03.457544,0 days 00:00:17.801389,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
245,245,0.9054671382257589,2025-01-08 01:42:03.458365,2025-01-08 01:42:21.264312,0 days 00:00:17.805947,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
246,246,0.9054671382257589,2025-01-08 01:42:21.265127,2025-01-08 01:42:39.075753,0 days 00:00:17.810626,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
247,247,0.9054671382257589,2025-01-08 01:42:39.076725,2025-01-08 01:42:56.876308,0 days 00:00:17.799583,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
248,248,0.8897460772349363,2025-01-08 01:42:56.877107,2025-01-08 01:43:14.718150,0 days 00:00:17.841043,3,3,2,15,15.0,,,,,,35.0,,,,,,,,COMPLETE
249,249,0.9000035538016075,2025-01-08 01:43:14.718939,2025-01-08 01:43:32.020693,0 days 00:00:17.301754,3,3,2,15,10.0,,,,,,45.0,,,,,,,,COMPLETE
250,250,0.9039233488404318,2025-01-08 01:43:32.021547,2025-01-08 01:43:50.859770,0 days 00:00:18.838223,3,3,2,15,20.0,,,,,,45.0,,,,,,,,COMPLETE
251,251,0.815310601226053,2025-01-08 01:43:50.860651,2025-01-08 01:44:08.968683,0 days 00:00:18.108032,3,3,2,15,15.0,,,,,,50.0,,,,,,,,COMPLETE
252,252,0.9054671382257589,2025-01-08 01:44:08.969430,2025-01-08 01:44:26.764073,0 days 00:00:17.794643,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
253,253,0.882215957898838,2025-01-08 01:44:26.764911,2025-01-08 01:44:44.030189,0 days 00:00:17.265278,3,3,2,15,15.0,,,,,,30.0,,,,,,,,COMPLETE
254,254,0.8897460772349363,2025-01-08 01:44:44.031011,2025-01-08 01:45:01.742950,0 days 00:00:17.711939,3,3,2,15,15.0,,,,,,35.0,,,,,,,,COMPLETE
255,255,0.9054671382257589,2025-01-08 01:45:01.743731,2025-01-08 01:45:19.529628,0 days 00:00:17.785897,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
256,256,0.8238927165900553,2025-01-08 01:45:19.530483,2025-01-08 01:45:38.411857,0 days 00:00:18.881374,3,3,3,5,20.0,,,,,,45.0,,,,,,,,COMPLETE
257,257,0.8937961821923139,2025-01-08 01:45:38.412633,2025-01-08 01:45:55.173983,0 days 00:00:16.761350,3,3,2,15,10.0,,,,,,35.0,,,,,,,,COMPLETE
258,258,0.9054671382257589,2025-01-08 01:45:55.174751,2025-01-08 01:46:13.081003,0 days 00:00:17.906252,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
259,259,0.8559954815044137,2025-01-08 01:46:13.081847,2025-01-08 01:46:30.009270,0 days 00:00:16.927423,3,3,2,10,15.0,,,,,,45.0,,,,,,,,COMPLETE
260,260,0.9054671382257589,2025-01-08 01:46:30.010144,2025-01-08 01:46:47.796165,0 days 00:00:17.786021,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
261,261,0.9054671382257589,2025-01-08 01:46:47.796978,2025-01-08 01:47:05.578919,0 days 00:00:17.781941,3,3,2,15,15.0,,,,,,45.0,,,,,,,,COMPLETE
262,262,0.9072250269469975,2025-01-08 01:47:05.579712,2025-01-08 01:47:22.418751,0 days 00:00:16.839039,3,3,2,10,15.0,,,,,,40.0,,,,,,,,COMPLETE
263,263,0.8997989108956188,2025-01-08 01:47:22.419599,2025-01-08 01:47:40.733664,0 days 00:00:18.314065,3,3,2,10,30.0,,,,,,40.0,,,,,,,,COMPLETE
264,264,0.8613803822336021,2025-01-08 01:47:40.734496,2025-01-08 01:47:58.242114,0 days 00:00:17.507618,3,3,2,10,20.0,,,,,,40.0,,,,,,,,COMPLETE
265,265,0.9072250269469975,2025-01-08 01:47:58.242875,2025-01-08 01:48:15.083079,0 days 00:00:16.840204,3,3,2,10,15.0,,,,,,40.0,,,,,,,,COMPLETE
266,266,0.8748150418792786,2025-01-08 01:48:15.083942,2025-01-08 01:48:56.719440,0 days 00:00:41.635498,9,3,2,10,15.0,,,,,,40.0,25.0,20.0,45.0,10.0,15.0,45.0,,COMPLETE
267,267,0.8659372393901845,2025-01-08 01:48:56.720656,2025-01-08 01:49:13.119599,0 days 00:00:16.398943,3,3,2,10,10.0,,,,,,40.0,,,,,,,,COMPLETE
268,268,0.8605981133204363,2025-01-08 01:49:13.120505,2025-01-08 01:49:25.173631,0 days 00:00:12.053126,2,3,2,10,15.0,,,,,,,,,,,,,,COMPLETE
269,269,0.8834077585916054,2025-01-08 01:49:25.174445,2025-01-08 01:49:41.396051,0 days 00:00:16.221606,3,3,2,5,15.0,,,,,,40.0,,,,,,,,COMPLETE
270,270,0.9072250269469975,2025-01-08 01:49:41.396759,2025-01-08 01:49:58.235160,0 days 00:00:16.838401,3,3,2,10,15.0,,,,,,40.0,,,,,,,,COMPLETE
271,271,0.88160155136214,2025-01-08 01:49:58.235935,2025-01-08 01:50:10.353680,0 days 00:00:12.117745,2,3,2,10,20.0,,,,,,,,,,,,,,COMPLETE
272,272,0.9072250269469975,2025-01-08 01:50:10.356208,2025-01-08 01:50:27.195319,0 days 00:00:16.839111,3,3,2,10,15.0,,,,,,40.0,,,,,,,,COMPLETE
273,273,0.9072250269469975,2025-01-08 01:50:27.196075,2025-01-08 01:50:44.033242,0 days 00:00:16.837167,3,3,2,10,15.0,,,,,,40.0,,,,,,,,COMPLETE
274,274,0.8807778705950821,2025-01-08 01:50:44.033958,2025-01-08 01:50:59.390097,0 days 00:00:15.356139,3,1,2,10,15.0,,,,,,40.0,,,,,,,,COMPLETE
275,275,0.8605981133204363,2025-01-08 01:50:59.390939,2025-01-08 01:51:11.318790,0 days 00:00:11.927851,2,3,2,10,15.0,,,,,,,,,,,,,,COMPLETE
276,276,0.9072250269469975,2025-01-08 01:51:11.321501,2025-01-08 01:51:28.161305,0 days 00:00:16.839804,3,3,2,10,15.0,,,,,,40.0,,,,,,,,COMPLETE
277,277,0.8659372393901845,2025-01-08 01:51:28.162057,2025-01-08 01:51:44.556619,0 days 00:00:16.394562,3,3,2,10,10.0,,,,,,40.0,,,,,,,,COMPLETE
278,278,0.4168618571629668,2025-01-08 01:51:44.557329,2025-01-08 01:52:01.483599,0 days 00:00:16.926270,3,3,4,10,20.0,,,,,,40.0,,,,,,,,COMPLETE
279,279,0.8605981133204363,2025-01-08 01:52:01.484493,2025-01-08 01:52:13.416022,0 days 00:00:11.931529,2,3,2,10,15.0,,,,,,,,,,,,,,COMPLETE
280,280,0.9072250269469975,2025-01-08 01:52:13.417122,2025-01-08 01:52:30.256443,0 days 00:00:16.839321,3,3,2,10,15.0,,,,,,40.0,,,,,,,,COMPLETE
281,281,0.9072250269469975,2025-01-08 01:52:30.257175,2025-01-08 01:52:47.097227,0 days 00:00:16.840052,3,3,2,10,15.0,,,,,,40.0,,,,,,,,COMPLETE
282,282,0.8101796610411038,2025-01-08 01:52:47.097964,2025-01-08 01:53:38.352886,0 days 00:00:51.254922,10,3,2,10,30.0,,,,,,40.0,15.0,50.0,10.0,45.0,30.0,30.0,40.0,COMPLETE
283,283,0.8605981133204363,2025-01-08 01:53:38.354133,2025-01-08 01:53:50.288984,0 days 00:00:11.934851,2,3,2,10,15.0,,,,,,,,,,,,,,COMPLETE
