,number,value,datetime_start,datetime_complete,duration,params_depth,params_grid,params_k,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
138,138,0.9058225672488682,2025-01-08 14:19:42.692454,2025-01-08 14:19:51.742861,0 days 00:00:09.050407,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
139,139,0.9058225672488682,2025-01-08 14:19:51.746964,2025-01-08 14:20:00.921191,0 days 00:00:09.174227,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
140,140,0.8808059124708438,2025-01-08 14:20:00.926146,2025-01-08 14:20:12.964751,0 days 00:00:12.038605,3,5,2,15,5.0,,,,,,50.0,,,,,,,,COMPLETE
141,141,0.9058225672488682,2025-01-08 14:20:12.966415,2025-01-08 14:20:22.013697,0 days 00:00:09.047282,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
142,142,0.9058225672488682,2025-01-08 14:20:22.017747,2025-01-08 14:20:31.066832,0 days 00:00:09.049085,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
143,143,0.9058225672488682,2025-01-08 14:20:31.071101,2025-01-08 14:20:40.117820,0 days 00:00:09.046719,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
144,144,0.8774587727721428,2025-01-08 14:20:40.121886,2025-01-08 14:20:52.291309,0 days 00:00:12.169423,3,5,2,15,5.0,,,,,,40.0,,,,,,,,COMPLETE
145,145,0.8737259454449721,2025-01-08 14:20:52.295684,2025-01-08 14:21:00.969451,0 days 00:00:08.673767,2,5,2,10,5.0,,,,,,,,,,,,,,COMPLETE
146,146,0.9058225672488682,2025-01-08 14:21:00.972186,2025-01-08 14:21:10.019826,0 days 00:00:09.047640,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
147,147,0.8883319180311898,2025-01-08 14:21:10.023874,2025-01-08 14:21:21.705647,0 days 00:00:11.681773,3,5,2,15,5.0,,,,,,35.0,,,,,,,,COMPLETE
148,148,0.9058225672488682,2025-01-08 14:21:21.710106,2025-01-08 14:21:30.759039,0 days 00:00:09.048933,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
149,149,0.8737259454449721,2025-01-08 14:21:30.763129,2025-01-08 14:21:39.563175,0 days 00:00:08.800046,2,5,2,10,5.0,,,,,,,,,,,,,,COMPLETE
150,150,0.3527065527065527,2025-01-08 14:21:39.566318,2025-01-08 14:22:25.978355,0 days 00:00:46.412037,11,5,2,15,5.0,40.0,,,,,50.0,20.0,35.0,45.0,40.0,50.0,35.0,40.0,COMPLETE
151,151,0.9058225672488682,2025-01-08 14:22:25.979446,2025-01-08 14:22:35.031102,0 days 00:00:09.051656,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
152,152,0.9058225672488682,2025-01-08 14:22:35.035417,2025-01-08 14:22:44.083868,0 days 00:00:09.048451,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
153,153,0.8714533309787487,2025-01-08 14:22:44.087688,2025-01-08 14:22:56.154703,0 days 00:00:12.067015,3,5,2,15,5.0,,,,,,45.0,,,,,,,,COMPLETE
154,154,0.9058225672488682,2025-01-08 14:22:56.155685,2025-01-08 14:23:05.210863,0 days 00:00:09.055178,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
155,155,0.8893622039057136,2025-01-08 14:23:05.215109,2025-01-08 14:23:16.568204,0 days 00:00:11.353095,3,5,2,15,5.0,,,,,,30.0,,,,,,,,COMPLETE
156,156,0.9058225672488682,2025-01-08 14:23:16.572543,2025-01-08 14:23:25.622520,0 days 00:00:09.049977,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
157,157,0.9058225672488682,2025-01-08 14:23:25.626646,2025-01-08 14:23:34.801322,0 days 00:00:09.174676,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
158,158,0.8724989388426311,2025-01-08 14:23:34.806307,2025-01-08 14:23:57.252339,0 days 00:00:22.446032,5,5,2,50,5.0,,,,,,40.0,15.0,45.0,,,,,,COMPLETE
159,159,0.8880504497711463,2025-01-08 14:23:57.254232,2025-01-08 14:24:08.358533,0 days 00:00:11.104301,3,5,2,10,5.0,,,,,,35.0,,,,,,,,COMPLETE
160,160,0.8811104748450866,2025-01-08 14:24:08.359478,2025-01-08 14:24:18.222352,0 days 00:00:09.862874,2,5,2,20,5.0,,,,,,,,,,,,,,COMPLETE
161,161,0.9058225672488682,2025-01-08 14:24:18.226103,2025-01-08 14:24:27.401050,0 days 00:00:09.174947,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
162,162,0.9058225672488682,2025-01-08 14:24:27.404897,2025-01-08 14:24:36.452343,0 days 00:00:09.047446,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
163,163,0.9058225672488682,2025-01-08 14:24:36.456405,2025-01-08 14:24:45.508544,0 days 00:00:09.052139,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
164,164,0.9058225672488682,2025-01-08 14:24:45.512731,2025-01-08 14:24:54.563389,0 days 00:00:09.050658,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
165,165,0.8896699434190334,2025-01-08 14:24:54.567475,2025-01-08 14:25:06.077628,0 days 00:00:11.510153,3,5,2,15,5.0,,,,,,25.0,,,,,,,,COMPLETE
166,166,0.9058225672488682,2025-01-08 14:25:06.080445,2025-01-08 14:25:15.128105,0 days 00:00:09.047660,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
167,167,0.9058225672488682,2025-01-08 14:25:15.132123,2025-01-08 14:25:24.181329,0 days 00:00:09.049206,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
168,168,0.8142215384343408,2025-01-08 14:25:24.185382,2025-01-08 14:25:43.359812,0 days 00:00:19.174430,6,5,2,15,5.0,,,,,,10.0,45.0,10.0,20.0,,,,,COMPLETE
169,169,0.9058225672488682,2025-01-08 14:25:43.361379,2025-01-08 14:25:52.542243,0 days 00:00:09.180864,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
170,170,0.8874669487043891,2025-01-08 14:25:52.544630,2025-01-08 14:26:02.872855,0 days 00:00:10.328225,3,5,2,10,5.0,,,,,,15.0,,,,,,,,COMPLETE
171,171,0.9058225672488682,2025-01-08 14:26:02.875619,2025-01-08 14:26:11.926658,0 days 00:00:09.051039,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
172,172,0.9058225672488682,2025-01-08 14:26:11.930793,2025-01-08 14:26:20.979316,0 days 00:00:09.048523,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
173,173,0.9058225672488682,2025-01-08 14:26:20.983468,2025-01-08 14:26:30.035487,0 days 00:00:09.052019,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
174,174,0.9058225672488682,2025-01-08 14:26:30.039714,2025-01-08 14:26:39.090641,0 days 00:00:09.050927,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
175,175,0.2883580080753701,2025-01-08 14:26:39.094725,2025-01-08 14:27:11.354904,0 days 00:00:32.260179,9,5,2,15,5.0,,,,,,50.0,35.0,25.0,35.0,20.0,25.0,15.0,,COMPLETE
176,176,0.8811104748450866,2025-01-08 14:27:11.355781,2025-01-08 14:27:21.226037,0 days 00:00:09.870256,2,5,2,20,5.0,,,,,,,,,,,,,,COMPLETE
177,177,0.9058225672488682,2025-01-08 14:27:21.230385,2025-01-08 14:27:30.281269,0 days 00:00:09.050884,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
178,178,0.9058225672488682,2025-01-08 14:27:30.285126,2025-01-08 14:27:39.335627,0 days 00:00:09.050501,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
179,179,0.8821630318995609,2025-01-08 14:27:39.339742,2025-01-08 14:27:51.424719,0 days 00:00:12.084977,3,5,2,20,5.0,,,,,,30.0,,,,,,,,COMPLETE
180,180,0.8896248713293682,2025-01-08 14:27:51.429017,2025-01-08 14:28:02.549912,0 days 00:00:11.120895,3,5,2,15,5.0,,,,,,20.0,,,,,,,,COMPLETE
181,181,0.9058225672488682,2025-01-08 14:28:02.554150,2025-01-08 14:28:11.605629,0 days 00:00:09.051479,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
182,182,0.9058225672488682,2025-01-08 14:28:11.609873,2025-01-08 14:28:20.662805,0 days 00:00:09.052932,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
183,183,0.0,2025-01-08 14:28:20.666929,2025-01-08 14:29:08.820972,0 days 00:00:48.154043,14,5,2,15,5.0,15.0,25.0,25.0,40.0,,45.0,40.0,30.0,10.0,30.0,15.0,40.0,15.0,COMPLETE
184,184,0.9058225672488682,2025-01-08 14:29:08.822191,2025-01-08 14:29:17.877994,0 days 00:00:09.055803,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
185,185,0.9058225672488682,2025-01-08 14:29:17.882178,2025-01-08 14:29:27.058247,0 days 00:00:09.176069,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
186,186,0.9018177208460589,2025-01-08 14:29:27.062233,2025-01-08 14:29:36.139077,0 days 00:00:09.076844,2,5,2,15,10.0,,,,,,,,,,,,,,COMPLETE
187,187,0.8883319180311898,2025-01-08 14:29:36.140352,2025-01-08 14:29:47.823508,0 days 00:00:11.683156,3,5,2,15,5.0,,,,,,35.0,,,,,,,,COMPLETE
188,188,0.8737259454449721,2025-01-08 14:29:47.826898,2025-01-08 14:29:56.506802,0 days 00:00:08.679904,2,5,2,10,5.0,,,,,,,,,,,,,,COMPLETE
189,189,0.9058225672488682,2025-01-08 14:29:56.509714,2025-01-08 14:30:05.562843,0 days 00:00:09.053129,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
190,190,0.8726190098243642,2025-01-08 14:30:05.566948,2025-01-08 14:30:20.567854,0 days 00:00:15.000906,3,5,2,45,5.0,,,,,,10.0,,,,,,,,COMPLETE
191,191,0.9058225672488682,2025-01-08 14:30:20.569341,2025-01-08 14:30:29.747113,0 days 00:00:09.177772,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
192,192,0.9058225672488682,2025-01-08 14:30:29.750274,2025-01-08 14:30:38.800338,0 days 00:00:09.050064,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
193,193,0.9058225672488682,2025-01-08 14:30:38.804385,2025-01-08 14:30:47.857267,0 days 00:00:09.052882,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
194,194,0.9058225672488682,2025-01-08 14:30:47.861508,2025-01-08 14:30:56.914420,0 days 00:00:09.052912,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
195,195,0.8989612489488217,2025-01-08 14:30:56.918465,2025-01-08 14:31:03.847129,0 days 00:00:06.928664,1,5,2,15,,,,,,,,,,,,,,,COMPLETE
196,196,0.9058225672488682,2025-01-08 14:31:03.852132,2025-01-08 14:31:12.902646,0 days 00:00:09.050514,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
197,197,0.9058225672488682,2025-01-08 14:31:12.906672,2025-01-08 14:31:21.956894,0 days 00:00:09.050222,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
198,198,0.8472849562211203,2025-01-08 14:31:21.960923,2025-01-08 14:31:29.590457,0 days 00:00:07.629534,1,5,2,20,,,,,,,,,,,,,,,COMPLETE
199,199,0.9018177208460589,2025-01-08 14:31:29.596881,2025-01-08 14:31:38.678643,0 days 00:00:09.081762,2,5,2,15,10.0,,,,,,,,,,,,,,COMPLETE
200,200,0.8896699434190334,2025-01-08 14:31:38.679805,2025-01-08 14:31:50.318793,0 days 00:00:11.638988,3,5,2,15,5.0,,,,,,25.0,,,,,,,,COMPLETE
201,201,0.9058225672488682,2025-01-08 14:31:50.322638,2025-01-08 14:31:59.372837,0 days 00:00:09.050199,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
202,202,0.9058225672488682,2025-01-08 14:31:59.376898,2025-01-08 14:32:08.427091,0 days 00:00:09.050193,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
203,203,0.9058225672488682,2025-01-08 14:32:08.431140,2025-01-08 14:32:17.481644,0 days 00:00:09.050504,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
204,204,0.9058225672488682,2025-01-08 14:32:17.485665,2025-01-08 14:32:26.539205,0 days 00:00:09.053540,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
205,205,0.9058225672488682,2025-01-08 14:32:26.543424,2025-01-08 14:32:35.594665,0 days 00:00:09.051241,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
206,206,0.8989612489488217,2025-01-08 14:32:35.598680,2025-01-08 14:32:42.526552,0 days 00:00:06.927872,1,5,2,15,,,,,,,,,,,,,,,COMPLETE
207,207,0.8774587727721428,2025-01-08 14:32:42.531524,2025-01-08 14:32:54.704624,0 days 00:00:12.173100,3,5,2,15,5.0,,,,,,40.0,,,,,,,,COMPLETE
208,208,0.9058225672488682,2025-01-08 14:32:54.705703,2025-01-08 14:33:03.755757,0 days 00:00:09.050054,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
209,209,0.9058225672488682,2025-01-08 14:33:03.759770,2025-01-08 14:33:12.809977,0 days 00:00:09.050207,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
210,210,0.8868887258011364,2025-01-08 14:33:12.813969,2025-01-08 14:33:19.298865,0 days 00:00:06.484896,1,5,2,10,,,,,,,,,,,,,,,COMPLETE
211,211,0.9058225672488682,2025-01-08 14:33:19.302519,2025-01-08 14:33:28.481222,0 days 00:00:09.178703,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
212,212,0.9058225672488682,2025-01-08 14:33:28.485721,2025-01-08 14:33:37.537007,0 days 00:00:09.051286,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
213,213,0.9058225672488682,2025-01-08 14:33:37.541047,2025-01-08 14:33:46.590928,0 days 00:00:09.049881,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
214,214,0.9058225672488682,2025-01-08 14:33:46.594916,2025-01-08 14:33:55.645959,0 days 00:00:09.051043,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
215,215,0.9058225672488682,2025-01-08 14:33:55.649964,2025-01-08 14:34:04.699900,0 days 00:00:09.049936,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
216,216,0.8896248713293682,2025-01-08 14:34:04.703899,2025-01-08 14:34:15.831877,0 days 00:00:11.127978,3,5,2,15,5.0,,,,,,20.0,,,,,,,,COMPLETE
217,217,0.9058225672488682,2025-01-08 14:34:15.836174,2025-01-08 14:34:24.888065,0 days 00:00:09.051891,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
218,218,0.9018177208460589,2025-01-08 14:34:24.892052,2025-01-08 14:34:33.966315,0 days 00:00:09.074263,2,5,2,15,10.0,,,,,,,,,,,,,,COMPLETE
219,219,0.8989612489488217,2025-01-08 14:34:33.970373,2025-01-08 14:34:40.898551,0 days 00:00:06.928178,1,5,2,15,,,,,,,,,,,,,,,COMPLETE
220,220,0.9058225672488682,2025-01-08 14:34:40.903137,2025-01-08 14:34:49.953539,0 days 00:00:09.050402,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
221,221,0.9058225672488682,2025-01-08 14:34:49.957520,2025-01-08 14:34:59.138153,0 days 00:00:09.180633,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
222,222,0.9058225672488682,2025-01-08 14:34:59.142405,2025-01-08 14:35:08.195304,0 days 00:00:09.052899,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
223,223,0.9058225672488682,2025-01-08 14:35:08.199399,2025-01-08 14:35:17.249926,0 days 00:00:09.050527,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
224,224,0.9058225672488682,2025-01-08 14:35:17.253958,2025-01-08 14:35:26.305021,0 days 00:00:09.051063,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
225,225,0.9058225672488682,2025-01-08 14:35:26.309012,2025-01-08 14:35:35.357893,0 days 00:00:09.048881,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
226,226,0.9058225672488682,2025-01-08 14:35:35.361921,2025-01-08 14:35:44.413452,0 days 00:00:09.051531,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
227,227,0.8787363734741476,2025-01-08 14:35:44.417446,2025-01-08 14:35:55.447734,0 days 00:00:11.030288,3,5,2,15,5.0,,,,,,5.0,,,,,,,,COMPLETE
228,228,0.8811104748450866,2025-01-08 14:35:55.452497,2025-01-08 14:36:05.319459,0 days 00:00:09.866962,2,5,2,20,5.0,,,,,,,,,,,,,,COMPLETE
229,229,0.8989612489488217,2025-01-08 14:36:05.324967,2025-01-08 14:36:12.254363,0 days 00:00:06.929396,1,5,2,15,,,,,,,,,,,,,,,COMPLETE
230,230,0.9058225672488682,2025-01-08 14:36:12.259147,2025-01-08 14:36:21.436442,0 days 00:00:09.177295,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
231,231,0.9058225672488682,2025-01-08 14:36:21.441699,2025-01-08 14:36:30.491535,0 days 00:00:09.049836,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
232,232,0.9058225672488682,2025-01-08 14:36:30.495582,2025-01-08 14:36:39.549519,0 days 00:00:09.053937,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
233,233,0.9058225672488682,2025-01-08 14:36:39.553752,2025-01-08 14:36:48.605986,0 days 00:00:09.052234,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
234,234,0.9058225672488682,2025-01-08 14:36:48.610001,2025-01-08 14:36:57.660964,0 days 00:00:09.050963,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
235,235,0.8794731621984841,2025-01-08 14:36:57.665009,2025-01-08 14:37:08.774303,0 days 00:00:11.109294,3,5,2,15,5.0,,,,,,15.0,,,,,,,,COMPLETE
236,236,0.9058225672488682,2025-01-08 14:37:08.778427,2025-01-08 14:37:17.831092,0 days 00:00:09.052665,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
237,237,0.9058225672488682,2025-01-08 14:37:17.835079,2025-01-08 14:37:26.887925,0 days 00:00:09.052846,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
238,238,0.8989612489488217,2025-01-08 14:37:26.891960,2025-01-08 14:37:33.825535,0 days 00:00:06.933575,1,5,2,15,,,,,,,,,,,,,,,COMPLETE
239,239,0.9058225672488682,2025-01-08 14:37:33.830697,2025-01-08 14:37:42.885005,0 days 00:00:09.054308,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
240,240,0.9058225672488682,2025-01-08 14:37:42.889074,2025-01-08 14:37:51.942381,0 days 00:00:09.053307,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
241,241,0.9058225672488682,2025-01-08 14:37:51.946506,2025-01-08 14:38:01.124897,0 days 00:00:09.178391,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
242,242,0.9058225672488682,2025-01-08 14:38:01.128998,2025-01-08 14:38:10.180772,0 days 00:00:09.051774,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
243,243,0.9058225672488682,2025-01-08 14:38:10.184819,2025-01-08 14:38:19.236786,0 days 00:00:09.051967,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
244,244,0.8893622039057136,2025-01-08 14:38:19.240830,2025-01-08 14:38:30.601566,0 days 00:00:11.360736,3,5,2,15,5.0,,,,,,30.0,,,,,,,,COMPLETE
245,245,0.9058225672488682,2025-01-08 14:38:30.602934,2025-01-08 14:38:39.658369,0 days 00:00:09.055435,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
246,246,0.9058225672488682,2025-01-08 14:38:39.662449,2025-01-08 14:38:48.715685,0 days 00:00:09.053236,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
247,247,0.9058225672488682,2025-01-08 14:38:48.719767,2025-01-08 14:38:57.773521,0 days 00:00:09.053754,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
248,248,0.9058225672488682,2025-01-08 14:38:57.777539,2025-01-08 14:39:06.830066,0 days 00:00:09.052527,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
249,249,0.8808059124708438,2025-01-08 14:39:06.834089,2025-01-08 14:39:18.877048,0 days 00:00:12.042959,3,5,2,15,5.0,,,,,,50.0,,,,,,,,COMPLETE
250,250,0.8989612489488217,2025-01-08 14:39:18.881710,2025-01-08 14:39:25.811744,0 days 00:00:06.930034,1,5,2,15,,,,,,,,,,,,,,,COMPLETE
251,251,0.8737259454449721,2025-01-08 14:39:25.816271,2025-01-08 14:39:34.621153,0 days 00:00:08.804882,2,5,2,10,5.0,,,,,,,,,,,,,,COMPLETE
252,252,0.3612167300380228,2025-01-08 14:39:34.624849,2025-01-08 14:40:12.310802,0 days 00:00:37.685953,10,5,2,15,5.0,,,,,,10.0,20.0,50.0,45.0,10.0,35.0,45.0,40.0,COMPLETE
253,253,0.8811104748450866,2025-01-08 14:40:12.311911,2025-01-08 14:40:22.307603,0 days 00:00:09.995692,2,5,2,20,5.0,,,,,,,,,,,,,,COMPLETE
254,254,0.9018177208460589,2025-01-08 14:40:22.310570,2025-01-08 14:40:31.387664,0 days 00:00:09.077094,2,5,2,15,10.0,,,,,,,,,,,,,,COMPLETE
255,255,0.8989612489488217,2025-01-08 14:40:31.391585,2025-01-08 14:40:38.321858,0 days 00:00:06.930273,1,5,2,15,,,,,,,,,,,,,,,COMPLETE
256,256,0.8896699434190334,2025-01-08 14:40:38.326017,2025-01-08 14:40:49.840760,0 days 00:00:11.514743,3,5,2,15,5.0,,,,,,25.0,,,,,,,,COMPLETE
257,257,0.9058225672488682,2025-01-08 14:40:49.844495,2025-01-08 14:40:58.901235,0 days 00:00:09.056740,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
258,258,0.9058225672488682,2025-01-08 14:40:58.905577,2025-01-08 14:41:07.960219,0 days 00:00:09.054642,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
259,259,0.9058225672488682,2025-01-08 14:41:07.964356,2025-01-08 14:41:17.018736,0 days 00:00:09.054380,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
260,260,0.8868887258011364,2025-01-08 14:41:17.022835,2025-01-08 14:41:23.503872,0 days 00:00:06.481037,1,5,2,10,,,,,,,,,,,,,,,COMPLETE
261,261,0.8714533309787487,2025-01-08 14:41:23.507363,2025-01-08 14:41:35.576313,0 days 00:00:12.068950,3,5,2,15,5.0,,,,,,45.0,,,,,,,,COMPLETE
262,262,0.9058225672488682,2025-01-08 14:41:35.579630,2025-01-08 14:41:44.763409,0 days 00:00:09.183779,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
263,263,0.9018177208460589,2025-01-08 14:41:44.768594,2025-01-08 14:41:53.851185,0 days 00:00:09.082591,2,5,2,15,10.0,,,,,,,,,,,,,,COMPLETE
264,264,0.9058225672488682,2025-01-08 14:41:53.855402,2025-01-08 14:42:02.909712,0 days 00:00:09.054310,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
265,265,0.8989612489488217,2025-01-08 14:42:02.913806,2025-01-08 14:42:09.845387,0 days 00:00:06.931581,1,5,2,15,,,,,,,,,,,,,,,COMPLETE
266,266,0.9023975220357323,2025-01-08 14:42:09.850416,2025-01-08 14:42:17.637516,0 days 00:00:07.787100,2,5,2,5,5.0,,,,,,,,,,,,,,COMPLETE
267,267,0.8883319180311898,2025-01-08 14:42:17.639111,2025-01-08 14:42:29.323876,0 days 00:00:11.684765,3,5,2,15,5.0,,,,,,35.0,,,,,,,,COMPLETE
268,268,0.6899204878836882,2025-01-08 14:42:29.328181,2025-01-08 14:42:51.857043,0 days 00:00:22.528862,7,5,2,20,5.0,,,,,,40.0,10.0,5.0,15.0,40.0,,,,COMPLETE
269,269,0.9058225672488682,2025-01-08 14:42:51.858806,2025-01-08 14:43:00.912844,0 days 00:00:09.054038,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
270,270,0.9058225672488682,2025-01-08 14:43:00.916755,2025-01-08 14:43:09.971353,0 days 00:00:09.054598,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
271,271,0.8989612489488217,2025-01-08 14:43:09.975268,2025-01-08 14:43:17.033042,0 days 00:00:07.057774,1,5,2,15,,,,,,,,,,,,,,,COMPLETE
272,272,0.8737259454449721,2025-01-08 14:43:17.039693,2025-01-08 14:43:25.719035,0 days 00:00:08.679342,2,5,2,10,5.0,,,,,,,,,,,,,,COMPLETE
273,273,0.8693568290500917,2025-01-08 14:43:25.721846,2025-01-08 14:43:37.048336,0 days 00:00:11.326490,3,5,2,15,10.0,,,,,,5.0,,,,,,,,COMPLETE
274,274,0.9058225672488682,2025-01-08 14:43:37.052784,2025-01-08 14:43:46.106805,0 days 00:00:09.054021,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
275,275,0.9058225672488682,2025-01-08 14:43:46.110943,2025-01-08 14:43:55.164592,0 days 00:00:09.053649,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
276,276,0.9058225672488682,2025-01-08 14:43:55.168564,2025-01-08 14:44:04.220082,0 days 00:00:09.051518,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
277,277,0.8472849562211203,2025-01-08 14:44:04.224178,2025-01-08 14:44:11.854542,0 days 00:00:07.630364,1,5,2,20,,,,,,,,,,,,,,,COMPLETE
278,278,0.9058225672488682,2025-01-08 14:44:11.860691,2025-01-08 14:44:20.916028,0 days 00:00:09.055337,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
279,279,0.8794731621984841,2025-01-08 14:44:20.920314,2025-01-08 14:44:32.034182,0 days 00:00:11.113868,3,5,2,15,5.0,,,,,,15.0,,,,,,,,COMPLETE
280,280,0.8414700300236647,2025-01-08 14:44:32.038406,2025-01-08 14:44:40.093625,0 days 00:00:08.055219,2,1,1,15,5.0,,,,,,,,,,,,,,COMPLETE
281,281,0.8737259454449721,2025-01-08 14:44:40.097687,2025-01-08 14:44:48.779807,0 days 00:00:08.682120,2,5,2,10,5.0,,,,,,,,,,,,,,COMPLETE
282,282,0.9058225672488682,2025-01-08 14:44:48.782597,2025-01-08 14:44:57.963662,0 days 00:00:09.181065,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
283,283,0.0,2025-01-08 14:44:57.967776,2025-01-08 14:45:39.624986,0 days 00:00:41.657210,12,5,2,15,5.0,50.0,25.0,,,,25.0,50.0,30.0,40.0,20.0,25.0,15.0,15.0,COMPLETE
284,284,0.8989612489488217,2025-01-08 14:45:39.625997,2025-01-08 14:45:46.562192,0 days 00:00:06.936195,1,5,2,15,,,,,,,,,,,,,,,COMPLETE
285,285,0.9058225672488682,2025-01-08 14:45:46.562928,2025-01-08 14:45:55.616447,0 days 00:00:09.053519,2,5,2,15,5.0,,,,,,,,,,,,,,COMPLETE
286,286,0.8893622039057136,2025-01-08 14:45:55.620312,2025-01-08 14:46:06.983179,0 days 00:00:11.362867,3,5,2,15,5.0,,,,,,30.0,,,,,,,,COMPLETE
287,287,0.8800832482774774,2025-01-08 14:46:06.984836,2025-01-08 14:46:15.544838,0 days 00:00:08.560002,2,5,2,10,10.0,,,,,,,,,,,,,,COMPLETE
288,288,0.8811104748450866,2025-01-08 14:46:15.547585,2025-01-08 14:46:25.418618,0 days 00:00:09.871033,2,5,2,20,5.0,,,,,,,,,,,,,,COMPLETE
