,number,value,datetime_start,datetime_complete,duration,params_depth,params_grid,params_k,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
132,132,0.7751436781609196,2025-01-08 10:15:38.903995,2025-01-08 10:15:40.920412,0 days 00:00:02.016417,2,5,1,5,5.0,,,,,,,,,,,,,,COMPLETE
133,133,0.7751436781609196,2025-01-08 10:15:40.926983,2025-01-08 10:15:42.939812,0 days 00:00:02.012829,2,5,1,5,5.0,,,,,,,,,,,,,,COMPLETE
134,134,0.7726333195535345,2025-01-08 10:15:42.946295,2025-01-08 10:15:45.197514,0 days 00:00:02.251219,1,5,1,5,,,,,,,,,,,,,,,COMPLETE
135,135,0.7506802721088436,2025-01-08 10:15:45.204991,2025-01-08 10:15:47.674271,0 days 00:00:02.469280,2,5,1,5,10.0,,,,,,,,,,,,,,COMPLETE
136,136,0.6137472283813747,2025-01-08 10:15:47.680748,2025-01-08 10:15:50.871433,0 days 00:00:03.190685,3,5,1,5,5.0,,,,,,45.0,,,,,,,,COMPLETE
137,137,0.6989160979526294,2025-01-08 10:15:50.872186,2025-01-08 10:15:54.349552,0 days 00:00:03.477366,2,5,1,10,10.0,,,,,,,,,,,,,,COMPLETE
138,138,0.7726333195535345,2025-01-08 10:15:54.350480,2025-01-08 10:15:56.612189,0 days 00:00:02.261709,1,5,1,5,,,,,,,,,,,,,,,COMPLETE
139,139,0.49955357142857143,2025-01-08 10:15:56.619768,2025-01-08 10:15:59.689515,0 days 00:00:03.069747,3,5,1,5,5.0,,,,,,30.0,,,,,,,,COMPLETE
140,140,0.765791632485644,2025-01-08 10:15:59.696285,2025-01-08 10:16:02.873868,0 days 00:00:03.177583,2,5,1,10,5.0,,,,,,,,,,,,,,COMPLETE
141,141,0.7751436781609196,2025-01-08 10:16:02.874672,2025-01-08 10:16:04.895634,0 days 00:00:02.020962,2,5,1,5,5.0,,,,,,,,,,,,,,COMPLETE
142,142,0.7751436781609196,2025-01-08 10:16:04.896361,2025-01-08 10:16:06.912429,0 days 00:00:02.016068,2,5,1,5,5.0,,,,,,,,,,,,,,COMPLETE
143,143,0.6756616502335235,2025-01-08 10:16:06.918870,2025-01-08 10:16:14.304566,0 days 00:00:07.385696,1,5,1,50,,,,,,,,,,,,,,,COMPLETE
144,144,0.7751436781609196,2025-01-08 10:16:14.305559,2025-01-08 10:16:16.326441,0 days 00:00:02.020882,2,5,1,5,5.0,,,,,,,,,,,,,,COMPLETE
145,145,0.7751436781609196,2025-01-08 10:16:16.332958,2025-01-08 10:16:18.348061,0 days 00:00:02.015103,2,5,1,5,5.0,,,,,,,,,,,,,,COMPLETE
146,146,0.7958333333333334,2025-01-08 10:16:18.354559,2025-01-08 10:16:21.615883,0 days 00:00:03.261324,3,5,1,5,35.0,,,,,,5.0,,,,,,,,COMPLETE
147,147,0.0,2025-01-08 10:16:21.616723,2025-01-08 10:16:30.419045,0 days 00:00:08.802322,11,5,1,5,30.0,15.0,,,,,5.0,10.0,15.0,45.0,35.0,30.0,5.0,50.0,COMPLETE
148,148,0.07692307692307693,2025-01-08 10:16:30.420130,2025-01-08 10:16:36.056805,0 days 00:00:05.636675,3,9,1,25,35.0,,,,,,5.0,,,,,,,,COMPLETE
149,149,0.5829408686551543,2025-01-08 10:16:36.057836,2025-01-08 10:16:39.852574,0 days 00:00:03.794738,4,5,1,5,20.0,,,,,,15.0,45.0,,,,,,,COMPLETE
150,150,0.7517819706498952,2025-01-08 10:16:39.853378,2025-01-08 10:16:43.278251,0 days 00:00:03.424873,3,7,1,5,35.0,,,,,,10.0,,,,,,,,COMPLETE
151,151,0.7751436781609196,2025-01-08 10:16:43.279111,2025-01-08 10:16:45.296375,0 days 00:00:02.017264,2,5,1,5,5.0,,,,,,,,,,,,,,COMPLETE
152,152,0.7751436781609196,2025-01-08 10:16:45.302904,2025-01-08 10:16:47.318938,0 days 00:00:02.016034,2,5,1,5,5.0,,,,,,,,,,,,,,COMPLETE
153,153,0.7726333195535345,2025-01-08 10:16:47.325423,2025-01-08 10:16:49.578678,0 days 00:00:02.253255,1,5,1,5,,,,,,,,,,,,,,,COMPLETE
154,154,0.7627551020408163,2025-01-08 10:16:49.586197,2025-01-08 10:16:52.926130,0 days 00:00:03.339933,3,5,1,5,5.0,,,,,,5.0,,,,,,,,COMPLETE
155,155,0.7751436781609196,2025-01-08 10:16:52.926865,2025-01-08 10:16:55.045677,0 days 00:00:02.118812,2,5,1,5,5.0,,,,,,,,,,,,,,COMPLETE
156,156,0.5695394436844505,2025-01-08 10:16:55.052783,2025-01-08 10:16:58.785997,0 days 00:00:03.733214,3,5,1,10,40.0,,,,,,10.0,,,,,,,,COMPLETE
157,157,0.7726333195535345,2025-01-08 10:16:58.786982,2025-01-08 10:17:01.045255,0 days 00:00:02.258273,1,5,1,5,,,,,,,,,,,,,,,COMPLETE
158,158,0.7506802721088436,2025-01-08 10:17:01.052843,2025-01-08 10:17:03.527243,0 days 00:00:02.474400,2,5,1,5,10.0,,,,,,,,,,,,,,COMPLETE
159,159,0.646849593495935,2025-01-08 10:17:03.528019,2025-01-08 10:17:07.895010,0 days 00:00:04.366991,4,5,1,10,5.0,,,,,,15.0,25.0,,,,,,,COMPLETE
160,160,0.7373737373737375,2025-01-08 10:17:07.895967,2025-01-08 10:17:15.427950,0 days 00:00:07.531983,2,5,1,45,5.0,,,,,,,,,,,,,,COMPLETE
161,161,0.7751436781609196,2025-01-08 10:17:15.428863,2025-01-08 10:17:17.457697,0 days 00:00:02.028834,2,5,1,5,5.0,,,,,,,,,,,,,,COMPLETE
162,162,0.7751436781609196,2025-01-08 10:17:17.464476,2025-01-08 10:17:19.479756,0 days 00:00:02.015280,2,5,1,5,5.0,,,,,,,,,,,,,,COMPLETE
163,163,0.0,2025-01-08 10:17:19.486163,2025-01-08 10:17:25.207284,0 days 00:00:05.721121,8,5,1,5,5.0,,,,,,5.0,20.0,25.0,10.0,10.0,45.0,,,COMPLETE
164,164,0.825925925925926,2025-01-08 10:17:25.208309,2025-01-08 10:17:28.404749,0 days 00:00:03.196440,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
165,165,0.825925925925926,2025-01-08 10:17:28.411418,2025-01-08 10:17:31.728990,0 days 00:00:03.317572,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
166,166,0.6611039794608472,2025-01-08 10:17:31.736994,2025-01-08 10:17:36.605571,0 days 00:00:04.868577,3,5,1,20,5.0,,,,,,20.0,,,,,,,,COMPLETE
167,167,0.601923076923077,2025-01-08 10:17:36.606568,2025-01-08 10:17:39.856668,0 days 00:00:03.250100,3,5,1,5,10.0,,,,,,25.0,,,,,,,,COMPLETE
168,168,0.825925925925926,2025-01-08 10:17:39.857414,2025-01-08 10:17:43.050312,0 days 00:00:03.192898,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
169,169,0.4991304347826087,2025-01-08 10:17:43.057004,2025-01-08 10:17:46.754575,0 days 00:00:03.697571,4,5,1,5,5.0,,,,,,20.0,40.0,,,,,,,COMPLETE
170,170,0.29678362573099415,2025-01-08 10:17:46.755392,2025-01-08 10:17:50.951824,0 days 00:00:04.196432,5,5,1,5,5.0,,,,,,25.0,10.0,45.0,,,,,,COMPLETE
171,171,0.825925925925926,2025-01-08 10:17:50.952660,2025-01-08 10:17:54.246128,0 days 00:00:03.293468,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
172,172,0.6660069272637308,2025-01-08 10:17:54.252906,2025-01-08 10:18:01.557489,0 days 00:00:07.304583,3,5,1,40,5.0,,,,,,20.0,,,,,,,,COMPLETE
173,173,0.34637268847795166,2025-01-08 10:18:01.558472,2025-01-08 10:18:05.334395,0 days 00:00:03.775923,4,5,1,5,5.0,,,,,,20.0,35.0,,,,,,,COMPLETE
174,174,0.0,2025-01-08 10:18:05.335222,2025-01-08 10:18:08.964744,0 days 00:00:03.629522,10,5,1,5,5.0,,,,,,15.0,30.0,5.0,15.0,20.0,25.0,30.0,5.0,COMPLETE
175,175,0.6874435411020776,2025-01-08 10:18:08.965570,2025-01-08 10:18:12.098152,0 days 00:00:03.132582,3,5,1,5,5.0,,,,,,25.0,,,,,,,,COMPLETE
176,176,0.825925925925926,2025-01-08 10:18:12.104933,2025-01-08 10:18:15.298781,0 days 00:00:03.193848,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
177,177,0.6192135390741662,2025-01-08 10:18:15.305449,2025-01-08 10:18:18.547345,0 days 00:00:03.241896,3,5,1,5,10.0,,,,,,20.0,,,,,,,,COMPLETE
178,178,0.28787878787878785,2025-01-08 10:18:18.548093,2025-01-08 10:18:22.125020,0 days 00:00:03.576927,4,5,1,5,5.0,,,,,,20.0,15.0,,,,,,,COMPLETE
179,179,0.47777777777777775,2025-01-08 10:18:22.125800,2025-01-08 10:18:25.230432,0 days 00:00:03.104632,3,5,1,5,5.0,,,,,,15.0,,,,,,,,COMPLETE
180,180,0.6874435411020776,2025-01-08 10:18:25.237301,2025-01-08 10:18:28.364174,0 days 00:00:03.126873,3,5,1,5,5.0,,,,,,25.0,,,,,,,,COMPLETE
181,181,0.825925925925926,2025-01-08 10:18:28.370851,2025-01-08 10:18:31.564407,0 days 00:00:03.193556,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
182,182,0.825925925925926,2025-01-08 10:18:31.571005,2025-01-08 10:18:34.884744,0 days 00:00:03.313739,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
183,183,0.5661650233523612,2025-01-08 10:18:34.891460,2025-01-08 10:18:38.776944,0 days 00:00:03.885484,4,5,1,5,25.0,,,,,,20.0,50.0,,,,,,,COMPLETE
184,184,0.825925925925926,2025-01-08 10:18:38.777786,2025-01-08 10:18:41.974721,0 days 00:00:03.196935,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
185,185,0.33367139959432046,2025-01-08 10:18:41.981404,2025-01-08 10:18:45.815965,0 days 00:00:03.834561,4,5,1,5,40.0,,,,,,20.0,5.0,,,,,,,COMPLETE
186,186,0.825925925925926,2025-01-08 10:18:45.816754,2025-01-08 10:18:49.123147,0 days 00:00:03.306393,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
187,187,0.5334685598377282,2025-01-08 10:18:49.130457,2025-01-08 10:18:55.189812,0 days 00:00:06.059355,3,5,1,30,5.0,,,,,,20.0,,,,,,,,COMPLETE
188,188,0.825925925925926,2025-01-08 10:18:55.190793,2025-01-08 10:18:58.387955,0 days 00:00:03.197162,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
189,189,0.825925925925926,2025-01-08 10:18:58.394708,2025-01-08 10:19:01.592178,0 days 00:00:03.197470,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
190,190,0.825925925925926,2025-01-08 10:19:01.592993,2025-01-08 10:19:04.784573,0 days 00:00:03.191580,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
191,191,0.825925925925926,2025-01-08 10:19:04.791225,2025-01-08 10:19:07.987266,0 days 00:00:03.196041,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
192,192,0.825925925925926,2025-01-08 10:19:07.993925,2025-01-08 10:19:11.291993,0 days 00:00:03.298068,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
193,193,0.4387755102040816,2025-01-08 10:19:11.298742,2025-01-08 10:19:14.956094,0 days 00:00:03.657352,4,5,1,5,5.0,,,,,,20.0,25.0,,,,,,,COMPLETE
194,194,0.825925925925926,2025-01-08 10:19:14.956895,2025-01-08 10:19:18.148346,0 days 00:00:03.191451,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
195,195,0.825925925925926,2025-01-08 10:19:18.155030,2025-01-08 10:19:21.347031,0 days 00:00:03.192001,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
196,196,0.825925925925926,2025-01-08 10:19:21.353780,2025-01-08 10:19:24.543343,0 days 00:00:03.189563,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
197,197,0.825925925925926,2025-01-08 10:19:24.550005,2025-01-08 10:19:27.847106,0 days 00:00:03.297101,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
198,198,0.825925925925926,2025-01-08 10:19:27.853891,2025-01-08 10:19:31.052738,0 days 00:00:03.198847,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
199,199,0.825925925925926,2025-01-08 10:19:31.059604,2025-01-08 10:19:34.250616,0 days 00:00:03.191012,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
200,200,0.825925925925926,2025-01-08 10:19:34.257305,2025-01-08 10:19:37.448144,0 days 00:00:03.190839,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
201,201,0.825925925925926,2025-01-08 10:19:37.454818,2025-01-08 10:19:40.646080,0 days 00:00:03.191262,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
202,202,0.825925925925926,2025-01-08 10:19:40.652715,2025-01-08 10:19:43.970559,0 days 00:00:03.317844,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
203,203,0.825925925925926,2025-01-08 10:19:43.977369,2025-01-08 10:19:47.167674,0 days 00:00:03.190305,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
204,204,0.825925925925926,2025-01-08 10:19:47.174433,2025-01-08 10:19:50.365075,0 days 00:00:03.190642,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
205,205,0.825925925925926,2025-01-08 10:19:50.371745,2025-01-08 10:19:53.563733,0 days 00:00:03.191988,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
206,206,0.577962577962578,2025-01-08 10:19:53.570400,2025-01-08 10:19:57.443953,0 days 00:00:03.873553,4,5,1,5,5.0,,,,,,20.0,45.0,,,,,,,COMPLETE
207,207,0.5882926829268293,2025-01-08 10:19:57.444765,2025-01-08 10:20:02.448109,0 days 00:00:05.003344,3,5,4,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
208,208,0.825925925925926,2025-01-08 10:20:02.454931,2025-01-08 10:20:05.646973,0 days 00:00:03.192042,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
209,209,0.825925925925926,2025-01-08 10:20:05.653740,2025-01-08 10:20:08.844806,0 days 00:00:03.191066,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
210,210,0.34637268847795166,2025-01-08 10:20:08.851522,2025-01-08 10:20:12.523221,0 days 00:00:03.671699,4,5,1,5,5.0,,,,,,20.0,35.0,,,,,,,COMPLETE
211,211,0.825925925925926,2025-01-08 10:20:12.524046,2025-01-08 10:20:15.819833,0 days 00:00:03.295787,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
212,212,0.825925925925926,2025-01-08 10:20:15.826640,2025-01-08 10:20:19.017615,0 days 00:00:03.190975,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
213,213,0.825925925925926,2025-01-08 10:20:19.024410,2025-01-08 10:20:22.226456,0 days 00:00:03.202046,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
214,214,0.825925925925926,2025-01-08 10:20:22.227202,2025-01-08 10:20:25.419557,0 days 00:00:03.192355,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
215,215,0.825925925925926,2025-01-08 10:20:25.426286,2025-01-08 10:20:28.619747,0 days 00:00:03.193461,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
216,216,0.4991304347826087,2025-01-08 10:20:28.626430,2025-01-08 10:20:32.430879,0 days 00:00:03.804449,4,5,1,5,5.0,,,,,,20.0,40.0,,,,,,,COMPLETE
217,217,0.825925925925926,2025-01-08 10:20:32.431843,2025-01-08 10:20:35.625420,0 days 00:00:03.193577,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
218,218,0.782590051457976,2025-01-08 10:20:35.632220,2025-01-08 10:20:40.164079,0 days 00:00:04.531859,3,5,3,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
219,219,0.825925925925926,2025-01-08 10:20:40.165119,2025-01-08 10:20:43.360731,0 days 00:00:03.195612,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
220,220,0.3511111111111111,2025-01-08 10:20:43.367449,2025-01-08 10:20:47.038688,0 days 00:00:03.671239,4,5,1,5,5.0,,,,,,20.0,30.0,,,,,,,COMPLETE
221,221,0.825925925925926,2025-01-08 10:20:47.039529,2025-01-08 10:20:50.353816,0 days 00:00:03.314287,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
222,222,0.825925925925926,2025-01-08 10:20:50.361080,2025-01-08 10:20:53.559713,0 days 00:00:03.198633,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
223,223,0.825925925925926,2025-01-08 10:20:53.560497,2025-01-08 10:20:56.755326,0 days 00:00:03.194829,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
224,224,0.825925925925926,2025-01-08 10:20:56.762091,2025-01-08 10:20:59.963693,0 days 00:00:03.201602,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
225,225,0.825925925925926,2025-01-08 10:20:59.964479,2025-01-08 10:21:03.159662,0 days 00:00:03.195183,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
226,226,0.577962577962578,2025-01-08 10:21:03.166470,2025-01-08 10:21:06.929667,0 days 00:00:03.763197,4,5,1,5,5.0,,,,,,20.0,45.0,,,,,,,COMPLETE
227,227,0.825925925925926,2025-01-08 10:21:06.930596,2025-01-08 10:21:10.232158,0 days 00:00:03.301562,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
228,228,0.825925925925926,2025-01-08 10:21:10.239081,2025-01-08 10:21:13.439306,0 days 00:00:03.200225,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
229,229,0.825925925925926,2025-01-08 10:21:13.440126,2025-01-08 10:21:16.632508,0 days 00:00:03.192382,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
230,230,0.4245614035087719,2025-01-08 10:21:16.639299,2025-01-08 10:21:20.437667,0 days 00:00:03.798368,4,5,1,5,5.0,,,,,,20.0,50.0,,,,,,,COMPLETE
231,231,0.825925925925926,2025-01-08 10:21:20.438633,2025-01-08 10:21:23.639726,0 days 00:00:03.201093,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
232,232,0.825925925925926,2025-01-08 10:21:23.640559,2025-01-08 10:21:26.939861,0 days 00:00:03.299302,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
233,233,0.825925925925926,2025-01-08 10:21:26.946703,2025-01-08 10:21:30.144540,0 days 00:00:03.197837,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
234,234,0.825925925925926,2025-01-08 10:21:30.145317,2025-01-08 10:21:33.345453,0 days 00:00:03.200136,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
235,235,0.825925925925926,2025-01-08 10:21:33.352246,2025-01-08 10:21:36.547308,0 days 00:00:03.195062,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
236,236,0.825925925925926,2025-01-08 10:21:36.554059,2025-01-08 10:21:39.746451,0 days 00:00:03.192392,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
237,237,0.825925925925926,2025-01-08 10:21:39.753234,2025-01-08 10:21:43.056289,0 days 00:00:03.303055,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
238,238,0.6874435411020776,2025-01-08 10:21:43.063144,2025-01-08 10:21:46.190721,0 days 00:00:03.127577,3,5,1,5,5.0,,,,,,25.0,,,,,,,,COMPLETE
239,239,0.34637268847795166,2025-01-08 10:21:46.197550,2025-01-08 10:21:49.875979,0 days 00:00:03.678429,4,5,1,5,5.0,,,,,,20.0,35.0,,,,,,,COMPLETE
240,240,0.825925925925926,2025-01-08 10:21:49.877066,2025-01-08 10:21:53.079420,0 days 00:00:03.202354,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
241,241,0.825925925925926,2025-01-08 10:21:53.080276,2025-01-08 10:21:56.277284,0 days 00:00:03.197008,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
242,242,0.825925925925926,2025-01-08 10:21:56.284069,2025-01-08 10:21:59.597316,0 days 00:00:03.313247,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
243,243,0.825925925925926,2025-01-08 10:21:59.604192,2025-01-08 10:22:02.795956,0 days 00:00:03.191764,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
244,244,0.825925925925926,2025-01-08 10:22:02.802793,2025-01-08 10:22:06.002014,0 days 00:00:03.199221,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
245,245,0.825925925925926,2025-01-08 10:22:06.008864,2025-01-08 10:22:09.199936,0 days 00:00:03.191072,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
246,246,0.825925925925926,2025-01-08 10:22:09.206762,2025-01-08 10:22:12.401350,0 days 00:00:03.194588,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
247,247,0.6192135390741662,2025-01-08 10:22:12.408187,2025-01-08 10:22:15.654313,0 days 00:00:03.246126,3,5,1,5,10.0,,,,,,20.0,,,,,,,,COMPLETE
248,248,0.47777777777777775,2025-01-08 10:22:15.655134,2025-01-08 10:22:18.761797,0 days 00:00:03.106663,3,5,1,5,5.0,,,,,,15.0,,,,,,,,COMPLETE
249,249,0.825925925925926,2025-01-08 10:22:18.768605,2025-01-08 10:22:21.968277,0 days 00:00:03.199672,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
250,250,0.3508771929824561,2025-01-08 10:22:21.975049,2025-01-08 10:22:25.678994,0 days 00:00:03.703945,4,5,1,5,5.0,,,,,,25.0,20.0,,,,,,,COMPLETE
251,251,0.825925925925926,2025-01-08 10:22:25.679837,2025-01-08 10:22:28.882834,0 days 00:00:03.202997,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
252,252,0.825925925925926,2025-01-08 10:22:28.883694,2025-01-08 10:22:32.183692,0 days 00:00:03.299998,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
253,253,0.4991304347826087,2025-01-08 10:22:32.191844,2025-01-08 10:22:35.888226,0 days 00:00:03.696382,4,5,1,5,5.0,,,,,,20.0,40.0,,,,,,,COMPLETE
254,254,0.825925925925926,2025-01-08 10:22:35.889097,2025-01-08 10:22:39.087686,0 days 00:00:03.198589,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
255,255,0.825925925925926,2025-01-08 10:22:39.094515,2025-01-08 10:22:42.294004,0 days 00:00:03.199489,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
256,256,0.47777777777777775,2025-01-08 10:22:42.294802,2025-01-08 10:22:45.398424,0 days 00:00:03.103622,3,5,1,5,5.0,,,,,,15.0,,,,,,,,COMPLETE
257,257,0.4291666666666667,2025-01-08 10:22:45.405212,2025-01-08 10:22:51.612398,0 days 00:00:06.207186,4,5,1,25,10.0,,,,,,20.0,30.0,,,,,,,COMPLETE
258,258,0.0,2025-01-08 10:22:51.613625,2025-01-08 10:23:01.656419,0 days 00:00:10.042794,12,5,1,5,5.0,35.0,10.0,,,,20.0,45.0,35.0,5.0,45.0,35.0,45.0,25.0,COMPLETE
259,259,0.825925925925926,2025-01-08 10:23:01.657845,2025-01-08 10:23:04.989835,0 days 00:00:03.331990,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
260,260,0.825925925925926,2025-01-08 10:23:04.990703,2025-01-08 10:23:08.189164,0 days 00:00:03.198461,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
261,261,0.6874435411020776,2025-01-08 10:23:08.195928,2025-01-08 10:23:11.326511,0 days 00:00:03.130583,3,5,1,5,5.0,,,,,,25.0,,,,,,,,COMPLETE
262,262,0.385,2025-01-08 10:23:11.333282,2025-01-08 10:23:15.488612,0 days 00:00:04.155330,4,5,1,10,5.0,,,,,,20.0,15.0,,,,,,,COMPLETE
263,263,0.825925925925926,2025-01-08 10:23:15.489668,2025-01-08 10:23:18.797962,0 days 00:00:03.308294,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
264,264,0.5037433155080214,2025-01-08 10:23:18.804739,2025-01-08 10:23:25.497520,0 days 00:00:06.692781,3,5,1,35,5.0,,,,,,20.0,,,,,,,,COMPLETE
265,265,0.47777777777777775,2025-01-08 10:23:25.498414,2025-01-08 10:23:28.605714,0 days 00:00:03.107300,3,5,1,5,5.0,,,,,,15.0,,,,,,,,COMPLETE
266,266,0.4245614035087719,2025-01-08 10:23:28.612411,2025-01-08 10:23:32.515948,0 days 00:00:03.903537,4,5,1,5,5.0,,,,,,20.0,50.0,,,,,,,COMPLETE
267,267,0.6192135390741662,2025-01-08 10:23:32.516794,2025-01-08 10:23:35.657312,0 days 00:00:03.140518,3,5,1,5,10.0,,,,,,20.0,,,,,,,,COMPLETE
268,268,0.6874435411020776,2025-01-08 10:23:35.658149,2025-01-08 10:23:38.789027,0 days 00:00:03.130878,3,5,1,5,5.0,,,,,,25.0,,,,,,,,COMPLETE
269,269,0.825925925925926,2025-01-08 10:23:38.795716,2025-01-08 10:23:41.993544,0 days 00:00:03.197828,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
270,270,0.7037037037037037,2025-01-08 10:23:42.000252,2025-01-08 10:23:45.785408,0 days 00:00:03.785156,3,5,1,10,5.0,,,,,,20.0,,,,,,,,COMPLETE
271,271,0.34637268847795166,2025-01-08 10:23:45.786412,2025-01-08 10:23:49.465413,0 days 00:00:03.679001,4,5,1,5,5.0,,,,,,20.0,35.0,,,,,,,COMPLETE
272,272,0.825925925925926,2025-01-08 10:23:49.466274,2025-01-08 10:23:52.664698,0 days 00:00:03.198424,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
273,273,0.825925925925926,2025-01-08 10:23:52.671420,2025-01-08 10:23:55.868532,0 days 00:00:03.197112,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
274,274,0.47777777777777775,2025-01-08 10:23:55.875249,2025-01-08 10:23:58.981199,0 days 00:00:03.105950,3,5,1,5,5.0,,,,,,15.0,,,,,,,,COMPLETE
275,275,0.6223255813953488,2025-01-08 10:23:58.987886,2025-01-08 10:24:04.125003,0 days 00:00:05.137117,4,5,3,5,5.0,,,,,,20.0,20.0,,,,,,,COMPLETE
276,276,0.07417582417582418,2025-01-08 10:24:04.126032,2025-01-08 10:24:09.815478,0 days 00:00:05.689446,6,5,1,5,5.0,,,,,,20.0,40.0,40.0,45.0,,,,,COMPLETE
277,277,0.6192135390741662,2025-01-08 10:24:09.816403,2025-01-08 10:24:12.962670,0 days 00:00:03.146267,3,5,1,5,10.0,,,,,,20.0,,,,,,,,COMPLETE
278,278,0.825925925925926,2025-01-08 10:24:12.963454,2025-01-08 10:24:16.272401,0 days 00:00:03.308947,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
279,279,0.825925925925926,2025-01-08 10:24:16.273345,2025-01-08 10:24:19.471291,0 days 00:00:03.197946,3,5,1,5,5.0,,,,,,20.0,,,,,,,,COMPLETE
