,number,value,datetime_start,datetime_complete,duration,params_depth,params_grid,params_k,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
128,128,0.8666666666666667,2025-01-08 08:35:38.121037,2025-01-08 08:35:43.683290,0 days 00:00:05.562253,7,1,1,50,15.0,,,,,,10.0,30.0,10.0,5.0,30.0,,,,COMPLETE
129,129,0.7927445732976509,2025-01-08 08:35:43.684122,2025-01-08 08:35:50.187654,0 days 00:00:06.503532,8,1,1,50,20.0,,,,,,5.0,40.0,5.0,5.0,30.0,15.0,,,COMPLETE
130,130,0.846551724137931,2025-01-08 08:35:50.188853,2025-01-08 08:35:55.939854,0 days 00:00:05.751001,7,1,1,50,10.0,,,,,,10.0,35.0,15.0,10.0,35.0,,,,COMPLETE
131,131,0.817910447761194,2025-01-08 08:35:55.941011,2025-01-08 08:36:01.494113,0 days 00:00:05.553102,6,1,1,50,50.0,,,,,,5.0,30.0,15.0,10.0,,,,,COMPLETE
132,132,0.8781068217874141,2025-01-08 08:36:01.495183,2025-01-08 08:36:06.690782,0 days 00:00:05.195599,6,1,1,50,20.0,,,,,,5.0,30.0,15.0,15.0,,,,,COMPLETE
133,133,0.8070175438596491,2025-01-08 08:36:06.691891,2025-01-08 08:36:12.720428,0 days 00:00:06.028537,7,1,1,50,20.0,,,,,,5.0,30.0,20.0,15.0,35.0,,,,COMPLETE
134,134,0.8595628415300547,2025-01-08 08:36:12.721605,2025-01-08 08:36:17.802671,0 days 00:00:05.081066,6,1,1,50,20.0,,,,,,5.0,35.0,10.0,15.0,,,,,COMPLETE
135,135,0.8494026118366214,2025-01-08 08:36:17.803456,2025-01-08 08:36:23.431025,0 days 00:00:05.627569,7,1,1,25,20.0,,,,,,10.0,30.0,25.0,15.0,40.0,,,,COMPLETE
136,136,0.7693744164332399,2025-01-08 08:36:23.431778,2025-01-08 08:36:27.953727,0 days 00:00:04.521949,5,1,1,50,20.0,,,,,,10.0,35.0,15.0,,,,,,COMPLETE
137,137,0.8759562841530055,2025-01-08 08:36:27.954753,2025-01-08 08:36:33.945992,0 days 00:00:05.991239,7,1,1,50,15.0,,,,,,5.0,45.0,10.0,5.0,30.0,,,,COMPLETE
138,138,0.822863610639502,2025-01-08 08:36:33.946912,2025-01-08 08:36:40.288169,0 days 00:00:06.341257,8,1,1,50,10.0,,,,,,5.0,45.0,10.0,5.0,30.0,50.0,,,COMPLETE
139,139,0.8360655737704918,2025-01-08 08:36:40.289035,2025-01-08 08:36:46.030754,0 days 00:00:05.741719,7,1,1,50,15.0,,,,,,5.0,45.0,10.0,5.0,35.0,,,,COMPLETE
140,140,0.0,2025-01-08 08:36:46.031590,2025-01-08 08:36:55.111198,0 days 00:00:09.079608,14,1,1,50,15.0,20.0,20.0,50.0,25.0,,5.0,50.0,5.0,15.0,10.0,10.0,45.0,10.0,COMPLETE
141,141,0.8452380952380952,2025-01-08 08:36:55.137755,2025-01-08 08:37:00.343953,0 days 00:00:05.206198,6,1,1,50,25.0,,,,,,5.0,45.0,15.0,10.0,,,,,COMPLETE
142,142,0.8688172043010753,2025-01-08 08:37:00.345022,2025-01-08 08:37:06.249494,0 days 00:00:05.904472,7,1,1,50,25.0,,,,,,10.0,30.0,15.0,10.0,25.0,,,,COMPLETE
143,143,0.822863610639502,2025-01-08 08:37:06.250609,2025-01-08 08:37:11.330852,0 days 00:00:05.080243,6,1,1,50,15.0,,,,,,5.0,40.0,10.0,10.0,,,,,COMPLETE
144,144,0.8026315789473684,2025-01-08 08:37:11.331932,2025-01-08 08:37:18.441832,0 days 00:00:07.109900,6,1,3,50,20.0,,,,,,15.0,30.0,20.0,5.0,,,,,COMPLETE
145,145,0.8471264367816091,2025-01-08 08:37:18.443008,2025-01-08 08:37:24.403471,0 days 00:00:05.960463,7,1,1,45,45.0,,,,,,10.0,25.0,10.0,10.0,30.0,,,,COMPLETE
146,146,0.0,2025-01-08 08:37:24.404397,2025-01-08 08:37:29.741284,0 days 00:00:05.336887,6,9,1,50,30.0,,,,,,25.0,35.0,15.0,15.0,,,,,COMPLETE
147,147,0.8570621468926554,2025-01-08 08:37:29.742430,2025-01-08 08:37:35.303553,0 days 00:00:05.561123,7,1,1,45,25.0,,,,,,5.0,30.0,15.0,5.0,40.0,,,,COMPLETE
148,148,0.7739102147039688,2025-01-08 08:37:35.304775,2025-01-08 08:37:42.547655,0 days 00:00:07.242880,8,1,1,45,25.0,,,,,,25.0,40.0,30.0,15.0,25.0,35.0,,,COMPLETE
149,149,0.8119363395225465,2025-01-08 08:37:42.548855,2025-01-08 08:37:44.320829,0 days 00:00:01.771974,1,1,1,50,,,,,,,,,,,,,,,COMPLETE
150,150,0.8516129032258064,2025-01-08 08:37:44.321547,2025-01-08 08:37:49.052049,0 days 00:00:04.730502,6,1,1,15,20.0,,,,,,5.0,35.0,15.0,10.0,,,,,COMPLETE
151,151,0.8688524590163934,2025-01-08 08:37:49.052857,2025-01-08 08:37:54.467350,0 days 00:00:05.414493,6,1,1,45,25.0,,,,,,25.0,30.0,15.0,10.0,,,,,COMPLETE
152,152,0.8688524590163934,2025-01-08 08:37:54.468468,2025-01-08 08:37:59.986873,0 days 00:00:05.518405,6,1,1,45,25.0,,,,,,25.0,30.0,15.0,10.0,,,,,COMPLETE
153,153,0.8596059113300492,2025-01-08 08:37:59.987955,2025-01-08 08:38:04.549200,0 days 00:00:04.561245,5,1,1,45,25.0,,,,,,15.0,35.0,10.0,,,,,,COMPLETE
154,154,0.9016129032258065,2025-01-08 08:38:04.550255,2025-01-08 08:38:09.910242,0 days 00:00:05.359987,6,1,1,40,30.0,,,,,,25.0,30.0,15.0,15.0,,,,,COMPLETE
155,155,0.8740112994350282,2025-01-08 08:38:09.911292,2025-01-08 08:38:15.976217,0 days 00:00:06.064925,7,1,1,40,30.0,,,,,,20.0,25.0,20.0,15.0,35.0,,,,COMPLETE
156,156,0.8740112994350282,2025-01-08 08:38:15.977393,2025-01-08 08:38:21.941706,0 days 00:00:05.964313,7,1,1,40,30.0,,,,,,20.0,25.0,20.0,15.0,35.0,,,,COMPLETE
157,157,0.783273131425396,2025-01-08 08:38:21.942784,2025-01-08 08:38:28.921573,0 days 00:00:06.978789,8,1,1,40,30.0,,,,,,20.0,25.0,20.0,15.0,35.0,20.0,,,COMPLETE
158,158,0.8736574335782927,2025-01-08 08:38:28.922737,2025-01-08 08:38:34.845765,0 days 00:00:05.923028,7,1,1,40,30.0,,,,,,20.0,25.0,25.0,15.0,35.0,,,,COMPLETE
159,159,0.8849462365591398,2025-01-08 08:38:34.847090,2025-01-08 08:38:40.836883,0 days 00:00:05.989793,7,1,1,35,30.0,,,,,,20.0,25.0,20.0,15.0,30.0,,,,COMPLETE
160,160,0.8291777188328913,2025-01-08 08:38:40.837918,2025-01-08 08:38:47.678239,0 days 00:00:06.840321,7,1,2,30,30.0,,,,,,15.0,45.0,10.0,15.0,30.0,,,,COMPLETE
161,161,0.8849462365591398,2025-01-08 08:38:47.679335,2025-01-08 08:38:53.648717,0 days 00:00:05.969382,7,1,1,35,30.0,,,,,,20.0,25.0,20.0,15.0,30.0,,,,COMPLETE
162,162,0.8849462365591398,2025-01-08 08:38:53.649528,2025-01-08 08:38:59.511482,0 days 00:00:05.861954,7,1,1,35,30.0,,,,,,20.0,25.0,20.0,15.0,30.0,,,,COMPLETE
163,163,0.7939744370054778,2025-01-08 08:38:59.512576,2025-01-08 08:39:06.151405,0 days 00:00:06.638829,8,1,1,35,30.0,,,,,,20.0,25.0,25.0,15.0,30.0,5.0,,,COMPLETE
164,164,0.7965517241379311,2025-01-08 08:39:06.152505,2025-01-08 08:39:12.037790,0 days 00:00:05.885285,7,1,1,35,30.0,,,,,,15.0,25.0,20.0,15.0,30.0,,,,COMPLETE
165,165,0.8500000000000001,2025-01-08 08:39:12.038797,2025-01-08 08:39:17.610031,0 days 00:00:05.571234,7,1,1,30,30.0,,,,,,20.0,30.0,10.0,15.0,25.0,,,,COMPLETE
166,166,0.8165859564164648,2025-01-08 08:39:17.610856,2025-01-08 08:39:24.252844,0 days 00:00:06.641988,8,1,1,35,30.0,,,,,,20.0,25.0,20.0,15.0,30.0,30.0,,,COMPLETE
167,167,0.8573446327683616,2025-01-08 08:39:24.253995,2025-01-08 08:39:30.047405,0 days 00:00:05.793410,7,1,1,35,30.0,,,,,,25.0,20.0,25.0,20.0,30.0,,,,COMPLETE
168,168,0.7736009044657999,2025-01-08 08:39:30.048456,2025-01-08 08:39:35.460955,0 days 00:00:05.412499,7,3,1,35,30.0,,,,,,10.0,50.0,5.0,15.0,25.0,,,,COMPLETE
169,169,0.8067796610169492,2025-01-08 08:39:35.461886,2025-01-08 08:39:42.544783,0 days 00:00:07.082897,8,1,1,35,30.0,,,,,,15.0,30.0,40.0,15.0,30.0,40.0,,,COMPLETE
170,170,0.05555555555555555,2025-01-08 08:39:42.545916,2025-01-08 08:39:50.604120,0 days 00:00:08.058204,6,1,4,30,40.0,,,,,,20.0,30.0,10.0,20.0,,,,,COMPLETE
171,171,0.8740112994350282,2025-01-08 08:39:50.604975,2025-01-08 08:39:56.678558,0 days 00:00:06.073583,7,1,1,40,30.0,,,,,,20.0,25.0,20.0,15.0,35.0,,,,COMPLETE
172,172,0.9016129032258065,2025-01-08 08:39:56.679753,2025-01-08 08:40:02.498490,0 days 00:00:05.818737,7,1,1,40,30.0,,,,,,20.0,25.0,20.0,15.0,30.0,,,,COMPLETE
173,173,0.8547632963179427,2025-01-08 08:40:02.499657,2025-01-08 08:40:08.413343,0 days 00:00:05.913686,7,1,1,35,30.0,,,,,,25.0,20.0,20.0,15.0,30.0,,,,COMPLETE
174,174,0.36,2025-01-08 08:40:08.414226,2025-01-08 08:40:15.105982,0 days 00:00:06.691756,8,1,1,40,30.0,,,,,,20.0,25.0,15.0,15.0,30.0,20.0,,,COMPLETE
175,175,0.8665183537263625,2025-01-08 08:40:15.107078,2025-01-08 08:40:20.249774,0 days 00:00:05.142696,6,1,1,40,10.0,,,,,,15.0,25.0,20.0,5.0,,,,,COMPLETE
176,176,0.845603813559322,2025-01-08 08:40:20.250715,2025-01-08 08:40:26.593499,0 days 00:00:06.342784,7,1,1,40,35.0,,,,,,25.0,30.0,45.0,20.0,25.0,,,,COMPLETE
177,177,0.822863610639502,2025-01-08 08:40:26.594608,2025-01-08 08:40:31.989384,0 days 00:00:05.394776,6,1,1,40,20.0,,,,,,20.0,40.0,15.0,15.0,,,,,COMPLETE
178,178,0.8543859649122807,2025-01-08 08:40:31.990408,2025-01-08 08:40:38.358771,0 days 00:00:06.368363,7,1,1,35,30.0,,,,,,25.0,45.0,45.0,15.0,30.0,,,,COMPLETE
179,179,0.8543859649122807,2025-01-08 08:40:38.360028,2025-01-08 08:40:43.556378,0 days 00:00:05.196350,6,1,1,50,15.0,,,,,,5.0,30.0,10.0,15.0,,,,,COMPLETE
180,180,0.847457627118644,2025-01-08 08:40:43.557405,2025-01-08 08:40:49.380832,0 days 00:00:05.823427,7,1,1,40,30.0,,,,,,10.0,25.0,20.0,5.0,45.0,,,,COMPLETE
181,181,0.8740112994350282,2025-01-08 08:40:49.382024,2025-01-08 08:40:55.453801,0 days 00:00:06.071777,7,1,1,40,30.0,,,,,,20.0,25.0,20.0,15.0,35.0,,,,COMPLETE
182,182,0.9016129032258065,2025-01-08 08:40:55.455019,2025-01-08 08:41:01.276781,0 days 00:00:05.821762,7,1,1,40,30.0,,,,,,20.0,25.0,20.0,15.0,30.0,,,,COMPLETE
183,183,0.7922149122807017,2025-01-08 08:41:01.277853,2025-01-08 08:41:06.615860,0 days 00:00:05.338007,6,1,1,40,30.0,,,,,,20.0,25.0,20.0,15.0,,,,,COMPLETE
184,184,0.7898305084745763,2025-01-08 08:41:06.616892,2025-01-08 08:41:13.374746,0 days 00:00:06.757854,8,1,1,35,30.0,,,,,,15.0,20.0,15.0,15.0,30.0,45.0,,,COMPLETE
185,185,0.8570621468926554,2025-01-08 08:41:13.375632,2025-01-08 08:41:19.793137,0 days 00:00:06.417505,7,1,1,40,40.0,,,,,,25.0,30.0,35.0,20.0,30.0,,,,COMPLETE
186,186,0.8857758620689655,2025-01-08 08:41:19.794358,2025-01-08 08:41:25.131944,0 days 00:00:05.337586,6,1,1,50,20.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
187,187,0.8275862068965517,2025-01-08 08:41:25.132990,2025-01-08 08:41:30.489707,0 days 00:00:05.356717,7,1,1,5,30.0,,,,,,20.0,25.0,20.0,15.0,25.0,,,,COMPLETE
188,188,0.8852459016393442,2025-01-08 08:41:30.490681,2025-01-08 08:41:35.719503,0 days 00:00:05.228822,6,1,1,25,35.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
189,189,0.27972465581977474,2025-01-08 08:41:35.720470,2025-01-08 08:41:39.794234,0 days 00:00:04.073764,5,7,1,20,35.0,,,,,,20.0,25.0,25.0,,,,,,COMPLETE
190,190,0.885483870967742,2025-01-08 08:41:39.795178,2025-01-08 08:41:45.026391,0 days 00:00:05.231213,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
191,191,0.7684210526315789,2025-01-08 08:41:45.027407,2025-01-08 08:41:50.195543,0 days 00:00:05.168136,6,1,1,25,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
192,192,0.17142857142857143,2025-01-08 08:41:50.196519,2025-01-08 08:41:55.005261,0 days 00:00:04.808742,6,5,1,25,40.0,,,,,,20.0,25.0,30.0,15.0,,,,,COMPLETE
193,193,0.7684210526315789,2025-01-08 08:41:55.006311,2025-01-08 08:42:00.045610,0 days 00:00:05.039299,6,1,1,25,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
194,194,0.8544980443285528,2025-01-08 08:42:00.046583,2025-01-08 08:42:04.564349,0 days 00:00:04.517766,5,1,1,30,35.0,,,,,,20.0,20.0,25.0,,,,,,COMPLETE
195,195,0.885483870967742,2025-01-08 08:42:04.565412,2025-01-08 08:42:09.776043,0 days 00:00:05.210631,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
196,196,0.885483870967742,2025-01-08 08:42:09.777108,2025-01-08 08:42:15.096667,0 days 00:00:05.319559,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
197,197,0.8468013468013468,2025-01-08 08:42:15.097690,2025-01-08 08:42:19.720833,0 days 00:00:04.623143,5,1,1,30,40.0,,,,,,20.0,25.0,30.0,,,,,,COMPLETE
198,198,0.8335648791330925,2025-01-08 08:42:19.721854,2025-01-08 08:42:25.004476,0 days 00:00:05.282622,6,1,1,30,45.0,,,,,,20.0,25.0,25.0,20.0,,,,,COMPLETE
199,199,0.885483870967742,2025-01-08 08:42:25.005517,2025-01-08 08:42:30.316861,0 days 00:00:05.311344,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
200,200,0.7684210526315789,2025-01-08 08:42:30.317920,2025-01-08 08:42:35.359103,0 days 00:00:05.041183,6,1,1,25,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
201,201,0.885483870967742,2025-01-08 08:42:35.360226,2025-01-08 08:42:40.569412,0 days 00:00:05.209186,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
202,202,0.885483870967742,2025-01-08 08:42:40.570531,2025-01-08 08:42:45.906765,0 days 00:00:05.336234,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
203,203,0.885483870967742,2025-01-08 08:42:45.907765,2025-01-08 08:42:51.123162,0 days 00:00:05.215397,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
204,204,0.885483870967742,2025-01-08 08:42:51.124239,2025-01-08 08:42:56.441845,0 days 00:00:05.317606,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
205,205,0.885483870967742,2025-01-08 08:42:56.442895,2025-01-08 08:43:01.654178,0 days 00:00:05.211283,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
206,206,0.885483870967742,2025-01-08 08:43:01.655213,2025-01-08 08:43:06.974681,0 days 00:00:05.319468,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
207,207,0.8571428571428571,2025-01-08 08:43:06.975678,2025-01-08 08:43:11.499493,0 days 00:00:04.523815,5,1,1,30,40.0,,,,,,20.0,25.0,25.0,,,,,,COMPLETE
208,208,0.885483870967742,2025-01-08 08:43:11.500578,2025-01-08 08:43:16.713929,0 days 00:00:05.213351,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
209,209,0.885483870967742,2025-01-08 08:43:16.715057,2025-01-08 08:43:22.035138,0 days 00:00:05.320081,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
210,210,0.885483870967742,2025-01-08 08:43:22.036104,2025-01-08 08:43:27.253361,0 days 00:00:05.217257,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
211,211,0.885483870967742,2025-01-08 08:43:27.254418,2025-01-08 08:43:32.564200,0 days 00:00:05.309782,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
212,212,0.885483870967742,2025-01-08 08:43:32.565320,2025-01-08 08:43:37.785151,0 days 00:00:05.219831,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
213,213,0.885483870967742,2025-01-08 08:43:37.786306,2025-01-08 08:43:43.004122,0 days 00:00:05.217816,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
214,214,0.8571428571428571,2025-01-08 08:43:43.005171,2025-01-08 08:43:47.661170,0 days 00:00:04.655999,5,1,1,30,40.0,,,,,,20.0,25.0,25.0,,,,,,COMPLETE
215,215,0.885483870967742,2025-01-08 08:43:47.662112,2025-01-08 08:43:52.877114,0 days 00:00:05.215002,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
216,216,0.864367816091954,2025-01-08 08:43:52.878093,2025-01-08 08:43:58.214734,0 days 00:00:05.336641,6,1,1,30,40.0,,,,,,20.0,25.0,30.0,15.0,,,,,COMPLETE
217,217,0.8571428571428571,2025-01-08 08:43:58.215711,2025-01-08 08:44:02.741720,0 days 00:00:04.526009,5,1,1,30,40.0,,,,,,20.0,25.0,25.0,,,,,,COMPLETE
218,218,0.8100195185426156,2025-01-08 08:44:02.742703,2025-01-08 08:44:07.978828,0 days 00:00:05.236125,6,1,1,30,45.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
219,219,0.885483870967742,2025-01-08 08:44:07.979938,2025-01-08 08:44:13.297456,0 days 00:00:05.317518,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
220,220,0.885483870967742,2025-01-08 08:44:13.298465,2025-01-08 08:44:18.513566,0 days 00:00:05.215101,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
221,221,0.885483870967742,2025-01-08 08:44:18.514526,2025-01-08 08:44:23.836182,0 days 00:00:05.321656,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
222,222,0.885483870967742,2025-01-08 08:44:23.837160,2025-01-08 08:44:29.050629,0 days 00:00:05.213469,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
223,223,0.885483870967742,2025-01-08 08:44:29.051633,2025-01-08 08:44:34.268927,0 days 00:00:05.217294,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
224,224,0.885483870967742,2025-01-08 08:44:34.270075,2025-01-08 08:44:39.606414,0 days 00:00:05.336339,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
225,225,0.8571428571428571,2025-01-08 08:44:39.607408,2025-01-08 08:44:44.132655,0 days 00:00:04.525247,5,1,1,30,40.0,,,,,,20.0,25.0,25.0,,,,,,COMPLETE
226,226,0.885483870967742,2025-01-08 08:44:44.133724,2025-01-08 08:44:49.461614,0 days 00:00:05.327890,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
227,227,0.758631512868801,2025-01-08 08:44:49.462591,2025-01-08 08:44:56.676840,0 days 00:00:07.214249,6,1,3,30,40.0,,,,,,20.0,25.0,30.0,15.0,,,,,COMPLETE
228,228,0.885483870967742,2025-01-08 08:44:56.677979,2025-01-08 08:45:01.911810,0 days 00:00:05.233831,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
229,229,0.8571428571428571,2025-01-08 08:45:01.912624,2025-01-08 08:45:06.553679,0 days 00:00:04.641055,5,1,1,30,40.0,,,,,,20.0,25.0,25.0,,,,,,COMPLETE
230,230,0.8523002421307506,2025-01-08 08:45:06.554715,2025-01-08 08:45:11.844910,0 days 00:00:05.290195,6,1,1,30,40.0,,,,,,20.0,20.0,25.0,15.0,,,,,COMPLETE
231,231,0.885483870967742,2025-01-08 08:45:11.845921,2025-01-08 08:45:17.074366,0 days 00:00:05.228445,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
232,232,0.8100195185426156,2025-01-08 08:45:17.075410,2025-01-08 08:45:22.428379,0 days 00:00:05.352969,6,1,1,30,45.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
233,233,0.885483870967742,2025-01-08 08:45:22.429470,2025-01-08 08:45:27.664210,0 days 00:00:05.234740,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
234,234,0.864367816091954,2025-01-08 08:45:27.665250,2025-01-08 08:45:33.044175,0 days 00:00:05.378925,6,1,1,30,40.0,,,,,,20.0,25.0,30.0,15.0,,,,,COMPLETE
235,235,0.885483870967742,2025-01-08 08:45:33.045217,2025-01-08 08:45:38.278173,0 days 00:00:05.232956,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
236,236,0.885483870967742,2025-01-08 08:45:38.279190,2025-01-08 08:45:43.512888,0 days 00:00:05.233698,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
237,237,0.885483870967742,2025-01-08 08:45:43.513921,2025-01-08 08:45:48.855898,0 days 00:00:05.341977,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
238,238,0.8571428571428571,2025-01-08 08:45:48.857022,2025-01-08 08:45:53.396099,0 days 00:00:04.539077,5,1,1,30,40.0,,,,,,20.0,25.0,25.0,,,,,,COMPLETE
239,239,0.8400226116449971,2025-01-08 08:45:53.397164,2025-01-08 08:45:58.714951,0 days 00:00:05.317787,6,1,1,30,40.0,,,,,,15.0,25.0,25.0,15.0,,,,,COMPLETE
240,240,0.8335648791330925,2025-01-08 08:45:58.715993,2025-01-08 08:46:04.013279,0 days 00:00:05.297286,6,1,1,30,45.0,,,,,,20.0,25.0,25.0,20.0,,,,,COMPLETE
241,241,0.885483870967742,2025-01-08 08:46:04.014285,2025-01-08 08:46:09.245404,0 days 00:00:05.231119,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
242,242,0.885483870967742,2025-01-08 08:46:09.246402,2025-01-08 08:46:14.579416,0 days 00:00:05.333014,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
243,243,0.885483870967742,2025-01-08 08:46:14.580507,2025-01-08 08:46:19.811325,0 days 00:00:05.230818,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
244,244,0.885483870967742,2025-01-08 08:46:19.812412,2025-01-08 08:46:25.145221,0 days 00:00:05.332809,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
245,245,0.8571428571428571,2025-01-08 08:46:25.146248,2025-01-08 08:46:29.677588,0 days 00:00:04.531340,5,1,1,30,40.0,,,,,,20.0,25.0,25.0,,,,,,COMPLETE
246,246,0.885483870967742,2025-01-08 08:46:29.678576,2025-01-08 08:46:34.914978,0 days 00:00:05.236402,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
247,247,0.8523002421307506,2025-01-08 08:46:34.916133,2025-01-08 08:46:40.325307,0 days 00:00:05.409174,6,1,1,30,40.0,,,,,,20.0,20.0,25.0,15.0,,,,,COMPLETE
248,248,0.885483870967742,2025-01-08 08:46:40.326274,2025-01-08 08:46:45.558553,0 days 00:00:05.232279,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
249,249,0.8571428571428571,2025-01-08 08:46:45.559565,2025-01-08 08:46:50.209952,0 days 00:00:04.650387,5,1,1,30,40.0,,,,,,20.0,25.0,25.0,,,,,,COMPLETE
250,250,0.864367816091954,2025-01-08 08:46:50.211052,2025-01-08 08:46:55.453626,0 days 00:00:05.242574,6,1,1,30,40.0,,,,,,20.0,25.0,30.0,15.0,,,,,COMPLETE
251,251,0.8400226116449971,2025-01-08 08:46:55.454721,2025-01-08 08:47:00.669575,0 days 00:00:05.214854,6,1,1,30,40.0,,,,,,15.0,25.0,25.0,15.0,,,,,COMPLETE
252,252,0.885483870967742,2025-01-08 08:47:00.670522,2025-01-08 08:47:06.001887,0 days 00:00:05.331365,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
253,253,0.8272375854891465,2025-01-08 08:47:06.002887,2025-01-08 08:47:11.273328,0 days 00:00:05.270441,6,1,1,25,45.0,,,,,,25.0,25.0,25.0,15.0,,,,,COMPLETE
254,254,0.8571428571428571,2025-01-08 08:47:11.274318,2025-01-08 08:47:15.914768,0 days 00:00:04.640450,5,1,1,30,40.0,,,,,,20.0,25.0,25.0,,,,,,COMPLETE
255,255,0.885483870967742,2025-01-08 08:47:15.915803,2025-01-08 08:47:21.145183,0 days 00:00:05.229380,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
256,256,0.8471264367816091,2025-01-08 08:47:21.146184,2025-01-08 08:47:26.358614,0 days 00:00:05.212430,6,1,1,30,40.0,,,,,,20.0,20.0,25.0,20.0,,,,,COMPLETE
257,257,0.7751572327044025,2025-01-08 08:47:26.359675,2025-01-08 08:47:31.821999,0 days 00:00:05.462324,6,1,1,30,45.0,,,,,,20.0,25.0,30.0,15.0,,,,,COMPLETE
258,258,0.8461317227494967,2025-01-08 08:47:31.823322,2025-01-08 08:47:37.094101,0 days 00:00:05.270779,6,1,1,30,40.0,,,,,,25.0,25.0,25.0,15.0,,,,,COMPLETE
259,259,0.7580015612802498,2025-01-08 08:47:37.095077,2025-01-08 08:47:42.548911,0 days 00:00:05.453834,5,1,2,30,40.0,,,,,,20.0,25.0,25.0,,,,,,COMPLETE
260,260,0.842896174863388,2025-01-08 08:47:42.549861,2025-01-08 08:47:47.743538,0 days 00:00:05.193677,6,1,1,25,40.0,,,,,,15.0,30.0,25.0,15.0,,,,,COMPLETE
261,261,0.08585055643879173,2025-01-08 08:47:47.744505,2025-01-08 08:47:53.146059,0 days 00:00:05.401554,6,1,5,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
