,number,value,datetime_start,datetime_complete,duration,params_depth,params_grid,params_k,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
125,125,0.8046398046398047,2025-01-08 07:25:11.770959,2025-01-08 07:25:14.839835,0 days 00:00:03.068876,2,9,2,20,5.0,,,,,,,,,,,,,,COMPLETE
126,126,0.8285948527839168,2025-01-08 07:25:14.840365,2025-01-08 07:25:17.062053,0 days 00:00:02.221688,1,9,2,15,,,,,,,,,,,,,,,COMPLETE
127,127,0.8303617975185069,2025-01-08 07:25:17.062844,2025-01-08 07:25:19.387609,0 days 00:00:02.324765,1,9,2,20,,,,,,,,,,,,,,,COMPLETE
128,128,0.8222189906040702,2025-01-08 07:25:19.389922,2025-01-08 07:25:22.810281,0 days 00:00:03.420359,2,9,2,25,25.0,,,,,,,,,,,,,,COMPLETE
129,129,0.7346384267186314,2025-01-08 07:25:22.810765,2025-01-08 07:25:25.515468,0 days 00:00:02.704703,1,9,4,20,,,,,,,,,,,,,,,COMPLETE
130,130,0.33009708737864074,2025-01-08 07:25:25.515963,2025-01-08 07:25:29.619286,0 days 00:00:04.103323,3,7,2,15,15.0,,,,,,30.0,,,,,,,,COMPLETE
131,131,0.8303617975185069,2025-01-08 07:25:29.619867,2025-01-08 07:25:31.942816,0 days 00:00:02.322949,1,9,2,20,,,,,,,,,,,,,,,COMPLETE
132,132,0.8303617975185069,2025-01-08 07:25:31.945198,2025-01-08 07:25:34.271215,0 days 00:00:02.326017,1,9,2,20,,,,,,,,,,,,,,,COMPLETE
133,133,0.8303617975185069,2025-01-08 07:25:34.271716,2025-01-08 07:25:36.693856,0 days 00:00:02.422140,1,9,2,20,,,,,,,,,,,,,,,COMPLETE
134,134,0.8046398046398047,2025-01-08 07:25:36.696285,2025-01-08 07:25:39.757150,0 days 00:00:03.060865,2,9,2,20,5.0,,,,,,,,,,,,,,COMPLETE
135,135,0.8303617975185069,2025-01-08 07:25:39.757694,2025-01-08 07:25:42.083024,0 days 00:00:02.325330,1,9,2,20,,,,,,,,,,,,,,,COMPLETE
136,136,0.8160966486115029,2025-01-08 07:25:42.083518,2025-01-08 07:25:45.780397,0 days 00:00:03.696879,2,9,2,25,45.0,,,,,,,,,,,,,,COMPLETE
137,137,0.7090818363273452,2025-01-08 07:25:45.781037,2025-01-08 07:25:48.124498,0 days 00:00:02.343461,1,1,2,20,,,,,,,,,,,,,,,COMPLETE
138,138,0.8285948527839168,2025-01-08 07:25:48.127024,2025-01-08 07:25:50.351359,0 days 00:00:02.224335,1,9,2,15,,,,,,,,,,,,,,,COMPLETE
