,number,value,datetime_start,datetime_complete,duration,params_depth,params_grids_0,params_grids_1,params_grids_10,params_grids_11,params_grids_12,params_grids_13,params_grids_14,params_grids_15,params_grids_16,params_grids_17,params_grids_18,params_grids_19,params_grids_2,params_grids_3,params_grids_4,params_grids_5,params_grids_6,params_grids_7,params_grids_8,params_grids_9,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
88,88,0.8037037037037037,2024-12-29 14:28:05.832850,2024-12-29 14:28:12.021465,0 days 00:00:06.188615,1,6,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,COMPLETE
89,89,0.8708333333333333,2024-12-29 14:28:12.021797,2024-12-29 14:28:16.039971,0 days 00:00:04.018174,2,13,1.0,,,,,,,,,,,,,,,,,,,70,175.0,,,,,,,,,,,,,,,,,,,COMPLETE
90,90,0.4241379310344828,2024-12-29 14:28:16.040293,2024-12-29 14:28:26.356345,0 days 00:00:10.316052,4,13,2.0,,,,,,,,,,,11.0,3.0,,,,,,,70,170.0,,,,,,,,,,,45.0,200.0,,,,,,,COMPLETE
91,91,0.8618037135278515,2024-12-29 14:28:26.356803,2024-12-29 14:28:34.342503,0 days 00:00:07.985700,2,14,1.0,,,,,,,,,,,,,,,,,,,195,160.0,,,,,,,,,,,,,,,,,,,COMPLETE
92,92,0.6881720430107527,2024-12-29 14:28:34.342986,2024-12-29 14:28:41.094325,0 days 00:00:06.751339,1,13,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,COMPLETE
93,93,0.8868318122555411,2024-12-29 14:28:41.094692,2024-12-29 14:28:47.086850,0 days 00:00:05.992158,2,12,2.0,,,,,,,,,,,,,,,,,,,105,175.0,,,,,,,,,,,,,,,,,,,COMPLETE
94,94,0.801948051948052,2024-12-29 14:28:47.087219,2024-12-29 14:29:01.669150,0 days 00:00:14.581931,3,12,2.0,,,,,,,,,,,12.0,,,,,,,,110,175.0,,,,,,,,,,,80.0,,,,,,,,COMPLETE
95,95,0.22326454033771106,2024-12-29 14:29:01.669548,2024-12-29 14:29:49.299976,0 days 00:00:47.630428,9,13,2.0,,,,,,,,,,,14.0,10.0,9.0,3.0,15.0,9.0,13.0,,105,70.0,,,,,,,,,,,20.0,135.0,130.0,185.0,40.0,105.0,115.0,,COMPLETE
96,96,0.7454022988505747,2024-12-29 14:29:49.300725,2024-12-29 14:30:06.183363,0 days 00:00:16.882638,3,15,3.0,,,,,,,,,,,10.0,,,,,,,,180,180.0,,,,,,,,,,,65.0,,,,,,,,COMPLETE
97,97,0.7185888738127544,2024-12-29 14:30:06.183754,2024-12-29 14:30:15.133227,0 days 00:00:08.949473,1,12,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,COMPLETE
98,98,0.8741776315789473,2024-12-29 14:30:15.133634,2024-12-29 14:30:20.958500,0 days 00:00:05.824866,2,11,3.0,,,,,,,,,,,,,,,,,,,80,195.0,,,,,,,,,,,,,,,,,,,COMPLETE
99,99,0.8544980443285528,2024-12-29 14:30:20.958993,2024-12-29 14:30:26.495000,0 days 00:00:05.536007,2,11,3.0,,,,,,,,,,,,,,,,,,,75,185.0,,,,,,,,,,,,,,,,,,,COMPLETE
100,100,0.6869519000797236,2024-12-29 14:30:26.495322,2024-12-29 14:30:34.311092,0 days 00:00:07.815770,1,14,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,COMPLETE
101,101,0.903125,2024-12-29 14:30:34.311407,2024-12-29 14:30:52.265718,0 days 00:00:17.954311,3,12,1.0,,,,,,,,,,,13.0,,,,,,,,95,195.0,,,,,,,,,,,105.0,,,,,,,,COMPLETE
102,102,0.671934445419959,2024-12-29 14:30:52.266139,2024-12-29 14:31:10.446582,0 days 00:00:18.180443,3,13,3.0,,,,,,,,,,,13.0,,,,,,,,95,170.0,,,,,,,,,,,120.0,,,,,,,,COMPLETE
103,103,0.818426724137931,2024-12-29 14:31:10.447058,2024-12-29 14:31:27.032137,0 days 00:00:16.585079,2,12,15.0,,,,,,,,,,,,,,,,,,,100,195.0,,,,,,,,,,,,,,,,,,,COMPLETE
104,104,0.8787956767884715,2024-12-29 14:31:27.032666,2024-12-29 14:31:31.349646,0 days 00:00:04.316980,2,11,2.0,,,,,,,,,,,,,,,,,,,55,195.0,,,,,,,,,,,,,,,,,,,COMPLETE
105,105,0.6269230769230769,2024-12-29 14:31:31.349989,2024-12-29 14:31:50.416505,0 days 00:00:19.066516,3,11,4.0,,,,,,,,,,,15.0,,,,,,,,50,195.0,,,,,,,,,,,105.0,,,,,,,,COMPLETE
106,106,0.8679653679653679,2024-12-29 14:31:50.416911,2024-12-29 14:31:55.186455,0 days 00:00:04.769544,2,11,2.0,,,,,,,,,,,,,,,,,,,70,185.0,,,,,,,,,,,,,,,,,,,COMPLETE
107,107,0.7489106753812635,2024-12-29 14:31:55.186882,2024-12-29 14:32:01.456525,0 days 00:00:06.269643,1,10,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,COMPLETE
108,108,0.6946608946608946,2024-12-29 14:32:01.456853,2024-12-29 14:32:20.767211,0 days 00:00:19.310358,3,12,4.0,,,,,,,,,,,12.0,,,,,,,,60,195.0,,,,,,,,,,,130.0,,,,,,,,COMPLETE
109,109,0.8797729618163055,2024-12-29 14:32:20.767762,2024-12-29 14:32:24.044936,0 days 00:00:03.277174,2,11,2.0,,,,,,,,,,,,,,,,,,,40,15.0,,,,,,,,,,,,,,,,,,,COMPLETE
110,110,0.5038218677301429,2024-12-29 14:32:24.045257,2024-12-29 14:32:32.214343,0 days 00:00:08.169086,4,11,11.0,,,,,,,,,,,8.0,14.0,,,,,,,35,20.0,,,,,,,,,,,140.0,15.0,,,,,,,COMPLETE
111,111,0.8781779661016949,2024-12-29 14:32:32.214712,2024-12-29 14:32:35.645265,0 days 00:00:03.430553,2,11,2.0,,,,,,,,,,,,,,,,,,,45,45.0,,,,,,,,,,,,,,,,,,,COMPLETE
112,112,0.8437328954570333,2024-12-29 14:32:35.645586,2024-12-29 14:32:39.058700,0 days 00:00:03.413114,2,10,2.0,,,,,,,,,,,,,,,,,,,40,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
113,113,0.7779850746268657,2024-12-29 14:32:39.059018,2024-12-29 14:32:44.351130,0 days 00:00:05.292112,1,11,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,COMPLETE
114,114,0.6424242424242423,2024-12-29 14:32:44.351486,2024-12-29 14:32:50.178294,0 days 00:00:05.826808,3,12,3.0,,,,,,,,,,,9.0,,,,,,,,50,55.0,,,,,,,,,,,95.0,,,,,,,,COMPLETE
115,115,0.8538884524744697,2024-12-29 14:32:50.178749,2024-12-29 14:32:53.323572,0 days 00:00:03.144823,2,11,2.0,,,,,,,,,,,,,,,,,,,30,45.0,,,,,,,,,,,,,,,,,,,COMPLETE
116,116,0.7549407114624507,2024-12-29 14:32:53.323903,2024-12-29 14:32:59.335419,0 days 00:00:06.011516,1,10,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,COMPLETE
117,117,0.6711175616835994,2024-12-29 14:32:59.335743,2024-12-29 14:33:09.622777,0 days 00:00:10.287034,3,7,3.0,,,,,,,,,,,11.0,,,,,,,,115,105.0,,,,,,,,,,,85.0,,,,,,,,COMPLETE
118,118,0.8604465709728868,2024-12-29 14:33:09.623272,2024-12-29 14:33:12.642103,0 days 00:00:03.018831,2,9,2.0,,,,,,,,,,,,,,,,,,,20,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
119,119,0.7857549857549857,2024-12-29 14:33:12.642423,2024-12-29 14:33:18.664614,0 days 00:00:06.022191,1,11,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,COMPLETE
120,120,0.0,2024-12-29 14:33:18.664986,2024-12-29 14:37:17.899193,0 days 00:03:59.234207,17,12,9.0,4.0,4.0,1.0,11.0,5.0,10.0,12.0,,,,13.0,11.0,14.0,9.0,3.0,13.0,6.0,12.0,80,10.0,115.0,200.0,60.0,70.0,155.0,200.0,190.0,,,,125.0,185.0,190.0,90.0,80.0,160.0,165.0,35.0,COMPLETE
121,121,0.87042842215256,2024-12-29 14:37:17.900114,2024-12-29 14:37:22.351467,0 days 00:00:04.451353,2,13,1.0,,,,,,,,,,,,,,,,,,,90,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
122,122,0.6136904761904762,2024-12-29 14:37:22.351966,2024-12-29 14:37:28.297593,0 days 00:00:05.945627,3,13,2.0,,,,,,,,,,,15.0,,,,,,,,60,30.0,,,,,,,,,,,105.0,,,,,,,,COMPLETE
123,123,0.8863576852579209,2024-12-29 14:37:28.297943,2024-12-29 14:37:32.232763,0 days 00:00:03.934820,2,12,1.0,,,,,,,,,,,,,,,,,,,70,65.0,,,,,,,,,,,,,,,,,,,COMPLETE
124,124,0.8445623342175066,2024-12-29 14:37:32.233082,2024-12-29 14:37:35.782261,0 days 00:00:03.549179,2,12,2.0,,,,,,,,,,,,,,,,,,,45,65.0,,,,,,,,,,,,,,,,,,,COMPLETE
125,125,0.818426724137931,2024-12-29 14:37:35.782601,2024-12-29 14:37:44.094592,0 days 00:00:08.311991,3,11,1.0,,,,,,,,,,,14.0,,,,,,,,80,85.0,,,,,,,,,,,70.0,,,,,,,,COMPLETE
126,126,0.7216386554621849,2024-12-29 14:37:44.095003,2024-12-29 14:37:51.663698,0 days 00:00:07.568695,1,12,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,COMPLETE
127,127,0.9263771186440678,2024-12-29 14:37:51.664025,2024-12-29 14:37:56.586880,0 days 00:00:04.922855,2,11,3.0,,,,,,,,,,,,,,,,,,,95,75.0,,,,,,,,,,,,,,,,,,,COMPLETE
128,128,0.87042842215256,2024-12-29 14:37:56.587213,2024-12-29 14:38:01.629518,0 days 00:00:05.042305,2,10,3.0,,,,,,,,,,,,,,,,,,,105,75.0,,,,,,,,,,,,,,,,,,,COMPLETE
129,129,0.35964912280701755,2024-12-29 14:38:01.629858,2024-12-29 14:38:11.611865,0 days 00:00:09.982007,4,11,2.0,,,,,,,,,,,10.0,13.0,,,,,,,60,40.0,,,,,,,,,,,50.0,160.0,,,,,,,COMPLETE
130,130,0.850108225108225,2024-12-29 14:38:11.612305,2024-12-29 14:38:19.728890,0 days 00:00:08.116585,3,12,1.0,,,,,,,,,,,12.0,,,,,,,,95,65.0,,,,,,,,,,,110.0,,,,,,,,COMPLETE
131,131,0.8214285714285714,2024-12-29 14:38:19.729401,2024-12-29 14:38:27.149949,0 days 00:00:07.420548,2,11,14.0,,,,,,,,,,,,,,,,,,,100,60.0,,,,,,,,,,,,,,,,,,,COMPLETE
132,132,0.3877551020408163,2024-12-29 14:38:27.150280,2024-12-29 14:38:37.677100,0 days 00:00:10.526820,14,12,3.0,13.0,13.0,10.0,5.0,,,,,,,9.0,15.0,4.0,11.0,8.0,3.0,9.0,10.0,90,50.0,160.0,30.0,110.0,155.0,,,,,,,145.0,170.0,45.0,30.0,195.0,80.0,5.0,80.0,COMPLETE
133,133,0.9191655801825294,2024-12-29 14:38:37.677688,2024-12-29 14:38:41.304449,0 days 00:00:03.626761,2,11,4.0,,,,,,,,,,,,,,,,,,,40,80.0,,,,,,,,,,,,,,,,,,,COMPLETE
134,134,0.7489106753812635,2024-12-29 14:38:41.304822,2024-12-29 14:38:46.934854,0 days 00:00:05.630032,1,10,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,COMPLETE
135,135,0.8126984126984127,2024-12-29 14:38:46.935217,2024-12-29 14:38:53.282169,0 days 00:00:06.346952,3,11,2.0,,,,,,,,,,,11.0,,,,,,,,40,80.0,,,,,,,,,,,75.0,,,,,,,,COMPLETE
136,136,0.8711943793911007,2024-12-29 14:38:53.282518,2024-12-29 14:38:57.378785,0 days 00:00:04.096267,2,11,4.0,,,,,,,,,,,,,,,,,,,50,100.0,,,,,,,,,,,,,,,,,,,COMPLETE
137,137,0.8781068217874141,2024-12-29 14:38:57.379104,2024-12-29 14:39:01.155562,0 days 00:00:03.776458,2,10,4.0,,,,,,,,,,,,,,,,,,,45,90.0,,,,,,,,,,,,,,,,,,,COMPLETE
138,138,0.739622641509434,2024-12-29 14:39:01.156004,2024-12-29 14:39:07.171010,0 days 00:00:06.015006,1,10,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,COMPLETE
139,139,0.6651785714285714,2024-12-29 14:39:07.171324,2024-12-29 14:39:11.289989,0 days 00:00:04.118665,3,10,4.0,,,,,,,,,,,7.0,,,,,,,,35,75.0,,,,,,,,,,,25.0,,,,,,,,COMPLETE
140,140,0.903125,2024-12-29 14:39:11.290324,2024-12-29 14:39:15.255293,0 days 00:00:03.964969,2,11,3.0,,,,,,,,,,,,,,,,,,,55,90.0,,,,,,,,,,,,,,,,,,,COMPLETE
141,141,0.8523002421307506,2024-12-29 14:39:15.255777,2024-12-29 14:39:19.226541,0 days 00:00:03.970764,2,11,3.0,,,,,,,,,,,,,,,,,,,55,90.0,,,,,,,,,,,,,,,,,,,COMPLETE
142,142,0.8688524590163934,2024-12-29 14:39:19.226875,2024-12-29 14:39:22.481760,0 days 00:00:03.254885,2,11,3.0,,,,,,,,,,,,,,,,,,,30,85.0,,,,,,,,,,,,,,,,,,,COMPLETE
143,143,0.6632653061224489,2024-12-29 14:39:22.482083,2024-12-29 14:39:28.916259,0 days 00:00:06.434176,1,10,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,COMPLETE
144,144,0.8870673952641166,2024-12-29 14:39:28.916573,2024-12-29 14:39:32.212008,0 days 00:00:03.295435,2,12,2.0,,,,,,,,,,,,,,,,,,,45,75.0,,,,,,,,,,,,,,,,,,,COMPLETE
145,145,0.7022727272727273,2024-12-29 14:39:32.212354,2024-12-29 14:39:36.134742,0 days 00:00:03.922388,3,12,2.0,,,,,,,,,,,15.0,,,,,,,,40,75.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
146,146,0.8225344782721832,2024-12-29 14:39:36.135072,2024-12-29 14:39:39.413878,0 days 00:00:03.278806,2,12,1.0,,,,,,,,,,,,,,,,,,,45,95.0,,,,,,,,,,,,,,,,,,,COMPLETE
147,147,0.150093808630394,2024-12-29 14:39:39.414197,2024-12-29 14:39:58.616936,0 days 00:00:19.202739,11,12,2.0,9.0,,,,,,,,,,13.0,9.0,11.0,10.0,10.0,8.0,13.0,7.0,50,85.0,95.0,,,,,,,,,,35.0,190.0,90.0,10.0,5.0,25.0,45.0,155.0,COMPLETE
148,148,0.5265330188679245,2024-12-29 14:39:58.617474,2024-12-29 14:40:08.348008,0 days 00:00:09.730534,4,10,1.0,,,,,,,,,,,14.0,5.0,,,,,,,55,95.0,,,,,,,,,,,85.0,35.0,,,,,,,COMPLETE
149,149,0.7127569698676429,2024-12-29 14:40:08.348501,2024-12-29 14:40:15.292215,0 days 00:00:06.943714,1,12,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,COMPLETE
150,150,0.8328358208955224,2024-12-29 14:40:15.292719,2024-12-29 14:40:19.046099,0 days 00:00:03.753380,3,11,1.0,,,,,,,,,,,1.0,,,,,,,,25,75.0,,,,,,,,,,,95.0,,,,,,,,COMPLETE
151,151,0.8870673952641166,2024-12-29 14:40:19.046441,2024-12-29 14:40:22.444077,0 days 00:00:03.397636,2,11,3.0,,,,,,,,,,,,,,,,,,,35,80.0,,,,,,,,,,,,,,,,,,,COMPLETE
152,152,0.7804555084745763,2024-12-29 14:40:22.444400,2024-12-29 14:40:25.782843,0 days 00:00:03.338443,2,11,2.0,,,,,,,,,,,,,,,,,,,35,80.0,,,,,,,,,,,,,,,,,,,COMPLETE
153,153,0.8781068217874141,2024-12-29 14:40:25.783178,2024-12-29 14:40:29.286815,0 days 00:00:03.503637,2,12,3.0,,,,,,,,,,,,,,,,,,,40,70.0,,,,,,,,,,,,,,,,,,,COMPLETE
154,154,0.9028213166144201,2024-12-29 14:40:29.287133,2024-12-29 14:40:32.650806,0 days 00:00:03.363673,2,10,3.0,,,,,,,,,,,,,,,,,,,40,70.0,,,,,,,,,,,,,,,,,,,COMPLETE
155,155,0.7406855439642325,2024-12-29 14:40:32.651148,2024-12-29 14:40:38.522980,0 days 00:00:05.871832,1,9,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,COMPLETE
156,156,0.7267194157029824,2024-12-29 14:40:38.523311,2024-12-29 14:40:44.426387,0 days 00:00:05.903076,1,10,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,COMPLETE
157,157,0.8708333333333333,2024-12-29 14:40:44.426773,2024-12-29 14:40:48.080000,0 days 00:00:03.653227,2,10,4.0,,,,,,,,,,,,,,,,,,,50,60.0,,,,,,,,,,,,,,,,,,,COMPLETE
158,158,0.842896174863388,2024-12-29 14:40:48.080326,2024-12-29 14:40:57.722394,0 days 00:00:09.642068,3,9,3.0,,,,,,,,,,,6.0,,,,,,,,120,85.0,,,,,,,,,,,165.0,,,,,,,,COMPLETE
159,159,0.8863576852579209,2024-12-29 14:40:57.722758,2024-12-29 14:41:01.122166,0 days 00:00:03.399408,2,11,3.0,,,,,,,,,,,,,,,,,,,35,80.0,,,,,,,,,,,,,,,,,,,COMPLETE
160,160,0.8293650793650793,2024-12-29 14:41:01.122574,2024-12-29 14:41:04.358348,0 days 00:00:03.235774,2,11,3.0,,,,,,,,,,,,,,,,,,,30,70.0,,,,,,,,,,,,,,,,,,,COMPLETE
161,161,0.8604465709728868,2024-12-29 14:41:04.358677,2024-12-29 14:41:07.325046,0 days 00:00:02.966369,2,11,4.0,,,,,,,,,,,,,,,,,,,25,80.0,,,,,,,,,,,,,,,,,,,COMPLETE
162,162,0.8708333333333333,2024-12-29 14:41:07.325390,2024-12-29 14:41:10.743442,0 days 00:00:03.418052,2,11,3.0,,,,,,,,,,,,,,,,,,,35,90.0,,,,,,,,,,,,,,,,,,,COMPLETE
163,163,0.7071681131468981,2024-12-29 14:41:10.743766,2024-12-29 14:41:16.742402,0 days 00:00:05.998636,1,10,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,COMPLETE
164,164,0.8697478991596639,2024-12-29 14:41:16.742897,2024-12-29 14:41:21.327618,0 days 00:00:04.584721,3,11,2.0,,,,,,,,,,,2.0,,,,,,,,40,70.0,,,,,,,,,,,150.0,,,,,,,,COMPLETE
165,165,0.8585526315789473,2024-12-29 14:41:21.327974,2024-12-29 14:41:25.426695,0 days 00:00:04.098721,2,11,5.0,,,,,,,,,,,,,,,,,,,50,80.0,,,,,,,,,,,,,,,,,,,COMPLETE
166,166,0.6700261291526689,2024-12-29 14:41:25.427014,2024-12-29 14:41:30.987319,0 days 00:00:05.560305,1,9,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,COMPLETE
167,167,0.780539397144368,2024-12-29 14:41:30.987667,2024-12-29 14:41:39.250998,0 days 00:00:08.263331,3,10,3.0,,,,,,,,,,,8.0,,,,,,,,20,105.0,,,,,,,,,,,135.0,,,,,,,,COMPLETE
168,168,0.8604465709728868,2024-12-29 14:41:39.251342,2024-12-29 14:41:42.514112,0 days 00:00:03.262770,2,12,2.0,,,,,,,,,,,,,,,,,,,30,75.0,,,,,,,,,,,,,,,,,,,COMPLETE
169,169,0.87042842215256,2024-12-29 14:41:42.514511,2024-12-29 14:41:46.547317,0 days 00:00:04.032806,2,13,4.0,,,,,,,,,,,,,,,,,,,45,95.0,,,,,,,,,,,,,,,,,,,COMPLETE
170,170,0.7642876674870112,2024-12-29 14:41:46.547660,2024-12-29 14:41:52.834198,0 days 00:00:06.286538,1,10,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,COMPLETE
171,171,0.8708333333333333,2024-12-29 14:41:52.834542,2024-12-29 14:41:56.236538,0 days 00:00:03.401996,2,12,3.0,,,,,,,,,,,,,,,,,,,35,70.0,,,,,,,,,,,,,,,,,,,COMPLETE
172,172,0.8445623342175066,2024-12-29 14:41:56.236872,2024-12-29 14:41:59.719704,0 days 00:00:03.482832,2,12,3.0,,,,,,,,,,,,,,,,,,,40,65.0,,,,,,,,,,,,,,,,,,,COMPLETE
173,173,0.8353510895883778,2024-12-29 14:41:59.720200,2024-12-29 14:42:07.566237,0 days 00:00:07.846037,3,11,2.0,,,,,,,,,,,6.0,,,,,,,,40,85.0,,,,,,,,,,,175.0,,,,,,,,COMPLETE
174,174,0.8870673952641166,2024-12-29 14:42:07.566599,2024-12-29 14:42:11.085372,0 days 00:00:03.518773,2,11,3.0,,,,,,,,,,,,,,,,,,,45,60.0,,,,,,,,,,,,,,,,,,,COMPLETE
175,175,0.8685344827586207,2024-12-29 14:42:11.085709,2024-12-29 14:42:14.631660,0 days 00:00:03.545951,2,11,2.0,,,,,,,,,,,,,,,,,,,50,60.0,,,,,,,,,,,,,,,,,,,COMPLETE
176,176,0.845603813559322,2024-12-29 14:42:14.632179,2024-12-29 14:42:22.400571,0 days 00:00:07.768392,3,11,2.0,,,,,,,,,,,7.0,,,,,,,,110,80.0,,,,,,,,,,,120.0,,,,,,,,COMPLETE
177,177,0.7666214382632293,2024-12-29 14:42:22.400952,2024-12-29 14:42:28.848305,0 days 00:00:06.447353,1,11,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,COMPLETE
178,178,0.8286546610169492,2024-12-29 14:42:28.848623,2024-12-29 14:42:33.745597,0 days 00:00:04.896974,2,10,4.0,,,,,,,,,,,,,,,,,,,100,55.0,,,,,,,,,,,,,,,,,,,COMPLETE
179,179,0.7185888738127544,2024-12-29 14:42:33.745933,2024-12-29 14:42:40.060983,0 days 00:00:06.315050,1,12,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,COMPLETE
180,180,0.8708333333333333,2024-12-29 14:42:40.061319,2024-12-29 14:42:46.382926,0 days 00:00:06.321607,3,11,3.0,,,,,,,,,,,4.0,,,,,,,,50,65.0,,,,,,,,,,,195.0,,,,,,,,COMPLETE
181,181,0.8544980443285528,2024-12-29 14:42:46.383330,2024-12-29 14:42:49.894997,0 days 00:00:03.511667,2,12,3.0,,,,,,,,,,,,,,,,,,,40,75.0,,,,,,,,,,,,,,,,,,,COMPLETE
182,182,0.8747252747252747,2024-12-29 14:42:49.895339,2024-12-29 14:42:53.296700,0 days 00:00:03.401361,2,12,3.0,,,,,,,,,,,,,,,,,,,35,70.0,,,,,,,,,,,,,,,,,,,COMPLETE
183,183,0.87042842215256,2024-12-29 14:42:53.297034,2024-12-29 14:42:57.019819,0 days 00:00:03.722785,2,12,4.0,,,,,,,,,,,,,,,,,,,45,65.0,,,,,,,,,,,,,,,,,,,COMPLETE
184,184,0.87042842215256,2024-12-29 14:42:57.020145,2024-12-29 14:43:00.538396,0 days 00:00:03.518251,2,13,2.0,,,,,,,,,,,,,,,,,,,40,70.0,,,,,,,,,,,,,,,,,,,COMPLETE
185,185,0.8,2024-12-29 14:43:00.538729,2024-12-29 14:43:10.133226,0 days 00:00:09.594497,3,11,3.0,,,,,,,,,,,10.0,,,,,,,,30,90.0,,,,,,,,,,,155.0,,,,,,,,COMPLETE
186,186,0.6666666666666666,2024-12-29 14:43:10.133689,2024-12-29 14:43:18.048881,0 days 00:00:07.915192,1,12,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,COMPLETE
187,187,0.8512931034482758,2024-12-29 14:43:18.049413,2024-12-29 14:43:21.196315,0 days 00:00:03.146902,2,11,2.0,,,,,,,,,,,,,,,,,,,40,60.0,,,,,,,,,,,,,,,,,,,COMPLETE
188,188,0.8841594827586207,2024-12-29 14:43:21.196654,2024-12-29 14:43:25.621364,0 days 00:00:04.424710,2,11,3.0,,,,,,,,,,,,,,,,,,,90,75.0,,,,,,,,,,,,,,,,,,,COMPLETE
189,189,0.7310261080752884,2024-12-29 14:43:25.621694,2024-12-29 14:43:33.296774,0 days 00:00:07.675080,3,11,4.0,,,,,,,,,,,5.0,,,,,,,,85,80.0,,,,,,,,,,,125.0,,,,,,,,COMPLETE
190,190,0.7548369264787176,2024-12-29 14:43:33.297150,2024-12-29 14:43:40.718068,0 days 00:00:07.420918,1,10,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,COMPLETE
191,191,0.8604465709728868,2024-12-29 14:43:40.718395,2024-12-29 14:43:45.512773,0 days 00:00:04.794378,2,11,3.0,,,,,,,,,,,,,,,,,,,90,75.0,,,,,,,,,,,,,,,,,,,COMPLETE
192,192,0.8938029661016949,2024-12-29 14:43:45.513161,2024-12-29 14:43:48.896108,0 days 00:00:03.382947,2,11,3.0,,,,,,,,,,,,,,,,,,,45,85.0,,,,,,,,,,,,,,,,,,,COMPLETE
193,193,0.8771883289124669,2024-12-29 14:43:48.896436,2024-12-29 14:43:52.554430,0 days 00:00:03.657994,2,11,2.0,,,,,,,,,,,,,,,,,,,60,100.0,,,,,,,,,,,,,,,,,,,COMPLETE
194,194,0.8857758620689655,2024-12-29 14:43:52.554846,2024-12-29 14:43:56.207638,0 days 00:00:03.652792,2,11,3.0,,,,,,,,,,,,,,,,,,,45,85.0,,,,,,,,,,,,,,,,,,,COMPLETE
195,195,0.6986607142857143,2024-12-29 14:43:56.207966,2024-12-29 14:44:04.914737,0 days 00:00:08.706771,3,11,3.0,,,,,,,,,,,8.0,,,,,,,,100,85.0,,,,,,,,,,,100.0,,,,,,,,COMPLETE
196,196,0.7818181818181819,2024-12-29 14:44:04.915283,2024-12-29 14:44:13.641472,0 days 00:00:08.726189,1,11,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,COMPLETE
197,197,0.8286247334754797,2024-12-29 14:44:13.641852,2024-12-29 14:44:17.408107,0 days 00:00:03.766255,2,11,3.0,,,,,,,,,,,,,,,,,,,50,80.0,,,,,,,,,,,,,,,,,,,COMPLETE
198,198,0.1053030303030303,2024-12-29 14:44:17.408439,2024-12-29 14:45:34.960831,0 days 00:01:17.552392,8,11,1.0,,,,,,,,,,,11.0,12.0,15.0,8.0,5.0,13.0,,,105,75.0,,,,,,,,,,,110.0,115.0,160.0,65.0,165.0,60.0,,,COMPLETE
199,199,0.8868318122555411,2024-12-29 14:45:34.961679,2024-12-29 14:45:39.062049,0 days 00:00:04.100370,2,11,2.0,,,,,,,,,,,,,,,,,,,70,85.0,,,,,,,,,,,,,,,,,,,COMPLETE
200,200,0.6803767660910518,2024-12-29 14:45:39.062389,2024-12-29 14:45:46.178483,0 days 00:00:07.116094,3,12,3.0,,,,,,,,,,,9.0,,,,,,,,75,85.0,,,,,,,,,,,60.0,,,,,,,,COMPLETE
201,201,0.8685344827586207,2024-12-29 14:45:46.178927,2024-12-29 14:45:50.240167,0 days 00:00:04.061240,2,11,2.0,,,,,,,,,,,,,,,,,,,70,80.0,,,,,,,,,,,,,,,,,,,COMPLETE
202,202,0.8544980443285528,2024-12-29 14:45:50.240504,2024-12-29 14:45:54.131158,0 days 00:00:03.890654,2,11,2.0,,,,,,,,,,,,,,,,,,,65,75.0,,,,,,,,,,,,,,,,,,,COMPLETE
