,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders1_layer_0,params_orders1_layer_1,params_orders1_layer_10,params_orders1_layer_11,params_orders1_layer_12,params_orders1_layer_13,params_orders1_layer_14,params_orders1_layer_15,params_orders1_layer_16,params_orders1_layer_17,params_orders1_layer_18,params_orders1_layer_19,params_orders1_layer_2,params_orders1_layer_3,params_orders1_layer_4,params_orders1_layer_5,params_orders1_layer_6,params_orders1_layer_7,params_orders1_layer_8,params_orders1_layer_9,params_orders2_layer_0,params_orders2_layer_1,params_orders2_layer_10,params_orders2_layer_11,params_orders2_layer_12,params_orders2_layer_13,params_orders2_layer_14,params_orders2_layer_15,params_orders2_layer_16,params_orders2_layer_17,params_orders2_layer_18,params_orders2_layer_19,params_orders2_layer_2,params_orders2_layer_3,params_orders2_layer_4,params_orders2_layer_5,params_orders2_layer_6,params_orders2_layer_7,params_orders2_layer_8,params_orders2_layer_9,state
52,52,0.0,2025-01-02 23:19:50.740767,2025-01-02 23:19:58.472194,0 days 00:00:07.731427,14,180,135.0,115.0,40.0,165.0,50.0,,,,,,,35.0,135.0,155.0,85.0,30.0,120.0,170.0,155.0,2,4.0,3.0,3.0,5.0,3.0,,,,,,,5.0,3.0,2.0,3.0,4.0,5.0,3.0,2.0,4,4.0,4.0,5.0,4.0,3.0,,,,,,,6.0,3.0,2.0,5.0,5.0,6.0,6.0,5.0,COMPLETE
53,53,0.0,2025-01-02 23:19:58.473410,2025-01-02 23:20:07.035721,0 days 00:00:08.562311,19,160,115.0,85.0,105.0,100.0,10.0,75.0,65.0,145.0,10.0,85.0,,20.0,90.0,175.0,55.0,75.0,100.0,90.0,130.0,3,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,4.0,,6.0,3.0,2.0,2.0,5.0,6.0,4.0,3.0,4,5.0,2.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,,6.0,3.0,2.0,5.0,4.0,5.0,4.0,6.0,COMPLETE
54,54,0.6458333333333333,2025-01-02 23:20:07.037569,2025-01-02 23:20:13.440872,0 days 00:00:06.403303,3,150,95.0,,,,,,,,,,,55.0,,,,,,,,3,4.0,,,,,,,,,,,5.0,,,,,,,,2,6.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
55,55,0.0,2025-01-02 23:20:13.441634,2025-01-02 23:20:19.137414,0 days 00:00:05.695780,17,200,80.0,130.0,30.0,140.0,70.0,165.0,5.0,190.0,,,,15.0,35.0,160.0,65.0,110.0,35.0,130.0,175.0,2,5.0,4.0,5.0,4.0,2.0,5.0,3.0,2.0,,,,6.0,2.0,3.0,2.0,2.0,5.0,2.0,4.0,2,5.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,,,,6.0,4.0,3.0,6.0,2.0,4.0,5.0,5.0,COMPLETE
56,56,0.0,2025-01-02 23:20:19.139147,2025-01-02 23:20:23.412175,0 days 00:00:04.273028,9,185,145.0,,,,,,,,,,,45.0,15.0,190.0,85.0,5.0,70.0,160.0,,3,3.0,,,,,,,,,,,6.0,3.0,4.0,3.0,4.0,4.0,3.0,,5,3.0,,,,,,,,,,,6.0,3.0,2.0,6.0,4.0,6.0,6.0,,COMPLETE
57,57,0.666599597585513,2025-01-02 23:20:23.413711,2025-01-02 23:20:27.881292,0 days 00:00:04.467581,11,135,25.0,150.0,,,,,,,,,,10.0,50.0,130.0,35.0,145.0,95.0,185.0,120.0,5,4.0,5.0,,,,,,,,,,5.0,2.0,2.0,2.0,6.0,6.0,5.0,2.0,3,4.0,3.0,,,,,,,,,,5.0,2.0,4.0,5.0,3.0,5.0,5.0,4.0,COMPLETE
58,58,0.666599597585513,2025-01-02 23:20:27.882895,2025-01-02 23:20:33.867749,0 days 00:00:05.984854,15,30,185.0,40.0,60.0,180.0,125.0,20.0,,,,,,35.0,200.0,60.0,95.0,100.0,150.0,150.0,85.0,4,5.0,4.0,2.0,6.0,3.0,2.0,,,,,,5.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,2,4.0,4.0,6.0,5.0,3.0,4.0,,,,,,4.0,4.0,2.0,4.0,6.0,4.0,6.0,6.0,COMPLETE
59,59,0.5714285714285714,2025-01-02 23:20:33.868935,2025-01-02 23:20:46.479087,0 days 00:00:12.610152,4,20,55.0,,,,,,,,,,,5.0,180.0,,,,,,,6,3.0,,,,,,,,,,,4.0,5.0,,,,,,,6,6.0,,,,,,,,,,,6.0,5.0,,,,,,,COMPLETE
60,60,0.6759259259259259,2025-01-02 23:20:46.480220,2025-01-02 23:20:50.431074,0 days 00:00:03.950854,2,125,40.0,,,,,,,,,,,,,,,,,,,3,5.0,,,,,,,,,,,,,,,,,,,4,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
61,61,0.0,2025-01-02 23:20:50.431656,2025-01-02 23:20:55.465157,0 days 00:00:05.033501,2,125,40.0,,,,,,,,,,,,,,,,,,,4,5.0,,,,,,,,,,,,,,,,,,,4,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
62,62,0.5317028985507246,2025-01-02 23:20:55.465748,2025-01-02 23:20:58.149397,0 days 00:00:02.683649,1,110,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,COMPLETE
63,63,0.5335968379446641,2025-01-02 23:20:58.149935,2025-01-02 23:21:01.680402,0 days 00:00:03.530467,3,140,50.0,,,,,,,,,,,65.0,,,,,,,,3,4.0,,,,,,,,,,,5.0,,,,,,,,4,2.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
64,64,0.5298245614035088,2025-01-02 23:21:01.681046,2025-01-02 23:21:05.541881,0 days 00:00:03.860835,2,130,5.0,,,,,,,,,,,,,,,,,,,4,4.0,,,,,,,,,,,,,,,,,,,4,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
65,65,0.5431818181818182,2025-01-02 23:21:05.542494,2025-01-02 23:21:06.908868,0 days 00:00:01.366374,1,150,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,COMPLETE
66,66,0.6302600472813239,2025-01-02 23:21:06.909396,2025-01-02 23:21:19.110580,0 days 00:00:12.201184,5,45,40.0,,,,,,,,,,,50.0,95.0,170.0,,,,,,4,6.0,,,,,,,,,,,6.0,4.0,4.0,,,,,,4,2.0,,,,,,,,,,,5.0,3.0,3.0,,,,,,COMPLETE
67,67,0.5685534591194968,2025-01-02 23:21:19.111544,2025-01-02 23:21:23.343744,0 days 00:00:04.232200,3,115,65.0,,,,,,,,,,,155.0,,,,,,,,2,5.0,,,,,,,,,,,3.0,,,,,,,,3,3.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
68,68,0.0,2025-01-02 23:21:23.344398,2025-01-02 23:21:24.901814,0 days 00:00:01.557416,6,165,30.0,,,,,,,,,,,80.0,70.0,115.0,120.0,,,,,4,4.0,,,,,,,,,,,5.0,2.0,2.0,3.0,,,,,2,2.0,,,,,,,,,,,6.0,4.0,2.0,3.0,,,,,COMPLETE
69,69,0.666599597585513,2025-01-02 23:21:24.902698,2025-01-02 23:21:32.201461,0 days 00:00:07.298763,20,10,85.0,180.0,80.0,115.0,35.0,50.0,135.0,95.0,100.0,200.0,60.0,100.0,115.0,30.0,145.0,70.0,180.0,120.0,145.0,3,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,2.0,5,3.0,2.0,5.0,4.0,5.0,6.0,5.0,5.0,2.0,2.0,4.0,2.0,2.0,4.0,6.0,6.0,3.0,4.0,5.0,COMPLETE
70,70,0.6556776556776557,2025-01-02 23:21:32.203161,2025-01-02 23:21:34.765186,0 days 00:00:02.562025,1,85,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
71,71,0.0,2025-01-02 23:21:34.765742,2025-01-02 23:21:41.272300,0 days 00:00:06.506558,19,15,195.0,20.0,115.0,20.0,135.0,110.0,65.0,105.0,130.0,5.0,,75.0,30.0,185.0,125.0,95.0,35.0,185.0,85.0,4,3.0,3.0,4.0,3.0,4.0,6.0,5.0,4.0,3.0,2.0,,5.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3,6.0,4.0,2.0,3.0,5.0,6.0,6.0,4.0,4.0,6.0,,6.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,COMPLETE
72,72,0.0,2025-01-02 23:21:41.273928,2025-01-02 23:21:45.936144,0 days 00:00:04.662216,17,15,200.0,80.0,135.0,45.0,175.0,90.0,95.0,120.0,,,,40.0,20.0,200.0,105.0,110.0,50.0,145.0,85.0,4,3.0,3.0,4.0,3.0,4.0,5.0,6.0,3.0,,,,5.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3,6.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,,,,6.0,3.0,2.0,2.0,2.0,2.0,6.0,2.0,COMPLETE
73,73,0.0,2025-01-02 23:21:45.937625,2025-01-02 23:21:52.161458,0 days 00:00:06.223833,19,25,160.0,95.0,120.0,155.0,110.0,130.0,40.0,70.0,125.0,10.0,,25.0,5.0,155.0,130.0,125.0,20.0,170.0,180.0,4,2.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,2.0,,6.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4,5.0,5.0,2.0,2.0,4.0,6.0,3.0,4.0,4.0,5.0,,6.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,COMPLETE
74,74,0.666599597585513,2025-01-02 23:21:52.163132,2025-01-02 23:21:58.288363,0 days 00:00:06.125231,18,35,180.0,65.0,155.0,50.0,165.0,95.0,95.0,155.0,75.0,,,85.0,55.0,185.0,75.0,80.0,80.0,70.0,115.0,4,3.0,2.0,5.0,3.0,5.0,6.0,6.0,5.0,4.0,,,4.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3,5.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,,,5.0,2.0,3.0,3.0,3.0,3.0,6.0,3.0,COMPLETE
75,75,0.0,2025-01-02 23:21:58.289815,2025-01-02 23:22:05.317996,0 days 00:00:07.028181,20,15,170.0,5.0,95.0,95.0,100.0,145.0,200.0,60.0,170.0,70.0,185.0,65.0,35.0,170.0,95.0,55.0,110.0,185.0,100.0,5,4.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,5.0,6.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2,4.0,4.0,3.0,4.0,3.0,6.0,6.0,3.0,3.0,6.0,6.0,6.0,3.0,3.0,5.0,2.0,2.0,6.0,2.0,COMPLETE
76,76,0.5598851517637408,2025-01-02 23:22:05.319821,2025-01-02 23:22:09.548601,0 days 00:00:04.228780,2,40,190.0,,,,,,,,,,,,,,,,,,,4,4.0,,,,,,,,,,,,,,,,,,,2,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
77,77,0.0,2025-01-02 23:22:09.549237,2025-01-02 23:22:15.105791,0 days 00:00:05.556554,18,50,20.0,40.0,65.0,185.0,30.0,165.0,40.0,130.0,50.0,,,55.0,15.0,140.0,145.0,115.0,25.0,160.0,145.0,3,3.0,3.0,5.0,2.0,2.0,5.0,4.0,3.0,5.0,,,4.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4,5.0,4.0,6.0,2.0,4.0,5.0,5.0,3.0,5.0,,,5.0,3.0,2.0,5.0,3.0,3.0,5.0,2.0,COMPLETE
78,78,0.35714285714285715,2025-01-02 23:22:15.107149,2025-01-02 23:22:19.687349,0 days 00:00:04.580200,4,145,130.0,,,,,,,,,,,5.0,25.0,,,,,,,4,6.0,,,,,,,,,,,3.0,2.0,,,,,,,3,2.0,,,,,,,,,,,6.0,4.0,,,,,,,COMPLETE
79,79,0.0,2025-01-02 23:22:19.688225,2025-01-02 23:22:24.321983,0 days 00:00:04.633758,16,25,105.0,140.0,25.0,5.0,80.0,120.0,125.0,,,,,130.0,70.0,195.0,155.0,95.0,60.0,135.0,110.0,2,4.0,2.0,3.0,4.0,4.0,6.0,3.0,,,,,4.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4,3.0,2.0,5.0,4.0,3.0,3.0,3.0,,,,,3.0,2.0,3.0,4.0,2.0,2.0,6.0,3.0,COMPLETE
80,80,0.3334896810506567,2025-01-02 23:22:24.323067,2025-01-02 23:22:44.104761,0 days 00:00:19.781694,12,5,115.0,110.0,120.0,,,,,,,,,15.0,50.0,180.0,175.0,180.0,5.0,145.0,95.0,5,2.0,6.0,4.0,,,,,,,,,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2,4.0,3.0,4.0,,,,,,,,,5.0,5.0,2.0,6.0,3.0,3.0,5.0,4.0,COMPLETE
81,81,0.666599597585513,2025-01-02 23:22:44.106279,2025-01-02 23:22:48.557208,0 days 00:00:04.450929,11,135,25.0,160.0,,,,,,,,,,10.0,45.0,130.0,40.0,140.0,90.0,180.0,125.0,6,4.0,5.0,,,,,,,,,,5.0,2.0,2.0,2.0,6.0,6.0,6.0,2.0,3,4.0,3.0,,,,,,,,,,5.0,2.0,4.0,5.0,3.0,5.0,5.0,4.0,COMPLETE
82,82,0.666599597585513,2025-01-02 23:22:48.558971,2025-01-02 23:22:52.341060,0 days 00:00:03.782089,8,120,15.0,,,,,,,,,,,25.0,35.0,160.0,15.0,145.0,130.0,,,5,4.0,,,,,,,,,,,5.0,2.0,2.0,2.0,6.0,6.0,,,3,4.0,,,,,,,,,,,6.0,2.0,5.0,5.0,2.0,5.0,,,COMPLETE
83,83,0.6658163265306123,2025-01-02 23:22:52.342476,2025-01-02 23:22:54.383970,0 days 00:00:02.041494,2,105,35.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,4,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
84,84,0.0,2025-01-02 23:22:54.384770,2025-01-02 23:23:00.880671,0 days 00:00:06.495901,13,140,50.0,145.0,185.0,40.0,,,,,,,,40.0,50.0,145.0,60.0,160.0,145.0,190.0,115.0,5,3.0,6.0,3.0,5.0,,,,,,,,6.0,2.0,2.0,2.0,5.0,6.0,5.0,2.0,2,4.0,2.0,6.0,3.0,,,,,,,,6.0,2.0,5.0,4.0,4.0,6.0,5.0,4.0,COMPLETE
85,85,0.666599597585513,2025-01-02 23:23:00.882705,2025-01-02 23:23:05.171317,0 days 00:00:04.288612,9,135,65.0,,,,,,,,,,,15.0,90.0,75.0,20.0,145.0,100.0,160.0,,5,4.0,,,,,,,,,,,5.0,2.0,3.0,3.0,5.0,5.0,5.0,,5,2.0,,,,,,,,,,,5.0,2.0,4.0,6.0,3.0,5.0,6.0,,COMPLETE
86,86,0.6356589147286822,2025-01-02 23:23:05.172855,2025-01-02 23:23:07.740022,0 days 00:00:02.567167,1,155,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
87,87,0.0,2025-01-02 23:23:07.740570,2025-01-02 23:23:14.299967,0 days 00:00:06.559397,15,130,25.0,155.0,85.0,200.0,120.0,40.0,,,,,,25.0,10.0,165.0,40.0,185.0,115.0,195.0,80.0,4,5.0,5.0,2.0,3.0,3.0,2.0,,,,,,6.0,2.0,2.0,2.0,6.0,6.0,6.0,2.0,3,3.0,3.0,5.0,5.0,4.0,4.0,,,,,,6.0,3.0,3.0,5.0,3.0,6.0,3.0,2.0,COMPLETE
88,88,0.0,2025-01-02 23:23:14.301220,2025-01-02 23:23:18.022632,0 days 00:00:03.721412,11,60,45.0,130.0,,,,,,,,,,45.0,80.0,175.0,75.0,85.0,45.0,170.0,120.0,3,4.0,6.0,,,,,,,,,,4.0,3.0,2.0,3.0,3.0,5.0,5.0,2.0,4,5.0,4.0,,,,,,,,,,4.0,4.0,4.0,3.0,2.0,5.0,5.0,3.0,COMPLETE
89,89,0.6392857142857142,2025-01-02 23:23:18.024320,2025-01-02 23:23:27.439409,0 days 00:00:09.415089,3,145,10.0,,,,,,,,,,,105.0,,,,,,,,6,3.0,,,,,,,,,,,5.0,,,,,,,,2,6.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
90,90,0.666599597585513,2025-01-02 23:23:27.440272,2025-01-02 23:23:31.508739,0 days 00:00:04.068467,10,70,35.0,,,,,,,,,,,10.0,25.0,135.0,105.0,125.0,70.0,115.0,100.0,2,5.0,,,,,,,,,,,5.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4,3.0,,,,,,,,,,,6.0,3.0,3.0,5.0,4.0,4.0,6.0,6.0,COMPLETE
91,91,0.7244897959183674,2025-01-02 23:23:31.510239,2025-01-02 23:24:04.712656,0 days 00:00:33.202417,15,30,185.0,35.0,60.0,175.0,130.0,5.0,,,,,,35.0,160.0,40.0,90.0,100.0,155.0,155.0,75.0,4,5.0,4.0,2.0,6.0,3.0,2.0,,,,,,5.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,2,4.0,4.0,6.0,5.0,2.0,4.0,,,,,,4.0,4.0,2.0,4.0,5.0,4.0,6.0,6.0,COMPLETE
92,92,0.0,2025-01-02 23:24:04.713922,2025-01-02 23:24:11.438576,0 days 00:00:06.724654,14,45,185.0,5.0,70.0,170.0,140.0,,,,,,,20.0,160.0,95.0,95.0,105.0,170.0,150.0,75.0,4,5.0,4.0,2.0,6.0,2.0,,,,,,,5.0,4.0,2.0,5.0,3.0,6.0,3.0,4.0,2,4.0,5.0,6.0,5.0,2.0,,,,,,,3.0,4.0,2.0,4.0,5.0,4.0,6.0,6.0,COMPLETE
93,93,0.6323055683387022,2025-01-02 23:24:11.440689,2025-01-02 23:24:13.199459,0 days 00:00:01.758770,1,25,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
94,94,0.4727104532839963,2025-01-02 23:24:13.200009,2025-01-02 23:24:29.658324,0 days 00:00:16.458315,13,20,175.0,185.0,50.0,145.0,,,,,,,,35.0,115.0,45.0,115.0,100.0,120.0,175.0,45.0,4,5.0,5.0,3.0,6.0,,,,,,,,5.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,2,4.0,3.0,6.0,4.0,,,,,,,,4.0,4.0,2.0,4.0,5.0,4.0,6.0,5.0,COMPLETE
95,95,0.0,2025-01-02 23:24:29.660231,2025-01-02 23:24:36.930399,0 days 00:00:07.270168,15,35,195.0,25.0,95.0,130.0,160.0,30.0,,,,,,30.0,125.0,15.0,70.0,40.0,180.0,140.0,105.0,4,5.0,4.0,2.0,5.0,3.0,2.0,,,,,,5.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,2,5.0,4.0,5.0,6.0,2.0,5.0,,,,,,2.0,4.0,2.0,3.0,6.0,5.0,5.0,6.0,COMPLETE
96,96,0.666599597585513,2025-01-02 23:24:36.931472,2025-01-02 23:24:43.908992,0 days 00:00:06.977520,19,30,200.0,30.0,25.0,185.0,115.0,70.0,45.0,175.0,145.0,135.0,,65.0,185.0,195.0,85.0,65.0,90.0,95.0,140.0,4,4.0,4.0,3.0,6.0,4.0,3.0,6.0,6.0,3.0,3.0,,6.0,4.0,4.0,2.0,3.0,5.0,2.0,2.0,2,4.0,4.0,6.0,3.0,2.0,6.0,5.0,6.0,3.0,4.0,,4.0,5.0,3.0,2.0,5.0,3.0,6.0,4.0,COMPLETE
97,97,0.666599597585513,2025-01-02 23:24:43.910872,2025-01-02 23:24:51.378010,0 days 00:00:07.467138,17,5,155.0,65.0,50.0,175.0,140.0,80.0,85.0,80.0,,,,50.0,145.0,15.0,50.0,135.0,140.0,155.0,50.0,4,6.0,2.0,6.0,5.0,5.0,4.0,5.0,5.0,,,,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,6,5.0,3.0,2.0,3.0,6.0,4.0,4.0,5.0,,,,6.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,COMPLETE
98,98,0.666599597585513,2025-01-02 23:24:51.379692,2025-01-02 23:24:52.173503,0 days 00:00:00.793811,2,170,175.0,,,,,,,,,,,,,,,,,,,3,4.0,,,,,,,,,,,,,,,,,,,3,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
99,99,0.666599597585513,2025-01-02 23:24:52.174113,2025-01-02 23:24:58.640598,0 days 00:00:06.466485,16,55,165.0,120.0,110.0,160.0,65.0,195.0,80.0,,,,,185.0,100.0,110.0,135.0,80.0,160.0,200.0,75.0,4,5.0,5.0,2.0,6.0,2.0,2.0,3.0,,,,,5.0,3.0,2.0,5.0,2.0,5.0,5.0,3.0,5,3.0,5.0,6.0,5.0,3.0,3.0,6.0,,,,,2.0,3.0,3.0,4.0,4.0,5.0,4.0,6.0,COMPLETE
