,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders1_layer_0,params_orders1_layer_1,params_orders1_layer_10,params_orders1_layer_11,params_orders1_layer_12,params_orders1_layer_13,params_orders1_layer_14,params_orders1_layer_15,params_orders1_layer_16,params_orders1_layer_17,params_orders1_layer_18,params_orders1_layer_19,params_orders1_layer_2,params_orders1_layer_3,params_orders1_layer_4,params_orders1_layer_5,params_orders1_layer_6,params_orders1_layer_7,params_orders1_layer_8,params_orders1_layer_9,params_orders2_layer_0,params_orders2_layer_1,params_orders2_layer_10,params_orders2_layer_11,params_orders2_layer_12,params_orders2_layer_13,params_orders2_layer_14,params_orders2_layer_15,params_orders2_layer_16,params_orders2_layer_17,params_orders2_layer_18,params_orders2_layer_19,params_orders2_layer_2,params_orders2_layer_3,params_orders2_layer_4,params_orders2_layer_5,params_orders2_layer_6,params_orders2_layer_7,params_orders2_layer_8,params_orders2_layer_9,state
58,58,0.0,2025-01-02 23:08:55.505955,2025-01-02 23:08:57.642733,0 days 00:00:02.136778,5,165,130.0,,,,,,,,,,,50.0,130.0,30.0,,,,,,4,4.0,,,,,,,,,,,5.0,5.0,4.0,,,,,,3,4.0,,,,,,,,,,,5.0,5.0,4.0,,,,,,COMPLETE
59,59,0.6971490579066786,2025-01-02 23:08:57.643616,2025-01-02 23:09:00.840857,0 days 00:00:03.197241,2,175,25.0,,,,,,,,,,,,,,,,,,,4,2.0,,,,,,,,,,,,,,,,,,,3,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
60,60,0.8247987117552334,2025-01-02 23:09:00.841377,2025-01-02 23:09:07.755741,0 days 00:00:06.914364,4,185,55.0,,,,,,,,,,,90.0,170.0,,,,,,,5,5.0,,,,,,,,,,,6.0,4.0,,,,,,,2,5.0,,,,,,,,,,,2.0,4.0,,,,,,,COMPLETE
61,61,0.8071106821106822,2025-01-02 23:09:07.756565,2025-01-02 23:09:09.273799,0 days 00:00:01.517234,1,200,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
62,62,0.8279383763198893,2025-01-02 23:09:09.274404,2025-01-02 23:09:16.010023,0 days 00:00:06.735619,3,195,50.0,,,,,,,,,,,95.0,,,,,,,,5,5.0,,,,,,,,,,,6.0,,,,,,,,2,5.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
63,63,0.844107744107744,2025-01-02 23:09:16.010895,2025-01-02 23:09:22.177355,0 days 00:00:06.166460,4,200,55.0,,,,,,,,,,,95.0,170.0,,,,,,,5,5.0,,,,,,,,,,,6.0,4.0,,,,,,,2,5.0,,,,,,,,,,,2.0,4.0,,,,,,,COMPLETE
64,64,0.0,2025-01-02 23:09:22.178236,2025-01-02 23:09:25.359387,0 days 00:00:03.181151,7,200,55.0,,,,,,,,,,,90.0,170.0,55.0,70.0,85.0,,,,5,5.0,,,,,,,,,,,6.0,4.0,6.0,2.0,3.0,,,,2,5.0,,,,,,,,,,,2.0,4.0,2.0,4.0,5.0,,,,COMPLETE
65,65,0.8144870534251065,2025-01-02 23:09:25.360555,2025-01-02 23:09:32.754340,0 days 00:00:07.393785,3,195,25.0,,,,,,,,,,,100.0,,,,,,,,6,5.0,,,,,,,,,,,6.0,,,,,,,,2,6.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
66,66,0.8025038323965252,2025-01-02 23:09:32.755285,2025-01-02 23:09:40.247498,0 days 00:00:07.492213,3,190,50.0,,,,,,,,,,,105.0,,,,,,,,6,5.0,,,,,,,,,,,6.0,,,,,,,,2,6.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
67,67,0.810428849902534,2025-01-02 23:09:40.248415,2025-01-02 23:09:50.625231,0 days 00:00:10.376816,4,190,25.0,,,,,,,,,,,95.0,145.0,,,,,,,6,6.0,,,,,,,,,,,6.0,4.0,,,,,,,2,6.0,,,,,,,,,,,2.0,4.0,,,,,,,COMPLETE
68,68,0.6666666666666666,2025-01-02 23:09:50.626264,2025-01-02 23:09:52.768337,0 days 00:00:02.142073,5,180,5.0,,,,,,,,,,,120.0,175.0,95.0,,,,,,6,5.0,,,,,,,,,,,6.0,3.0,2.0,,,,,,2,5.0,,,,,,,,,,,2.0,3.0,6.0,,,,,,COMPLETE
69,69,0.8148148148148148,2025-01-02 23:09:52.769343,2025-01-02 23:09:59.942000,0 days 00:00:07.172657,3,185,65.0,,,,,,,,,,,70.0,,,,,,,,6,5.0,,,,,,,,,,,6.0,,,,,,,,2,6.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
70,70,0.5347826086956522,2025-01-02 23:09:59.942865,2025-01-02 23:10:28.539262,0 days 00:00:28.596397,8,195,65.0,,,,,,,,,,,75.0,185.0,5.0,30.0,170.0,110.0,,,6,5.0,,,,,,,,,,,6.0,4.0,5.0,4.0,5.0,6.0,,,2,6.0,,,,,,,,,,,2.0,4.0,3.0,6.0,3.0,6.0,,,COMPLETE
71,71,0.0,2025-01-02 23:10:28.540969,2025-01-02 23:10:33.244279,0 days 00:00:04.703310,13,185,35.0,65.0,85.0,125.0,,,,,,,,105.0,115.0,120.0,90.0,130.0,170.0,95.0,145.0,6,5.0,3.0,3.0,6.0,,,,,,,,6.0,5.0,3.0,3.0,6.0,2.0,4.0,5.0,2,6.0,3.0,5.0,2.0,,,,,,,,2.0,5.0,5.0,3.0,2.0,4.0,2.0,5.0,COMPLETE
72,72,0.8044871794871795,2025-01-02 23:10:33.246273,2025-01-02 23:10:40.470993,0 days 00:00:07.224720,3,175,45.0,,,,,,,,,,,70.0,,,,,,,,6,5.0,,,,,,,,,,,6.0,,,,,,,,2,6.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
73,73,0.0,2025-01-02 23:10:40.472073,2025-01-02 23:11:01.710256,0 days 00:00:21.238183,6,195,25.0,,,,,,,,,,,95.0,195.0,185.0,115.0,,,,,6,6.0,,,,,,,,,,,5.0,3.0,6.0,5.0,,,,,2,5.0,,,,,,,,,,,2.0,3.0,3.0,5.0,,,,,COMPLETE
74,74,0.6427752293577982,2025-01-02 23:11:01.711506,2025-01-02 23:11:07.805443,0 days 00:00:06.093937,3,180,60.0,,,,,,,,,,,80.0,,,,,,,,5,5.0,,,,,,,,,,,6.0,,,,,,,,2,6.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
75,75,0.8429605792437651,2025-01-02 23:11:07.806307,2025-01-02 23:11:14.336554,0 days 00:00:06.530247,4,170,70.0,,,,,,,,,,,110.0,165.0,,,,,,,4,5.0,,,,,,,,,,,5.0,4.0,,,,,,,2,5.0,,,,,,,,,,,2.0,4.0,,,,,,,COMPLETE
76,76,0.6666666666666666,2025-01-02 23:11:14.337366,2025-01-02 23:11:15.906681,0 days 00:00:01.569315,4,170,70.0,,,,,,,,,,,110.0,165.0,,,,,,,4,5.0,,,,,,,,,,,5.0,4.0,,,,,,,2,5.0,,,,,,,,,,,2.0,4.0,,,,,,,COMPLETE
77,77,0.0,2025-01-02 23:11:15.907524,2025-01-02 23:11:18.283977,0 days 00:00:02.376453,5,185,50.0,,,,,,,,,,,60.0,180.0,160.0,,,,,,5,5.0,,,,,,,,,,,6.0,4.0,4.0,,,,,,2,5.0,,,,,,,,,,,2.0,4.0,4.0,,,,,,COMPLETE
78,78,0.7440860215053764,2025-01-02 23:11:18.284980,2025-01-02 23:11:28.190606,0 days 00:00:09.905626,4,200,75.0,,,,,,,,,,,135.0,145.0,,,,,,,6,5.0,,,,,,,,,,,6.0,5.0,,,,,,,2,5.0,,,,,,,,,,,2.0,5.0,,,,,,,COMPLETE
79,79,0.4543114543114543,2025-01-02 23:11:28.191597,2025-01-02 23:11:47.687370,0 days 00:00:19.495773,6,170,95.0,,,,,,,,,,,100.0,190.0,70.0,30.0,,,,,5,6.0,,,,,,,,,,,6.0,3.0,2.0,6.0,,,,,2,6.0,,,,,,,,,,,2.0,4.0,6.0,4.0,,,,,COMPLETE
80,80,0.6612693653173414,2025-01-02 23:11:47.688751,2025-01-02 23:11:52.205565,0 days 00:00:04.516814,3,190,40.0,,,,,,,,,,,115.0,,,,,,,,4,5.0,,,,,,,,,,,5.0,,,,,,,,2,5.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
81,81,0.7192982456140351,2025-01-02 23:11:52.206437,2025-01-02 23:11:55.250073,0 days 00:00:03.043636,2,160,60.0,,,,,,,,,,,,,,,,,,,4,5.0,,,,,,,,,,,,,,,,,,,2,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
82,82,0.7810934276451518,2025-01-02 23:11:55.250704,2025-01-02 23:12:00.859931,0 days 00:00:05.609227,4,195,20.0,,,,,,,,,,,90.0,130.0,,,,,,,4,4.0,,,,,,,,,,,6.0,4.0,,,,,,,2,6.0,,,,,,,,,,,2.0,3.0,,,,,,,COMPLETE
83,83,0.8194099378881987,2025-01-02 23:12:00.860803,2025-01-02 23:12:05.734585,0 days 00:00:04.873782,3,165,30.0,,,,,,,,,,,65.0,,,,,,,,4,5.0,,,,,,,,,,,5.0,,,,,,,,2,5.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
84,84,0.7170359306281637,2025-01-02 23:12:05.735323,2025-01-02 23:12:13.348926,0 days 00:00:07.613603,5,180,40.0,,,,,,,,,,,55.0,155.0,25.0,,,,,,4,5.0,,,,,,,,,,,5.0,3.0,4.0,,,,,,2,5.0,,,,,,,,,,,2.0,5.0,2.0,,,,,,COMPLETE
85,85,0.7382948986722571,2025-01-02 23:12:13.349907,2025-01-02 23:12:19.468007,0 days 00:00:06.118100,3,185,30.0,,,,,,,,,,,70.0,,,,,,,,4,5.0,,,,,,,,,,,6.0,,,,,,,,2,5.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
86,86,0.0,2025-01-02 23:12:19.468804,2025-01-02 23:12:21.861389,0 days 00:00:02.392585,4,165,50.0,,,,,,,,,,,80.0,200.0,,,,,,,6,5.0,,,,,,,,,,,6.0,4.0,,,,,,,2,5.0,,,,,,,,,,,2.0,4.0,,,,,,,COMPLETE
87,87,0.7583125698084028,2025-01-02 23:12:21.862353,2025-01-02 23:12:27.309856,0 days 00:00:05.447503,2,170,10.0,,,,,,,,,,,,,,,,,,,5,6.0,,,,,,,,,,,,,,,,,,,2,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
88,88,0.8261856137962332,2025-01-02 23:12:27.310630,2025-01-02 23:12:36.524313,0 days 00:00:09.213683,5,175,30.0,,,,,,,,,,,100.0,145.0,180.0,,,,,,4,5.0,,,,,,,,,,,5.0,5.0,5.0,,,,,,2,5.0,,,,,,,,,,,2.0,2.0,6.0,,,,,,COMPLETE
89,89,0.609389205719481,2025-01-02 23:12:36.525363,2025-01-02 23:12:46.164717,0 days 00:00:09.639354,5,155,70.0,,,,,,,,,,,40.0,145.0,180.0,,,,,,4,5.0,,,,,,,,,,,5.0,5.0,5.0,,,,,,2,5.0,,,,,,,,,,,3.0,2.0,6.0,,,,,,COMPLETE
90,90,0.0,2025-01-02 23:12:46.165729,2025-01-02 23:12:51.550714,0 days 00:00:05.384985,11,175,55.0,5.0,,,,,,,,,,65.0,165.0,155.0,145.0,180.0,200.0,35.0,200.0,4,6.0,5.0,,,,,,,,,,5.0,4.0,5.0,2.0,2.0,3.0,6.0,3.0,2,5.0,3.0,,,,,,,,,,2.0,2.0,6.0,2.0,4.0,5.0,6.0,3.0,COMPLETE
91,91,0.8015688101894998,2025-01-02 23:12:51.552372,2025-01-02 23:12:56.633858,0 days 00:00:05.081486,3,195,30.0,,,,,,,,,,,100.0,,,,,,,,4,5.0,,,,,,,,,,,5.0,,,,,,,,2,5.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
92,92,0.7965517241379311,2025-01-02 23:12:56.634643,2025-01-02 23:13:03.500820,0 days 00:00:06.866177,4,180,40.0,,,,,,,,,,,85.0,180.0,,,,,,,4,5.0,,,,,,,,,,,6.0,5.0,,,,,,,2,5.0,,,,,,,,,,,2.0,2.0,,,,,,,COMPLETE
93,93,0.8123123123123124,2025-01-02 23:13:03.501690,2025-01-02 23:13:06.897479,0 days 00:00:03.395789,2,190,45.0,,,,,,,,,,,,,,,,,,,4,5.0,,,,,,,,,,,,,,,,,,,2,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
94,94,0.542016806722689,2025-01-02 23:13:06.898113,2025-01-02 23:13:22.539043,0 days 00:00:15.640930,7,165,60.0,,,,,,,,,,,110.0,155.0,175.0,55.0,95.0,,,,5,5.0,,,,,,,,,,,5.0,4.0,6.0,4.0,4.0,,,,2,6.0,,,,,,,,,,,2.0,3.0,5.0,6.0,6.0,,,,COMPLETE
95,95,0.7815634218289086,2025-01-02 23:13:22.540630,2025-01-02 23:13:41.356070,0 days 00:00:18.815440,6,185,20.0,,,,,,,,,,,120.0,125.0,190.0,185.0,,,,,4,5.0,,,,,,,,,,,6.0,5.0,6.0,5.0,,,,,2,4.0,,,,,,,,,,,2.0,3.0,6.0,3.0,,,,,COMPLETE
96,96,0.7962048145534384,2025-01-02 23:13:41.357266,2025-01-02 23:13:45.383901,0 days 00:00:04.026635,3,175,35.0,,,,,,,,,,,90.0,,,,,,,,5,4.0,,,,,,,,,,,4.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
97,97,0.7995198079231692,2025-01-02 23:13:45.384578,2025-01-02 23:13:54.995840,0 days 00:00:09.611262,5,200,80.0,,,,,,,,,,,95.0,140.0,135.0,,,,,,4,5.0,,,,,,,,,,,5.0,6.0,5.0,,,,,,2,5.0,,,,,,,,,,,3.0,4.0,5.0,,,,,,COMPLETE
98,98,0.8144963144963145,2025-01-02 23:13:54.996903,2025-01-02 23:14:02.081347,0 days 00:00:07.084444,4,150,65.0,,,,,,,,,,,75.0,110.0,,,,,,,5,5.0,,,,,,,,,,,6.0,4.0,,,,,,,2,6.0,,,,,,,,,,,2.0,3.0,,,,,,,COMPLETE
99,99,0.7847658979734451,2025-01-02 23:14:02.082268,2025-01-02 23:14:08.194956,0 days 00:00:06.112688,4,145,65.0,,,,,,,,,,,75.0,100.0,,,,,,,5,4.0,,,,,,,,,,,6.0,4.0,,,,,,,2,5.0,,,,,,,,,,,2.0,2.0,,,,,,,COMPLETE
