,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders1_layer_0,params_orders1_layer_1,params_orders1_layer_10,params_orders1_layer_11,params_orders1_layer_12,params_orders1_layer_13,params_orders1_layer_14,params_orders1_layer_15,params_orders1_layer_16,params_orders1_layer_17,params_orders1_layer_18,params_orders1_layer_19,params_orders1_layer_2,params_orders1_layer_3,params_orders1_layer_4,params_orders1_layer_5,params_orders1_layer_6,params_orders1_layer_7,params_orders1_layer_8,params_orders1_layer_9,params_orders2_layer_0,params_orders2_layer_1,params_orders2_layer_10,params_orders2_layer_11,params_orders2_layer_12,params_orders2_layer_13,params_orders2_layer_14,params_orders2_layer_15,params_orders2_layer_16,params_orders2_layer_17,params_orders2_layer_18,params_orders2_layer_19,params_orders2_layer_2,params_orders2_layer_3,params_orders2_layer_4,params_orders2_layer_5,params_orders2_layer_6,params_orders2_layer_7,params_orders2_layer_8,params_orders2_layer_9,state
44,44,0.0,2025-01-02 22:55:18.150101,2025-01-02 22:55:27.896136,0 days 00:00:09.746035,19,40,145.0,30.0,35.0,140.0,160.0,10.0,160.0,110.0,175.0,150.0,,70.0,165.0,145.0,130.0,15.0,185.0,145.0,40.0,2,3.0,2.0,2.0,4.0,3.0,5.0,5.0,4.0,2.0,5.0,,5.0,3.0,5.0,3.0,2.0,6.0,6.0,4.0,6,5.0,3.0,6.0,3.0,3.0,2.0,5.0,6.0,5.0,5.0,,3.0,2.0,4.0,6.0,6.0,5.0,6.0,3.0,COMPLETE
45,45,0.0,2025-01-02 22:55:27.898444,2025-01-02 22:55:34.372594,0 days 00:00:06.474150,16,95,105.0,85.0,55.0,185.0,120.0,135.0,130.0,,,,,140.0,195.0,160.0,70.0,30.0,115.0,155.0,100.0,3,4.0,3.0,5.0,3.0,2.0,4.0,5.0,,,,,6.0,6.0,4.0,4.0,6.0,3.0,5.0,4.0,6,4.0,4.0,3.0,6.0,2.0,2.0,4.0,,,,,5.0,3.0,5.0,6.0,4.0,3.0,5.0,4.0,COMPLETE
46,46,0.0,2025-01-02 22:55:34.374666,2025-01-02 22:55:44.651139,0 days 00:00:10.276473,20,150,90.0,15.0,20.0,110.0,85.0,185.0,185.0,45.0,100.0,60.0,145.0,125.0,180.0,170.0,170.0,45.0,175.0,170.0,165.0,6,4.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,6.0,2.0,5.0,5.0,6.0,5.0,6,4.0,5.0,4.0,5.0,2.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,6.0,2.0,COMPLETE
47,47,0.6666666666666666,2025-01-02 22:55:44.653731,2025-01-02 22:55:52.528022,0 days 00:00:07.874291,17,165,55.0,60.0,55.0,160.0,185.0,160.0,140.0,5.0,,,,45.0,85.0,80.0,140.0,15.0,85.0,135.0,190.0,3,6.0,2.0,5.0,5.0,4.0,3.0,6.0,3.0,,,,4.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,5,5.0,6.0,5.0,4.0,5.0,4.0,3.0,6.0,,,,4.0,2.0,5.0,3.0,6.0,2.0,3.0,3.0,COMPLETE
48,48,0.39866098600121724,2025-01-02 22:55:52.530185,2025-01-02 22:56:21.289977,0 days 00:00:28.759792,12,130,80.0,40.0,65.0,,,,,,,,,110.0,5.0,180.0,120.0,130.0,40.0,60.0,135.0,2,2.0,5.0,3.0,,,,,,,,,6.0,4.0,3.0,2.0,4.0,6.0,3.0,4.0,3,6.0,3.0,5.0,,,,,,,,,4.0,3.0,4.0,6.0,6.0,6.0,4.0,2.0,COMPLETE
49,49,0.44129554655870445,2025-01-02 22:56:21.292558,2025-01-02 22:56:40.403845,0 days 00:00:19.111287,9,115,15.0,,,,,,,,,,,15.0,45.0,105.0,150.0,55.0,145.0,190.0,,5,5.0,,,,,,,,,,,5.0,3.0,5.0,3.0,3.0,2.0,4.0,,4,5.0,,,,,,,,,,,3.0,2.0,6.0,5.0,5.0,5.0,5.0,,COMPLETE
50,50,0.0,2025-01-02 22:56:40.405825,2025-01-02 22:56:47.692072,0 days 00:00:07.286247,14,190,135.0,15.0,15.0,130.0,155.0,,,,,,,95.0,155.0,120.0,50.0,105.0,60.0,120.0,10.0,2,5.0,3.0,4.0,2.0,2.0,,,,,,,6.0,5.0,4.0,2.0,6.0,5.0,6.0,6.0,5,5.0,5.0,4.0,6.0,3.0,,,,,,,2.0,5.0,4.0,6.0,6.0,5.0,6.0,5.0,COMPLETE
51,51,0.0,2025-01-02 22:56:47.693978,2025-01-02 22:56:55.946501,0 days 00:00:08.252523,19,185,80.0,45.0,70.0,115.0,130.0,175.0,95.0,30.0,70.0,195.0,,90.0,170.0,130.0,160.0,35.0,75.0,175.0,175.0,3,2.0,3.0,3.0,4.0,2.0,6.0,5.0,5.0,3.0,4.0,,5.0,2.0,6.0,3.0,6.0,5.0,5.0,3.0,5,4.0,4.0,5.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,,5.0,2.0,2.0,6.0,3.0,2.0,6.0,3.0,COMPLETE
52,52,0.0,2025-01-02 22:56:55.948844,2025-01-02 22:57:03.554037,0 days 00:00:07.605193,18,165,70.0,45.0,110.0,125.0,110.0,190.0,110.0,40.0,65.0,,,85.0,135.0,95.0,165.0,20.0,65.0,195.0,175.0,4,2.0,2.0,2.0,4.0,2.0,6.0,5.0,4.0,3.0,,,5.0,2.0,6.0,4.0,6.0,6.0,5.0,2.0,4,4.0,2.0,5.0,5.0,2.0,2.0,4.0,5.0,4.0,,,6.0,2.0,3.0,6.0,5.0,3.0,6.0,3.0,COMPLETE
53,53,0.6666666666666666,2025-01-02 22:57:03.556261,2025-01-02 22:57:14.357146,0 days 00:00:10.800885,19,175,95.0,30.0,50.0,105.0,70.0,170.0,70.0,25.0,40.0,165.0,,70.0,170.0,95.0,175.0,5.0,90.0,155.0,200.0,3,2.0,4.0,3.0,3.0,2.0,6.0,5.0,4.0,6.0,4.0,,5.0,2.0,6.0,3.0,6.0,6.0,6.0,3.0,6,3.0,4.0,5.0,6.0,2.0,2.0,4.0,4.0,5.0,6.0,,5.0,2.0,2.0,6.0,5.0,3.0,6.0,3.0,COMPLETE
54,54,0.0,2025-01-02 22:57:14.359447,2025-01-02 22:57:23.955657,0 days 00:00:09.596210,19,150,110.0,75.0,45.0,135.0,135.0,200.0,200.0,50.0,75.0,200.0,,110.0,190.0,45.0,25.0,35.0,105.0,180.0,30.0,4,3.0,2.0,2.0,4.0,3.0,6.0,5.0,5.0,3.0,3.0,,4.0,2.0,5.0,2.0,6.0,5.0,5.0,3.0,5,5.0,6.0,6.0,4.0,2.0,2.0,3.0,6.0,6.0,5.0,,4.0,2.0,3.0,6.0,5.0,6.0,5.0,3.0,COMPLETE
55,55,0.0,2025-01-02 22:57:23.958262,2025-01-02 22:57:35.601680,0 days 00:00:11.643418,20,200,85.0,5.0,160.0,95.0,40.0,145.0,120.0,70.0,55.0,110.0,155.0,55.0,200.0,115.0,135.0,15.0,55.0,85.0,155.0,3,6.0,3.0,2.0,6.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,6.0,2.0,5.0,6.0,6.0,5.0,3,4.0,5.0,2.0,5.0,2.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,6.0,6.0,5.0,4.0,6.0,6.0,COMPLETE
56,56,0.0,2025-01-02 22:57:35.604368,2025-01-02 22:57:44.414373,0 days 00:00:08.810005,15,185,60.0,170.0,80.0,80.0,95.0,175.0,,,,,,155.0,115.0,15.0,150.0,175.0,75.0,190.0,190.0,2,2.0,2.0,3.0,5.0,2.0,6.0,,,,,,5.0,2.0,5.0,3.0,5.0,5.0,5.0,2.0,4,2.0,6.0,6.0,6.0,3.0,4.0,,,,,,5.0,2.0,2.0,6.0,4.0,6.0,6.0,3.0,COMPLETE
57,57,0.0,2025-01-02 22:57:44.415944,2025-01-02 22:57:51.074714,0 days 00:00:06.658770,17,145,5.0,15.0,5.0,145.0,120.0,185.0,100.0,25.0,,,,135.0,165.0,100.0,140.0,55.0,40.0,200.0,70.0,6,4.0,2.0,2.0,5.0,2.0,6.0,6.0,3.0,,,,6.0,2.0,5.0,2.0,4.0,4.0,6.0,4.0,5,5.0,2.0,4.0,5.0,2.0,2.0,6.0,4.0,,,,6.0,2.0,3.0,2.0,6.0,6.0,4.0,4.0,COMPLETE
58,58,0.0,2025-01-02 22:57:51.076968,2025-01-02 22:57:57.146436,0 days 00:00:06.069468,18,160,45.0,25.0,30.0,70.0,105.0,80.0,160.0,90.0,120.0,,,90.0,180.0,85.0,125.0,160.0,65.0,175.0,175.0,2,3.0,4.0,3.0,3.0,2.0,5.0,4.0,2.0,4.0,,,5.0,3.0,4.0,3.0,6.0,6.0,5.0,6.0,6,4.0,4.0,5.0,2.0,6.0,5.0,5.0,3.0,4.0,,,4.0,3.0,5.0,5.0,4.0,2.0,4.0,3.0,COMPLETE
59,59,0.0,2025-01-02 22:57:57.148555,2025-01-02 22:57:59.697614,0 days 00:00:02.549059,6,100,70.0,,,,,,,,,,,80.0,145.0,140.0,160.0,,,,,3,5.0,,,,,,,,,,,6.0,2.0,4.0,2.0,,,,,5,6.0,,,,,,,,,,,5.0,2.0,4.0,5.0,,,,,COMPLETE
60,60,0.0,2025-01-02 22:57:59.699159,2025-01-02 22:58:07.638154,0 days 00:00:07.938995,16,175,95.0,50.0,15.0,160.0,145.0,160.0,185.0,,,,,35.0,195.0,60.0,110.0,190.0,110.0,185.0,140.0,5,4.0,3.0,6.0,4.0,3.0,3.0,6.0,,,,,2.0,6.0,2.0,6.0,6.0,6.0,6.0,3.0,4,5.0,6.0,6.0,4.0,2.0,4.0,4.0,,,,,4.0,3.0,3.0,6.0,3.0,3.0,3.0,4.0,COMPLETE
61,61,0.6666666666666666,2025-01-02 22:58:07.639933,2025-01-02 22:58:21.437984,0 days 00:00:13.798051,17,140,40.0,120.0,35.0,50.0,175.0,120.0,175.0,10.0,,,,40.0,95.0,110.0,185.0,25.0,100.0,170.0,200.0,3,6.0,2.0,3.0,6.0,3.0,4.0,4.0,3.0,,,,5.0,4.0,4.0,3.0,6.0,6.0,4.0,4.0,6,5.0,6.0,5.0,6.0,4.0,5.0,3.0,6.0,,,,5.0,2.0,4.0,6.0,6.0,6.0,4.0,3.0,COMPLETE
62,62,0.0,2025-01-02 22:58:21.440827,2025-01-02 22:58:34.105882,0 days 00:00:12.665055,19,135,35.0,135.0,45.0,15.0,180.0,120.0,135.0,25.0,30.0,170.0,,55.0,115.0,105.0,190.0,30.0,85.0,160.0,185.0,4,6.0,2.0,4.0,5.0,3.0,4.0,5.0,3.0,6.0,4.0,,5.0,4.0,3.0,4.0,6.0,6.0,4.0,4.0,6,5.0,6.0,5.0,6.0,5.0,5.0,2.0,6.0,4.0,5.0,,5.0,2.0,4.0,6.0,6.0,6.0,4.0,3.0,COMPLETE
63,63,0.0,2025-01-02 22:58:34.108416,2025-01-02 22:58:45.444512,0 days 00:00:11.336096,20,120,60.0,160.0,55.0,70.0,165.0,140.0,155.0,5.0,5.0,130.0,165.0,30.0,110.0,150.0,200.0,15.0,95.0,130.0,200.0,3,6.0,2.0,2.0,5.0,5.0,4.0,2.0,6.0,3.0,6.0,6.0,5.0,5.0,4.0,3.0,6.0,6.0,4.0,4.0,6,5.0,6.0,5.0,6.0,5.0,5.0,3.0,6.0,5.0,2.0,3.0,5.0,2.0,4.0,6.0,6.0,6.0,2.0,3.0,COMPLETE
64,64,0.6666666666666666,2025-01-02 22:58:45.447791,2025-01-02 22:58:54.563156,0 days 00:00:09.115365,18,145,75.0,150.0,100.0,25.0,130.0,125.0,110.0,20.0,175.0,,,20.0,190.0,125.0,175.0,25.0,130.0,145.0,185.0,3,6.0,2.0,2.0,6.0,2.0,4.0,3.0,3.0,4.0,,,5.0,5.0,5.0,4.0,6.0,6.0,3.0,4.0,6,5.0,6.0,5.0,6.0,4.0,6.0,3.0,6.0,2.0,,,4.0,2.0,4.0,6.0,6.0,6.0,5.0,3.0,COMPLETE
65,65,0.0,2025-01-02 22:58:54.565830,2025-01-02 22:58:59.211585,0 days 00:00:04.645755,10,125,45.0,,,,,,,,,,,105.0,155.0,95.0,165.0,40.0,120.0,60.0,165.0,2,5.0,,,,,,,,,,,5.0,3.0,4.0,2.0,3.0,6.0,4.0,4.0,6,5.0,,,,,,,,,,,2.0,2.0,4.0,6.0,5.0,5.0,6.0,2.0,COMPLETE
66,66,0.7203751065643649,2025-01-02 22:58:59.213744,2025-01-02 22:59:05.352989,0 days 00:00:06.139245,3,155,25.0,,,,,,,,,,,120.0,,,,,,,,3,6.0,,,,,,,,,,,5.0,,,,,,,,2,5.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
67,67,0.6666666666666666,2025-01-02 22:59:05.353782,2025-01-02 22:59:06.565240,0 days 00:00:01.211458,3,155,25.0,,,,,,,,,,,125.0,,,,,,,,4,5.0,,,,,,,,,,,3.0,,,,,,,,2,5.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
68,68,0.0,2025-01-02 22:59:06.565908,2025-01-02 22:59:08.604355,0 days 00:00:02.038447,2,180,20.0,,,,,,,,,,,,,,,,,,,2,6.0,,,,,,,,,,,,,,,,,,,2,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
69,69,0.6666666666666666,2025-01-02 22:59:08.605029,2025-01-02 22:59:11.439172,0 days 00:00:02.834143,5,170,10.0,,,,,,,,,,,115.0,180.0,85.0,,,,,,3,4.0,,,,,,,,,,,4.0,2.0,6.0,,,,,,2,4.0,,,,,,,,,,,4.0,3.0,5.0,,,,,,COMPLETE
70,70,0.0,2025-01-02 22:59:11.440048,2025-01-02 22:59:18.070576,0 days 00:00:06.630528,10,110,5.0,,,,,,,,,,,100.0,170.0,25.0,95.0,70.0,145.0,20.0,170.0,2,3.0,,,,,,,,,,,6.0,3.0,5.0,2.0,5.0,5.0,2.0,5.0,2,4.0,,,,,,,,,,,4.0,6.0,3.0,5.0,5.0,4.0,5.0,2.0,COMPLETE
71,71,0.0,2025-01-02 22:59:18.072223,2025-01-02 22:59:32.861111,0 days 00:00:14.788888,19,135,30.0,90.0,30.0,55.0,190.0,105.0,185.0,35.0,85.0,175.0,,120.0,80.0,115.0,150.0,10.0,75.0,160.0,190.0,3,6.0,2.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,,5.0,4.0,3.0,3.0,5.0,6.0,5.0,5.0,3,5.0,5.0,6.0,6.0,3.0,4.0,2.0,5.0,6.0,6.0,,5.0,2.0,4.0,6.0,6.0,6.0,6.0,3.0,COMPLETE
72,72,0.0,2025-01-02 22:59:32.863256,2025-01-02 22:59:38.476980,0 days 00:00:05.613724,8,155,15.0,,,,,,,,,,,95.0,60.0,130.0,180.0,10.0,95.0,,,3,6.0,,,,,,,,,,,5.0,4.0,5.0,5.0,6.0,6.0,,,6,5.0,,,,,,,,,,,5.0,2.0,4.0,5.0,6.0,6.0,,,COMPLETE
73,73,0.0,2025-01-02 22:59:38.478689,2025-01-02 22:59:51.649157,0 days 00:00:13.170468,20,145,55.0,125.0,10.0,195.0,150.0,150.0,80.0,15.0,55.0,15.0,95.0,135.0,195.0,115.0,135.0,90.0,105.0,180.0,195.0,3,6.0,3.0,2.0,4.0,6.0,6.0,4.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,3.0,5.0,6.0,6.0,4.0,6,5.0,6.0,6.0,5.0,4.0,2.0,3.0,6.0,3.0,5.0,5.0,6.0,2.0,4.0,6.0,5.0,5.0,4.0,3.0,COMPLETE
74,74,0.0,2025-01-02 22:59:51.651397,2025-01-02 23:00:00.848733,0 days 00:00:09.197336,17,165,65.0,5.0,25.0,175.0,95.0,195.0,175.0,60.0,,,,145.0,160.0,75.0,120.0,20.0,80.0,195.0,180.0,4,6.0,2.0,4.0,4.0,3.0,5.0,6.0,3.0,,,,5.0,2.0,5.0,2.0,2.0,3.0,6.0,4.0,6,5.0,4.0,5.0,6.0,2.0,3.0,5.0,5.0,,,,5.0,2.0,5.0,6.0,6.0,6.0,5.0,4.0,COMPLETE
75,75,0.0,2025-01-02 23:00:00.850393,2025-01-02 23:00:13.075680,0 days 00:00:12.225287,20,125,35.0,185.0,115.0,40.0,165.0,180.0,145.0,110.0,180.0,40.0,175.0,105.0,125.0,150.0,155.0,30.0,65.0,170.0,105.0,3,5.0,4.0,2.0,6.0,4.0,3.0,2.0,2.0,6.0,5.0,4.0,5.0,4.0,6.0,3.0,4.0,5.0,5.0,3.0,5,5.0,6.0,4.0,5.0,3.0,5.0,3.0,6.0,5.0,6.0,3.0,5.0,2.0,4.0,6.0,5.0,5.0,6.0,3.0,COMPLETE
76,76,0.6339637509850276,2025-01-02 23:00:13.077797,2025-01-02 23:00:14.767663,0 days 00:00:01.689866,1,140,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
77,77,0.0,2025-01-02 23:00:14.768252,2025-01-02 23:00:32.938185,0 days 00:00:18.169933,18,150,45.0,20.0,90.0,120.0,190.0,130.0,45.0,75.0,165.0,,,10.0,185.0,135.0,165.0,50.0,85.0,40.0,155.0,6,6.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,,,6.0,3.0,5.0,2.0,5.0,4.0,3.0,4.0,6,4.0,5.0,6.0,6.0,2.0,3.0,4.0,5.0,2.0,,,4.0,3.0,3.0,5.0,6.0,3.0,4.0,2.0,COMPLETE
78,78,0.3333333333333333,2025-01-02 23:00:32.940156,2025-01-02 23:00:40.808572,0 days 00:00:07.868416,12,195,85.0,100.0,70.0,,,,,,,,,125.0,200.0,90.0,145.0,5.0,55.0,185.0,120.0,2,5.0,2.0,2.0,,,,,,,,,4.0,2.0,4.0,2.0,6.0,6.0,6.0,5.0,5,5.0,3.0,4.0,,,,,,,,,6.0,2.0,5.0,6.0,6.0,4.0,6.0,4.0,COMPLETE
79,79,0.6666666666666666,2025-01-02 23:00:40.810674,2025-01-02 23:00:55.187883,0 days 00:00:14.377209,19,160,115.0,70.0,175.0,90.0,200.0,165.0,135.0,45.0,120.0,160.0,,80.0,20.0,125.0,110.0,145.0,125.0,100.0,80.0,3,3.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,,5.0,2.0,5.0,3.0,4.0,6.0,6.0,4.0,3,6.0,6.0,5.0,5.0,3.0,4.0,6.0,4.0,4.0,6.0,,4.0,2.0,4.0,4.0,5.0,6.0,5.0,3.0,COMPLETE
80,80,0.0,2025-01-02 23:00:55.189470,2025-01-02 23:01:00.125648,0 days 00:00:04.936178,14,115,75.0,200.0,40.0,150.0,110.0,,,,,,,50.0,45.0,105.0,125.0,115.0,155.0,110.0,185.0,2,4.0,2.0,3.0,2.0,2.0,,,,,,,4.0,6.0,3.0,2.0,6.0,6.0,5.0,5.0,5,4.0,5.0,5.0,6.0,2.0,,,,,,,3.0,4.0,3.0,6.0,2.0,4.0,3.0,3.0,COMPLETE
81,81,0.6666666666666666,2025-01-02 23:01:00.126656,2025-01-02 23:01:07.998525,0 days 00:00:07.871869,15,55,105.0,40.0,15.0,180.0,120.0,190.0,,,,,,35.0,70.0,40.0,185.0,105.0,195.0,195.0,55.0,5,4.0,3.0,3.0,5.0,2.0,5.0,,,,,,4.0,2.0,6.0,2.0,6.0,6.0,2.0,5.0,6,5.0,4.0,6.0,4.0,4.0,2.0,,,,,,4.0,4.0,6.0,4.0,6.0,4.0,6.0,2.0,COMPLETE
82,82,0.0,2025-01-02 23:01:07.999778,2025-01-02 23:01:15.346824,0 days 00:00:07.347046,17,75,85.0,55.0,20.0,200.0,115.0,200.0,85.0,35.0,,,,20.0,40.0,60.0,190.0,20.0,185.0,115.0,65.0,6,4.0,2.0,3.0,5.0,2.0,4.0,3.0,3.0,,,,4.0,2.0,6.0,2.0,6.0,6.0,2.0,5.0,6,5.0,4.0,6.0,5.0,4.0,2.0,2.0,3.0,,,,4.0,5.0,6.0,4.0,6.0,4.0,6.0,2.0,COMPLETE
83,83,0.0,2025-01-02 23:01:15.348716,2025-01-02 23:01:24.089857,0 days 00:00:08.741141,19,20,75.0,50.0,10.0,185.0,135.0,180.0,105.0,15.0,35.0,80.0,,25.0,65.0,55.0,195.0,40.0,165.0,90.0,45.0,5,4.0,3.0,4.0,6.0,2.0,5.0,3.0,3.0,3.0,4.0,,4.0,2.0,6.0,2.0,6.0,6.0,2.0,4.0,6,5.0,4.0,6.0,5.0,5.0,2.0,2.0,2.0,3.0,5.0,,4.0,2.0,6.0,4.0,6.0,4.0,6.0,2.0,COMPLETE
84,84,0.0,2025-01-02 23:01:24.091920,2025-01-02 23:01:32.552322,0 days 00:00:08.460402,16,130,55.0,30.0,30.0,165.0,105.0,155.0,85.0,,,,,25.0,105.0,50.0,170.0,10.0,170.0,130.0,90.0,5,4.0,2.0,2.0,4.0,2.0,5.0,3.0,,,,,5.0,2.0,6.0,2.0,6.0,6.0,2.0,5.0,6,5.0,4.0,6.0,6.0,4.0,2.0,2.0,,,,,4.0,4.0,6.0,4.0,6.0,4.0,4.0,3.0,COMPLETE
85,85,0.0,2025-01-02 23:01:32.553955,2025-01-02 23:01:38.576992,0 days 00:00:06.023037,18,110,65.0,10.0,20.0,195.0,125.0,170.0,120.0,35.0,195.0,,,115.0,175.0,20.0,140.0,135.0,200.0,150.0,25.0,4,2.0,2.0,2.0,5.0,2.0,6.0,4.0,3.0,4.0,,,3.0,5.0,4.0,2.0,6.0,6.0,3.0,4.0,6,5.0,4.0,5.0,5.0,4.0,2.0,4.0,3.0,2.0,,,4.0,6.0,6.0,3.0,6.0,6.0,6.0,5.0,COMPLETE
86,86,0.0,2025-01-02 23:01:38.578796,2025-01-02 23:01:46.421485,0 days 00:00:07.842689,17,85,90.0,35.0,5.0,20.0,95.0,190.0,70.0,135.0,,,,65.0,20.0,35.0,155.0,165.0,10.0,165.0,50.0,6,5.0,2.0,2.0,3.0,2.0,5.0,4.0,2.0,,,,5.0,2.0,6.0,3.0,6.0,5.0,2.0,6.0,6,5.0,4.0,6.0,6.0,4.0,3.0,2.0,2.0,,,,5.0,2.0,4.0,6.0,6.0,3.0,6.0,3.0,COMPLETE
87,87,0.0,2025-01-02 23:01:46.423332,2025-01-02 23:01:55.038901,0 days 00:00:08.615569,20,175,100.0,20.0,35.0,180.0,145.0,150.0,170.0,55.0,155.0,125.0,110.0,95.0,10.0,115.0,180.0,65.0,185.0,175.0,195.0,2,6.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,6.0,4.0,6,5.0,4.0,5.0,4.0,3.0,6.0,4.0,3.0,5.0,3.0,6.0,5.0,2.0,4.0,5.0,5.0,5.0,6.0,2.0,COMPLETE
88,88,0.0,2025-01-02 23:01:55.041147,2025-01-02 23:02:11.892248,0 days 00:00:16.851101,19,45,30.0,60.0,60.0,190.0,170.0,180.0,95.0,20.0,185.0,185.0,,90.0,90.0,100.0,195.0,30.0,140.0,160.0,170.0,5,2.0,2.0,3.0,5.0,2.0,6.0,5.0,2.0,5.0,3.0,,6.0,2.0,4.0,2.0,3.0,6.0,6.0,3.0,5,5.0,3.0,6.0,6.0,2.0,2.0,3.0,6.0,4.0,6.0,,4.0,3.0,5.0,6.0,6.0,4.0,6.0,3.0,COMPLETE
89,89,0.46739130434782605,2025-01-02 23:02:11.894336,2025-01-02 23:02:27.587467,0 days 00:00:15.693131,7,100,190.0,,,,,,,,,,,40.0,30.0,70.0,130.0,200.0,,,,3,3.0,,,,,,,,,,,4.0,2.0,6.0,3.0,5.0,,,,4,6.0,,,,,,,,,,,3.0,5.0,4.0,3.0,5.0,,,,COMPLETE
90,90,0.6521226415094339,2025-01-02 23:02:27.588722,2025-01-02 23:02:52.767185,0 days 00:00:25.178463,8,135,20.0,,,,,,,,,,,5.0,195.0,80.0,5.0,115.0,90.0,,,2,4.0,,,,,,,,,,,5.0,4.0,4.0,5.0,6.0,6.0,,,6,4.0,,,,,,,,,,,2.0,2.0,6.0,6.0,4.0,6.0,,,COMPLETE
91,91,0.0,2025-01-02 23:02:52.768795,2025-01-02 23:03:00.785983,0 days 00:00:08.017188,18,170,55.0,45.0,45.0,165.0,190.0,165.0,145.0,5.0,20.0,,,45.0,85.0,90.0,140.0,10.0,70.0,135.0,190.0,3,6.0,6.0,5.0,5.0,5.0,3.0,6.0,3.0,3.0,,,4.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,5,5.0,6.0,5.0,4.0,5.0,4.0,3.0,6.0,3.0,,,4.0,2.0,5.0,2.0,6.0,2.0,3.0,3.0,COMPLETE
92,92,0.6666666666666666,2025-01-02 23:03:00.787842,2025-01-02 23:03:08.219455,0 days 00:00:07.431613,17,70,50.0,65.0,50.0,175.0,175.0,160.0,140.0,5.0,,,,30.0,75.0,80.0,115.0,15.0,85.0,140.0,195.0,3,6.0,2.0,6.0,5.0,4.0,2.0,6.0,3.0,,,,4.0,2.0,5.0,5.0,5.0,4.0,2.0,2.0,5,5.0,6.0,5.0,4.0,5.0,4.0,3.0,6.0,,,,4.0,2.0,6.0,3.0,6.0,2.0,2.0,3.0,COMPLETE
93,93,0.0,2025-01-02 23:03:08.220995,2025-01-02 23:03:15.168636,0 days 00:00:06.947641,16,160,65.0,35.0,200.0,155.0,115.0,175.0,155.0,,,,,110.0,100.0,110.0,145.0,25.0,80.0,140.0,180.0,3,6.0,2.0,5.0,5.0,4.0,3.0,6.0,,,,,4.0,2.0,5.0,6.0,5.0,4.0,2.0,2.0,5,5.0,6.0,5.0,3.0,6.0,4.0,4.0,,,,,5.0,2.0,5.0,3.0,6.0,2.0,3.0,3.0,COMPLETE
94,94,0.0,2025-01-02 23:03:15.170254,2025-01-02 23:03:19.189508,0 days 00:00:04.019254,12,185,75.0,55.0,80.0,,,,,,,,,15.0,90.0,95.0,135.0,15.0,110.0,120.0,35.0,3,6.0,2.0,5.0,,,,,,,,,4.0,2.0,4.0,4.0,6.0,6.0,2.0,3.0,5,5.0,6.0,5.0,,,,,,,,,4.0,2.0,5.0,2.0,6.0,3.0,3.0,3.0,COMPLETE
95,95,0.0,2025-01-02 23:03:19.191348,2025-01-02 23:03:25.344997,0 days 00:00:06.153649,15,165,40.0,30.0,25.0,140.0,185.0,190.0,,,,,,45.0,190.0,80.0,120.0,5.0,95.0,125.0,170.0,3,6.0,3.0,2.0,6.0,2.0,5.0,,,,,,5.0,3.0,5.0,4.0,4.0,6.0,2.0,2.0,5,5.0,4.0,5.0,5.0,2.0,2.0,,,,,,3.0,2.0,6.0,3.0,6.0,2.0,2.0,4.0,COMPLETE
96,96,0.0,2025-01-02 23:03:25.346271,2025-01-02 23:03:36.535497,0 days 00:00:11.189226,18,145,80.0,10.0,40.0,5.0,180.0,155.0,130.0,15.0,200.0,,,75.0,50.0,45.0,160.0,20.0,70.0,180.0,160.0,4,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,6.0,,,5.0,2.0,2.0,2.0,6.0,5.0,6.0,6.0,6,5.0,6.0,5.0,4.0,4.0,3.0,3.0,6.0,6.0,,,5.0,2.0,4.0,6.0,5.0,3.0,5.0,3.0,COMPLETE
