,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders1_layer_0,params_orders1_layer_1,params_orders1_layer_10,params_orders1_layer_11,params_orders1_layer_12,params_orders1_layer_13,params_orders1_layer_14,params_orders1_layer_15,params_orders1_layer_16,params_orders1_layer_17,params_orders1_layer_18,params_orders1_layer_19,params_orders1_layer_2,params_orders1_layer_3,params_orders1_layer_4,params_orders1_layer_5,params_orders1_layer_6,params_orders1_layer_7,params_orders1_layer_8,params_orders1_layer_9,params_orders2_layer_0,params_orders2_layer_1,params_orders2_layer_10,params_orders2_layer_11,params_orders2_layer_12,params_orders2_layer_13,params_orders2_layer_14,params_orders2_layer_15,params_orders2_layer_16,params_orders2_layer_17,params_orders2_layer_18,params_orders2_layer_19,params_orders2_layer_2,params_orders2_layer_3,params_orders2_layer_4,params_orders2_layer_5,params_orders2_layer_6,params_orders2_layer_7,params_orders2_layer_8,params_orders2_layer_9,state
52,52,0.6666666666666666,2025-01-02 22:38:03.221733,2025-01-02 22:38:09.330179,0 days 00:00:06.108446,4,175,60.0,,,,,,,,,,,125.0,95.0,,,,,,,6,3.0,,,,,,,,,,,5.0,2.0,,,,,,,6,3.0,,,,,,,,,,,2.0,4.0,,,,,,,COMPLETE
53,53,0.7468805704099821,2025-01-02 22:38:09.331341,2025-01-02 22:38:16.144715,0 days 00:00:06.813374,2,160,35.0,,,,,,,,,,,,,,,,,,,6,5.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
54,54,0.8055398530243074,2025-01-02 22:38:16.145683,2025-01-02 22:38:23.026715,0 days 00:00:06.881032,3,140,50.0,,,,,,,,,,,20.0,,,,,,,,6,3.0,,,,,,,,,,,6.0,,,,,,,,6,2.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
55,55,0.7159565580618212,2025-01-02 22:38:23.027969,2025-01-02 22:38:25.638297,0 days 00:00:02.610328,1,120,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
56,56,0.0,2025-01-02 22:38:25.639012,2025-01-02 22:38:36.784640,0 days 00:00:11.145628,3,170,65.0,,,,,,,,,,,180.0,,,,,,,,6,4.0,,,,,,,,,,,3.0,,,,,,,,6,3.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
57,57,0.7844611528822054,2025-01-02 22:38:36.785824,2025-01-02 22:38:40.067757,0 days 00:00:03.281933,1,145,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
58,58,0.0,2025-01-02 22:38:40.068523,2025-01-02 22:38:48.989725,0 days 00:00:08.921202,15,155,200.0,65.0,5.0,150.0,85.0,185.0,,,,,,110.0,80.0,30.0,25.0,55.0,45.0,60.0,5.0,5,4.0,5.0,4.0,4.0,2.0,3.0,,,,,,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4,2.0,3.0,4.0,4.0,5.0,6.0,,,,,,4.0,2.0,6.0,3.0,2.0,5.0,4.0,5.0,COMPLETE
59,59,0.0,2025-01-02 22:38:48.991478,2025-01-02 22:38:53.434863,0 days 00:00:04.443385,8,135,20.0,,,,,,,,,,,155.0,180.0,85.0,175.0,90.0,5.0,,,4,5.0,,,,,,,,,,,5.0,3.0,2.0,4.0,5.0,3.0,,,6,3.0,,,,,,,,,,,6.0,3.0,4.0,2.0,5.0,3.0,,,COMPLETE
60,60,0.0,2025-01-02 22:38:53.436551,2025-01-02 22:38:54.720896,0 days 00:00:01.284345,2,65,80.0,,,,,,,,,,,,,,,,,,,6,2.0,,,,,,,,,,,,,,,,,,,6,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
61,61,0.7307838660578386,2025-01-02 22:38:54.721827,2025-01-02 22:39:03.860468,0 days 00:00:09.138641,5,165,45.0,,,,,,,,,,,65.0,120.0,135.0,,,,,,5,5.0,,,,,,,,,,,6.0,4.0,3.0,,,,,,4,3.0,,,,,,,,,,,6.0,3.0,4.0,,,,,,COMPLETE
62,62,0.0,2025-01-02 22:39:03.861718,2025-01-02 22:39:10.568709,0 days 00:00:06.706991,12,165,50.0,155.0,80.0,,,,,,,,,75.0,115.0,130.0,70.0,185.0,175.0,170.0,90.0,6,5.0,3.0,3.0,,,,,,,,,6.0,4.0,3.0,5.0,4.0,6.0,5.0,2.0,4,4.0,5.0,3.0,,,,,,,,,6.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,COMPLETE
63,63,0.0,2025-01-02 22:39:10.571017,2025-01-02 22:39:14.193903,0 days 00:00:03.622886,7,145,70.0,,,,,,,,,,,60.0,140.0,155.0,45.0,180.0,,,,6,5.0,,,,,,,,,,,6.0,4.0,4.0,5.0,3.0,,,,4,3.0,,,,,,,,,,,6.0,3.0,4.0,3.0,3.0,,,,COMPLETE
64,64,0.6666666666666666,2025-01-02 22:39:14.195521,2025-01-02 22:39:17.712632,0 days 00:00:03.517111,8,160,35.0,,,,,,,,,,,5.0,55.0,70.0,55.0,200.0,135.0,,,5,6.0,,,,,,,,,,,5.0,5.0,2.0,6.0,4.0,2.0,,,4,3.0,,,,,,,,,,,5.0,4.0,3.0,4.0,4.0,4.0,,,COMPLETE
65,65,0.5827181936604429,2025-01-02 22:39:17.714336,2025-01-02 22:39:30.121738,0 days 00:00:12.407402,4,175,5.0,,,,,,,,,,,90.0,135.0,,,,,,,6,5.0,,,,,,,,,,,6.0,3.0,,,,,,,4,2.0,,,,,,,,,,,6.0,2.0,,,,,,,COMPLETE
66,66,0.729076790336497,2025-01-02 22:39:30.123048,2025-01-02 22:39:57.929398,0 days 00:00:27.806350,10,200,95.0,,,,,,,,,,,105.0,105.0,175.0,95.0,150.0,65.0,40.0,170.0,6,5.0,,,,,,,,,,,5.0,5.0,3.0,5.0,4.0,4.0,3.0,6.0,5,3.0,,,,,,,,,,,5.0,2.0,5.0,2.0,2.0,6.0,5.0,2.0,COMPLETE
67,67,0.8264915161466886,2025-01-02 22:39:57.931591,2025-01-02 22:40:11.430317,0 days 00:00:13.498726,6,180,25.0,,,,,,,,,,,40.0,155.0,150.0,85.0,,,,,5,6.0,,,,,,,,,,,6.0,2.0,2.0,5.0,,,,,3,2.0,,,,,,,,,,,6.0,3.0,5.0,3.0,,,,,COMPLETE
68,68,0.8158705701078584,2025-01-02 22:40:11.431795,2025-01-02 22:40:25.373804,0 days 00:00:13.942009,6,185,20.0,,,,,,,,,,,35.0,155.0,150.0,95.0,,,,,4,6.0,,,,,,,,,,,5.0,2.0,2.0,4.0,,,,,2,2.0,,,,,,,,,,,5.0,4.0,6.0,4.0,,,,,COMPLETE
69,69,0.6666666666666666,2025-01-02 22:40:25.375213,2025-01-02 22:40:28.712004,0 days 00:00:03.336791,5,180,30.0,,,,,,,,,,,15.0,145.0,160.0,,,,,,6,6.0,,,,,,,,,,,6.0,2.0,2.0,,,,,,2,2.0,,,,,,,,,,,6.0,2.0,5.0,,,,,,COMPLETE
70,70,0.7943548387096775,2025-01-02 22:40:28.713351,2025-01-02 22:40:33.117973,0 days 00:00:04.404622,2,100,115.0,,,,,,,,,,,,,,,,,,,6,6.0,,,,,,,,,,,,,,,,,,,3,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
71,71,0.803587998762759,2025-01-02 22:40:33.118866,2025-01-02 22:40:43.784288,0 days 00:00:10.665422,6,185,15.0,,,,,,,,,,,40.0,155.0,150.0,90.0,,,,,4,6.0,,,,,,,,,,,5.0,2.0,2.0,4.0,,,,,2,2.0,,,,,,,,,,,5.0,4.0,6.0,4.0,,,,,COMPLETE
72,72,0.8160860655737705,2025-01-02 22:40:43.785652,2025-01-02 22:40:50.463797,0 days 00:00:06.678145,4,190,15.0,,,,,,,,,,,35.0,180.0,,,,,,,4,6.0,,,,,,,,,,,5.0,2.0,,,,,,,2,2.0,,,,,,,,,,,5.0,4.0,,,,,,,COMPLETE
73,73,0.8013495276653171,2025-01-02 22:40:50.464830,2025-01-02 22:40:55.911748,0 days 00:00:05.446918,4,195,10.0,,,,,,,,,,,50.0,180.0,,,,,,,4,6.0,,,,,,,,,,,5.0,2.0,,,,,,,2,2.0,,,,,,,,,,,4.0,3.0,,,,,,,COMPLETE
74,74,0.6850877192982456,2025-01-02 22:40:55.912754,2025-01-02 22:41:01.193018,0 days 00:00:05.280264,3,195,40.0,,,,,,,,,,,30.0,,,,,,,,4,6.0,,,,,,,,,,,4.0,,,,,,,,3,2.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
75,75,0.7278554778554778,2025-01-02 22:41:01.193919,2025-01-02 22:41:05.545944,0 days 00:00:04.352025,3,170,20.0,,,,,,,,,,,15.0,,,,,,,,3,6.0,,,,,,,,,,,5.0,,,,,,,,2,2.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
76,76,0.7530364372469636,2025-01-02 22:41:05.546980,2025-01-02 22:41:06.705486,0 days 00:00:01.158506,1,150,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
77,77,0.7713930348258706,2025-01-02 22:41:06.706152,2025-01-02 22:41:12.847637,0 days 00:00:06.141485,4,180,165.0,,,,,,,,,,,55.0,175.0,,,,,,,6,3.0,,,,,,,,,,,6.0,2.0,,,,,,,3,2.0,,,,,,,,,,,5.0,4.0,,,,,,,COMPLETE
78,78,0.0,2025-01-02 22:41:12.848750,2025-01-02 22:41:20.964803,0 days 00:00:08.116053,2,130,60.0,,,,,,,,,,,,,,,,,,,5,5.0,,,,,,,,,,,,,,,,,,,6,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
79,79,0.49888357256778304,2025-01-02 22:41:20.965781,2025-01-02 22:41:30.217253,0 days 00:00:09.251472,5,155,30.0,,,,,,,,,,,75.0,200.0,185.0,,,,,,6,6.0,,,,,,,,,,,4.0,3.0,2.0,,,,,,5,2.0,,,,,,,,,,,6.0,3.0,5.0,,,,,,COMPLETE
80,80,0.7547438330170778,2025-01-02 22:41:30.218594,2025-01-02 22:41:32.661921,0 days 00:00:02.443327,1,110,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
81,81,0.0,2025-01-02 22:41:32.662645,2025-01-02 22:41:51.168461,0 days 00:00:18.505816,6,20,20.0,,,,,,,,,,,35.0,190.0,165.0,120.0,,,,,4,6.0,,,,,,,,,,,5.0,2.0,2.0,5.0,,,,,2,2.0,,,,,,,,,,,5.0,4.0,6.0,5.0,,,,,COMPLETE
82,82,0.0,2025-01-02 22:41:51.169993,2025-01-02 22:41:54.212423,0 days 00:00:03.042430,8,190,10.0,,,,,,,,,,,25.0,160.0,200.0,105.0,15.0,185.0,,,4,6.0,,,,,,,,,,,5.0,2.0,2.0,4.0,2.0,3.0,,,2,2.0,,,,,,,,,,,5.0,4.0,6.0,4.0,5.0,3.0,,,COMPLETE
83,83,0.6666666666666666,2025-01-02 22:41:54.214016,2025-01-02 22:42:01.718023,0 days 00:00:07.504007,3,180,25.0,,,,,,,,,,,45.0,,,,,,,,4,6.0,,,,,,,,,,,5.0,,,,,,,,2,2.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
84,84,0.5666666666666667,2025-01-02 22:42:01.718986,2025-01-02 22:42:18.093168,0 days 00:00:16.374182,7,185,85.0,,,,,,,,,,,60.0,145.0,120.0,80.0,65.0,,,,4,6.0,,,,,,,,,,,4.0,2.0,2.0,5.0,6.0,,,,2,2.0,,,,,,,,,,,5.0,5.0,6.0,3.0,2.0,,,,COMPLETE
85,85,0.8455843469063987,2025-01-02 22:42:18.094832,2025-01-02 22:42:30.347657,0 days 00:00:12.252825,6,190,25.0,,,,,,,,,,,35.0,135.0,105.0,135.0,,,,,4,6.0,,,,,,,,,,,5.0,3.0,2.0,3.0,,,,,3,2.0,,,,,,,,,,,4.0,5.0,5.0,3.0,,,,,COMPLETE
86,86,0.8665183537263625,2025-01-02 22:42:30.348941,2025-01-02 22:42:37.818209,0 days 00:00:07.469268,4,175,45.0,,,,,,,,,,,5.0,130.0,,,,,,,6,4.0,,,,,,,,,,,6.0,3.0,,,,,,,3,2.0,,,,,,,,,,,3.0,5.0,,,,,,,COMPLETE
87,87,0.8286546610169492,2025-01-02 22:42:37.819478,2025-01-02 22:42:41.310981,0 days 00:00:03.491503,2,90,40.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,3,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
88,88,0.5111607142857143,2025-01-02 22:42:41.311756,2025-01-02 22:42:55.128981,0 days 00:00:13.817225,5,90,35.0,,,,,,,,,,,5.0,130.0,105.0,,,,,,6,4.0,,,,,,,,,,,6.0,3.0,3.0,,,,,,3,2.0,,,,,,,,,,,3.0,5.0,5.0,,,,,,COMPLETE
89,89,0.8126984126984127,2025-01-02 22:42:55.130220,2025-01-02 22:42:58.530963,0 days 00:00:03.400743,2,80,50.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,3,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
90,90,0.7609649122807017,2025-01-02 22:42:58.531768,2025-01-02 22:43:06.426245,0 days 00:00:07.894477,4,70,40.0,,,,,,,,,,,10.0,135.0,,,,,,,6,4.0,,,,,,,,,,,6.0,3.0,,,,,,,3,2.0,,,,,,,,,,,3.0,6.0,,,,,,,COMPLETE
91,91,0.8229166666666667,2025-01-02 22:43:06.427399,2025-01-02 22:43:09.950550,0 days 00:00:03.523151,2,90,45.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,3,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
92,92,0.7960805084745763,2025-01-02 22:43:09.951327,2025-01-02 22:43:12.613653,0 days 00:00:02.662326,1,90,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
93,93,0.8870673952641166,2025-01-02 22:43:12.614384,2025-01-02 22:43:18.218684,0 days 00:00:05.604300,3,100,55.0,,,,,,,,,,,25.0,,,,,,,,6,4.0,,,,,,,,,,,6.0,,,,,,,,3,2.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
94,94,0.8504719324391455,2025-01-02 22:43:18.219664,2025-01-02 22:43:25.627361,0 days 00:00:07.407697,3,105,150.0,,,,,,,,,,,20.0,,,,,,,,6,4.0,,,,,,,,,,,6.0,,,,,,,,3,6.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
95,95,0.7970588235294118,2025-01-02 22:43:25.628455,2025-01-02 22:43:31.901633,0 days 00:00:06.273178,3,105,150.0,,,,,,,,,,,20.0,,,,,,,,6,3.0,,,,,,,,,,,6.0,,,,,,,,3,5.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
96,96,0.8251231527093597,2025-01-02 22:43:31.902703,2025-01-02 22:43:39.538656,0 days 00:00:07.635953,3,120,165.0,,,,,,,,,,,25.0,,,,,,,,6,4.0,,,,,,,,,,,6.0,,,,,,,,3,6.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
97,97,0.7632183908045977,2025-01-02 22:43:39.539813,2025-01-02 22:43:46.257739,0 days 00:00:06.717926,3,100,140.0,,,,,,,,,,,10.0,,,,,,,,6,4.0,,,,,,,,,,,6.0,,,,,,,,3,5.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
98,98,0.8092501368363437,2025-01-02 22:43:46.258751,2025-01-02 22:43:48.751108,0 days 00:00:02.492357,1,110,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
99,99,0.0,2025-01-02 22:43:48.751824,2025-01-02 22:43:59.620663,0 days 00:00:10.868839,20,80,70.0,15.0,190.0,80.0,140.0,120.0,10.0,170.0,160.0,175.0,10.0,30.0,85.0,75.0,135.0,90.0,140.0,110.0,95.0,6,4.0,4.0,5.0,5.0,6.0,6.0,5.0,6.0,4.0,2.0,2.0,6.0,3.0,6.0,2.0,5.0,5.0,2.0,4.0,3,2.0,2.0,5.0,5.0,4.0,2.0,2.0,6.0,2.0,2.0,2.0,3.0,6.0,3.0,2.0,4.0,5.0,6.0,6.0,COMPLETE
