,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders1_layer_0,params_orders1_layer_1,params_orders1_layer_10,params_orders1_layer_11,params_orders1_layer_12,params_orders1_layer_13,params_orders1_layer_14,params_orders1_layer_15,params_orders1_layer_16,params_orders1_layer_17,params_orders1_layer_18,params_orders1_layer_19,params_orders1_layer_2,params_orders1_layer_3,params_orders1_layer_4,params_orders1_layer_5,params_orders1_layer_6,params_orders1_layer_7,params_orders1_layer_8,params_orders1_layer_9,params_orders2_layer_0,params_orders2_layer_1,params_orders2_layer_10,params_orders2_layer_11,params_orders2_layer_12,params_orders2_layer_13,params_orders2_layer_14,params_orders2_layer_15,params_orders2_layer_16,params_orders2_layer_17,params_orders2_layer_18,params_orders2_layer_19,params_orders2_layer_2,params_orders2_layer_3,params_orders2_layer_4,params_orders2_layer_5,params_orders2_layer_6,params_orders2_layer_7,params_orders2_layer_8,params_orders2_layer_9,state
54,54,0.861405354252182,2025-01-02 22:00:06.377515,2025-01-02 22:00:27.198293,0 days 00:00:20.820778,2,125,180.0,,,,,,,,,,,,,,,,,,,4,4.0,,,,,,,,,,,,,,,,,,,5,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
55,55,0.8666055067728422,2025-01-02 22:00:27.199020,2025-01-02 22:00:52.417993,0 days 00:00:25.218973,2,120,185.0,,,,,,,,,,,,,,,,,,,4,4.0,,,,,,,,,,,,,,,,,,,5,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
56,56,0.6516563532875066,2025-01-02 22:00:52.418821,2025-01-02 22:01:06.061648,0 days 00:00:13.642827,2,115,190.0,,,,,,,,,,,,,,,,,,,4,4.0,,,,,,,,,,,,,,,,,,,5,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
57,57,0.7322372290950045,2025-01-02 22:01:06.062379,2025-01-02 22:01:27.723858,0 days 00:00:21.661479,4,110,175.0,,,,,,,,,,,170.0,30.0,,,,,,,4,4.0,,,,,,,,,,,5.0,3.0,,,,,,,5,6.0,,,,,,,,,,,3.0,3.0,,,,,,,COMPLETE
58,58,0.827095395607288,2025-01-02 22:01:27.724704,2025-01-02 22:01:34.653327,0 days 00:00:06.928623,1,95,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
59,59,0.3922728968820507,2025-01-02 22:01:34.653927,2025-01-02 22:01:41.420102,0 days 00:00:06.766175,2,125,190.0,,,,,,,,,,,,,,,,,,,3,3.0,,,,,,,,,,,,,,,,,,,5,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
60,60,0.7979040849677645,2025-01-02 22:01:41.420727,2025-01-02 22:02:19.502529,0 days 00:00:38.081802,3,160,180.0,,,,,,,,,,,190.0,,,,,,,,4,4.0,,,,,,,,,,,4.0,,,,,,,,5,6.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
61,61,0.8844737719057112,2025-01-02 22:02:19.503449,2025-01-02 22:02:52.379302,0 days 00:00:32.875853,3,135,160.0,,,,,,,,,,,165.0,,,,,,,,4,4.0,,,,,,,,,,,5.0,,,,,,,,6,5.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
62,62,0.8727342395534937,2025-01-02 22:02:52.380181,2025-01-02 22:03:12.209889,0 days 00:00:19.829708,2,120,170.0,,,,,,,,,,,,,,,,,,,4,4.0,,,,,,,,,,,,,,,,,,,5,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
63,63,0.0,2025-01-02 22:03:12.210640,2025-01-02 22:03:30.384871,0 days 00:00:18.174231,17,150,170.0,60.0,125.0,145.0,20.0,10.0,15.0,170.0,,,,160.0,70.0,60.0,200.0,60.0,90.0,5.0,95.0,4,4.0,3.0,2.0,6.0,6.0,4.0,2.0,6.0,,,,5.0,5.0,5.0,2.0,2.0,5.0,4.0,3.0,5,5.0,4.0,4.0,6.0,3.0,5.0,2.0,6.0,,,,3.0,4.0,6.0,6.0,4.0,5.0,2.0,5.0,COMPLETE
64,64,0.8650441708784702,2025-01-02 22:03:30.386452,2025-01-02 22:04:01.269336,0 days 00:00:30.882884,4,115,140.0,,,,,,,,,,,180.0,55.0,,,,,,,4,4.0,,,,,,,,,,,4.0,2.0,,,,,,,6,5.0,,,,,,,,,,,4.0,3.0,,,,,,,COMPLETE
65,65,0.0,2025-01-02 22:04:01.270244,2025-01-02 22:04:30.925073,0 days 00:00:29.654829,3,90,155.0,,,,,,,,,,,175.0,,,,,,,,3,3.0,,,,,,,,,,,4.0,,,,,,,,6,5.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
66,66,0.8538694335134143,2025-01-02 22:04:30.925928,2025-01-02 22:04:44.031810,0 days 00:00:13.105882,1,115,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
67,67,0.0,2025-01-02 22:04:44.032424,2025-01-02 22:05:25.612280,0 days 00:00:41.579856,3,110,200.0,,,,,,,,,,,200.0,,,,,,,,3,4.0,,,,,,,,,,,4.0,,,,,,,,6,5.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
68,68,0.6123088998088998,2025-01-02 22:05:25.613183,2025-01-02 22:05:56.718786,0 days 00:00:31.105603,5,100,145.0,,,,,,,,,,,130.0,50.0,15.0,,,,,,4,4.0,,,,,,,,,,,5.0,2.0,6.0,,,,,,6,5.0,,,,,,,,,,,4.0,4.0,2.0,,,,,,COMPLETE
69,69,0.8451621859443088,2025-01-02 22:05:56.719986,2025-01-02 22:06:16.414824,0 days 00:00:19.694838,2,135,165.0,,,,,,,,,,,,,,,,,,,3,3.0,,,,,,,,,,,,,,,,,,,6,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
70,70,0.0,2025-01-02 22:06:16.415515,2025-01-02 22:07:01.001861,0 days 00:00:44.586346,4,120,190.0,,,,,,,,,,,185.0,65.0,,,,,,,5,5.0,,,,,,,,,,,6.0,2.0,,,,,,,4,4.0,,,,,,,,,,,4.0,3.0,,,,,,,COMPLETE
71,71,0.8609706250473286,2025-01-02 22:07:01.002941,2025-01-02 22:07:31.061107,0 days 00:00:30.058166,4,135,140.0,,,,,,,,,,,165.0,90.0,,,,,,,4,4.0,,,,,,,,,,,4.0,3.0,,,,,,,5,6.0,,,,,,,,,,,3.0,2.0,,,,,,,COMPLETE
72,72,0.8742409727143913,2025-01-02 22:07:31.061965,2025-01-02 22:07:51.565309,0 days 00:00:20.503344,2,120,130.0,,,,,,,,,,,,,,,,,,,4,4.0,,,,,,,,,,,,,,,,,,,5,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
73,73,0.7948972578694544,2025-01-02 22:07:51.566119,2025-01-02 22:07:59.203404,0 days 00:00:07.637285,1,105,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
74,74,0.0,2025-01-02 22:07:59.204054,2025-01-02 22:08:31.147451,0 days 00:00:31.943397,3,120,130.0,,,,,,,,,,,90.0,,,,,,,,4,4.0,,,,,,,,,,,5.0,,,,,,,,6,5.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
75,75,0.8253503019665436,2025-01-02 22:08:31.148345,2025-01-02 22:08:39.010901,0 days 00:00:07.862556,1,110,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
76,76,0.0,2025-01-02 22:08:39.011429,2025-01-02 22:09:08.109047,0 days 00:00:29.097618,2,145,110.0,,,,,,,,,,,,,,,,,,,5,4.0,,,,,,,,,,,,,,,,,,,6,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
77,77,0.0,2025-01-02 22:09:08.110016,2025-01-02 22:09:33.893752,0 days 00:00:25.783736,3,80,150.0,,,,,,,,,,,140.0,,,,,,,,3,4.0,,,,,,,,,,,2.0,,,,,,,,5,6.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
78,78,0.0,2025-01-02 22:09:33.894507,2025-01-02 22:09:39.186347,0 days 00:00:05.291840,5,95,125.0,,,,,,,,,,,180.0,25.0,75.0,,,,,,4,5.0,,,,,,,,,,,4.0,2.0,4.0,,,,,,4,5.0,,,,,,,,,,,3.0,3.0,5.0,,,,,,COMPLETE
79,79,0.0,2025-01-02 22:09:39.187273,2025-01-02 22:10:37.154224,0 days 00:00:57.966951,6,140,160.0,,,,,,,,,,,190.0,45.0,105.0,20.0,,,,,2,4.0,,,,,,,,,,,5.0,2.0,5.0,3.0,,,,,4,5.0,,,,,,,,,,,6.0,4.0,6.0,5.0,,,,,COMPLETE
80,80,0.0,2025-01-02 22:10:37.155649,2025-01-02 22:10:57.545028,0 days 00:00:20.389379,12,60,135.0,65.0,50.0,,,,,,,,,150.0,20.0,175.0,180.0,90.0,125.0,75.0,165.0,6,3.0,3.0,5.0,,,,,,,,,3.0,3.0,6.0,2.0,4.0,3.0,2.0,6.0,5,6.0,5.0,3.0,,,,,,,,,5.0,3.0,3.0,6.0,6.0,3.0,6.0,6.0,COMPLETE
81,81,0.8703025107480495,2025-01-02 22:10:57.547386,2025-01-02 22:11:26.451906,0 days 00:00:28.904520,4,130,145.0,,,,,,,,,,,65.0,105.0,,,,,,,4,4.0,,,,,,,,,,,4.0,4.0,,,,,,,5,6.0,,,,,,,,,,,3.0,2.0,,,,,,,COMPLETE
82,82,0.8318732857273377,2025-01-02 22:11:26.452854,2025-01-02 22:11:48.182883,0 days 00:00:21.730029,2,120,145.0,,,,,,,,,,,,,,,,,,,4,4.0,,,,,,,,,,,,,,,,,,,5,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
83,83,0.8451833735605896,2025-01-02 22:11:48.183746,2025-01-02 22:12:20.307156,0 days 00:00:32.123410,4,130,125.0,,,,,,,,,,,60.0,100.0,,,,,,,4,5.0,,,,,,,,,,,4.0,5.0,,,,,,,5,6.0,,,,,,,,,,,3.0,3.0,,,,,,,COMPLETE
84,84,0.0,2025-01-02 22:12:20.308147,2025-01-02 22:12:42.416957,0 days 00:00:22.108810,2,115,115.0,,,,,,,,,,,,,,,,,,,4,4.0,,,,,,,,,,,,,,,,,,,5,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
85,85,0.7998352739153913,2025-01-02 22:12:42.417719,2025-01-02 22:13:06.826687,0 days 00:00:24.408968,3,105,155.0,,,,,,,,,,,60.0,,,,,,,,4,4.0,,,,,,,,,,,4.0,,,,,,,,6,5.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
86,86,0.8536767191689674,2025-01-02 22:13:06.827621,2025-01-02 22:13:11.807565,0 days 00:00:04.979944,1,155,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,COMPLETE
87,87,0.7718516744848304,2025-01-02 22:13:11.808080,2025-01-02 22:13:42.125233,0 days 00:00:30.317153,5,140,170.0,,,,,,,,,,,25.0,55.0,40.0,,,,,,4,4.0,,,,,,,,,,,4.0,3.0,5.0,,,,,,5,6.0,,,,,,,,,,,3.0,2.0,2.0,,,,,,COMPLETE
88,88,0.0,2025-01-02 22:13:42.126227,2025-01-02 22:13:49.016250,0 days 00:00:06.890023,7,35,135.0,,,,,,,,,,,85.0,75.0,100.0,50.0,175.0,,,,2,5.0,,,,,,,,,,,4.0,5.0,6.0,4.0,3.0,,,,6,5.0,,,,,,,,,,,2.0,5.0,6.0,2.0,3.0,,,,COMPLETE
89,89,0.5382072023586728,2025-01-02 22:13:49.017785,2025-01-02 22:14:11.896707,0 days 00:00:22.878922,3,125,150.0,,,,,,,,,,,70.0,,,,,,,,4,3.0,,,,,,,,,,,5.0,,,,,,,,5,5.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
90,90,0.0,2025-01-02 22:14:11.897521,2025-01-02 22:14:54.880422,0 days 00:00:42.982901,4,200,185.0,,,,,,,,,,,105.0,5.0,,,,,,,5,5.0,,,,,,,,,,,4.0,4.0,,,,,,,6,3.0,,,,,,,,,,,3.0,2.0,,,,,,,COMPLETE
91,91,0.8082247835129612,2025-01-02 22:14:54.881373,2025-01-02 22:15:26.988594,0 days 00:00:32.107221,4,130,140.0,,,,,,,,,,,175.0,105.0,,,,,,,4,4.0,,,,,,,,,,,4.0,4.0,,,,,,,5,6.0,,,,,,,,,,,3.0,2.0,,,,,,,COMPLETE
92,92,0.8349054599319112,2025-01-02 22:15:26.989613,2025-01-02 22:15:55.881661,0 days 00:00:28.892048,4,115,125.0,,,,,,,,,,,160.0,110.0,,,,,,,4,4.0,,,,,,,,,,,4.0,4.0,,,,,,,5,6.0,,,,,,,,,,,3.0,2.0,,,,,,,COMPLETE
93,93,0.8669335212998039,2025-01-02 22:15:55.882603,2025-01-02 22:16:19.107940,0 days 00:00:23.225337,2,130,145.0,,,,,,,,,,,,,,,,,,,4,4.0,,,,,,,,,,,,,,,,,,,5,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
94,94,0.803717969072831,2025-01-02 22:16:19.108760,2025-01-02 22:16:39.875184,0 days 00:00:20.766424,2,120,130.0,,,,,,,,,,,,,,,,,,,4,4.0,,,,,,,,,,,,,,,,,,,5,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
95,95,0.8357077915844144,2025-01-02 22:16:39.875900,2025-01-02 22:16:49.142204,0 days 00:00:09.266304,1,135,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
96,96,0.3336940836940837,2025-01-02 22:16:49.142744,2025-01-02 22:16:57.065826,0 days 00:00:07.923082,2,20,145.0,,,,,,,,,,,,,,,,,,,4,4.0,,,,,,,,,,,,,,,,,,,4,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
97,97,0.7449148570049422,2025-01-02 22:16:57.066516,2025-01-02 22:17:15.249044,0 days 00:00:18.182528,3,110,170.0,,,,,,,,,,,50.0,,,,,,,,2,4.0,,,,,,,,,,,3.0,,,,,,,,5,5.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
98,98,0.0,2025-01-02 22:17:15.249838,2025-01-02 22:19:38.389145,0 days 00:02:23.139307,19,145,115.0,160.0,150.0,55.0,55.0,130.0,130.0,10.0,190.0,5.0,,125.0,60.0,55.0,90.0,120.0,65.0,140.0,55.0,3,4.0,5.0,5.0,4.0,2.0,4.0,6.0,6.0,6.0,2.0,,6.0,3.0,6.0,3.0,5.0,2.0,6.0,2.0,5,6.0,3.0,5.0,4.0,6.0,4.0,3.0,2.0,2.0,6.0,,2.0,3.0,3.0,5.0,5.0,2.0,4.0,2.0,COMPLETE
99,99,0.8502796336747709,2025-01-02 22:19:38.390719,2025-01-02 22:19:45.366035,0 days 00:00:06.975316,1,95,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
