,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders1_layer_0,params_orders1_layer_1,params_orders1_layer_10,params_orders1_layer_11,params_orders1_layer_12,params_orders1_layer_13,params_orders1_layer_14,params_orders1_layer_15,params_orders1_layer_16,params_orders1_layer_17,params_orders1_layer_18,params_orders1_layer_19,params_orders1_layer_2,params_orders1_layer_3,params_orders1_layer_4,params_orders1_layer_5,params_orders1_layer_6,params_orders1_layer_7,params_orders1_layer_8,params_orders1_layer_9,params_orders2_layer_0,params_orders2_layer_1,params_orders2_layer_10,params_orders2_layer_11,params_orders2_layer_12,params_orders2_layer_13,params_orders2_layer_14,params_orders2_layer_15,params_orders2_layer_16,params_orders2_layer_17,params_orders2_layer_18,params_orders2_layer_19,params_orders2_layer_2,params_orders2_layer_3,params_orders2_layer_4,params_orders2_layer_5,params_orders2_layer_6,params_orders2_layer_7,params_orders2_layer_8,params_orders2_layer_9,state
62,62,0.802343720808579,2025-01-02 22:28:05.990305,2025-01-02 22:28:08.467467,0 days 00:00:02.477162,1,165,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
63,63,0.801021711366539,2025-01-02 22:28:08.467962,2025-01-02 22:28:12.149746,0 days 00:00:03.681784,2,175,70.0,,,,,,,,,,,,,,,,,,,5,3.0,,,,,,,,,,,,,,,,,,,2,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
64,64,0.7796283634777675,2025-01-02 22:28:12.150285,2025-01-02 22:28:15.080191,0 days 00:00:02.929906,1,185,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
65,65,0.7295683475466568,2025-01-02 22:28:15.080682,2025-01-02 22:28:23.183797,0 days 00:00:08.103115,3,10,100.0,,,,,,,,,,,185.0,,,,,,,,4,6.0,,,,,,,,,,,3.0,,,,,,,,2,2.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
66,66,0.7779461114164772,2025-01-02 22:28:23.184554,2025-01-02 22:28:28.304719,0 days 00:00:05.120165,3,160,45.0,,,,,,,,,,,140.0,,,,,,,,5,3.0,,,,,,,,,,,3.0,,,,,,,,2,3.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
67,67,0.4307089977220957,2025-01-02 22:28:28.305318,2025-01-02 22:28:30.256933,0 days 00:00:01.951615,4,175,55.0,,,,,,,,,,,95.0,135.0,,,,,,,5,4.0,,,,,,,,,,,2.0,4.0,,,,,,,2,2.0,,,,,,,,,,,5.0,6.0,,,,,,,COMPLETE
68,68,0.0,2025-01-02 22:28:30.257768,2025-01-02 22:28:38.193768,0 days 00:00:07.936000,15,150,35.0,55.0,120.0,140.0,195.0,125.0,,,,,,130.0,90.0,115.0,180.0,130.0,150.0,75.0,150.0,6,6.0,3.0,6.0,3.0,4.0,2.0,,,,,,4.0,5.0,3.0,6.0,6.0,3.0,4.0,5.0,3,3.0,5.0,5.0,2.0,6.0,2.0,,,,,,6.0,5.0,2.0,3.0,6.0,3.0,4.0,3.0,COMPLETE
69,69,0.7755146837958363,2025-01-02 22:28:38.195043,2025-01-02 22:28:40.758796,0 days 00:00:02.563753,1,165,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
70,70,0.7982474874371859,2025-01-02 22:28:40.759426,2025-01-02 22:28:48.042672,0 days 00:00:07.283246,5,140,75.0,,,,,,,,,,,150.0,70.0,150.0,,,,,,4,3.0,,,,,,,,,,,2.0,6.0,2.0,,,,,,2,2.0,,,,,,,,,,,4.0,3.0,2.0,,,,,,COMPLETE
71,71,0.7584438829747784,2025-01-02 22:28:48.043407,2025-01-02 22:28:52.183121,0 days 00:00:04.139714,2,160,95.0,,,,,,,,,,,,,,,,,,,5,4.0,,,,,,,,,,,,,,,,,,,2,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
72,72,0.0,2025-01-02 22:28:52.183694,2025-01-02 22:28:56.288521,0 days 00:00:04.104827,6,185,115.0,,,,,,,,,,,95.0,170.0,45.0,80.0,,,,,5,4.0,,,,,,,,,,,4.0,4.0,6.0,3.0,,,,,2,3.0,,,,,,,,,,,4.0,4.0,4.0,5.0,,,,,COMPLETE
73,73,0.0,2025-01-02 22:28:56.289650,2025-01-02 22:29:04.534085,0 days 00:00:08.244435,20,155,65.0,5.0,55.0,15.0,70.0,150.0,195.0,105.0,5.0,190.0,15.0,110.0,135.0,70.0,30.0,80.0,85.0,175.0,80.0,5,5.0,5.0,3.0,5.0,2.0,4.0,2.0,6.0,6.0,2.0,6.0,3.0,3.0,5.0,2.0,5.0,5.0,6.0,3.0,2,3.0,3.0,3.0,5.0,2.0,3.0,4.0,6.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,COMPLETE
74,74,0.8225318076223218,2025-01-02 22:29:04.536183,2025-01-02 22:29:09.088392,0 days 00:00:04.552209,3,175,85.0,,,,,,,,,,,55.0,,,,,,,,4,4.0,,,,,,,,,,,4.0,,,,,,,,2,2.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
75,75,0.655373016866694,2025-01-02 22:29:09.089081,2025-01-02 22:29:14.803911,0 days 00:00:05.714830,3,175,80.0,,,,,,,,,,,115.0,,,,,,,,4,4.0,,,,,,,,,,,4.0,,,,,,,,2,2.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
76,76,0.8044280442804428,2025-01-02 22:29:14.804620,2025-01-02 22:29:16.573847,0 days 00:00:01.769227,1,185,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
77,77,0.7887456655464125,2025-01-02 22:29:16.574392,2025-01-02 22:29:19.076786,0 days 00:00:02.502394,2,190,110.0,,,,,,,,,,,,,,,,,,,4,3.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
78,78,0.0,2025-01-02 22:29:19.077356,2025-01-02 22:29:20.096756,0 days 00:00:01.019400,4,195,90.0,,,,,,,,,,,145.0,40.0,,,,,,,4,5.0,,,,,,,,,,,3.0,2.0,,,,,,,3,2.0,,,,,,,,,,,3.0,2.0,,,,,,,COMPLETE
79,79,0.7721854304635762,2025-01-02 22:29:20.097452,2025-01-02 22:29:23.073392,0 days 00:00:02.975940,2,200,60.0,,,,,,,,,,,,,,,,,,,4,4.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
80,80,0.7920704204859595,2025-01-02 22:29:23.073982,2025-01-02 22:29:25.189515,0 days 00:00:02.115533,1,180,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
81,81,0.80307013708214,2025-01-02 22:29:25.190076,2025-01-02 22:29:27.786894,0 days 00:00:02.596818,1,170,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
82,82,0.7985362089645741,2025-01-02 22:29:27.787470,2025-01-02 22:29:30.318831,0 days 00:00:02.531361,1,185,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
83,83,0.7740328077375381,2025-01-02 22:29:30.319395,2025-01-02 22:29:35.355156,0 days 00:00:05.035761,3,165,20.0,,,,,,,,,,,50.0,,,,,,,,4,2.0,,,,,,,,,,,4.0,,,,,,,,2,2.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
84,84,0.8146015786897708,2025-01-02 22:29:35.355819,2025-01-02 22:29:38.674782,0 days 00:00:03.318963,2,180,40.0,,,,,,,,,,,,,,,,,,,5,3.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
85,85,0.8086959360015192,2025-01-02 22:29:38.675393,2025-01-02 22:29:41.977663,0 days 00:00:03.302270,2,180,40.0,,,,,,,,,,,,,,,,,,,5,3.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
86,86,0.8040238776116138,2025-01-02 22:29:41.978258,2025-01-02 22:29:52.065938,0 days 00:00:10.087680,5,180,40.0,,,,,,,,,,,95.0,5.0,185.0,,,,,,5,3.0,,,,,,,,,,,3.0,2.0,4.0,,,,,,2,2.0,,,,,,,,,,,4.0,6.0,3.0,,,,,,COMPLETE
87,87,0.7695217253160354,2025-01-02 22:29:52.066923,2025-01-02 22:29:56.374340,0 days 00:00:04.307417,2,145,70.0,,,,,,,,,,,,,,,,,,,6,3.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
88,88,0.7325878748401727,2025-01-02 22:29:56.374989,2025-01-02 22:30:04.210441,0 days 00:00:07.835452,4,160,20.0,,,,,,,,,,,165.0,65.0,,,,,,,5,3.0,,,,,,,,,,,3.0,6.0,,,,,,,3,2.0,,,,,,,,,,,3.0,3.0,,,,,,,COMPLETE
89,89,0.7974170437405732,2025-01-02 22:30:04.211416,2025-01-02 22:30:09.444055,0 days 00:00:05.232639,3,70,55.0,,,,,,,,,,,60.0,,,,,,,,5,3.0,,,,,,,,,,,2.0,,,,,,,,2,2.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
90,90,0.7737332351604527,2025-01-02 22:30:09.444728,2025-01-02 22:30:12.724988,0 days 00:00:03.280260,2,195,85.0,,,,,,,,,,,,,,,,,,,5,3.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
91,91,0.0,2025-01-02 22:30:12.725567,2025-01-02 22:30:15.485159,0 days 00:00:02.759592,3,180,40.0,,,,,,,,,,,185.0,,,,,,,,4,2.0,,,,,,,,,,,3.0,,,,,,,,2,2.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
92,92,0.7975543820734505,2025-01-02 22:30:15.485765,2025-01-02 22:30:18.649684,0 days 00:00:03.163919,2,185,10.0,,,,,,,,,,,,,,,,,,,5,3.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
93,93,0.8019395713789927,2025-01-02 22:30:18.650295,2025-01-02 22:30:21.166836,0 days 00:00:02.516541,1,190,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
94,94,0.0,2025-01-02 22:30:21.167388,2025-01-02 22:30:29.061910,0 days 00:00:07.894522,18,170,95.0,135.0,100.0,135.0,150.0,75.0,85.0,95.0,50.0,,,85.0,105.0,20.0,155.0,145.0,145.0,125.0,20.0,5,2.0,3.0,3.0,3.0,4.0,3.0,6.0,2.0,6.0,,,4.0,3.0,3.0,6.0,6.0,6.0,5.0,6.0,2,2.0,4.0,3.0,3.0,5.0,4.0,2.0,2.0,6.0,,,5.0,5.0,2.0,2.0,6.0,6.0,3.0,6.0,COMPLETE
95,95,0.7929931554113281,2025-01-02 22:30:29.063890,2025-01-02 22:30:32.587715,0 days 00:00:03.523825,2,175,65.0,,,,,,,,,,,,,,,,,,,5,3.0,,,,,,,,,,,,,,,,,,,2,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
96,96,0.7929220222316278,2025-01-02 22:30:32.588344,2025-01-02 22:30:34.328690,0 days 00:00:01.740346,1,155,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
97,97,0.8023211567732116,2025-01-02 22:30:34.329242,2025-01-02 22:30:42.039633,0 days 00:00:07.710391,3,165,75.0,,,,,,,,,,,160.0,,,,,,,,6,6.0,,,,,,,,,,,2.0,,,,,,,,2,2.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
98,98,0.8029776674937965,2025-01-02 22:30:42.040455,2025-01-02 22:30:49.141067,0 days 00:00:07.100612,4,190,45.0,,,,,,,,,,,130.0,185.0,,,,,,,5,3.0,,,,,,,,,,,4.0,5.0,,,,,,,2,3.0,,,,,,,,,,,2.0,2.0,,,,,,,COMPLETE
99,99,0.6156618149652205,2025-01-02 22:30:49.141889,2025-01-02 22:30:55.103445,0 days 00:00:05.961556,2,180,80.0,,,,,,,,,,,,,,,,,,,4,4.0,,,,,,,,,,,,,,,,,,,3,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
