,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders1_layer_0,params_orders1_layer_1,params_orders1_layer_10,params_orders1_layer_11,params_orders1_layer_12,params_orders1_layer_13,params_orders1_layer_14,params_orders1_layer_15,params_orders1_layer_16,params_orders1_layer_17,params_orders1_layer_18,params_orders1_layer_19,params_orders1_layer_2,params_orders1_layer_3,params_orders1_layer_4,params_orders1_layer_5,params_orders1_layer_6,params_orders1_layer_7,params_orders1_layer_8,params_orders1_layer_9,params_orders2_layer_0,params_orders2_layer_1,params_orders2_layer_10,params_orders2_layer_11,params_orders2_layer_12,params_orders2_layer_13,params_orders2_layer_14,params_orders2_layer_15,params_orders2_layer_16,params_orders2_layer_17,params_orders2_layer_18,params_orders2_layer_19,params_orders2_layer_2,params_orders2_layer_3,params_orders2_layer_4,params_orders2_layer_5,params_orders2_layer_6,params_orders2_layer_7,params_orders2_layer_8,params_orders2_layer_9,state
57,57,0.0,2025-01-02 23:44:14.623399,2025-01-02 23:44:17.378154,0 days 00:00:02.754755,5,120,20.0,,,,,,,,,,,30.0,170.0,185.0,,,,,,2,3.0,,,,,,,,,,,4.0,5.0,2.0,,,,,,3,2.0,,,,,,,,,,,5.0,5.0,2.0,,,,,,COMPLETE
58,58,0.0,2025-01-02 23:44:17.379003,2025-01-02 23:44:23.608231,0 days 00:00:06.229228,11,140,45.0,65.0,,,,,,,,,,5.0,190.0,165.0,75.0,5.0,80.0,135.0,60.0,3,4.0,4.0,,,,,,,,,,5.0,6.0,5.0,4.0,6.0,6.0,3.0,3.0,2,2.0,3.0,,,,,,,,,,6.0,5.0,2.0,3.0,6.0,4.0,3.0,3.0,COMPLETE
59,59,0.0,2025-01-02 23:44:23.609955,2025-01-02 23:44:28.483042,0 days 00:00:04.873087,7,195,85.0,,,,,,,,,,,120.0,155.0,75.0,105.0,120.0,,,,3,6.0,,,,,,,,,,,4.0,5.0,5.0,3.0,5.0,,,,3,3.0,,,,,,,,,,,5.0,5.0,5.0,2.0,3.0,,,,COMPLETE
60,60,0.0,2025-01-02 23:44:28.484269,2025-01-02 23:44:29.629614,0 days 00:00:01.145345,3,130,80.0,,,,,,,,,,,25.0,,,,,,,,2,5.0,,,,,,,,,,,4.0,,,,,,,,2,2.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
61,61,0.8742334026102505,2025-01-02 23:44:29.630299,2025-01-02 23:44:34.074025,0 days 00:00:04.443726,1,155,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
62,62,0.8468178222273408,2025-01-02 23:44:34.074592,2025-01-02 23:44:38.930439,0 days 00:00:04.855847,1,170,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
63,63,0.6666666666666666,2025-01-02 23:44:38.931073,2025-01-02 23:44:50.507858,0 days 00:00:11.576785,16,145,175.0,65.0,65.0,75.0,110.0,5.0,85.0,,,,,30.0,150.0,180.0,65.0,180.0,115.0,90.0,110.0,4,6.0,5.0,4.0,2.0,2.0,2.0,4.0,,,,,6.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,3,3.0,5.0,6.0,5.0,5.0,4.0,6.0,,,,,3.0,6.0,2.0,4.0,5.0,5.0,2.0,5.0,COMPLETE
64,64,0.8303012237568499,2025-01-02 23:44:50.509313,2025-01-02 23:45:03.202879,0 days 00:00:12.693566,3,160,95.0,,,,,,,,,,,40.0,,,,,,,,4,6.0,,,,,,,,,,,4.0,,,,,,,,3,2.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
65,65,0.8267091157546937,2025-01-02 23:45:03.203731,2025-01-02 23:45:26.064476,0 days 00:00:22.860745,5,135,65.0,,,,,,,,,,,160.0,120.0,90.0,,,,,,3,2.0,,,,,,,,,,,3.0,6.0,4.0,,,,,,3,4.0,,,,,,,,,,,5.0,5.0,4.0,,,,,,COMPLETE
66,66,0.852209724920378,2025-01-02 23:45:26.065583,2025-01-02 23:45:29.410495,0 days 00:00:03.344912,1,145,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
67,67,0.7721724805579624,2025-01-02 23:45:29.411099,2025-01-02 23:45:49.024605,0 days 00:00:19.613506,4,120,115.0,,,,,,,,,,,15.0,130.0,,,,,,,6,5.0,,,,,,,,,,,5.0,5.0,,,,,,,4,2.0,,,,,,,,,,,3.0,4.0,,,,,,,COMPLETE
68,68,0.8713604540313018,2025-01-02 23:45:49.025532,2025-01-02 23:46:11.519394,0 days 00:00:22.493862,5,155,185.0,,,,,,,,,,,55.0,80.0,140.0,,,,,,6,6.0,,,,,,,,,,,3.0,6.0,5.0,,,,,,3,3.0,,,,,,,,,,,3.0,6.0,3.0,,,,,,COMPLETE
69,69,0.8731886534179603,2025-01-02 23:46:11.520553,2025-01-02 23:46:26.913461,0 days 00:00:15.392908,4,105,30.0,,,,,,,,,,,10.0,170.0,,,,,,,4,5.0,,,,,,,,,,,4.0,5.0,,,,,,,2,2.0,,,,,,,,,,,4.0,5.0,,,,,,,COMPLETE
70,70,0.0,2025-01-02 23:46:26.914479,2025-01-02 23:46:33.449824,0 days 00:00:06.535345,6,180,170.0,,,,,,,,,,,35.0,200.0,195.0,85.0,,,,,6,4.0,,,,,,,,,,,2.0,4.0,4.0,6.0,,,,,5,4.0,,,,,,,,,,,4.0,4.0,4.0,5.0,,,,,COMPLETE
71,71,0.7699395079864548,2025-01-02 23:46:33.451029,2025-01-02 23:46:49.222781,0 days 00:00:15.771752,4,110,25.0,,,,,,,,,,,10.0,185.0,,,,,,,4,4.0,,,,,,,,,,,4.0,5.0,,,,,,,2,2.0,,,,,,,,,,,4.0,5.0,,,,,,,COMPLETE
72,72,0.8765485047576385,2025-01-02 23:46:49.223633,2025-01-02 23:46:55.062972,0 days 00:00:05.839339,3,100,25.0,,,,,,,,,,,20.0,,,,,,,,4,5.0,,,,,,,,,,,4.0,,,,,,,,2,2.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
73,73,0.8857214197798841,2025-01-02 23:46:55.063701,2025-01-02 23:47:01.809466,0 days 00:00:06.745765,3,70,10.0,,,,,,,,,,,20.0,,,,,,,,4,6.0,,,,,,,,,,,4.0,,,,,,,,2,2.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
74,74,0.8743736536018369,2025-01-02 23:47:01.810225,2025-01-02 23:47:08.329564,0 days 00:00:06.519339,3,70,40.0,,,,,,,,,,,20.0,,,,,,,,4,6.0,,,,,,,,,,,4.0,,,,,,,,2,2.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
75,75,0.8166697876340901,2025-01-02 23:47:08.330289,2025-01-02 23:47:22.055365,0 days 00:00:13.725076,5,80,5.0,,,,,,,,,,,25.0,145.0,40.0,,,,,,3,6.0,,,,,,,,,,,4.0,4.0,5.0,,,,,,2,2.0,,,,,,,,,,,3.0,4.0,6.0,,,,,,COMPLETE
76,76,0.8771985124724382,2025-01-02 23:47:22.056385,2025-01-02 23:47:28.540537,0 days 00:00:06.484152,3,60,15.0,,,,,,,,,,,40.0,,,,,,,,4,6.0,,,,,,,,,,,4.0,,,,,,,,2,2.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
77,77,0.0,2025-01-02 23:47:28.541287,2025-01-02 23:47:42.782266,0 days 00:00:14.240979,5,55,55.0,,,,,,,,,,,35.0,55.0,75.0,,,,,,6,6.0,,,,,,,,,,,3.0,3.0,6.0,,,,,,2,2.0,,,,,,,,,,,3.0,2.0,2.0,,,,,,COMPLETE
78,78,0.7838834529245489,2025-01-02 23:47:42.783231,2025-01-02 23:48:06.140623,0 days 00:00:23.357392,6,40,20.0,,,,,,,,,,,45.0,25.0,155.0,150.0,,,,,5,6.0,,,,,,,,,,,4.0,6.0,2.0,6.0,,,,,2,2.0,,,,,,,,,,,2.0,4.0,3.0,6.0,,,,,COMPLETE
79,79,0.6377779686149231,2025-01-02 23:48:06.141966,2025-01-02 23:48:11.091935,0 days 00:00:04.949969,2,65,10.0,,,,,,,,,,,,,,,,,,,4,6.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
80,80,0.7733538438851282,2025-01-02 23:48:11.092598,2025-01-02 23:48:24.184498,0 days 00:00:13.091900,4,20,10.0,,,,,,,,,,,60.0,105.0,,,,,,,6,6.0,,,,,,,,,,,5.0,4.0,,,,,,,2,2.0,,,,,,,,,,,3.0,5.0,,,,,,,COMPLETE
81,81,0.8529129891185385,2025-01-02 23:48:24.185488,2025-01-02 23:48:30.600644,0 days 00:00:06.415156,3,45,15.0,,,,,,,,,,,20.0,,,,,,,,4,6.0,,,,,,,,,,,4.0,,,,,,,,2,2.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
82,82,0.8518408324977623,2025-01-02 23:48:30.601397,2025-01-02 23:48:37.205129,0 days 00:00:06.603732,3,65,30.0,,,,,,,,,,,10.0,,,,,,,,4,6.0,,,,,,,,,,,4.0,,,,,,,,2,2.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
83,83,0.8002461915196611,2025-01-02 23:48:37.205869,2025-01-02 23:48:42.416652,0 days 00:00:05.210783,2,95,5.0,,,,,,,,,,,,,,,,,,,4,6.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
84,84,0.8787578298950178,2025-01-02 23:48:42.417326,2025-01-02 23:48:52.605277,0 days 00:00:10.187951,4,75,195.0,,,,,,,,,,,30.0,65.0,,,,,,,4,5.0,,,,,,,,,,,4.0,2.0,,,,,,,2,2.0,,,,,,,,,,,3.0,3.0,,,,,,,COMPLETE
85,85,0.0,2025-01-02 23:48:52.606008,2025-01-02 23:48:56.937409,0 days 00:00:04.331401,7,80,200.0,,,,,,,,,,,30.0,70.0,175.0,50.0,55.0,,,,4,4.0,,,,,,,,,,,3.0,2.0,5.0,5.0,4.0,,,,2,2.0,,,,,,,,,,,3.0,3.0,5.0,3.0,2.0,,,,COMPLETE
86,86,0.805139788418917,2025-01-02 23:48:56.938391,2025-01-02 23:49:12.248710,0 days 00:00:15.310319,4,75,195.0,,,,,,,,,,,45.0,40.0,,,,,,,5,6.0,,,,,,,,,,,4.0,2.0,,,,,,,2,3.0,,,,,,,,,,,3.0,3.0,,,,,,,COMPLETE
87,87,0.8835145660103959,2025-01-02 23:49:12.249595,2025-01-02 23:49:28.156833,0 days 00:00:15.907238,5,60,185.0,,,,,,,,,,,40.0,90.0,10.0,,,,,,6,6.0,,,,,,,,,,,3.0,3.0,3.0,,,,,,3,2.0,,,,,,,,,,,2.0,3.0,2.0,,,,,,COMPLETE
88,88,0.885306616838909,2025-01-02 23:49:28.157860,2025-01-02 23:49:40.222657,0 days 00:00:12.064797,5,85,180.0,,,,,,,,,,,30.0,85.0,5.0,,,,,,6,4.0,,,,,,,,,,,3.0,3.0,3.0,,,,,,3,2.0,,,,,,,,,,,2.0,3.0,2.0,,,,,,COMPLETE
89,89,0.8423210892086126,2025-01-02 23:49:40.223479,2025-01-02 23:49:53.016691,0 days 00:00:12.793212,5,85,180.0,,,,,,,,,,,30.0,85.0,10.0,,,,,,6,4.0,,,,,,,,,,,3.0,3.0,3.0,,,,,,3,3.0,,,,,,,,,,,2.0,3.0,2.0,,,,,,COMPLETE
90,90,0.2857652766545167,2025-01-02 23:49:53.017522,2025-01-02 23:50:06.463758,0 days 00:00:13.446236,7,55,185.0,,,,,,,,,,,25.0,65.0,25.0,20.0,155.0,,,,6,4.0,,,,,,,,,,,3.0,2.0,3.0,2.0,2.0,,,,3,2.0,,,,,,,,,,,2.0,3.0,2.0,5.0,4.0,,,,COMPLETE
91,91,0.0,2025-01-02 23:50:06.464726,2025-01-02 23:50:08.203604,0 days 00:00:01.738878,5,85,180.0,,,,,,,,,,,15.0,95.0,15.0,,,,,,6,4.0,,,,,,,,,,,3.0,3.0,2.0,,,,,,3,2.0,,,,,,,,,,,2.0,3.0,2.0,,,,,,COMPLETE
92,92,0.0,2025-01-02 23:50:08.204396,2025-01-02 23:50:34.492412,0 days 00:00:26.288016,6,75,160.0,,,,,,,,,,,35.0,75.0,30.0,190.0,,,,,6,4.0,,,,,,,,,,,3.0,2.0,3.0,3.0,,,,,6,2.0,,,,,,,,,,,2.0,3.0,2.0,6.0,,,,,COMPLETE
93,93,0.867837769665701,2025-01-02 23:50:34.493507,2025-01-02 23:50:55.273805,0 days 00:00:20.780298,6,90,195.0,,,,,,,,,,,10.0,95.0,60.0,170.0,,,,,6,5.0,,,,,,,,,,,3.0,3.0,3.0,6.0,,,,,3,2.0,,,,,,,,,,,2.0,3.0,2.0,2.0,,,,,COMPLETE
94,94,0.0,2025-01-02 23:50:55.274959,2025-01-02 23:51:03.965733,0 days 00:00:08.690774,8,130,170.0,,,,,,,,,,,5.0,5.0,5.0,200.0,35.0,175.0,,,6,4.0,,,,,,,,,,,3.0,3.0,4.0,4.0,6.0,5.0,,,3,2.0,,,,,,,,,,,2.0,2.0,3.0,4.0,6.0,3.0,,,COMPLETE
95,95,0.8338109440568874,2025-01-02 23:51:03.966976,2025-01-02 23:51:19.649263,0 days 00:00:15.682287,4,65,185.0,,,,,,,,,,,25.0,60.0,,,,,,,6,6.0,,,,,,,,,,,3.0,4.0,,,,,,,3,2.0,,,,,,,,,,,2.0,3.0,,,,,,,COMPLETE
96,96,0.8364884995169724,2025-01-02 23:51:19.650166,2025-01-02 23:52:15.737260,0 days 00:00:56.087094,14,120,195.0,155.0,200.0,10.0,110.0,,,,,,,45.0,85.0,25.0,150.0,90.0,145.0,40.0,165.0,6,6.0,3.0,3.0,3.0,3.0,,,,,,,3.0,2.0,3.0,4.0,5.0,6.0,4.0,5.0,4,2.0,5.0,4.0,4.0,2.0,,,,,,,2.0,3.0,2.0,2.0,3.0,2.0,6.0,3.0,COMPLETE
97,97,0.8849545205643368,2025-01-02 23:52:15.738758,2025-01-02 23:52:26.708398,0 days 00:00:10.969640,5,75,175.0,,,,,,,,,,,15.0,100.0,15.0,,,,,,6,3.0,,,,,,,,,,,3.0,4.0,2.0,,,,,,3,2.0,,,,,,,,,,,3.0,3.0,3.0,,,,,,COMPLETE
98,98,0.8343423228549971,2025-01-02 23:52:26.709253,2025-01-02 23:52:43.845246,0 days 00:00:17.135993,5,75,150.0,,,,,,,,,,,200.0,105.0,20.0,,,,,,6,3.0,,,,,,,,,,,3.0,4.0,2.0,,,,,,3,2.0,,,,,,,,,,,5.0,3.0,3.0,,,,,,COMPLETE
99,99,0.7134634863139817,2025-01-02 23:52:43.846128,2025-01-02 23:53:11.434537,0 days 00:00:27.588409,6,70,175.0,,,,,,,,,,,185.0,90.0,40.0,95.0,,,,,6,3.0,,,,,,,,,,,2.0,3.0,2.0,6.0,,,,,3,6.0,,,,,,,,,,,4.0,3.0,3.0,5.0,,,,,COMPLETE
