,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders1_layer_0,params_orders1_layer_1,params_orders1_layer_10,params_orders1_layer_11,params_orders1_layer_12,params_orders1_layer_13,params_orders1_layer_14,params_orders1_layer_15,params_orders1_layer_16,params_orders1_layer_17,params_orders1_layer_18,params_orders1_layer_19,params_orders1_layer_2,params_orders1_layer_3,params_orders1_layer_4,params_orders1_layer_5,params_orders1_layer_6,params_orders1_layer_7,params_orders1_layer_8,params_orders1_layer_9,params_orders2_layer_0,params_orders2_layer_1,params_orders2_layer_10,params_orders2_layer_11,params_orders2_layer_12,params_orders2_layer_13,params_orders2_layer_14,params_orders2_layer_15,params_orders2_layer_16,params_orders2_layer_17,params_orders2_layer_18,params_orders2_layer_19,params_orders2_layer_2,params_orders2_layer_3,params_orders2_layer_4,params_orders2_layer_5,params_orders2_layer_6,params_orders2_layer_7,params_orders2_layer_8,params_orders2_layer_9,state
56,56,0.0,2025-01-03 00:00:43.598866,2025-01-03 00:00:50.507165,0 days 00:00:06.908299,16,100,140.0,170.0,75.0,65.0,200.0,95.0,5.0,,,,,65.0,170.0,180.0,200.0,105.0,165.0,100.0,160.0,5,2.0,3.0,3.0,5.0,4.0,6.0,4.0,,,,,4.0,6.0,3.0,2.0,2.0,3.0,4.0,3.0,5,2.0,5.0,6.0,4.0,3.0,2.0,2.0,,,,,2.0,3.0,3.0,4.0,4.0,5.0,6.0,5.0,COMPLETE
57,57,0.9079262586561856,2025-01-03 00:00:50.508392,2025-01-03 00:01:13.102636,0 days 00:00:22.594244,9,150,100.0,,,,,,,,,,,15.0,100.0,150.0,135.0,40.0,75.0,200.0,,4,5.0,,,,,,,,,,,4.0,5.0,5.0,4.0,4.0,5.0,6.0,,2,3.0,,,,,,,,,,,3.0,3.0,2.0,6.0,6.0,3.0,2.0,,COMPLETE
58,58,0.9204297298088464,2025-01-03 00:01:13.103982,2025-01-03 00:01:14.294556,0 days 00:00:01.190574,1,165,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
59,59,0.0,2025-01-03 00:01:14.295009,2025-01-03 00:01:17.530240,0 days 00:00:03.235231,5,65,130.0,,,,,,,,,,,125.0,75.0,125.0,,,,,,6,6.0,,,,,,,,,,,2.0,4.0,6.0,,,,,,4,2.0,,,,,,,,,,,2.0,5.0,4.0,,,,,,COMPLETE
60,60,0.9434593564950929,2025-01-03 00:01:17.531192,2025-01-03 00:01:24.381800,0 days 00:00:06.850608,3,125,110.0,,,,,,,,,,,50.0,,,,,,,,5,6.0,,,,,,,,,,,5.0,,,,,,,,2,3.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
61,61,0.9283235773758095,2025-01-03 00:01:24.382524,2025-01-03 00:01:27.084763,0 days 00:00:02.702239,1,140,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
62,62,0.9533359814888375,2025-01-03 00:01:27.085259,2025-01-03 00:01:31.360918,0 days 00:00:04.275659,2,110,170.0,,,,,,,,,,,,,,,,,,,5,5.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
63,63,0.9476046496002151,2025-01-03 00:01:31.361429,2025-01-03 00:01:35.613224,0 days 00:00:04.251795,2,105,170.0,,,,,,,,,,,,,,,,,,,5,5.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
64,64,0.0,2025-01-03 00:01:35.613747,2025-01-03 00:01:42.404505,0 days 00:00:06.790758,20,110,200.0,60.0,10.0,155.0,5.0,95.0,200.0,10.0,155.0,200.0,25.0,105.0,130.0,55.0,180.0,200.0,155.0,30.0,85.0,4,4.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,6.0,5.0,2.0,2.0,4.0,2,2.0,3.0,4.0,5.0,5.0,3.0,2.0,2.0,2.0,6.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,COMPLETE
65,65,0.9437011760060916,2025-01-03 00:01:42.405983,2025-01-03 00:01:46.605539,0 days 00:00:04.199556,2,95,155.0,,,,,,,,,,,,,,,,,,,5,5.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
66,66,0.9509306260575296,2025-01-03 00:01:46.606223,2025-01-03 00:01:52.087594,0 days 00:00:05.481371,3,85,190.0,,,,,,,,,,,160.0,,,,,,,,5,6.0,,,,,,,,,,,3.0,,,,,,,,2,2.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
67,67,0.0,2025-01-03 00:01:52.088192,2025-01-03 00:02:07.276881,0 days 00:00:15.188689,6,110,175.0,,,,,,,,,,,85.0,35.0,105.0,95.0,,,,,6,5.0,,,,,,,,,,,3.0,4.0,4.0,3.0,,,,,2,3.0,,,,,,,,,,,5.0,4.0,2.0,5.0,,,,,COMPLETE
68,68,0.9124770451474308,2025-01-03 00:02:07.277894,2025-01-03 00:02:17.025972,0 days 00:00:09.748078,4,125,150.0,,,,,,,,,,,145.0,15.0,,,,,,,4,6.0,,,,,,,,,,,5.0,2.0,,,,,,,2,2.0,,,,,,,,,,,2.0,6.0,,,,,,,COMPLETE
69,69,0.94623973727422,2025-01-03 00:02:17.026756,2025-01-03 00:02:19.461523,0 days 00:00:02.434767,1,115,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
70,70,0.9422358195072478,2025-01-03 00:02:19.462018,2025-01-03 00:02:24.379093,0 days 00:00:04.917075,2,135,120.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,2,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
71,71,0.9476315774926618,2025-01-03 00:02:24.379634,2025-01-03 00:02:30.204382,0 days 00:00:05.824748,3,75,190.0,,,,,,,,,,,160.0,,,,,,,,5,6.0,,,,,,,,,,,3.0,,,,,,,,2,2.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
72,72,0.9490713777260079,2025-01-03 00:02:30.204989,2025-01-03 00:02:39.268435,0 days 00:00:09.063446,4,85,190.0,,,,,,,,,,,180.0,55.0,,,,,,,5,6.0,,,,,,,,,,,3.0,6.0,,,,,,,2,2.0,,,,,,,,,,,2.0,2.0,,,,,,,COMPLETE
73,73,0.9525402107598447,2025-01-03 00:02:39.269168,2025-01-03 00:02:42.435694,0 days 00:00:03.166526,3,85,180.0,,,,,,,,,,,160.0,,,,,,,,5,6.0,,,,,,,,,,,2.0,,,,,,,,2,2.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
74,74,0.9394603633734069,2025-01-03 00:02:42.436313,2025-01-03 00:02:51.007333,0 days 00:00:08.571020,5,95,180.0,,,,,,,,,,,140.0,120.0,155.0,,,,,,5,6.0,,,,,,,,,,,2.0,3.0,4.0,,,,,,2,2.0,,,,,,,,,,,3.0,3.0,3.0,,,,,,COMPLETE
75,75,0.9227768215720022,2025-01-03 00:02:51.008110,2025-01-03 00:02:55.912099,0 days 00:00:04.903989,1,75,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
76,76,0.9426012728992861,2025-01-03 00:02:55.912615,2025-01-03 00:03:01.576866,0 days 00:00:05.664251,2,100,165.0,,,,,,,,,,,,,,,,,,,6,5.0,,,,,,,,,,,,,,,,,,,2,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
77,77,0.9497313449586846,2025-01-03 00:03:01.577446,2025-01-03 00:03:07.198365,0 days 00:00:05.620919,3,125,170.0,,,,,,,,,,,110.0,,,,,,,,5,6.0,,,,,,,,,,,2.0,,,,,,,,3,2.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
78,78,0.0,2025-01-03 00:03:07.198976,2025-01-03 00:03:09.877788,0 days 00:00:02.678812,7,90,180.0,,,,,,,,,,,125.0,180.0,180.0,55.0,175.0,,,,6,4.0,,,,,,,,,,,2.0,5.0,2.0,5.0,3.0,,,,5,3.0,,,,,,,,,,,2.0,2.0,2.0,3.0,5.0,,,,COMPLETE
79,79,0.9379674192145253,2025-01-03 00:03:09.878949,2025-01-03 00:03:12.257460,0 days 00:00:02.378511,1,110,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
80,80,0.0,2025-01-03 00:03:12.257951,2025-01-03 00:03:24.948799,0 days 00:00:12.690848,4,150,140.0,,,,,,,,,,,195.0,5.0,,,,,,,6,5.0,,,,,,,,,,,4.0,4.0,,,,,,,2,6.0,,,,,,,,,,,2.0,4.0,,,,,,,COMPLETE
81,81,0.9492065957104587,2025-01-03 00:03:24.949651,2025-01-03 00:03:30.840280,0 days 00:00:05.890629,3,85,200.0,,,,,,,,,,,160.0,,,,,,,,5,6.0,,,,,,,,,,,3.0,,,,,,,,2,2.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
82,82,0.9553719008264463,2025-01-03 00:03:30.840903,2025-01-03 00:03:35.347644,0 days 00:00:04.506741,2,80,185.0,,,,,,,,,,,,,,,,,,,5,6.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
83,83,0.9432552954292085,2025-01-03 00:03:35.348246,2025-01-03 00:03:40.549122,0 days 00:00:05.200876,2,80,185.0,,,,,,,,,,,,,,,,,,,5,6.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
84,84,0.9457874234835837,2025-01-03 00:03:40.549710,2025-01-03 00:03:45.734047,0 days 00:00:05.184337,2,70,160.0,,,,,,,,,,,,,,,,,,,5,6.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
85,85,0.9512013573422363,2025-01-03 00:03:45.734651,2025-01-03 00:03:48.084054,0 days 00:00:02.349403,1,45,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
86,86,0.9362859660549404,2025-01-03 00:03:48.084561,2025-01-03 00:03:49.734011,0 days 00:00:01.649450,1,45,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
87,87,0.9344813335170133,2025-01-03 00:03:49.734509,2025-01-03 00:03:52.041000,0 days 00:00:02.306491,1,20,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
88,88,0.9375746450214535,2025-01-03 00:03:52.041513,2025-01-03 00:03:57.755493,0 days 00:00:05.713980,2,55,165.0,,,,,,,,,,,,,,,,,,,4,6.0,,,,,,,,,,,,,,,,,,,2,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
89,89,0.936936114942652,2025-01-03 00:03:57.756146,2025-01-03 00:04:06.588106,0 days 00:00:08.831960,3,65,80.0,,,,,,,,,,,180.0,,,,,,,,6,6.0,,,,,,,,,,,2.0,,,,,,,,2,2.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
90,90,0.8872721999323246,2025-01-03 00:04:06.588902,2025-01-03 00:04:08.935826,0 days 00:00:02.346924,1,5,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
91,91,0.0,2025-01-03 00:04:08.936332,2025-01-03 00:04:13.497931,0 days 00:00:04.561599,13,105,195.0,35.0,145.0,100.0,,,,,,,,150.0,105.0,135.0,115.0,105.0,120.0,80.0,200.0,5,6.0,6.0,4.0,4.0,,,,,,,,4.0,2.0,5.0,3.0,4.0,4.0,5.0,2.0,2,2.0,2.0,3.0,5.0,,,,,,,,3.0,3.0,3.0,5.0,2.0,4.0,5.0,5.0,COMPLETE
92,92,0.0,2025-01-03 00:04:13.499680,2025-01-03 00:04:19.276936,0 days 00:00:05.777256,2,165,175.0,,,,,,,,,,,,,,,,,,,5,5.0,,,,,,,,,,,,,,,,,,,4,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
93,93,0.9422586735236943,2025-01-03 00:04:19.277542,2025-01-03 00:04:26.553566,0 days 00:00:07.276024,4,95,155.0,,,,,,,,,,,95.0,165.0,,,,,,,5,6.0,,,,,,,,,,,2.0,3.0,,,,,,,2,4.0,,,,,,,,,,,3.0,2.0,,,,,,,COMPLETE
94,94,0.9464166857616725,2025-01-03 00:04:26.554309,2025-01-03 00:04:37.900697,0 days 00:00:11.346388,5,100,195.0,,,,,,,,,,,5.0,195.0,90.0,,,,,,5,5.0,,,,,,,,,,,4.0,5.0,6.0,,,,,,2,3.0,,,,,,,,,,,2.0,3.0,4.0,,,,,,COMPLETE
95,95,0.9368024696485181,2025-01-03 00:04:37.901755,2025-01-03 00:04:40.220963,0 days 00:00:02.319208,1,40,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
96,96,0.0,2025-01-03 00:04:40.221500,2025-01-03 00:04:46.923941,0 days 00:00:06.702441,18,120,145.0,110.0,45.0,15.0,190.0,200.0,10.0,80.0,120.0,,,80.0,90.0,190.0,80.0,70.0,200.0,130.0,90.0,6,6.0,2.0,3.0,5.0,3.0,5.0,2.0,2.0,3.0,,,3.0,4.0,3.0,4.0,6.0,6.0,3.0,6.0,3,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,6.0,,,5.0,2.0,4.0,3.0,4.0,6.0,3.0,3.0,COMPLETE
97,97,0.9582619117298661,2025-01-03 00:04:46.925529,2025-01-03 00:04:52.670769,0 days 00:00:05.745240,3,145,180.0,,,,,,,,,,,135.0,,,,,,,,5,5.0,,,,,,,,,,,4.0,,,,,,,,2,3.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
98,98,0.9591895594491311,2025-01-03 00:04:52.671480,2025-01-03 00:04:57.244814,0 days 00:00:04.573334,3,180,185.0,,,,,,,,,,,135.0,,,,,,,,5,5.0,,,,,,,,,,,2.0,,,,,,,,2,2.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
99,99,0.6666666666666666,2025-01-03 00:04:57.245430,2025-01-03 00:04:58.601135,0 days 00:00:01.355705,3,185,180.0,,,,,,,,,,,135.0,,,,,,,,4,5.0,,,,,,,,,,,2.0,,,,,,,,2,2.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
