,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders_layer_0,params_orders_layer_1,params_orders_layer_2,params_orders_layer_3,params_orders_layer_4,params_orders_layer_5,params_orders_layer_6,params_orders_layer_7,params_orders_layer_8,params_orders_layer_9,state
64,64,0.8636887642555975,2025-01-05 15:41:12.527293,2025-01-05 15:42:02.388808,0 days 00:00:49.861515,9,5,70.0,75.0,25.0,70.0,95.0,90.0,80.0,60.0,,5,5.0,2.0,6.0,6.0,5.0,2.0,2.0,4.0,,COMPLETE
65,65,0.8520945427666169,2025-01-05 15:42:02.389554,2025-01-05 15:42:48.344316,0 days 00:00:45.954762,8,20,20.0,70.0,10.0,5.0,55.0,95.0,50.0,,,2,6.0,2.0,2.0,5.0,6.0,5.0,6.0,,,COMPLETE
66,66,0.8619910325747958,2025-01-05 15:42:48.345042,2025-01-05 15:43:50.009678,0 days 00:01:01.664636,9,15,30.0,65.0,5.0,45.0,35.0,85.0,60.0,75.0,,4,4.0,3.0,4.0,6.0,5.0,6.0,4.0,2.0,,COMPLETE
67,67,0.8141229327499351,2025-01-05 15:43:50.010437,2025-01-05 15:44:36.253803,0 days 00:00:46.243366,6,5,10.0,50.0,60.0,80.0,90.0,,,,,5,5.0,2.0,5.0,5.0,3.0,,,,,COMPLETE
68,68,0.8470808470808471,2025-01-05 15:44:36.254512,2025-01-05 15:45:39.892990,0 days 00:01:03.638478,8,35,5.0,80.0,15.0,55.0,35.0,95.0,70.0,,,5,3.0,3.0,3.0,6.0,6.0,2.0,5.0,,,COMPLETE
69,69,0.8487062018150492,2025-01-05 15:45:39.893739,2025-01-05 15:46:26.124507,0 days 00:00:46.230768,9,40,15.0,90.0,30.0,60.0,100.0,75.0,85.0,90.0,,6,4.0,2.0,6.0,3.0,2.0,3.0,3.0,3.0,,COMPLETE
70,70,0.8596999117156552,2025-01-05 15:46:26.125748,2025-01-05 15:46:50.613868,0 days 00:00:24.488120,4,25,10.0,30.0,20.0,,,,,,,4,2.0,2.0,4.0,,,,,,,COMPLETE
71,71,0.8545259892227817,2025-01-05 15:46:50.614637,2025-01-05 15:47:55.950633,0 days 00:01:05.335996,10,10,20.0,80.0,35.0,65.0,65.0,90.0,65.0,75.0,75.0,4,6.0,4.0,3.0,4.0,6.0,2.0,2.0,3.0,5.0,COMPLETE
72,72,0.8592299490992747,2025-01-05 15:47:55.951445,2025-01-05 15:49:25.806097,0 days 00:01:29.854652,10,100,25.0,85.0,20.0,60.0,50.0,100.0,75.0,70.0,40.0,4,6.0,5.0,3.0,5.0,6.0,2.0,3.0,3.0,5.0,COMPLETE
73,73,0.8406563029998411,2025-01-05 15:49:25.807417,2025-01-05 15:50:25.194415,0 days 00:00:59.386998,10,10,35.0,95.0,10.0,70.0,55.0,90.0,45.0,65.0,70.0,4,6.0,4.0,3.0,4.0,6.0,2.0,3.0,5.0,3.0,COMPLETE
