,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders_layer_0,params_orders_layer_1,params_orders_layer_2,params_orders_layer_3,params_orders_layer_4,params_orders_layer_5,params_orders_layer_6,params_orders_layer_7,params_orders_layer_8,params_orders_layer_9,state
84,84,0.8013988288874431,2025-01-04 07:14:08.917344,2025-01-04 07:14:22.483422,0 days 00:00:13.566078,4,80,75.0,45.0,25.0,,,,,,,4,3.0,3.0,2.0,,,,,,,COMPLETE
85,85,0.8687141687141686,2025-01-04 07:14:22.483832,2025-01-04 07:14:29.604079,0 days 00:00:07.120247,2,75,80.0,,,,,,,,,2,3.0,,,,,,,,,COMPLETE
86,86,0.810428849902534,2025-01-04 07:14:29.604450,2025-01-04 07:14:37.330893,0 days 00:00:07.726443,2,35,70.0,,,,,,,,,2,4.0,,,,,,,,,COMPLETE
87,87,0.8442687747035573,2025-01-04 07:14:37.331254,2025-01-04 07:14:41.077848,0 days 00:00:03.746594,1,75,,,,,,,,,,2,,,,,,,,,,COMPLETE
88,88,0.7910052910052909,2025-01-04 07:14:41.078185,2025-01-04 07:14:45.082457,0 days 00:00:04.004272,1,85,,,,,,,,,,2,,,,,,,,,,COMPLETE
89,89,0.8090909090909091,2025-01-04 07:14:45.082775,2025-01-04 07:14:49.105824,0 days 00:00:04.023049,1,75,,,,,,,,,,2,,,,,,,,,,COMPLETE
90,90,0.8303436179542374,2025-01-04 07:14:49.106243,2025-01-04 07:14:53.406738,0 days 00:00:04.300495,1,80,,,,,,,,,,2,,,,,,,,,,COMPLETE
91,91,0.8482021844853703,2025-01-04 07:14:53.407097,2025-01-04 07:15:00.002373,0 days 00:00:06.595276,2,75,80.0,,,,,,,,,2,3.0,,,,,,,,,COMPLETE
92,92,0.7944954128440367,2025-01-04 07:15:00.002721,2025-01-04 07:15:06.106446,0 days 00:00:06.103725,2,80,80.0,,,,,,,,,2,2.0,,,,,,,,,COMPLETE
93,93,0.8379475521636762,2025-01-04 07:15:06.106850,2025-01-04 07:15:12.744954,0 days 00:00:06.638104,2,75,75.0,,,,,,,,,2,3.0,,,,,,,,,COMPLETE
94,94,0.7781782437745741,2025-01-04 07:15:12.745305,2025-01-04 07:15:16.756933,0 days 00:00:04.011628,1,90,,,,,,,,,,2,,,,,,,,,,COMPLETE
95,95,0.8124850514231046,2025-01-04 07:15:16.757260,2025-01-04 07:15:24.442971,0 days 00:00:07.685711,3,95,80.0,50.0,,,,,,,,2,2.0,2.0,,,,,,,,COMPLETE
96,96,0.8505897771952817,2025-01-04 07:15:24.443373,2025-01-04 07:15:31.565297,0 days 00:00:07.121924,2,80,70.0,,,,,,,,,2,3.0,,,,,,,,,COMPLETE
97,97,0.8088653603034135,2025-01-04 07:15:31.565651,2025-01-04 07:15:38.681933,0 days 00:00:07.116282,2,75,65.0,,,,,,,,,2,3.0,,,,,,,,,COMPLETE
98,98,0.8017857142857143,2025-01-04 07:15:38.682284,2025-01-04 07:15:49.537489,0 days 00:00:10.855205,3,85,75.0,15.0,,,,,,,,2,3.0,3.0,,,,,,,,COMPLETE
99,99,0.7612590799031478,2025-01-04 07:15:49.537868,2025-01-04 07:15:56.575782,0 days 00:00:07.037914,2,70,70.0,,,,,,,,,2,3.0,,,,,,,,,COMPLETE
