,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders_layer_0,params_orders_layer_1,params_orders_layer_10,params_orders_layer_11,params_orders_layer_12,params_orders_layer_13,params_orders_layer_14,params_orders_layer_15,params_orders_layer_16,params_orders_layer_17,params_orders_layer_18,params_orders_layer_19,params_orders_layer_2,params_orders_layer_3,params_orders_layer_4,params_orders_layer_5,params_orders_layer_6,params_orders_layer_7,params_orders_layer_8,params_orders_layer_9,state
81,81,0.9549998749996528,2025-01-01 21:45:05.790986,2025-01-01 21:45:10.193548,0 days 00:00:04.402562,2,120,115.0,,,,,,,,,,,,,,,,,,,5,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
82,82,0.9438805571599818,2025-01-01 21:45:10.193925,2025-01-01 21:45:16.187761,0 days 00:00:05.993836,1,130,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
83,83,0.9599425839987736,2025-01-01 21:45:16.188121,2025-01-01 21:45:20.922291,0 days 00:00:04.734170,2,140,125.0,,,,,,,,,,,,,,,,,,,5,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
84,84,0.9533328148090534,2025-01-01 21:45:20.922677,2025-01-01 21:45:27.103827,0 days 00:00:06.181150,3,155,90.0,,,,,,,,,,,80.0,,,,,,,,5,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
85,85,0.9455915008490443,2025-01-01 21:45:27.104214,2025-01-01 21:45:33.033431,0 days 00:00:05.929217,1,35,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
86,86,0.9623529411764706,2025-01-01 21:45:33.033899,2025-01-01 21:45:37.805280,0 days 00:00:04.771381,2,140,100.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
87,87,0.9616614483638051,2025-01-01 21:45:37.805665,2025-01-01 21:45:42.981087,0 days 00:00:05.175422,2,140,125.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
88,88,0.0,2025-01-01 21:45:42.981466,2025-01-01 21:45:47.070745,0 days 00:00:04.089279,4,140,100.0,,,,,,,,,,,200.0,75.0,,,,,,,6,4.0,,,,,,,,,,,5.0,2.0,,,,,,,COMPLETE
89,89,0.9532554257095158,2025-01-01 21:45:47.071171,2025-01-01 21:45:52.836140,0 days 00:00:05.764969,2,150,125.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
90,90,0.9557202680067002,2025-01-01 21:45:52.836575,2025-01-01 21:45:57.808455,0 days 00:00:04.971880,2,165,115.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
91,91,0.0,2025-01-01 21:45:57.808838,2025-01-01 21:46:05.893216,0 days 00:00:08.084378,11,135,135.0,120.0,,,,,,,,,,100.0,130.0,150.0,140.0,55.0,115.0,110.0,55.0,6,4.0,4.0,,,,,,,,,,6.0,3.0,3.0,2.0,3.0,4.0,6.0,3.0,COMPLETE
92,92,0.9458556360993073,2025-01-01 21:46:05.893828,2025-01-01 21:46:12.394655,0 days 00:00:06.500827,1,150,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
93,93,0.9391113930672188,2025-01-01 21:46:12.395012,2025-01-01 21:46:22.485448,0 days 00:00:10.090436,3,140,105.0,,,,,,,,,,,150.0,,,,,,,,6,4.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
94,94,0.9574672921640317,2025-01-01 21:46:22.485864,2025-01-01 21:46:26.336063,0 days 00:00:03.850199,2,130,95.0,,,,,,,,,,,,,,,,,,,6,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
95,95,0.9599751077229957,2025-01-01 21:46:26.336432,2025-01-01 21:46:29.893926,0 days 00:00:03.557494,2,130,95.0,,,,,,,,,,,,,,,,,,,6,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
96,96,0.9541220074126013,2025-01-01 21:46:29.894290,2025-01-01 21:46:37.290279,0 days 00:00:07.395989,3,115,110.0,,,,,,,,,,,185.0,,,,,,,,6,3.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
97,97,0.0,2025-01-01 21:46:37.290690,2025-01-01 21:46:41.913177,0 days 00:00:04.622487,4,135,100.0,,,,,,,,,,,165.0,185.0,,,,,,,6,4.0,,,,,,,,,,,4.0,4.0,,,,,,,COMPLETE
98,98,0.9442148874924431,2025-01-01 21:46:41.913706,2025-01-01 21:46:44.570407,0 days 00:00:02.656701,2,145,125.0,,,,,,,,,,,,,,,,,,,6,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
99,99,0.9382121435101567,2025-01-01 21:46:44.570786,2025-01-01 21:47:12.066285,0 days 00:00:27.495499,5,160,85.0,,,,,,,,,,,125.0,15.0,185.0,,,,,,6,3.0,,,,,,,,,,,5.0,6.0,5.0,,,,,,COMPLETE
100,100,0.9466613327999467,2025-01-01 21:47:12.066810,2025-01-01 21:47:21.332504,0 days 00:00:09.265694,3,125,95.0,,,,,,,,,,,110.0,,,,,,,,6,4.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
101,101,0.9583304396138621,2025-01-01 21:47:21.332910,2025-01-01 21:47:25.010986,0 days 00:00:03.678076,2,130,95.0,,,,,,,,,,,,,,,,,,,6,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
102,102,0.9507929883138564,2025-01-01 21:47:25.011371,2025-01-01 21:47:28.692822,0 days 00:00:03.681451,2,135,105.0,,,,,,,,,,,,,,,,,,,6,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
103,103,0.9431738771361413,2025-01-01 21:47:28.693199,2025-01-01 21:47:35.170827,0 days 00:00:06.477628,1,130,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
104,104,0.9624315223400512,2025-01-01 21:47:35.171191,2025-01-01 21:47:38.673428,0 days 00:00:03.502237,2,110,90.0,,,,,,,,,,,,,,,,,,,6,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
105,105,0.949913037661382,2025-01-01 21:47:38.673808,2025-01-01 21:47:44.374602,0 days 00:00:05.700794,3,105,85.0,,,,,,,,,,,140.0,,,,,,,,6,3.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
106,106,0.9410573151454833,2025-01-01 21:47:44.375005,2025-01-01 21:47:50.767472,0 days 00:00:06.392467,1,110,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
107,107,0.9566661851798354,2025-01-01 21:47:50.767912,2025-01-01 21:47:54.088064,0 days 00:00:03.320152,2,120,95.0,,,,,,,,,,,,,,,,,,,6,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
108,108,0.0,2025-01-01 21:47:54.088443,2025-01-01 21:47:57.315338,0 days 00:00:03.226895,4,145,155.0,,,,,,,,,,,95.0,5.0,,,,,,,4,3.0,,,,,,,,,,,4.0,2.0,,,,,,,COMPLETE
109,109,0.9457840356096774,2025-01-01 21:47:57.315746,2025-01-01 21:48:03.769620,0 days 00:00:06.453874,1,140,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
110,110,0.9591344414827017,2025-01-01 21:48:03.770045,2025-01-01 21:48:07.387692,0 days 00:00:03.617647,2,120,90.0,,,,,,,,,,,,,,,,,,,6,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
111,111,0.9565943238731218,2025-01-01 21:48:07.388077,2025-01-01 21:48:10.865446,0 days 00:00:03.477369,2,120,90.0,,,,,,,,,,,,,,,,,,,6,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
112,112,0.9541311207198785,2025-01-01 21:48:10.865822,2025-01-01 21:48:20.146621,0 days 00:00:09.280799,3,100,200.0,,,,,,,,,,,70.0,,,,,,,,6,3.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
113,113,0.9574672921640317,2025-01-01 21:48:20.147044,2025-01-01 21:48:23.620887,0 days 00:00:03.473843,2,110,80.0,,,,,,,,,,,,,,,,,,,6,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
114,114,0.9476285518746224,2025-01-01 21:48:23.621260,2025-01-01 21:48:29.542045,0 days 00:00:05.920785,1,125,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
115,115,0.9465640982761263,2025-01-01 21:48:29.542419,2025-01-01 21:48:38.281916,0 days 00:00:08.739497,3,115,90.0,,,,,,,,,,,120.0,,,,,,,,6,3.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
116,116,0.9525402107598447,2025-01-01 21:48:38.282324,2025-01-01 21:48:42.451944,0 days 00:00:04.169620,2,150,100.0,,,,,,,,,,,,,,,,,,,4,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
117,117,0.0,2025-01-01 21:48:42.452329,2025-01-01 21:48:44.195214,0 days 00:00:01.742885,3,140,110.0,,,,,,,,,,,40.0,,,,,,,,6,2.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
118,118,0.9502854830989447,2025-01-01 21:48:44.195624,2025-01-01 21:48:50.628550,0 days 00:00:06.432926,1,125,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
119,119,0.9640998436452982,2025-01-01 21:48:50.628992,2025-01-01 21:48:55.058576,0 days 00:00:04.429584,2,130,115.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
120,120,0.9489560399545106,2025-01-01 21:48:55.058960,2025-01-01 21:48:59.347830,0 days 00:00:04.288870,2,130,115.0,,,,,,,,,,,,,,,,,,,6,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
121,121,0.9531767337807606,2025-01-01 21:48:59.348204,2025-01-01 21:49:03.926992,0 days 00:00:04.578788,2,135,120.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
122,122,0.0,2025-01-01 21:49:03.927428,2025-01-01 21:49:10.423674,0 days 00:00:06.496246,8,130,175.0,,,,,,,,,,,170.0,110.0,25.0,65.0,100.0,200.0,,,6,4.0,,,,,,,,,,,5.0,5.0,2.0,5.0,5.0,6.0,,,COMPLETE
123,123,0.9517375800128464,2025-01-01 21:49:10.424202,2025-01-01 21:49:17.817900,0 days 00:00:07.393698,3,145,100.0,,,,,,,,,,,5.0,,,,,,,,6,4.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
124,124,0.9520544055427776,2025-01-01 21:49:17.818298,2025-01-01 21:49:24.138847,0 days 00:00:06.320549,1,115,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
125,125,0.9599995555506172,2025-01-01 21:49:24.139194,2025-01-01 21:49:28.837698,0 days 00:00:04.698504,2,120,140.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
126,126,0.9514992883169324,2025-01-01 21:49:28.838084,2025-01-01 21:49:32.961193,0 days 00:00:04.123109,2,120,145.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
127,127,0.0,2025-01-01 21:49:32.961574,2025-01-01 21:49:38.593080,0 days 00:00:05.631506,3,135,135.0,,,,,,,,,,,180.0,,,,,,,,6,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
128,128,0.9458556360993073,2025-01-01 21:49:38.593493,2025-01-01 21:49:44.945919,0 days 00:00:06.352426,1,120,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
129,129,0.9430428048753114,2025-01-01 21:49:44.946293,2025-01-01 21:49:51.597172,0 days 00:00:06.650879,3,135,110.0,,,,,,,,,,,195.0,,,,,,,,6,3.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
130,130,0.9557205152400042,2025-01-01 21:49:51.597593,2025-01-01 21:49:56.504183,0 days 00:00:04.906590,2,125,125.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
131,131,0.964126109580655,2025-01-01 21:49:56.504675,2025-01-01 21:50:01.628199,0 days 00:00:05.123524,2,130,90.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
132,132,0.9591344414827017,2025-01-01 21:50:01.628564,2025-01-01 21:50:06.553849,0 days 00:00:04.925285,2,140,85.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
133,133,0.8556276376826759,2025-01-01 21:50:06.554271,2025-01-01 21:50:12.574957,0 days 00:00:06.020686,1,140,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
134,134,0.9649991249781245,2025-01-01 21:50:12.575318,2025-01-01 21:50:17.059015,0 days 00:00:04.483697,2,150,85.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
135,135,0.9414577670391624,2025-01-01 21:50:17.059367,2025-01-01 21:50:30.856638,0 days 00:00:13.797271,3,150,80.0,,,,,,,,,,,150.0,,,,,,,,6,4.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
136,136,0.9419637638807714,2025-01-01 21:50:30.857067,2025-01-01 21:50:37.334217,0 days 00:00:06.477150,1,145,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
137,137,0.9649952354626046,2025-01-01 21:50:37.334570,2025-01-01 21:50:42.353658,0 days 00:00:05.019088,2,140,85.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
138,138,0.0,2025-01-01 21:50:42.354028,2025-01-01 21:50:45.546351,0 days 00:00:03.192323,4,160,90.0,,,,,,,,,,,110.0,60.0,,,,,,,6,4.0,,,,,,,,,,,2.0,3.0,,,,,,,COMPLETE
139,139,0.9531879194630872,2025-01-01 21:50:45.546795,2025-01-01 21:50:49.588229,0 days 00:00:04.041434,2,105,70.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
140,140,0.9401477832512315,2025-01-01 21:50:49.588629,2025-01-01 21:50:56.028488,0 days 00:00:06.439859,1,155,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
141,141,0.9539915966386554,2025-01-01 21:50:56.028939,2025-01-01 21:51:00.637180,0 days 00:00:04.608241,2,140,85.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
142,142,0.9591366490048533,2025-01-01 21:51:00.637560,2025-01-01 21:51:05.236094,0 days 00:00:04.598534,2,135,75.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
143,143,0.9465714596275889,2025-01-01 21:51:05.236490,2025-01-01 21:51:14.430858,0 days 00:00:09.194368,3,130,75.0,,,,,,,,,,,130.0,,,,,,,,6,4.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
144,144,0.9581910570810925,2025-01-01 21:51:14.431325,2025-01-01 21:51:19.049028,0 days 00:00:04.617703,2,145,95.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
145,145,0.9440708015624775,2025-01-01 21:51:19.049394,2025-01-01 21:51:25.543021,0 days 00:00:06.493627,1,135,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
146,146,0.9515838176066447,2025-01-01 21:51:25.543382,2025-01-01 21:51:30.005566,0 days 00:00:04.462184,2,115,65.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
147,147,0.9532554257095158,2025-01-01 21:51:30.005962,2025-01-01 21:51:39.083812,0 days 00:00:09.077850,3,130,90.0,,,,,,,,,,,80.0,,,,,,,,6,4.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
148,148,0.959933110367893,2025-01-01 21:51:39.084231,2025-01-01 21:51:43.740623,0 days 00:00:04.656392,2,125,80.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
149,149,0.9520544055427776,2025-01-01 21:51:43.741022,2025-01-01 21:51:50.171800,0 days 00:00:06.430778,1,125,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
150,150,0.9425501583656444,2025-01-01 21:51:50.172174,2025-01-01 21:51:57.577822,0 days 00:00:07.405648,3,140,75.0,,,,,,,,,,,25.0,,,,,,,,6,4.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
151,151,0.9523816170763982,2025-01-01 21:51:57.578238,2025-01-01 21:52:02.380856,0 days 00:00:04.802618,2,120,80.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
152,152,0.9583332175922711,2025-01-01 21:52:02.381327,2025-01-01 21:52:06.929026,0 days 00:00:04.547699,2,135,85.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
153,153,0.9499152712435059,2025-01-01 21:52:06.929418,2025-01-01 21:52:11.617080,0 days 00:00:04.687662,2,125,135.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
154,154,0.0,2025-01-01 21:52:11.617451,2025-01-01 21:52:26.736061,0 days 00:00:15.118610,16,130,90.0,175.0,155.0,5.0,160.0,10.0,15.0,,,,,50.0,35.0,120.0,195.0,175.0,35.0,80.0,170.0,6,4.0,3.0,4.0,3.0,5.0,5.0,2.0,,,,,5.0,5.0,6.0,3.0,4.0,5.0,2.0,5.0,COMPLETE
155,155,0.9467435763580144,2025-01-01 21:52:26.736741,2025-01-01 21:52:33.204889,0 days 00:00:06.468148,1,150,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
156,156,0.9490279065092855,2025-01-01 21:52:33.205287,2025-01-01 21:52:37.797594,0 days 00:00:04.592307,2,115,120.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
157,157,0.9483320416343741,2025-01-01 21:52:37.797992,2025-01-01 21:52:42.871884,0 days 00:00:05.073892,3,110,65.0,,,,,,,,,,,140.0,,,,,,,,6,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
158,158,0.0,2025-01-01 21:52:42.872301,2025-01-01 21:52:46.498420,0 days 00:00:03.626119,4,135,80.0,,,,,,,,,,,105.0,125.0,,,,,,,6,4.0,,,,,,,,,,,3.0,4.0,,,,,,,COMPLETE
159,159,0.0,2025-01-01 21:52:46.498867,2025-01-01 21:52:54.704106,0 days 00:00:08.205239,13,120,105.0,5.0,25.0,130.0,,,,,,,,160.0,85.0,55.0,100.0,135.0,140.0,35.0,30.0,6,4.0,5.0,3.0,4.0,,,,,,,,5.0,2.0,4.0,6.0,6.0,3.0,4.0,2.0,COMPLETE
160,160,0.9573955477635524,2025-01-01 21:52:54.704777,2025-01-01 21:52:59.199491,0 days 00:00:04.494714,2,140,70.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
161,161,0.9573114026733593,2025-01-01 21:52:59.199898,2025-01-01 21:53:04.414227,0 days 00:00:05.214329,2,140,85.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
162,162,0.9457727391626178,2025-01-01 21:53:04.414627,2025-01-01 21:53:12.755035,0 days 00:00:08.340408,3,145,95.0,,,,,,,,,,,85.0,,,,,,,,6,4.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
163,163,0.9549248747913188,2025-01-01 21:53:12.755568,2025-01-01 21:53:17.443047,0 days 00:00:04.687479,2,135,80.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
164,164,0.9494063926940639,2025-01-01 21:53:17.443452,2025-01-01 21:53:23.770543,0 days 00:00:06.327091,1,125,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
165,165,0.9607449552758824,2025-01-01 21:53:23.770976,2025-01-01 21:53:28.326606,0 days 00:00:04.555630,2,130,85.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
166,166,0.9392201453214266,2025-01-01 21:53:28.327005,2025-01-01 21:53:38.785279,0 days 00:00:10.458274,3,130,115.0,,,,,,,,,,,70.0,,,,,,,,6,4.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
167,167,0.9458556360993073,2025-01-01 21:53:38.785725,2025-01-01 21:53:45.112424,0 days 00:00:06.326699,1,125,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
168,168,0.9565932350777052,2025-01-01 21:53:45.112819,2025-01-01 21:53:49.981470,0 days 00:00:04.868651,2,135,100.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
169,169,0.9448084910013844,2025-01-01 21:53:49.981881,2025-01-01 21:53:54.824199,0 days 00:00:04.842318,3,120,90.0,,,,,,,,,,,60.0,,,,,,,,6,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
170,170,0.0,2025-01-01 21:53:54.824629,2025-01-01 21:54:05.464860,0 days 00:00:10.640231,20,150,90.0,70.0,80.0,70.0,105.0,140.0,55.0,5.0,110.0,160.0,185.0,95.0,175.0,20.0,165.0,120.0,180.0,170.0,70.0,6,4.0,6.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,5.0,2.0,4.0,5.0,4.0,COMPLETE
171,171,0.9607449552758824,2025-01-01 21:54:05.465707,2025-01-01 21:54:09.968083,0 days 00:00:04.502376,2,140,85.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
172,172,0.9549998749996528,2025-01-01 21:54:09.968495,2025-01-01 21:54:14.639605,0 days 00:00:04.671110,2,140,95.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
173,173,0.9499031453377371,2025-01-01 21:54:14.640107,2025-01-01 21:54:19.328335,0 days 00:00:04.688228,2,130,85.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
174,174,0.9402688486265343,2025-01-01 21:54:19.328746,2025-01-01 21:54:25.824083,0 days 00:00:06.495337,1,145,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
175,175,0.9532554257095158,2025-01-01 21:54:25.824523,2025-01-01 21:54:30.256173,0 days 00:00:04.431650,2,130,75.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
176,176,0.9574652198107958,2025-01-01 21:54:30.256591,2025-01-01 21:54:34.944127,0 days 00:00:04.687536,2,135,80.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
177,177,0.9473601999375196,2025-01-01 21:54:34.944531,2025-01-01 21:54:41.281132,0 days 00:00:06.336601,1,125,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
178,178,0.9558587791552264,2025-01-01 21:54:41.281529,2025-01-01 21:54:46.937800,0 days 00:00:05.656271,3,145,125.0,,,,,,,,,,,190.0,,,,,,,,6,4.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
179,179,0.9533304259178498,2025-01-01 21:54:46.938223,2025-01-01 21:54:52.656298,0 days 00:00:05.718075,2,180,95.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
180,180,0.9401477832512315,2025-01-01 21:54:52.656713,2025-01-01 21:54:59.105702,0 days 00:00:06.448989,1,140,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
181,181,0.9507949492757253,2025-01-01 21:54:59.106078,2025-01-01 21:55:03.651001,0 days 00:00:04.544923,2,140,85.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
182,182,0.9525402107598447,2025-01-01 21:55:03.651406,2025-01-01 21:55:08.411760,0 days 00:00:04.760354,2,135,85.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
183,183,0.0,2025-01-01 21:55:08.412167,2025-01-01 21:55:13.612067,0 days 00:00:05.199900,10,130,90.0,,,,,,,,,,,35.0,45.0,200.0,25.0,150.0,95.0,130.0,125.0,6,4.0,,,,,,,,,,,4.0,4.0,2.0,2.0,5.0,2.0,3.0,6.0,COMPLETE
184,184,0.9549998749996528,2025-01-01 21:55:13.612659,2025-01-01 21:55:18.059839,0 days 00:00:04.447180,2,140,100.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
185,185,0.94566394907304,2025-01-01 21:55:18.060352,2025-01-01 21:55:28.705896,0 days 00:00:10.645544,3,150,85.0,,,,,,,,,,,125.0,,,,,,,,6,4.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
186,186,0.0,2025-01-01 21:55:28.706381,2025-01-01 21:55:46.110995,0 days 00:00:17.404614,18,125,105.0,115.0,135.0,175.0,95.0,55.0,90.0,120.0,200.0,,,145.0,140.0,150.0,5.0,175.0,20.0,195.0,5.0,6,4.0,2.0,6.0,4.0,6.0,5.0,5.0,5.0,3.0,,,2.0,6.0,5.0,4.0,3.0,6.0,4.0,5.0,COMPLETE
187,187,0.9540452261306533,2025-01-01 21:55:46.111851,2025-01-01 21:55:50.528819,0 days 00:00:04.416968,2,135,75.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
188,188,0.9458556360993073,2025-01-01 21:55:50.529232,2025-01-01 21:55:57.000251,0 days 00:00:06.471019,1,155,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
189,189,0.9532421923993477,2025-01-01 21:55:57.000645,2025-01-01 21:56:01.807688,0 days 00:00:04.807043,2,130,140.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
190,190,0.9565994141534071,2025-01-01 21:56:01.808093,2025-01-01 21:56:08.317818,0 days 00:00:06.509725,3,145,80.0,,,,,,,,,,,135.0,,,,,,,,6,4.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
191,191,0.9558707709373266,2025-01-01 21:56:08.318242,2025-01-01 21:56:12.034057,0 days 00:00:03.715815,2,140,100.0,,,,,,,,,,,,,,,,,,,5,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
192,192,0.9616009587914768,2025-01-01 21:56:12.034489,2025-01-01 21:56:15.818747,0 days 00:00:03.784258,2,115,95.0,,,,,,,,,,,,,,,,,,,5,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
193,193,0.9658096112641568,2025-01-01 21:56:15.819158,2025-01-01 21:56:20.350552,0 days 00:00:04.531394,2,115,95.0,,,,,,,,,,,,,,,,,,,5,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
