,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders_layer_0,params_orders_layer_1,params_orders_layer_10,params_orders_layer_11,params_orders_layer_12,params_orders_layer_13,params_orders_layer_14,params_orders_layer_15,params_orders_layer_16,params_orders_layer_17,params_orders_layer_18,params_orders_layer_19,params_orders_layer_2,params_orders_layer_3,params_orders_layer_4,params_orders_layer_5,params_orders_layer_6,params_orders_layer_7,params_orders_layer_8,params_orders_layer_9,state
97,97,0.8708333333333333,2025-01-01 07:14:53.425780,2025-01-01 07:14:57.742487,0 days 00:00:04.316707,2,85,175.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
98,98,0.8663517643789942,2025-01-01 07:14:57.742853,2025-01-01 07:15:02.086143,0 days 00:00:04.343290,2,80,175.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
99,99,0.8385416666666667,2025-01-01 07:15:02.086509,2025-01-01 07:15:07.841724,0 days 00:00:05.755215,3,100,200.0,,,,,,,,,,,190.0,,,,,,,,2,4.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
100,100,0.8387096774193549,2025-01-01 07:15:07.842115,2025-01-01 07:15:12.230672,0 days 00:00:04.388557,2,90,180.0,,,,,,,,,,,,,,,,,,,3,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
101,101,0.8079514824797844,2025-01-01 07:15:12.231033,2025-01-01 07:15:14.786797,0 days 00:00:02.555764,1,30,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
102,102,0.8696969696969696,2025-01-01 07:15:14.787123,2025-01-01 07:15:17.717309,0 days 00:00:02.930186,1,85,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
103,103,0.0,2025-01-01 07:15:17.717648,2025-01-01 07:15:21.586334,0 days 00:00:03.868686,7,65,165.0,,,,,,,,,,,65.0,180.0,195.0,200.0,25.0,,,,2,5.0,,,,,,,,,,,5.0,4.0,2.0,2.0,3.0,,,,COMPLETE
104,104,0.8385416666666667,2025-01-01 07:15:21.586838,2025-01-01 07:15:25.016563,0 days 00:00:03.429725,2,110,170.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
105,105,0.8696969696969696,2025-01-01 07:15:25.016915,2025-01-01 07:15:28.080519,0 days 00:00:03.063604,1,165,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
106,106,0.8708333333333333,2025-01-01 07:15:28.080850,2025-01-01 07:15:33.699248,0 days 00:00:05.618398,3,200,80.0,,,,,,,,,,,100.0,,,,,,,,2,4.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
107,107,0.8291777188328913,2025-01-01 07:15:33.699776,2025-01-01 07:15:40.051440,0 days 00:00:06.351664,3,200,185.0,,,,,,,,,,,100.0,,,,,,,,2,4.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
108,108,0.0,2025-01-01 07:15:40.051840,2025-01-01 07:15:47.681200,0 days 00:00:07.629360,11,195,75.0,160.0,,,,,,,,,,140.0,40.0,170.0,180.0,95.0,30.0,120.0,105.0,2,4.0,6.0,,,,,,,,,,4.0,6.0,4.0,3.0,5.0,6.0,5.0,3.0,COMPLETE
109,109,0.0,2025-01-01 07:15:47.681804,2025-01-01 07:15:49.854828,0 days 00:00:02.173024,4,120,80.0,,,,,,,,,,,115.0,145.0,,,,,,,2,4.0,,,,,,,,,,,3.0,2.0,,,,,,,COMPLETE
110,110,0.0,2025-01-01 07:15:49.855255,2025-01-01 07:15:53.318932,0 days 00:00:03.463677,5,105,90.0,,,,,,,,,,,80.0,125.0,130.0,,,,,,2,4.0,,,,,,,,,,,5.0,3.0,6.0,,,,,,COMPLETE
111,111,0.861904761904762,2025-01-01 07:15:53.319387,2025-01-01 07:15:57.713130,0 days 00:00:04.393743,2,180,160.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
112,112,0.829190904283448,2025-01-01 07:15:57.713503,2025-01-01 07:16:03.707328,0 days 00:00:05.993825,3,195,60.0,,,,,,,,,,,95.0,,,,,,,,2,3.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
113,113,0.7854647099930119,2025-01-01 07:16:03.707726,2025-01-01 07:16:06.406711,0 days 00:00:02.698985,1,95,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
114,114,0.8387096774193549,2025-01-01 07:16:06.407043,2025-01-01 07:16:10.071837,0 days 00:00:03.664794,2,185,175.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
115,115,0.8696969696969696,2025-01-01 07:16:10.072187,2025-01-01 07:16:13.088173,0 days 00:00:03.015986,1,190,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
116,116,0.8387096774193549,2025-01-01 07:16:13.088519,2025-01-01 07:16:19.826462,0 days 00:00:06.737943,3,200,70.0,,,,,,,,,,,55.0,,,,,,,,2,5.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
117,117,0.8214192196910186,2025-01-01 07:16:19.826875,2025-01-01 07:16:23.935594,0 days 00:00:04.108719,2,165,190.0,,,,,,,,,,,,,,,,,,,4,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
118,118,0.8501567398119122,2025-01-01 07:16:23.935960,2025-01-01 07:16:27.247549,0 days 00:00:03.311589,1,170,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
119,119,0.8548009367681498,2025-01-01 07:16:27.247888,2025-01-01 07:16:32.767736,0 days 00:00:05.519848,3,150,150.0,,,,,,,,,,,35.0,,,,,,,,2,2.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
120,120,0.0,2025-01-01 07:16:32.768126,2025-01-01 07:16:44.388831,0 days 00:00:11.620705,18,180,45.0,10.0,70.0,85.0,130.0,150.0,10.0,195.0,105.0,,,130.0,110.0,55.0,105.0,120.0,75.0,125.0,155.0,2,4.0,4.0,2.0,3.0,3.0,3.0,6.0,3.0,4.0,,,5.0,5.0,3.0,5.0,6.0,5.0,6.0,5.0,COMPLETE
121,121,0.8696969696969696,2025-01-01 07:16:44.389756,2025-01-01 07:16:47.719318,0 days 00:00:03.329562,1,190,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
122,122,0.7960805084745763,2025-01-01 07:16:47.719679,2025-01-01 07:16:51.378763,0 days 00:00:03.659084,2,195,135.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
123,123,0.859212684527064,2025-01-01 07:16:51.379122,2025-01-01 07:16:54.243786,0 days 00:00:02.864664,1,185,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
124,124,0.8617133791644632,2025-01-01 07:16:54.244141,2025-01-01 07:16:58.671469,0 days 00:00:04.427328,2,175,110.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
125,125,0.8696969696969696,2025-01-01 07:16:58.671848,2025-01-01 07:17:01.116318,0 days 00:00:02.444470,1,190,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
126,126,0.8870673952641166,2025-01-01 07:17:01.116658,2025-01-01 07:17:08.068374,0 days 00:00:06.951716,3,135,180.0,,,,,,,,,,,170.0,,,,,,,,2,5.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
127,127,0.8221642764015646,2025-01-01 07:17:08.068799,2025-01-01 07:17:14.189610,0 days 00:00:06.120811,3,135,180.0,,,,,,,,,,,170.0,,,,,,,,2,5.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
128,128,0.0,2025-01-01 07:17:14.190019,2025-01-01 07:17:16.638720,0 days 00:00:02.448701,4,115,185.0,,,,,,,,,,,195.0,80.0,,,,,,,2,5.0,,,,,,,,,,,2.0,4.0,,,,,,,COMPLETE
129,129,0.0,2025-01-01 07:17:16.639148,2025-01-01 07:17:23.534792,0 days 00:00:06.895644,13,125,170.0,110.0,180.0,5.0,,,,,,,,175.0,190.0,185.0,100.0,160.0,200.0,200.0,65.0,2,4.0,3.0,4.0,3.0,,,,,,,,3.0,5.0,2.0,3.0,2.0,3.0,2.0,6.0,COMPLETE
130,130,0.8064516129032258,2025-01-01 07:17:23.535442,2025-01-01 07:17:29.162510,0 days 00:00:05.627068,3,140,195.0,,,,,,,,,,,145.0,,,,,,,,2,6.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
131,131,0.8548009367681498,2025-01-01 07:17:29.162932,2025-01-01 07:17:33.538147,0 days 00:00:04.375215,2,135,100.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
132,132,0.8696969696969696,2025-01-01 07:17:33.538548,2025-01-01 07:17:36.676442,0 days 00:00:03.137894,1,120,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
133,133,0.80625,2025-01-01 07:17:36.676816,2025-01-01 07:17:40.134174,0 days 00:00:03.457358,2,180,160.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
134,134,0.8600924499229583,2025-01-01 07:17:40.134564,2025-01-01 07:17:42.955523,0 days 00:00:02.820959,1,160,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
135,135,0.8214192196910186,2025-01-01 07:17:42.956016,2025-01-01 07:17:48.231909,0 days 00:00:05.275893,2,130,150.0,,,,,,,,,,,,,,,,,,,2,6.0,,,,,,,,,,,,,,,,,,,COMPLETE
136,136,0.8781779661016949,2025-01-01 07:17:48.232315,2025-01-01 07:17:52.682872,0 days 00:00:04.450557,3,175,85.0,,,,,,,,,,,160.0,,,,,,,,2,3.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
137,137,0.0,2025-01-01 07:17:52.683279,2025-01-01 07:17:54.791433,0 days 00:00:02.108154,4,175,80.0,,,,,,,,,,,160.0,160.0,,,,,,,2,3.0,,,,,,,,,,,2.0,3.0,,,,,,,COMPLETE
138,138,0.8708333333333333,2025-01-01 07:17:54.791876,2025-01-01 07:17:59.987680,0 days 00:00:05.195804,3,160,85.0,,,,,,,,,,,185.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
139,139,0.8868318122555411,2025-01-01 07:17:59.988091,2025-01-01 07:18:05.564275,0 days 00:00:05.576184,3,150,85.0,,,,,,,,,,,185.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
140,140,0.0,2025-01-01 07:18:05.564700,2025-01-01 07:18:08.198791,0 days 00:00:02.634091,4,150,85.0,,,,,,,,,,,180.0,95.0,,,,,,,2,4.0,,,,,,,,,,,2.0,6.0,,,,,,,COMPLETE
141,141,0.8380355276907001,2025-01-01 07:18:08.199224,2025-01-01 07:18:13.321122,0 days 00:00:05.121898,3,155,180.0,,,,,,,,,,,190.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
142,142,0.8130618720253834,2025-01-01 07:18:13.321542,2025-01-01 07:18:17.711075,0 days 00:00:04.389533,2,145,70.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
143,143,0.8387096774193549,2025-01-01 07:18:17.711453,2025-01-01 07:18:23.198724,0 days 00:00:05.487271,3,155,90.0,,,,,,,,,,,165.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
144,144,0.0,2025-01-01 07:18:23.199134,2025-01-01 07:18:25.172831,0 days 00:00:01.973697,4,165,100.0,,,,,,,,,,,175.0,60.0,,,,,,,2,4.0,,,,,,,,,,,2.0,2.0,,,,,,,COMPLETE
145,145,0.8371848739495797,2025-01-01 07:18:25.173241,2025-01-01 07:18:31.065455,0 days 00:00:05.892214,3,145,85.0,,,,,,,,,,,200.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
146,146,0.0,2025-01-01 07:18:31.065881,2025-01-01 07:18:34.314651,0 days 00:00:03.248770,5,160,90.0,,,,,,,,,,,185.0,15.0,200.0,,,,,,2,4.0,,,,,,,,,,,2.0,4.0,6.0,,,,,,COMPLETE
147,147,0.80625,2025-01-01 07:18:34.315115,2025-01-01 07:18:39.777855,0 days 00:00:05.462740,3,130,95.0,,,,,,,,,,,155.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
148,148,0.8870673952641166,2025-01-01 07:18:39.778265,2025-01-01 07:18:43.894043,0 days 00:00:04.115778,2,170,70.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
149,149,0.0,2025-01-01 07:18:43.894586,2025-01-01 07:18:46.601685,0 days 00:00:02.707099,4,150,65.0,,,,,,,,,,,165.0,195.0,,,,,,,2,4.0,,,,,,,,,,,2.0,6.0,,,,,,,COMPLETE
150,150,0.7635063559322034,2025-01-01 07:18:46.602122,2025-01-01 07:18:50.690796,0 days 00:00:04.088674,2,105,80.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
151,151,0.8293650793650793,2025-01-01 07:18:50.691196,2025-01-01 07:18:54.840443,0 days 00:00:04.149247,2,170,65.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
152,152,0.8870673952641166,2025-01-01 07:18:54.840853,2025-01-01 07:19:00.002620,0 days 00:00:05.161767,3,170,85.0,,,,,,,,,,,190.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
153,153,0.8371848739495797,2025-01-01 07:19:00.003069,2025-01-01 07:19:05.560912,0 days 00:00:05.557843,3,160,75.0,,,,,,,,,,,190.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
154,154,0.8385416666666667,2025-01-01 07:19:05.561339,2025-01-01 07:19:11.931653,0 days 00:00:06.370314,4,5,85.0,,,,,,,,,,,175.0,130.0,,,,,,,2,4.0,,,,,,,,,,,2.0,3.0,,,,,,,COMPLETE
155,155,0.9191655801825294,2025-01-01 07:19:11.932108,2025-01-01 07:19:16.750242,0 days 00:00:04.818134,3,165,70.0,,,,,,,,,,,185.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
156,156,0.0,2025-01-01 07:19:16.750671,2025-01-01 07:19:18.796562,0 days 00:00:02.045891,4,165,60.0,,,,,,,,,,,195.0,165.0,,,,,,,2,4.0,,,,,,,,,,,2.0,2.0,,,,,,,COMPLETE
157,157,0.7574967405475881,2025-01-01 07:19:18.796989,2025-01-01 07:19:24.476156,0 days 00:00:05.679167,3,165,75.0,,,,,,,,,,,180.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
158,158,0.8225344782721832,2025-01-01 07:19:24.476585,2025-01-01 07:19:29.614137,0 days 00:00:05.137552,3,170,70.0,,,,,,,,,,,185.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
159,159,0.8455843469063987,2025-01-01 07:19:29.614568,2025-01-01 07:19:33.754609,0 days 00:00:04.140041,2,155,80.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
160,160,0.8013495276653171,2025-01-01 07:19:33.755032,2025-01-01 07:19:39.501412,0 days 00:00:05.746380,3,175,90.0,,,,,,,,,,,195.0,,,,,,,,5,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
161,161,0.8293650793650793,2025-01-01 07:19:39.501843,2025-01-01 07:19:43.591424,0 days 00:00:04.089581,2,180,55.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
162,162,0.8225344782721832,2025-01-01 07:19:43.591834,2025-01-01 07:19:49.040914,0 days 00:00:05.449080,3,110,70.0,,,,,,,,,,,185.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
163,163,0.8385416666666667,2025-01-01 07:19:49.041339,2025-01-01 07:19:52.495249,0 days 00:00:03.453910,2,170,75.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
164,164,0.0,2025-01-01 07:19:52.495642,2025-01-01 07:19:55.219383,0 days 00:00:02.723741,4,185,85.0,,,,,,,,,,,160.0,45.0,,,,,,,2,4.0,,,,,,,,,,,2.0,5.0,,,,,,,COMPLETE
165,165,0.8548009367681498,2025-01-01 07:19:55.219825,2025-01-01 07:20:00.356728,0 days 00:00:05.136903,3,160,95.0,,,,,,,,,,,170.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
166,166,0.7968253968253969,2025-01-01 07:20:00.357274,2025-01-01 07:20:04.021463,0 days 00:00:03.664189,2,175,175.0,,,,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
167,167,0.8544980443285528,2025-01-01 07:20:04.021873,2025-01-01 07:20:09.414650,0 days 00:00:05.392777,3,200,185.0,,,,,,,,,,,150.0,,,,,,,,2,4.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
168,168,0.0,2025-01-01 07:20:09.415100,2025-01-01 07:20:18.668182,0 days 00:00:09.253082,15,70,170.0,145.0,135.0,170.0,45.0,145.0,,,,,,180.0,100.0,160.0,155.0,180.0,115.0,25.0,25.0,2,4.0,5.0,6.0,5.0,3.0,5.0,,,,,,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,COMPLETE
169,169,0.8544980443285528,2025-01-01 07:20:18.668933,2025-01-01 07:20:22.860986,0 days 00:00:04.192053,2,140,80.0,,,,,,,,,,,,,,,,,,,2,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
170,170,0.8385416666666667,2025-01-01 07:20:22.861391,2025-01-01 07:20:27.439479,0 days 00:00:04.578088,3,180,105.0,,,,,,,,,,,190.0,,,,,,,,2,2.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
171,171,0.8501567398119122,2025-01-01 07:20:27.439909,2025-01-01 07:20:30.198655,0 days 00:00:02.758746,1,175,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
172,172,0.8291777188328913,2025-01-01 07:20:30.199021,2025-01-01 07:20:34.130395,0 days 00:00:03.931374,2,165,190.0,,,,,,,,,,,,,,,,,,,2,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
173,173,0.8377192982456141,2025-01-01 07:20:34.130806,2025-01-01 07:20:37.421300,0 days 00:00:03.290494,1,170,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,COMPLETE
174,174,0.8544980443285528,2025-01-01 07:20:37.421673,2025-01-01 07:20:41.537188,0 days 00:00:04.115515,2,185,185.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
175,175,0.8013495276653171,2025-01-01 07:20:41.537601,2025-01-01 07:20:46.891654,0 days 00:00:05.354053,3,195,50.0,,,,,,,,,,,200.0,,,,,,,,2,4.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
176,176,0.8387096774193549,2025-01-01 07:20:46.892087,2025-01-01 07:20:50.693020,0 days 00:00:03.800933,2,100,175.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
177,177,0.8186031115524661,2025-01-01 07:20:50.693415,2025-01-01 07:20:53.628611,0 days 00:00:02.935196,1,180,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
178,178,0.7889499869075673,2025-01-01 07:20:53.628990,2025-01-01 07:20:57.930948,0 days 00:00:04.301958,3,120,180.0,,,,,,,,,,,175.0,,,,,,,,2,2.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
179,179,0.7960805084745763,2025-01-01 07:20:57.931511,2025-01-01 07:21:01.647605,0 days 00:00:03.716094,2,190,120.0,,,,,,,,,,,,,,,,,,,2,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
180,180,0.8056426332288402,2025-01-01 07:21:01.648016,2025-01-01 07:21:07.951154,0 days 00:00:06.303138,4,160,60.0,,,,,,,,,,,165.0,80.0,,,,,,,2,4.0,,,,,,,,,,,3.0,5.0,,,,,,,COMPLETE
181,181,0.8696969696969696,2025-01-01 07:21:07.951663,2025-01-01 07:21:11.030076,0 days 00:00:03.078413,1,175,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
182,182,0.8548009367681498,2025-01-01 07:21:11.030443,2025-01-01 07:21:13.784565,0 days 00:00:02.754122,1,170,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
183,183,0.8455843469063987,2025-01-01 07:21:13.784963,2025-01-01 07:21:17.251628,0 days 00:00:03.466665,2,165,65.0,,,,,,,,,,,,,,,,,,,2,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
184,184,0.8696969696969696,2025-01-01 07:21:17.252025,2025-01-01 07:21:20.186140,0 days 00:00:02.934115,1,155,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
185,185,0.8870673952641166,2025-01-01 07:21:20.186510,2025-01-01 07:21:24.350442,0 days 00:00:04.163932,2,180,90.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
186,186,0.8544980443285528,2025-01-01 07:21:24.350851,2025-01-01 07:21:29.895111,0 days 00:00:05.544260,3,185,100.0,,,,,,,,,,,195.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
187,187,0.8771883289124669,2025-01-01 07:21:29.895543,2025-01-01 07:21:34.326586,0 days 00:00:04.431043,2,180,90.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
188,188,0.7902680197762164,2025-01-01 07:21:34.327011,2025-01-01 07:21:38.466865,0 days 00:00:04.139854,2,180,90.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
189,189,0.8548009367681498,2025-01-01 07:21:38.467261,2025-01-01 07:21:43.943430,0 days 00:00:05.476169,3,175,85.0,,,,,,,,,,,135.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
190,190,0.0,2025-01-01 07:21:43.943876,2025-01-01 07:21:46.575979,0 days 00:00:02.632103,4,190,95.0,,,,,,,,,,,170.0,150.0,,,,,,,2,4.0,,,,,,,,,,,3.0,3.0,,,,,,,COMPLETE
191,191,0.80625,2025-01-01 07:21:46.576414,2025-01-01 07:21:51.031325,0 days 00:00:04.454911,2,175,75.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
192,192,0.8781068217874141,2025-01-01 07:21:51.031729,2025-01-01 07:21:55.192808,0 days 00:00:04.161079,2,185,80.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
193,193,0.7642857142857142,2025-01-01 07:21:55.193345,2025-01-01 07:21:59.325453,0 days 00:00:04.132108,2,185,80.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
194,194,0.8130296610169492,2025-01-01 07:21:59.325870,2025-01-01 07:22:05.038578,0 days 00:00:05.712708,3,180,85.0,,,,,,,,,,,125.0,,,,,,,,2,4.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
195,195,0.0,2025-01-01 07:22:05.039009,2025-01-01 07:22:10.010363,0 days 00:00:04.971354,9,195,90.0,,,,,,,,,,,180.0,5.0,125.0,130.0,85.0,150.0,80.0,,2,5.0,,,,,,,,,,,2.0,2.0,5.0,2.0,3.0,6.0,3.0,,COMPLETE
196,196,0.87042842215256,2025-01-01 07:22:10.010971,2025-01-01 07:22:14.056492,0 days 00:00:04.045521,2,55,80.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
197,197,0.8286546610169492,2025-01-01 07:22:14.056885,2025-01-01 07:22:18.354269,0 days 00:00:04.297384,2,40,80.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
198,198,0.8548009367681498,2025-01-01 07:22:18.354698,2025-01-01 07:22:23.871158,0 days 00:00:05.516460,3,55,75.0,,,,,,,,,,,150.0,,,,,,,,2,4.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
199,199,0.8214192196910186,2025-01-01 07:22:23.871596,2025-01-01 07:22:28.171895,0 days 00:00:04.300299,2,35,90.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
200,200,0.819672131147541,2025-01-01 07:22:28.172296,2025-01-01 07:22:33.307982,0 days 00:00:05.135686,3,115,70.0,,,,,,,,,,,110.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
201,201,0.8385416666666667,2025-01-01 07:22:33.308410,2025-01-01 07:22:37.410518,0 days 00:00:04.102108,2,185,85.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
202,202,0.7739583333333333,2025-01-01 07:22:37.410921,2025-01-01 07:22:41.813226,0 days 00:00:04.402305,2,170,80.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
203,203,0.8548009367681498,2025-01-01 07:22:41.813632,2025-01-01 07:22:47.612138,0 days 00:00:05.798506,3,150,180.0,,,,,,,,,,,185.0,,,,,,,,2,4.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
204,204,0.8777777777777778,2025-01-01 07:22:47.612579,2025-01-01 07:22:51.653416,0 days 00:00:04.040837,2,45,85.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
205,205,0.8225344782721832,2025-01-01 07:22:51.653826,2025-01-01 07:22:55.715350,0 days 00:00:04.061524,2,50,85.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
206,206,0.80625,2025-01-01 07:22:55.715768,2025-01-01 07:23:00.780012,0 days 00:00:05.064244,3,60,95.0,,,,,,,,,,,120.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
207,207,0.8548009367681498,2025-01-01 07:23:00.780439,2025-01-01 07:23:05.103283,0 days 00:00:04.322844,2,35,80.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
208,208,0.8221642764015646,2025-01-01 07:23:05.103699,2025-01-01 07:23:11.075634,0 days 00:00:05.971935,3,45,90.0,,,,,,,,,,,145.0,,,,,,,,2,4.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
209,209,0.8385416666666667,2025-01-01 07:23:11.076209,2025-01-01 07:23:16.619277,0 days 00:00:05.543068,3,20,85.0,,,,,,,,,,,190.0,,,,,,,,2,4.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
