,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders_layer_0,params_orders_layer_1,params_orders_layer_10,params_orders_layer_11,params_orders_layer_12,params_orders_layer_13,params_orders_layer_14,params_orders_layer_15,params_orders_layer_16,params_orders_layer_17,params_orders_layer_18,params_orders_layer_19,params_orders_layer_2,params_orders_layer_3,params_orders_layer_4,params_orders_layer_5,params_orders_layer_6,params_orders_layer_7,params_orders_layer_8,params_orders_layer_9,state
78,78,0.7584471603163192,2025-01-01 09:55:48.410801,2025-01-01 09:56:01.169020,0 days 00:00:12.758219,5,30,60.0,,,,,,,,,,,100.0,5.0,95.0,,,,,,3,6.0,,,,,,,,,,,3.0,5.0,5.0,,,,,,COMPLETE
79,79,0.0,2025-01-01 09:56:01.169509,2025-01-01 09:56:06.819378,0 days 00:00:05.649869,9,100,170.0,,,,,,,,,,,150.0,130.0,125.0,20.0,35.0,40.0,65.0,,5,4.0,,,,,,,,,,,2.0,6.0,4.0,3.0,2.0,6.0,5.0,,COMPLETE
80,80,0.7837662337662338,2025-01-01 09:56:06.819926,2025-01-01 09:56:11.173603,0 days 00:00:04.353677,2,120,195.0,,,,,,,,,,,,,,,,,,,6,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
81,81,0.7944954128440367,2025-01-01 09:56:11.173974,2025-01-01 09:56:17.698449,0 days 00:00:06.524475,3,70,145.0,,,,,,,,,,,200.0,,,,,,,,6,3.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
82,82,0.8559934985778139,2025-01-01 09:56:17.698858,2025-01-01 09:56:23.722408,0 days 00:00:06.023550,3,85,120.0,,,,,,,,,,,170.0,,,,,,,,6,3.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
83,83,0.7050540608498868,2025-01-01 09:56:23.722811,2025-01-01 09:56:27.325059,0 days 00:00:03.602248,1,200,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
84,84,0.8035087719298246,2025-01-01 09:56:27.325409,2025-01-01 09:56:31.390488,0 days 00:00:04.065079,2,90,115.0,,,,,,,,,,,,,,,,,,,6,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
85,85,0.8300183720744468,2025-01-01 09:56:31.390920,2025-01-01 09:56:37.052950,0 days 00:00:05.662030,3,55,135.0,,,,,,,,,,,185.0,,,,,,,,6,3.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
86,86,0.0,2025-01-01 09:56:37.053348,2025-01-01 09:56:39.555599,0 days 00:00:02.502251,4,45,125.0,,,,,,,,,,,165.0,185.0,,,,,,,6,2.0,,,,,,,,,,,5.0,3.0,,,,,,,COMPLETE
87,87,0.0,2025-01-01 09:56:39.556002,2025-01-01 09:56:46.936611,0 days 00:00:07.380609,12,85,165.0,200.0,150.0,,,,,,,,,180.0,110.0,25.0,160.0,90.0,85.0,90.0,45.0,5,3.0,3.0,3.0,,,,,,,,,4.0,2.0,2.0,6.0,4.0,5.0,6.0,5.0,COMPLETE
88,88,0.744210043567989,2025-01-01 09:56:46.937361,2025-01-01 09:56:48.932986,0 days 00:00:01.995625,1,150,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
89,89,0.0,2025-01-01 09:56:48.933328,2025-01-01 09:56:52.655652,0 days 00:00:03.722324,5,135,125.0,,,,,,,,,,,190.0,155.0,5.0,,,,,,6,5.0,,,,,,,,,,,3.0,5.0,6.0,,,,,,COMPLETE
90,90,0.857097288676236,2025-01-01 09:56:52.656122,2025-01-01 09:56:57.183405,0 days 00:00:04.527283,2,115,100.0,,,,,,,,,,,,,,,,,,,3,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
91,91,0.8161030595813205,2025-01-01 09:56:57.183791,2025-01-01 09:57:01.729006,0 days 00:00:04.545215,2,115,95.0,,,,,,,,,,,,,,,,,,,3,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
92,92,0.8064828253507499,2025-01-01 09:57:01.729386,2025-01-01 09:57:08.589793,0 days 00:00:06.860407,3,105,105.0,,,,,,,,,,,170.0,,,,,,,,4,4.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
93,93,0.0,2025-01-01 09:57:08.590190,2025-01-01 09:57:19.971010,0 days 00:00:11.380820,20,95,80.0,70.0,75.0,55.0,10.0,90.0,5.0,20.0,200.0,10.0,195.0,120.0,90.0,185.0,200.0,165.0,175.0,140.0,110.0,2,5.0,3.0,5.0,3.0,3.0,4.0,6.0,6.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,6.0,3.0,2.0,3.0,COMPLETE
94,94,0.8644688644688645,2025-01-01 09:57:19.971845,2025-01-01 09:57:24.112855,0 days 00:00:04.141010,2,125,110.0,,,,,,,,,,,,,,,,,,,4,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
95,95,0.8108108108108109,2025-01-01 09:57:24.113216,2025-01-01 09:57:28.849259,0 days 00:00:04.736043,2,125,100.0,,,,,,,,,,,,,,,,,,,4,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
96,96,0.7561211340206185,2025-01-01 09:57:28.849625,2025-01-01 09:57:31.071214,0 days 00:00:02.221589,1,120,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,COMPLETE
97,97,0.7678571428571429,2025-01-01 09:57:31.071546,2025-01-01 09:57:36.923191,0 days 00:00:05.851645,3,110,110.0,,,,,,,,,,,145.0,,,,,,,,4,3.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
98,98,0.0,2025-01-01 09:57:36.923586,2025-01-01 09:57:39.253373,0 days 00:00:02.329787,4,125,95.0,,,,,,,,,,,160.0,35.0,,,,,,,4,3.0,,,,,,,,,,,3.0,3.0,,,,,,,COMPLETE
99,99,0.8247987117552334,2025-01-01 09:57:39.253775,2025-01-01 09:57:43.128377,0 days 00:00:03.874602,2,115,120.0,,,,,,,,,,,,,,,,,,,3,2.0,,,,,,,,,,,,,,,,,,,COMPLETE
100,100,0.0,2025-01-01 09:57:43.128783,2025-01-01 09:57:47.573771,0 days 00:00:04.444988,6,135,135.0,,,,,,,,,,,135.0,175.0,160.0,55.0,,,,,5,6.0,,,,,,,,,,,5.0,4.0,5.0,4.0,,,,,COMPLETE
101,101,0.5216374269005848,2025-01-01 09:57:47.574246,2025-01-01 09:57:49.657377,0 days 00:00:02.083131,1,100,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
102,102,0.857097288676236,2025-01-01 09:57:49.657710,2025-01-01 09:57:54.920001,0 days 00:00:05.262291,3,50,110.0,,,,,,,,,,,195.0,,,,,,,,3,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
103,103,0.7892322549492998,2025-01-01 09:57:54.920407,2025-01-01 09:58:00.155008,0 days 00:00:05.234601,3,70,110.0,,,,,,,,,,,195.0,,,,,,,,3,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
104,104,0.828715775749674,2025-01-01 09:58:00.155385,2025-01-01 09:58:05.490757,0 days 00:00:05.335372,3,60,90.0,,,,,,,,,,,175.0,,,,,,,,4,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
105,105,0.8377192982456141,2025-01-01 09:58:05.491141,2025-01-01 09:58:09.735963,0 days 00:00:04.244822,2,30,110.0,,,,,,,,,,,,,,,,,,,3,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
106,106,0.0,2025-01-01 09:58:09.736325,2025-01-01 09:58:11.789200,0 days 00:00:02.052875,4,40,150.0,,,,,,,,,,,200.0,55.0,,,,,,,4,4.0,,,,,,,,,,,2.0,2.0,,,,,,,COMPLETE
107,107,0.8161196911196911,2025-01-01 09:58:11.789733,2025-01-01 09:58:16.289233,0 days 00:00:04.499500,2,110,120.0,,,,,,,,,,,,,,,,,,,3,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
108,108,0.7925233644859813,2025-01-01 09:58:16.289601,2025-01-01 09:58:21.236764,0 days 00:00:04.947163,3,20,100.0,,,,,,,,,,,190.0,,,,,,,,4,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
109,109,0.8067539046010975,2025-01-01 09:58:21.237144,2025-01-01 09:58:24.399921,0 days 00:00:03.162777,1,80,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
110,110,0.0,2025-01-01 09:58:24.400255,2025-01-01 09:58:26.841355,0 days 00:00:02.441100,4,50,115.0,,,,,,,,,,,175.0,125.0,,,,,,,6,3.0,,,,,,,,,,,2.0,5.0,,,,,,,COMPLETE
111,111,0.7836257309941521,2025-01-01 09:58:26.841760,2025-01-01 09:58:30.508918,0 days 00:00:03.667158,2,35,185.0,,,,,,,,,,,,,,,,,,,2,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
112,112,0.8303436179542374,2025-01-01 09:58:30.509296,2025-01-01 09:58:34.317674,0 days 00:00:03.808378,2,180,130.0,,,,,,,,,,,,,,,,,,,2,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
113,113,0.8251582946390882,2025-01-01 09:58:34.318038,2025-01-01 09:58:36.406299,0 days 00:00:02.088261,1,50,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
114,114,0.0,2025-01-01 09:58:36.406644,2025-01-01 09:58:48.364632,0 days 00:00:11.957988,19,45,195.0,10.0,190.0,55.0,70.0,200.0,120.0,190.0,20.0,115.0,,185.0,190.0,100.0,180.0,125.0,20.0,30.0,175.0,2,3.0,5.0,5.0,3.0,5.0,4.0,4.0,2.0,6.0,6.0,,3.0,6.0,2.0,5.0,3.0,2.0,4.0,6.0,COMPLETE
115,115,0.8340572715572716,2025-01-01 09:58:48.365443,2025-01-01 09:58:54.160571,0 days 00:00:05.795128,3,55,175.0,,,,,,,,,,,150.0,,,,,,,,5,3.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
116,116,0.8271441568108511,2025-01-01 09:58:54.160966,2025-01-01 09:58:58.234969,0 days 00:00:04.074003,2,65,155.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
117,117,0.8303436179542374,2025-01-01 09:58:58.235329,2025-01-01 09:59:02.977338,0 days 00:00:04.742009,3,120,140.0,,,,,,,,,,,180.0,,,,,,,,6,3.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
118,118,0.7946264848919716,2025-01-01 09:59:02.977737,2025-01-01 09:59:09.987044,0 days 00:00:07.009307,4,40,185.0,,,,,,,,,,,95.0,165.0,,,,,,,6,3.0,,,,,,,,,,,3.0,3.0,,,,,,,COMPLETE
119,119,0.8430709802028006,2025-01-01 09:59:09.987454,2025-01-01 09:59:14.405366,0 days 00:00:04.417912,2,105,200.0,,,,,,,,,,,,,,,,,,,5,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
120,120,0.7891414141414141,2025-01-01 09:59:14.405796,2025-01-01 09:59:17.030931,0 days 00:00:02.625135,1,105,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
121,121,0.8250201126307322,2025-01-01 09:59:17.031275,2025-01-01 09:59:21.446060,0 days 00:00:04.414785,2,110,200.0,,,,,,,,,,,,,,,,,,,5,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
122,122,0.8247987117552334,2025-01-01 09:59:21.446431,2025-01-01 09:59:26.938700,0 days 00:00:05.492269,3,115,190.0,,,,,,,,,,,165.0,,,,,,,,6,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
123,123,0.8427536231884059,2025-01-01 09:59:26.939087,2025-01-01 09:59:31.337851,0 days 00:00:04.398764,2,105,200.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
124,124,0.8124850514231046,2025-01-01 09:59:31.338350,2025-01-01 09:59:35.659195,0 days 00:00:04.320845,2,95,200.0,,,,,,,,,,,,,,,,,,,4,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
125,125,0.8213716108452951,2025-01-01 09:59:35.659570,2025-01-01 09:59:41.567409,0 days 00:00:05.907839,3,130,195.0,,,,,,,,,,,155.0,,,,,,,,4,4.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
126,126,0.0,2025-01-01 09:59:41.567807,2025-01-01 09:59:45.009739,0 days 00:00:03.441932,5,105,180.0,,,,,,,,,,,195.0,65.0,35.0,,,,,,2,4.0,,,,,,,,,,,2.0,6.0,6.0,,,,,,COMPLETE
127,127,0.8125418060200669,2025-01-01 09:59:45.010195,2025-01-01 09:59:46.938402,0 days 00:00:01.928207,1,100,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,COMPLETE
128,128,0.8467971096858001,2025-01-01 09:59:46.938752,2025-01-01 09:59:51.749920,0 days 00:00:04.811168,2,115,200.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
129,129,0.7651361235270215,2025-01-01 09:59:51.750298,2025-01-01 09:59:56.256171,0 days 00:00:04.505873,2,120,200.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
130,130,0.7517006802721089,2025-01-01 09:59:56.256543,2025-01-01 10:00:00.068339,0 days 00:00:03.811796,1,90,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
131,131,0.8303436179542374,2025-01-01 10:00:00.068696,2025-01-01 10:00:04.962354,0 days 00:00:04.893658,2,110,190.0,,,,,,,,,,,,,,,,,,,6,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
132,132,0.8250080567193039,2025-01-01 10:00:04.962733,2025-01-01 10:00:11.433025,0 days 00:00:06.470292,3,115,195.0,,,,,,,,,,,115.0,,,,,,,,6,4.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
133,133,0.812125569134915,2025-01-01 10:00:11.433420,2025-01-01 10:00:16.267625,0 days 00:00:04.834205,2,125,195.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
134,134,0.8198051948051948,2025-01-01 10:00:16.267992,2025-01-01 10:00:22.712761,0 days 00:00:06.444769,3,100,125.0,,,,,,,,,,,135.0,,,,,,,,6,4.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
135,135,0.0,2025-01-01 10:00:22.713158,2025-01-01 10:00:30.984398,0 days 00:00:08.271240,16,105,145.0,140.0,125.0,150.0,150.0,80.0,115.0,,,,,105.0,150.0,15.0,90.0,70.0,130.0,30.0,55.0,2,4.0,2.0,3.0,5.0,5.0,2.0,3.0,,,,,2.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,COMPLETE
136,136,0.796281127129751,2025-01-01 10:00:30.985139,2025-01-01 10:00:36.146979,0 days 00:00:05.161840,2,115,190.0,,,,,,,,,,,,,,,,,,,4,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
137,137,0.8070796460176992,2025-01-01 10:00:36.147359,2025-01-01 10:00:41.791878,0 days 00:00:05.644519,3,135,150.0,,,,,,,,,,,60.0,,,,,,,,6,3.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
138,138,0.4105263157894737,2025-01-01 10:00:41.792264,2025-01-01 10:00:43.624819,0 days 00:00:01.832555,1,125,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,COMPLETE
139,139,0.0,2025-01-01 10:00:43.625171,2025-01-01 10:00:49.625390,0 days 00:00:06.000219,10,110,105.0,,,,,,,,,,,165.0,95.0,110.0,80.0,10.0,70.0,115.0,5.0,5,2.0,,,,,,,,,,,4.0,4.0,2.0,3.0,4.0,6.0,5.0,4.0,COMPLETE
140,140,0.0,2025-01-01 10:00:49.626099,2025-01-01 10:00:52.913324,0 days 00:00:03.287225,4,85,180.0,,,,,,,,,,,195.0,80.0,,,,,,,2,3.0,,,,,,,,,,,6.0,5.0,,,,,,,COMPLETE
141,141,0.8341110217216412,2025-01-01 10:00:52.913750,2025-01-01 10:00:56.558691,0 days 00:00:03.644941,2,30,185.0,,,,,,,,,,,,,,,,,,,2,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
142,142,0.833896668276195,2025-01-01 10:00:56.559051,2025-01-01 10:01:01.760791,0 days 00:00:05.201740,3,60,185.0,,,,,,,,,,,125.0,,,,,,,,2,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
143,143,0.7946264848919716,2025-01-01 10:01:01.761186,2025-01-01 10:01:06.093558,0 days 00:00:04.332372,2,50,200.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
144,144,0.814344746162928,2025-01-01 10:01:06.093948,2025-01-01 10:01:08.055827,0 days 00:00:01.961879,1,120,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
145,145,0.8247987117552334,2025-01-01 10:01:08.056166,2025-01-01 10:01:12.854007,0 days 00:00:04.797841,3,20,160.0,,,,,,,,,,,140.0,,,,,,,,2,3.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
146,146,0.8251247384516337,2025-01-01 10:01:12.854396,2025-01-01 10:01:17.640033,0 days 00:00:04.785637,2,55,195.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
147,147,0.0,2025-01-01 10:01:17.640409,2025-01-01 10:01:26.724516,0 days 00:00:09.084107,15,95,165.0,85.0,5.0,55.0,60.0,155.0,,,,,,150.0,30.0,150.0,120.0,155.0,35.0,75.0,110.0,4,3.0,6.0,2.0,5.0,3.0,5.0,,,,,,5.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,COMPLETE
148,148,0.8094493659892306,2025-01-01 10:01:26.725221,2025-01-01 10:01:29.630658,0 days 00:00:02.905437,1,40,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
149,149,0.8482021844853703,2025-01-01 10:01:29.631011,2025-01-01 10:01:37.258136,0 days 00:00:07.627125,4,75,90.0,,,,,,,,,,,30.0,135.0,,,,,,,2,4.0,,,,,,,,,,,3.0,2.0,,,,,,,COMPLETE
150,150,0.8144870534251065,2025-01-01 10:01:37.258558,2025-01-01 10:01:42.152566,0 days 00:00:04.894008,4,75,80.0,,,,,,,,,,,5.0,135.0,,,,,,,5,4.0,,,,,,,,,,,3.0,2.0,,,,,,,COMPLETE
151,151,0.8107142857142857,2025-01-01 10:01:42.152988,2025-01-01 10:01:48.099846,0 days 00:00:05.946858,3,65,85.0,,,,,,,,,,,35.0,,,,,,,,2,4.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
152,152,0.8468468468468469,2025-01-01 10:01:48.100268,2025-01-01 10:01:52.177583,0 days 00:00:04.077315,2,80,100.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
153,153,0.8144144144144144,2025-01-01 10:01:52.177959,2025-01-01 10:01:56.277407,0 days 00:00:04.099448,2,80,90.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
154,154,0.8033205619412516,2025-01-01 10:01:56.277786,2025-01-01 10:02:04.372977,0 days 00:00:08.095191,4,70,110.0,,,,,,,,,,,30.0,105.0,,,,,,,2,4.0,,,,,,,,,,,4.0,3.0,,,,,,,COMPLETE
155,155,0.7980041847738613,2025-01-01 10:02:04.373401,2025-01-01 10:02:09.879962,0 days 00:00:05.506561,3,75,95.0,,,,,,,,,,,50.0,,,,,,,,2,4.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
156,156,0.8250201126307322,2025-01-01 10:02:09.880496,2025-01-01 10:02:14.270334,0 days 00:00:04.389838,2,90,100.0,,,,,,,,,,,,,,,,,,,2,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
157,157,0.8341110217216412,2025-01-01 10:02:14.270719,2025-01-01 10:02:19.846244,0 days 00:00:05.575525,3,75,90.0,,,,,,,,,,,15.0,,,,,,,,3,4.0,,,,,,,,,,,2.0,,,,,,,,COMPLETE
158,158,0.8033205619412516,2025-01-01 10:02:19.846649,2025-01-01 10:02:24.297280,0 days 00:00:04.450631,2,80,120.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
159,159,0.7050540608498868,2025-01-01 10:02:24.297680,2025-01-01 10:02:26.234083,0 days 00:00:01.936403,1,115,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
160,160,0.8107493707883413,2025-01-01 10:02:26.234425,2025-01-01 10:02:30.563650,0 days 00:00:04.329225,2,100,105.0,,,,,,,,,,,,,,,,,,,4,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
161,161,0.7976957782790848,2025-01-01 10:02:30.564027,2025-01-01 10:02:34.495304,0 days 00:00:03.931277,2,60,115.0,,,,,,,,,,,,,,,,,,,2,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
162,162,0.8212005108556832,2025-01-01 10:02:34.495679,2025-01-01 10:02:39.450169,0 days 00:00:04.954490,3,105,100.0,,,,,,,,,,,85.0,,,,,,,,2,3.0,,,,,,,,,,,3.0,,,,,,,,COMPLETE
163,163,0.8200476920456481,2025-01-01 10:02:39.450575,2025-01-01 10:02:41.193622,0 days 00:00:01.743047,1,70,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,COMPLETE
164,164,0.8660607510165033,2025-01-01 10:02:41.193962,2025-01-01 10:02:45.925704,0 days 00:00:04.731742,3,110,190.0,,,,,,,,,,,70.0,,,,,,,,2,3.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
165,165,0.0,2025-01-01 10:02:45.926120,2025-01-01 10:02:48.115578,0 days 00:00:02.189458,4,110,190.0,,,,,,,,,,,70.0,115.0,,,,,,,2,3.0,,,,,,,,,,,4.0,2.0,,,,,,,COMPLETE
166,166,0.7981821106821108,2025-01-01 10:02:48.116001,2025-01-01 10:02:53.908751,0 days 00:00:05.792750,3,130,135.0,,,,,,,,,,,80.0,,,,,,,,2,4.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
167,167,0.8143840104849279,2025-01-01 10:02:53.909166,2025-01-01 10:03:00.371430,0 days 00:00:06.462264,3,65,200.0,,,,,,,,,,,20.0,,,,,,,,6,4.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
168,168,0.7766254487435182,2025-01-01 10:03:00.371894,2025-01-01 10:03:04.345690,0 days 00:00:03.973796,2,115,105.0,,,,,,,,,,,,,,,,,,,2,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
169,169,0.8482021844853703,2025-01-01 10:03:04.346081,2025-01-01 10:03:10.857576,0 days 00:00:06.511495,3,105,195.0,,,,,,,,,,,90.0,,,,,,,,6,4.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
170,170,0.8557504873294347,2025-01-01 10:03:10.858006,2025-01-01 10:03:16.866911,0 days 00:00:06.008905,3,105,195.0,,,,,,,,,,,65.0,,,,,,,,6,4.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
171,171,0.8481053051455923,2025-01-01 10:03:16.867333,2025-01-01 10:03:24.672194,0 days 00:00:07.804861,3,105,195.0,,,,,,,,,,,65.0,,,,,,,,6,6.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
172,172,0.8336287463744763,2025-01-01 10:03:24.672756,2025-01-01 10:03:31.193848,0 days 00:00:06.521092,3,100,195.0,,,,,,,,,,,65.0,,,,,,,,6,4.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
173,173,0.8036037518512424,2025-01-01 10:03:31.194304,2025-01-01 10:03:41.200613,0 days 00:00:10.006309,4,110,185.0,,,,,,,,,,,55.0,185.0,,,,,,,6,6.0,,,,,,,,,,,5.0,3.0,,,,,,,COMPLETE
174,174,0.8214285714285714,2025-01-01 10:03:41.201069,2025-01-01 10:03:48.498860,0 days 00:00:07.297791,3,120,190.0,,,,,,,,,,,75.0,,,,,,,,6,6.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
175,175,0.8033205619412516,2025-01-01 10:03:48.499306,2025-01-01 10:03:55.144730,0 days 00:00:06.645424,3,105,195.0,,,,,,,,,,,65.0,,,,,,,,6,3.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
176,176,0.0,2025-01-01 10:03:55.145152,2025-01-01 10:03:57.847145,0 days 00:00:02.701993,4,95,190.0,,,,,,,,,,,90.0,140.0,,,,,,,6,4.0,,,,,,,,,,,5.0,2.0,,,,,,,COMPLETE
177,177,0.8030060761112888,2025-01-01 10:03:57.847584,2025-01-01 10:04:05.544394,0 days 00:00:07.696810,3,120,195.0,,,,,,,,,,,75.0,,,,,,,,6,6.0,,,,,,,,,,,6.0,,,,,,,,COMPLETE
178,178,0.8159504265250281,2025-01-01 10:04:05.544834,2025-01-01 10:04:09.566609,0 days 00:00:04.021775,2,100,185.0,,,,,,,,,,,,,,,,,,,6,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
179,179,0.8209146146466262,2025-01-01 10:04:09.566999,2025-01-01 10:04:16.094991,0 days 00:00:06.527992,3,110,200.0,,,,,,,,,,,45.0,,,,,,,,6,4.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
180,180,0.8070796460176992,2025-01-01 10:04:16.095412,2025-01-01 10:04:24.911947,0 days 00:00:08.816535,4,105,5.0,,,,,,,,,,,90.0,160.0,,,,,,,6,5.0,,,,,,,,,,,5.0,4.0,,,,,,,COMPLETE
181,181,0.8610172219539676,2025-01-01 10:04:24.912390,2025-01-01 10:04:29.401015,0 days 00:00:04.488625,2,105,200.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
182,182,0.8251247384516337,2025-01-01 10:04:29.401453,2025-01-01 10:04:33.901159,0 days 00:00:04.499706,2,115,200.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
183,183,0.8392344497607656,2025-01-01 10:04:33.901568,2025-01-01 10:04:39.152573,0 days 00:00:05.251005,2,110,110.0,,,,,,,,,,,,,,,,,,,6,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
184,184,0.8124850514231046,2025-01-01 10:04:39.152975,2025-01-01 10:04:43.210658,0 days 00:00:04.057683,2,100,195.0,,,,,,,,,,,,,,,,,,,6,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
185,185,0.8429605792437651,2025-01-01 10:04:43.211064,2025-01-01 10:04:49.805565,0 days 00:00:06.594501,3,85,175.0,,,,,,,,,,,80.0,,,,,,,,6,4.0,,,,,,,,,,,4.0,,,,,,,,COMPLETE
186,186,0.7830734529763657,2025-01-01 10:04:49.806138,2025-01-01 10:04:53.489699,0 days 00:00:03.683561,1,105,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,COMPLETE
187,187,0.8071911196911197,2025-01-01 10:04:53.490076,2025-01-01 10:04:57.832706,0 days 00:00:04.342630,2,95,190.0,,,,,,,,,,,,,,,,,,,6,3.0,,,,,,,,,,,,,,,,,,,COMPLETE
188,188,0.8280741704619389,2025-01-01 10:04:57.833096,2025-01-01 10:05:02.308179,0 days 00:00:04.475083,2,110,195.0,,,,,,,,,,,,,,,,,,,6,4.0,,,,,,,,,,,,,,,,,,,COMPLETE
