,number,value,datetime_start,datetime_complete,duration,params_depth,params_grids_0,params_grids_1,params_grids_10,params_grids_11,params_grids_12,params_grids_13,params_grids_14,params_grids_15,params_grids_16,params_grids_17,params_grids_18,params_grids_19,params_grids_2,params_grids_3,params_grids_4,params_grids_5,params_grids_6,params_grids_7,params_grids_8,params_grids_9,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
88,88,0.41587301587301584,2025-01-05 13:36:47.249938,2025-01-05 13:36:50.594613,0 days 00:00:03.344675,10,9,1.0,,,,,,,,,,,8.0,12.0,11.0,6.0,2.0,9.0,13.0,4.0,15,45.0,,,,,,,,,,,35.0,35.0,35.0,55.0,35.0,50.0,20.0,20.0,COMPLETE
89,89,0.6013888888888889,2025-01-05 13:36:50.595121,2025-01-05 13:36:58.025853,0 days 00:00:07.430732,4,7,7.0,,,,,,,,,,,14.0,1.0,,,,,,,10,60.0,,,,,,,,,,,45.0,45.0,,,,,,,COMPLETE
90,90,0.7637426900584795,2025-01-05 13:36:58.026254,2025-01-05 13:37:02.264477,0 days 00:00:04.238223,1,8,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,COMPLETE
91,91,0.8666666666666667,2025-01-05 13:37:02.264848,2025-01-05 13:37:05.945651,0 days 00:00:03.680803,2,8,4.0,,,,,,,,,,,,,,,,,,,15,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
92,92,0.8454545454545455,2025-01-05 13:37:05.946003,2025-01-05 13:37:10.303244,0 days 00:00:04.357241,2,9,3.0,,,,,,,,,,,,,,,,,,,15,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
93,93,0.6603260869565217,2025-01-05 13:37:10.303594,2025-01-05 13:37:14.662336,0 days 00:00:04.358742,3,9,3.0,,,,,,,,,,,6.0,,,,,,,,15,35.0,,,,,,,,,,,30.0,,,,,,,,COMPLETE
94,94,0.775,2025-01-05 13:37:14.662702,2025-01-05 13:37:17.729860,0 days 00:00:03.067158,1,9,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,COMPLETE
95,95,0.7987117552334944,2025-01-05 13:37:17.730260,2025-01-05 13:37:21.953280,0 days 00:00:04.223020,2,10,3.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
96,96,0.8164014687882497,2025-01-05 13:37:21.953744,2025-01-05 13:37:26.485846,0 days 00:00:04.532102,2,8,2.0,,,,,,,,,,,,,,,,,,,20,35.0,,,,,,,,,,,,,,,,,,,COMPLETE
97,97,0.5074231177094379,2025-01-05 13:37:26.486211,2025-01-05 13:37:36.384533,0 days 00:00:09.898322,4,8,4.0,,,,,,,,,,,10.0,9.0,,,,,,,5,40.0,,,,,,,,,,,15.0,60.0,,,,,,,COMPLETE
98,98,0.5669920141969831,2025-01-05 13:37:36.384925,2025-01-05 13:37:40.904450,0 days 00:00:04.519525,3,6,4.0,,,,,,,,,,,9.0,,,,,,,,15,30.0,,,,,,,,,,,20.0,,,,,,,,COMPLETE
99,99,0.6818181818181819,2025-01-05 13:37:40.904817,2025-01-05 13:37:44.139593,0 days 00:00:03.234776,1,3,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,COMPLETE
100,100,0.23809523809523808,2025-01-05 13:37:44.139915,2025-01-05 13:37:56.800485,0 days 00:00:12.660570,6,7,3.0,,,,,,,,,,,4.0,10.0,9.0,13.0,,,,,10,45.0,,,,,,,,,,,10.0,40.0,40.0,10.0,,,,,COMPLETE
101,101,0.8278388278388278,2025-01-05 13:37:56.800928,2025-01-05 13:38:01.011483,0 days 00:00:04.210555,2,10,5.0,,,,,,,,,,,,,,,,,,,15,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
102,102,0.825925925925926,2025-01-05 13:38:01.011839,2025-01-05 13:38:06.422915,0 days 00:00:05.411076,2,9,6.0,,,,,,,,,,,,,,,,,,,35,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
103,103,0.7404761904761905,2025-01-05 13:38:06.423274,2025-01-05 13:38:09.189569,0 days 00:00:02.766295,1,10,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,COMPLETE
104,104,0.7799119647859143,2025-01-05 13:38:09.189891,2025-01-05 13:38:12.867380,0 days 00:00:03.677489,2,8,5.0,,,,,,,,,,,,,,,,,,,15,45.0,,,,,,,,,,,,,,,,,,,COMPLETE
105,105,0.5205640423031728,2025-01-05 13:38:12.867723,2025-01-05 13:38:17.782139,0 days 00:00:04.914416,3,9,4.0,,,,,,,,,,,15.0,,,,,,,,20,35.0,,,,,,,,,,,40.0,,,,,,,,COMPLETE
106,106,0.27477477477477474,2025-01-05 13:38:17.782510,2025-01-05 13:38:28.251719,0 days 00:00:10.469209,4,10,6.0,,,,,,,,,,,7.0,15.0,,,,,,,10,50.0,,,,,,,,,,,55.0,5.0,,,,,,,COMPLETE
107,107,0.8376623376623377,2025-01-05 13:38:28.252123,2025-01-05 13:38:33.438859,0 days 00:00:05.186736,2,7,2.0,,,,,,,,,,,,,,,,,,,40,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
108,108,0.7728092318788315,2025-01-05 13:38:33.439217,2025-01-05 13:38:36.952391,0 days 00:00:03.513174,1,7,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,COMPLETE
109,109,0.7473469387755103,2025-01-05 13:38:36.952717,2025-01-05 13:38:42.084612,0 days 00:00:05.131895,3,7,2.0,,,,,,,,,,,12.0,,,,,,,,30,45.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
110,110,0.8782467532467533,2025-01-05 13:38:42.084981,2025-01-05 13:38:46.513114,0 days 00:00:04.428133,2,9,2.0,,,,,,,,,,,,,,,,,,,20,35.0,,,,,,,,,,,,,,,,,,,COMPLETE
111,111,0.8397435897435898,2025-01-05 13:38:46.513455,2025-01-05 13:38:50.886805,0 days 00:00:04.373350,2,9,2.0,,,,,,,,,,,,,,,,,,,20,35.0,,,,,,,,,,,,,,,,,,,COMPLETE
112,112,0.825925925925926,2025-01-05 13:38:50.887156,2025-01-05 13:38:55.361314,0 days 00:00:04.474158,2,9,1.0,,,,,,,,,,,,,,,,,,,20,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
113,113,0.0,2025-01-05 13:38:55.361811,2025-01-05 13:39:26.960365,0 days 00:00:31.598554,19,8,2.0,4.0,5.0,12.0,11.0,10.0,9.0,15.0,15.0,15.0,,3.0,7.0,14.0,9.0,13.0,12.0,6.0,8.0,15,35.0,15.0,25.0,50.0,50.0,5.0,5.0,30.0,15.0,5.0,,25.0,20.0,55.0,20.0,45.0,5.0,55.0,30.0,COMPLETE
114,114,0.6947648624667258,2025-01-05 13:39:26.961146,2025-01-05 13:39:31.131811,0 days 00:00:04.170665,3,9,2.0,,,,,,,,,,,5.0,,,,,,,,15,35.0,,,,,,,,,,,45.0,,,,,,,,COMPLETE
115,115,0.8480392156862746,2025-01-05 13:39:31.132184,2025-01-05 13:39:35.356887,0 days 00:00:04.224703,2,8,1.0,,,,,,,,,,,,,,,,,,,20,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
116,116,0.8122895622895623,2025-01-05 13:39:35.357233,2025-01-05 13:39:39.656167,0 days 00:00:04.298934,3,7,1.0,,,,,,,,,,,1.0,,,,,,,,20,35.0,,,,,,,,,,,50.0,,,,,,,,COMPLETE
117,117,0.4138477801268499,2025-01-05 13:39:39.656529,2025-01-05 13:39:51.777394,0 days 00:00:12.120865,5,8,1.0,,,,,,,,,,,8.0,5.0,7.0,,,,,,20,40.0,,,,,,,,,,,60.0,15.0,60.0,,,,,,COMPLETE
118,118,0.8470057424118129,2025-01-05 13:39:51.777805,2025-01-05 13:39:56.307841,0 days 00:00:04.530036,2,8,2.0,,,,,,,,,,,,,,,,,,,25,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
119,119,0.765625,2025-01-05 13:39:56.308190,2025-01-05 13:40:00.820786,0 days 00:00:04.512596,1,8,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,COMPLETE
120,120,0.24014336917562723,2025-01-05 13:40:00.821156,2025-01-05 13:40:16.712000,0 days 00:00:15.890844,8,8,1.0,,,,,,,,,,,10.0,14.0,3.0,7.0,6.0,2.0,,,25,35.0,,,,,,,,,,,30.0,30.0,50.0,60.0,25.0,30.0,,,COMPLETE
121,121,0.7903861308116626,2025-01-05 13:40:16.712495,2025-01-05 13:40:20.636294,0 days 00:00:03.923799,2,6,2.0,,,,,,,,,,,,,,,,,,,20,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
122,122,0.7627551020408163,2025-01-05 13:40:20.636637,2025-01-05 13:40:24.266023,0 days 00:00:03.629386,2,8,2.0,,,,,,,,,,,,,,,,,,,20,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
123,123,0.8571428571428571,2025-01-05 13:40:24.266365,2025-01-05 13:40:29.610280,0 days 00:00:05.343915,3,9,3.0,,,,,,,,,,,2.0,,,,,,,,20,40.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
124,124,0.7416943521594684,2025-01-05 13:40:29.610638,2025-01-05 13:40:34.588171,0 days 00:00:04.977533,3,9,3.0,,,,,,,,,,,2.0,,,,,,,,20,40.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
125,125,0.812015503875969,2025-01-05 13:40:34.588530,2025-01-05 13:40:39.055303,0 days 00:00:04.466773,1,9,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,COMPLETE
126,126,0.5587172538392051,2025-01-05 13:40:39.055702,2025-01-05 13:40:45.003502,0 days 00:00:05.947800,4,10,3.0,,,,,,,,,,,2.0,4.0,,,,,,,20,35.0,,,,,,,,,,,15.0,10.0,,,,,,,COMPLETE
127,127,0.7937710437710437,2025-01-05 13:40:45.004000,2025-01-05 13:40:49.195091,0 days 00:00:04.191091,2,8,3.0,,,,,,,,,,,,,,,,,,,15,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
128,128,0.7857142857142857,2025-01-05 13:40:49.195442,2025-01-05 13:40:53.329165,0 days 00:00:04.133723,1,9,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,COMPLETE
129,129,0.816020025031289,2025-01-05 13:40:53.329478,2025-01-05 13:40:58.503190,0 days 00:00:05.173712,3,8,3.0,,,,,,,,,,,3.0,,,,,,,,25,35.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
130,130,0.8098360655737705,2025-01-05 13:40:58.503543,2025-01-05 13:41:02.051193,0 days 00:00:03.547650,1,10,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,COMPLETE
131,131,0.8045454545454545,2025-01-05 13:41:02.051548,2025-01-05 13:41:06.648359,0 days 00:00:04.596811,2,7,2.0,,,,,,,,,,,,,,,,,,,30,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
132,132,0.8193496587715776,2025-01-05 13:41:06.648707,2025-01-05 13:41:10.058583,0 days 00:00:03.409876,2,8,2.0,,,,,,,,,,,,,,,,,,,15,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
133,133,0.7937710437710437,2025-01-05 13:41:10.058931,2025-01-05 13:41:15.059404,0 days 00:00:05.000473,3,9,1.0,,,,,,,,,,,6.0,,,,,,,,20,40.0,,,,,,,,,,,15.0,,,,,,,,COMPLETE
134,134,0.7987117552334944,2025-01-05 13:41:15.059769,2025-01-05 13:41:19.234427,0 days 00:00:04.174658,2,8,2.0,,,,,,,,,,,,,,,,,,,15,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
135,135,0.7545592705167173,2025-01-05 13:41:19.234775,2025-01-05 13:41:22.314946,0 days 00:00:03.080171,1,7,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,COMPLETE
136,136,0.8599439775910365,2025-01-05 13:41:22.315276,2025-01-05 13:41:28.464475,0 days 00:00:06.149199,3,9,3.0,,,,,,,,,,,4.0,,,,,,,,35,45.0,,,,,,,,,,,20.0,,,,,,,,COMPLETE
137,137,0.7567084078711985,2025-01-05 13:41:28.464839,2025-01-05 13:41:34.568861,0 days 00:00:06.104022,3,9,3.0,,,,,,,,,,,4.0,,,,,,,,35,45.0,,,,,,,,,,,20.0,,,,,,,,COMPLETE
138,138,0.4173913043478261,2025-01-05 13:41:34.569237,2025-01-05 13:41:42.780614,0 days 00:00:08.211377,4,10,4.0,,,,,,,,,,,5.0,12.0,,,,,,,35,50.0,,,,,,,,,,,20.0,55.0,,,,,,,COMPLETE
139,139,0.8397435897435898,2025-01-05 13:41:42.781005,2025-01-05 13:41:48.489118,0 days 00:00:05.708113,3,9,3.0,,,,,,,,,,,2.0,,,,,,,,30,45.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
140,140,0.865531914893617,2025-01-05 13:41:48.489485,2025-01-05 13:41:52.068451,0 days 00:00:03.578966,2,10,4.0,,,,,,,,,,,,,,,,,,,10,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
141,141,0.8830409356725146,2025-01-05 13:41:52.068789,2025-01-05 13:41:56.298849,0 days 00:00:04.230060,2,10,4.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
142,142,0.741921768707483,2025-01-05 13:41:56.299200,2025-01-05 13:41:59.991094,0 days 00:00:03.691894,2,11,4.0,,,,,,,,,,,,,,,,,,,10,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
143,143,0.7536119711042312,2025-01-05 13:41:59.991452,2025-01-05 13:42:02.938107,0 days 00:00:02.946655,1,10,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,COMPLETE
144,144,0.8164983164983165,2025-01-05 13:42:02.938471,2025-01-05 13:42:06.905459,0 days 00:00:03.966988,2,10,4.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
145,145,0.7494572297003907,2025-01-05 13:42:06.905809,2025-01-05 13:42:11.339267,0 days 00:00:04.433458,3,11,4.0,,,,,,,,,,,3.0,,,,,,,,10,55.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
146,146,0.7740041928721174,2025-01-05 13:42:11.339715,2025-01-05 13:42:15.118813,0 days 00:00:03.779098,2,9,3.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
147,147,0.75,2025-01-05 13:42:15.119279,2025-01-05 13:42:18.931357,0 days 00:00:03.812078,1,10,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,COMPLETE
148,148,0.7444444444444445,2025-01-05 13:42:18.931688,2025-01-05 13:42:22.583954,0 days 00:00:03.652266,2,9,4.0,,,,,,,,,,,,,,,,,,,5,45.0,,,,,,,,,,,,,,,,,,,COMPLETE
149,149,0.6356589147286822,2025-01-05 13:42:22.584302,2025-01-05 13:42:26.841948,0 days 00:00:04.257646,3,8,5.0,,,,,,,,,,,4.0,,,,,,,,15,50.0,,,,,,,,,,,25.0,,,,,,,,COMPLETE
150,150,0.6666666666666666,2025-01-05 13:42:26.842321,2025-01-05 13:42:31.406218,0 days 00:00:04.563897,3,8,3.0,,,,,,,,,,,7.0,,,,,,,,15,45.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
151,151,0.22532894736842105,2025-01-05 13:42:31.406579,2025-01-05 13:42:33.689979,0 days 00:00:02.283400,12,9,4.0,12.0,11.0,,,,,,,,,1.0,2.0,11.0,8.0,14.0,7.0,4.0,3.0,20,50.0,5.0,15.0,,,,,,,,,25.0,50.0,10.0,40.0,55.0,40.0,35.0,55.0,COMPLETE
152,152,0.7937710437710437,2025-01-05 13:42:33.690522,2025-01-05 13:42:38.417135,0 days 00:00:04.726613,2,10,7.0,,,,,,,,,,,,,,,,,,,25,55.0,,,,,,,,,,,,,,,,,,,COMPLETE
153,153,0.7976190476190477,2025-01-05 13:42:38.417480,2025-01-05 13:42:42.818655,0 days 00:00:04.401175,1,9,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,COMPLETE
154,154,0.8577441077441077,2025-01-05 13:42:42.818976,2025-01-05 13:42:47.820508,0 days 00:00:05.001532,2,10,3.0,,,,,,,,,,,,,,,,,,,25,35.0,,,,,,,,,,,,,,,,,,,COMPLETE
155,155,0.7453846153846153,2025-01-05 13:42:47.820854,2025-01-05 13:42:52.958793,0 days 00:00:05.137939,2,11,14.0,,,,,,,,,,,,,,,,,,,25,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
156,156,0.8357963875205254,2025-01-05 13:42:52.959147,2025-01-05 13:42:57.925241,0 days 00:00:04.966094,2,10,3.0,,,,,,,,,,,,,,,,,,,30,45.0,,,,,,,,,,,,,,,,,,,COMPLETE
157,157,0.717948717948718,2025-01-05 13:42:57.925591,2025-01-05 13:43:02.891952,0 days 00:00:04.966361,1,11,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,COMPLETE
158,158,0.35384615384615387,2025-01-05 13:43:02.892339,2025-01-05 13:43:11.443838,0 days 00:00:08.551499,4,10,4.0,,,,,,,,,,,5.0,10.0,,,,,,,35,40.0,,,,,,,,,,,15.0,15.0,,,,,,,COMPLETE
159,159,0.7835884353741496,2025-01-05 13:43:11.444255,2025-01-05 13:43:16.470589,0 days 00:00:05.026334,3,8,3.0,,,,,,,,,,,6.0,,,,,,,,25,35.0,,,,,,,,,,,30.0,,,,,,,,COMPLETE
160,160,0.8775,2025-01-05 13:43:16.470967,2025-01-05 13:43:19.791623,0 days 00:00:03.320656,2,1,5.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
161,161,0.7712264150943396,2025-01-05 13:43:19.791970,2025-01-05 13:43:23.021904,0 days 00:00:03.229934,2,4,5.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
162,162,0.9198717948717949,2025-01-05 13:43:23.022260,2025-01-05 13:43:27.023098,0 days 00:00:04.000838,3,1,6.0,,,,,,,,,,,1.0,,,,,,,,15,55.0,,,,,,,,,,,20.0,,,,,,,,COMPLETE
163,163,0.7987117552334944,2025-01-05 13:43:27.023481,2025-01-05 13:43:31.841863,0 days 00:00:04.818382,3,14,5.0,,,,,,,,,,,1.0,,,,,,,,10,55.0,,,,,,,,,,,20.0,,,,,,,,COMPLETE
164,164,0.7469237079573421,2025-01-05 13:43:31.842253,2025-01-05 13:43:35.653738,0 days 00:00:03.811485,3,2,6.0,,,,,,,,,,,2.0,,,,,,,,15,55.0,,,,,,,,,,,15.0,,,,,,,,COMPLETE
165,165,0.8599439775910365,2025-01-05 13:43:35.654127,2025-01-05 13:43:38.746089,0 days 00:00:03.091962,2,1,5.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
166,166,0.8199279711884754,2025-01-05 13:43:38.746445,2025-01-05 13:43:42.075524,0 days 00:00:03.329079,2,1,4.0,,,,,,,,,,,,,,,,,,,15,55.0,,,,,,,,,,,,,,,,,,,COMPLETE
167,167,0.8107142857142857,2025-01-05 13:43:42.075965,2025-01-05 13:43:44.848947,0 days 00:00:02.772982,1,1,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,COMPLETE
168,168,0.8599439775910365,2025-01-05 13:43:44.849410,2025-01-05 13:43:49.251453,0 days 00:00:04.402043,3,1,5.0,,,,,,,,,,,3.0,,,,,,,,10,50.0,,,,,,,,,,,35.0,,,,,,,,COMPLETE
169,169,0.8158333333333333,2025-01-05 13:43:49.251830,2025-01-05 13:43:53.370706,0 days 00:00:04.118876,3,1,5.0,,,,,,,,,,,3.0,,,,,,,,10,60.0,,,,,,,,,,,35.0,,,,,,,,COMPLETE
170,170,0.7346938775510204,2025-01-05 13:43:53.371108,2025-01-05 13:43:57.946428,0 days 00:00:04.575320,4,2,5.0,,,,,,,,,,,1.0,6.0,,,,,,,10,50.0,,,,,,,,,,,35.0,45.0,,,,,,,COMPLETE
171,171,0.8666666666666667,2025-01-05 13:43:57.946831,2025-01-05 13:44:01.123848,0 days 00:00:03.177017,2,2,4.0,,,,,,,,,,,,,,,,,,,10,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
172,172,0.767156862745098,2025-01-05 13:44:01.124273,2025-01-05 13:44:04.359120,0 days 00:00:03.234847,2,2,4.0,,,,,,,,,,,,,,,,,,,5,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
173,173,0.7996794871794872,2025-01-05 13:44:04.359498,2025-01-05 13:44:07.948462,0 days 00:00:03.588964,3,1,4.0,,,,,,,,,,,4.0,,,,,,,,10,50.0,,,,,,,,,,,25.0,,,,,,,,COMPLETE
174,174,0.8361204013377926,2025-01-05 13:44:07.948845,2025-01-05 13:44:11.493108,0 days 00:00:03.544263,2,1,3.0,,,,,,,,,,,,,,,,,,,10,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
175,175,0.90935192780968,2025-01-05 13:44:11.493471,2025-01-05 13:44:15.227984,0 days 00:00:03.734513,3,1,3.0,,,,,,,,,,,2.0,,,,,,,,15,55.0,,,,,,,,,,,30.0,,,,,,,,COMPLETE
176,176,0.4821428571428571,2025-01-05 13:44:15.228376,2025-01-05 13:44:20.201155,0 days 00:00:04.972779,4,1,5.0,,,,,,,,,,,2.0,8.0,,,,,,,15,55.0,,,,,,,,,,,30.0,35.0,,,,,,,COMPLETE
177,177,0.8566666666666667,2025-01-05 13:44:20.201562,2025-01-05 13:44:24.046377,0 days 00:00:03.844815,3,1,4.0,,,,,,,,,,,3.0,,,,,,,,10,55.0,,,,,,,,,,,30.0,,,,,,,,COMPLETE
178,178,0.7666666666666666,2025-01-05 13:44:24.046767,2025-01-05 13:44:28.131224,0 days 00:00:04.084457,3,1,4.0,,,,,,,,,,,3.0,,,,,,,,10,55.0,,,,,,,,,,,30.0,,,,,,,,COMPLETE
179,179,0.4551282051282051,2025-01-05 13:44:28.131610,2025-01-05 13:44:33.562598,0 days 00:00:05.430988,4,2,4.0,,,,,,,,,,,2.0,9.0,,,,,,,10,55.0,,,,,,,,,,,35.0,20.0,,,,,,,COMPLETE
180,180,0.7842553191489361,2025-01-05 13:44:33.563004,2025-01-05 13:44:37.771039,0 days 00:00:04.208035,3,2,5.0,,,,,,,,,,,1.0,,,,,,,,5,60.0,,,,,,,,,,,40.0,,,,,,,,COMPLETE
181,181,0.7777777777777778,2025-01-05 13:44:37.771430,2025-01-05 13:44:41.131622,0 days 00:00:03.360192,3,1,3.0,,,,,,,,,,,4.0,,,,,,,,10,55.0,,,,,,,,,,,30.0,,,,,,,,COMPLETE
182,182,0.8983333333333333,2025-01-05 13:44:41.132010,2025-01-05 13:44:44.229056,0 days 00:00:03.097046,2,1,4.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
183,183,0.88,2025-01-05 13:44:44.229419,2025-01-05 13:44:47.295822,0 days 00:00:03.066403,2,1,4.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
184,184,0.8770903010033444,2025-01-05 13:44:47.296190,2025-01-05 13:44:50.414227,0 days 00:00:03.118037,2,1,4.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
185,185,0.9399759903961584,2025-01-05 13:44:50.414589,2025-01-05 13:44:54.191115,0 days 00:00:03.776526,3,1,4.0,,,,,,,,,,,2.0,,,,,,,,15,50.0,,,,,,,,,,,35.0,,,,,,,,COMPLETE
186,186,0.8193496587715776,2025-01-05 13:44:54.191499,2025-01-05 13:44:57.713056,0 days 00:00:03.521557,2,1,4.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
187,187,0.7788461538461539,2025-01-05 13:44:57.713419,2025-01-05 13:45:00.208641,0 days 00:00:02.495222,1,1,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,COMPLETE
188,188,0.8255319148936171,2025-01-05 13:45:00.208979,2025-01-05 13:45:03.738596,0 days 00:00:03.529617,2,2,4.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
189,189,0.9089795918367347,2025-01-05 13:45:03.738963,2025-01-05 13:45:06.823965,0 days 00:00:03.085002,2,1,5.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
190,190,0.7488708220415538,2025-01-05 13:45:06.824339,2025-01-05 13:45:09.943819,0 days 00:00:03.119480,1,1,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,COMPLETE
191,191,0.9280851063829787,2025-01-05 13:45:09.944168,2025-01-05 13:45:13.007517,0 days 00:00:03.063349,2,1,5.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
192,192,0.831764705882353,2025-01-05 13:45:13.007874,2025-01-05 13:45:16.025011,0 days 00:00:03.017137,2,3,5.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
193,193,0.8480392156862746,2025-01-05 13:45:16.025383,2025-01-05 13:45:19.352771,0 days 00:00:03.327388,2,1,5.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
194,194,0.825925925925926,2025-01-05 13:45:19.353143,2025-01-05 13:45:22.467221,0 days 00:00:03.114078,2,1,5.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
195,195,0.7984084880636605,2025-01-05 13:45:22.467667,2025-01-05 13:45:25.720218,0 days 00:00:03.252551,1,1,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,COMPLETE
196,196,0.7525252525252526,2025-01-05 13:45:25.720673,2025-01-05 13:45:29.245236,0 days 00:00:03.524563,2,2,5.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
197,197,0.8585858585858586,2025-01-05 13:45:29.245596,2025-01-05 13:45:33.270495,0 days 00:00:04.024899,3,1,6.0,,,,,,,,,,,1.0,,,,,,,,15,50.0,,,,,,,,,,,35.0,,,,,,,,COMPLETE
198,198,0.7868248772504092,2025-01-05 13:45:33.270897,2025-01-05 13:45:37.024658,0 days 00:00:03.753761,3,1,5.0,,,,,,,,,,,1.0,,,,,,,,15,50.0,,,,,,,,,,,35.0,,,,,,,,COMPLETE
199,199,0.3419512195121951,2025-01-05 13:45:37.025055,2025-01-05 13:45:43.063216,0 days 00:00:06.038161,4,1,6.0,,,,,,,,,,,3.0,15.0,,,,,,,15,50.0,,,,,,,,,,,40.0,25.0,,,,,,,COMPLETE
200,200,0.8996386993175431,2025-01-05 13:45:43.063632,2025-01-05 13:45:47.190424,0 days 00:00:04.126792,3,2,6.0,,,,,,,,,,,2.0,,,,,,,,15,50.0,,,,,,,,,,,35.0,,,,,,,,COMPLETE
201,201,0.8569044639132248,2025-01-05 13:45:47.190814,2025-01-05 13:45:50.670360,0 days 00:00:03.479546,3,2,5.0,,,,,,,,,,,2.0,,,,,,,,15,50.0,,,,,,,,,,,35.0,,,,,,,,COMPLETE
