,number,value,datetime_start,datetime_complete,duration,params_depth,params_grids_0,params_grids_1,params_grids_10,params_grids_11,params_grids_12,params_grids_13,params_grids_14,params_grids_15,params_grids_16,params_grids_17,params_grids_18,params_grids_19,params_grids_2,params_grids_3,params_grids_4,params_grids_5,params_grids_6,params_grids_7,params_grids_8,params_grids_9,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
19,19,0.24863434781781152,2025-01-05 07:16:09.713524,2025-01-05 07:16:26.198685,0 days 00:00:16.485161,13,9,4.0,5.0,1.0,15.0,,,,,,,,3.0,9.0,4.0,11.0,15.0,1.0,9.0,7.0,60,25.0,40.0,55.0,55.0,,,,,,,,5.0,25.0,50.0,5.0,15.0,20.0,20.0,5.0,COMPLETE
20,20,0.0,2025-01-05 07:16:26.199237,2025-01-05 07:19:42.211475,0 days 00:03:16.012238,20,12,15.0,15.0,7.0,8.0,1.0,15.0,8.0,15.0,15.0,15.0,11.0,8.0,1.0,12.0,15.0,4.0,5.0,2.0,8.0,15,45.0,20.0,30.0,40.0,60.0,60.0,15.0,60.0,10.0,35.0,5.0,25.0,45.0,30.0,45.0,60.0,45.0,25.0,55.0,COMPLETE
21,21,0.8237759000683991,2025-01-05 07:19:42.212384,2025-01-05 07:19:50.393231,0 days 00:00:08.180847,1,6,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,COMPLETE
22,22,0.4142579567716864,2025-01-05 07:19:50.393574,2025-01-05 07:20:08.062075,0 days 00:00:17.668501,5,5,10.0,,,,,,,,,,,13.0,13.0,3.0,,,,,,30,5.0,,,,,,,,,,,50.0,5.0,15.0,,,,,,COMPLETE
23,23,0.6918219026872845,2025-01-05 07:20:08.062590,2025-01-05 07:20:15.861801,0 days 00:00:07.799211,1,8,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,COMPLETE
24,24,0.7538071596394804,2025-01-05 07:20:15.862237,2025-01-05 07:20:27.731705,0 days 00:00:11.869468,3,1,8.0,,,,,,,,,,,1.0,,,,,,,,40,15.0,,,,,,,,,,,35.0,,,,,,,,COMPLETE
25,25,0.37085987261146497,2025-01-05 07:20:27.732078,2025-01-05 07:20:57.263333,0 days 00:00:29.531255,6,10,6.0,,,,,,,,,,,6.0,9.0,8.0,5.0,,,,,20,30.0,,,,,,,,,,,15.0,25.0,60.0,15.0,,,,,COMPLETE
26,26,0.8124377802036347,2025-01-05 07:20:57.263898,2025-01-05 07:21:03.351294,0 days 00:00:06.087396,1,5,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,COMPLETE
27,27,0.5112635763351795,2025-01-05 07:21:03.351656,2025-01-05 07:21:35.146464,0 days 00:00:31.794808,4,7,13.0,,,,,,,,,,,3.0,4.0,,,,,,,30,50.0,,,,,,,,,,,30.0,55.0,,,,,,,COMPLETE
28,28,0.7840987992769325,2025-01-05 07:21:35.147039,2025-01-05 07:21:58.904662,0 days 00:00:23.757623,2,9,10.0,,,,,,,,,,,,,,,,,,,40,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
29,29,0.3929922426566722,2025-01-05 07:21:58.905024,2025-01-05 07:22:29.050769,0 days 00:00:30.145745,9,7,7.0,,,,,,,,,,,8.0,13.0,12.0,5.0,10.0,15.0,6.0,,25,25.0,,,,,,,,,,,40.0,15.0,5.0,50.0,30.0,25.0,60.0,,COMPLETE
30,30,0.6179784521753433,2025-01-05 07:22:29.051472,2025-01-05 07:22:49.358477,0 days 00:00:20.307005,3,6,3.0,,,,,,,,,,,15.0,,,,,,,,10,55.0,,,,,,,,,,,20.0,,,,,,,,COMPLETE
31,31,0.715389757441816,2025-01-05 07:22:49.358877,2025-01-05 07:22:55.653988,0 days 00:00:06.295111,1,5,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,COMPLETE
