,number,value,datetime_start,datetime_complete,duration,params_depth,params_grids_0,params_grids_1,params_grids_10,params_grids_11,params_grids_12,params_grids_13,params_grids_14,params_grids_15,params_grids_16,params_grids_17,params_grids_18,params_grids_19,params_grids_2,params_grids_3,params_grids_4,params_grids_5,params_grids_6,params_grids_7,params_grids_8,params_grids_9,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
94,94,0.792725501339612,2025-01-05 14:58:11.407065,2025-01-05 14:58:15.273730,0 days 00:00:03.866665,3,5,3.0,,,,,,,,,,,1.0,,,,,,,,25,25.0,,,,,,,,,,,15.0,,,,,,,,COMPLETE
95,95,0.7916955617198336,2025-01-05 14:58:15.274096,2025-01-05 14:58:19.743786,0 days 00:00:04.469690,1,6,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,COMPLETE
96,96,0.8264691905591637,2025-01-05 14:58:19.744107,2025-01-05 14:58:24.160935,0 days 00:00:04.416828,3,3,1.0,,,,,,,,,,,2.0,,,,,,,,20,25.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
97,97,0.49496415158757257,2025-01-05 14:58:24.161295,2025-01-05 14:58:31.351288,0 days 00:00:07.189993,5,2,1.0,,,,,,,,,,,6.0,1.0,14.0,,,,,,20,25.0,,,,,,,,,,,5.0,60.0,60.0,,,,,,COMPLETE
98,98,0.783875943817488,2025-01-05 14:58:31.351689,2025-01-05 14:58:34.747583,0 days 00:00:03.395894,2,3,1.0,,,,,,,,,,,,,,,,,,,15,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
99,99,0.7397872340425531,2025-01-05 14:58:34.747998,2025-01-05 14:58:37.151323,0 days 00:00:02.403325,1,2,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,COMPLETE
100,100,0.8161196911196911,2025-01-05 14:58:37.151632,2025-01-05 14:58:40.763755,0 days 00:00:03.612123,2,3,2.0,,,,,,,,,,,,,,,,,,,25,15.0,,,,,,,,,,,,,,,,,,,COMPLETE
101,101,0.8322675848499754,2025-01-05 14:58:40.764216,2025-01-05 14:58:44.136641,0 days 00:00:03.372425,2,3,2.0,,,,,,,,,,,,,,,,,,,25,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
102,102,0.23961719032141565,2025-01-05 14:58:44.136984,2025-01-05 14:58:51.676453,0 days 00:00:07.539469,13,3,2.0,4.0,13.0,10.0,,,,,,,,3.0,11.0,2.0,6.0,4.0,10.0,15.0,9.0,25,15.0,30.0,50.0,60.0,,,,,,,,10.0,5.0,20.0,25.0,50.0,25.0,55.0,15.0,COMPLETE
103,103,0.8,2025-01-05 14:58:51.677012,2025-01-05 14:58:54.828011,0 days 00:00:03.150999,2,2,2.0,,,,,,,,,,,,,,,,,,,20,10.0,,,,,,,,,,,,,,,,,,,COMPLETE
104,104,0.8218045112781955,2025-01-05 14:58:54.828356,2025-01-05 14:58:58.944674,0 days 00:00:04.116318,3,1,1.0,,,,,,,,,,,2.0,,,,,,,,25,10.0,,,,,,,,,,,25.0,,,,,,,,COMPLETE
105,105,0.6757297748123436,2025-01-05 14:58:58.945035,2025-01-05 14:59:03.594535,0 days 00:00:04.649500,4,1,1.0,,,,,,,,,,,2.0,6.0,,,,,,,25,10.0,,,,,,,,,,,25.0,25.0,,,,,,,COMPLETE
106,106,0.8014195969649995,2025-01-05 14:59:03.594913,2025-01-05 14:59:07.723637,0 days 00:00:04.128724,3,1,1.0,,,,,,,,,,,2.0,,,,,,,,25,5.0,,,,,,,,,,,20.0,,,,,,,,COMPLETE
107,107,0.18242424242424243,2025-01-05 14:59:07.723998,2025-01-05 14:59:23.869199,0 days 00:00:16.145201,9,3,1.0,,,,,,,,,,,5.0,4.0,11.0,11.0,1.0,14.0,7.0,,20,15.0,,,,,,,,,,,5.0,35.0,15.0,40.0,30.0,40.0,40.0,,COMPLETE
108,108,0.8010025062656642,2025-01-05 14:59:23.869698,2025-01-05 14:59:26.165072,0 days 00:00:02.295374,1,2,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,COMPLETE
109,109,0.6765217391304348,2025-01-05 14:59:26.165395,2025-01-05 14:59:29.586554,0 days 00:00:03.421159,3,3,2.0,,,,,,,,,,,4.0,,,,,,,,20,5.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
110,110,0.7885018545395904,2025-01-05 14:59:29.586910,2025-01-05 14:59:32.946671,0 days 00:00:03.359761,2,4,2.0,,,,,,,,,,,,,,,,,,,25,10.0,,,,,,,,,,,,,,,,,,,COMPLETE
111,111,0.7928571428571429,2025-01-05 14:59:32.947005,2025-01-05 14:59:36.568972,0 days 00:00:03.621967,2,4,1.0,,,,,,,,,,,,,,,,,,,30,10.0,,,,,,,,,,,,,,,,,,,COMPLETE
112,112,0.7014977359804946,2025-01-05 14:59:36.569316,2025-01-05 14:59:40.409599,0 days 00:00:03.840283,1,5,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,COMPLETE
113,113,0.811490736019038,2025-01-05 14:59:40.409916,2025-01-05 14:59:43.816329,0 days 00:00:03.406413,2,4,2.0,,,,,,,,,,,,,,,,,,,30,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
114,114,0.4994517543859649,2025-01-05 14:59:43.816661,2025-01-05 14:59:48.751703,0 days 00:00:04.935042,4,3,3.0,,,,,,,,,,,2.0,10.0,,,,,,,30,20.0,,,,,,,,,,,35.0,45.0,,,,,,,COMPLETE
115,115,0.7817174973138277,2025-01-05 14:59:48.752086,2025-01-05 14:59:52.864010,0 days 00:00:04.111924,3,1,2.0,,,,,,,,,,,3.0,,,,,,,,25,25.0,,,,,,,,,,,30.0,,,,,,,,COMPLETE
116,116,0.6687813904308749,2025-01-05 14:59:52.864375,2025-01-05 14:59:55.059012,0 days 00:00:02.194637,1,2,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,COMPLETE
117,117,0.8161030595813205,2025-01-05 14:59:55.059333,2025-01-05 14:59:58.452534,0 days 00:00:03.393201,2,5,3.0,,,,,,,,,,,,,,,,,,,20,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
118,118,0.547191011235955,2025-01-05 14:59:58.452865,2025-01-05 15:00:02.571435,0 days 00:00:04.118570,3,5,8.0,,,,,,,,,,,6.0,,,,,,,,20,30.0,,,,,,,,,,,45.0,,,,,,,,COMPLETE
119,119,0.7386363636363636,2025-01-05 15:00:02.571809,2025-01-05 15:00:05.622861,0 days 00:00:03.051052,2,4,3.0,,,,,,,,,,,,,,,,,,,10,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
120,120,0.7534343434343433,2025-01-05 15:00:05.623210,2025-01-05 15:00:09.752617,0 days 00:00:04.129407,1,6,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,COMPLETE
121,121,0.769010160603081,2025-01-05 15:00:09.752933,2025-01-05 15:00:13.150638,0 days 00:00:03.397705,2,5,4.0,,,,,,,,,,,,,,,,,,,25,35.0,,,,,,,,,,,,,,,,,,,COMPLETE
122,122,0.6842105263157894,2025-01-05 15:00:13.150974,2025-01-05 15:00:17.385987,0 days 00:00:04.235013,3,5,3.0,,,,,,,,,,,4.0,,,,,,,,20,30.0,,,,,,,,,,,25.0,,,,,,,,COMPLETE
123,123,0.8212005108556832,2025-01-05 15:00:17.386425,2025-01-05 15:00:20.787573,0 days 00:00:03.401148,2,5,1.0,,,,,,,,,,,,,,,,,,,30,35.0,,,,,,,,,,,,,,,,,,,COMPLETE
124,124,0.805730427764326,2025-01-05 15:00:20.788036,2025-01-05 15:00:24.012744,0 days 00:00:03.224708,1,4,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,COMPLETE
125,125,0.7818828002314241,2025-01-05 15:00:24.013064,2025-01-05 15:00:27.238258,0 days 00:00:03.225194,2,7,1.0,,,,,,,,,,,,,,,,,,,20,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
126,126,0.7636994792958096,2025-01-05 15:00:27.238605,2025-01-05 15:00:31.240250,0 days 00:00:04.001645,3,6,1.0,,,,,,,,,,,7.0,,,,,,,,25,35.0,,,,,,,,,,,40.0,,,,,,,,COMPLETE
127,127,0.7844008890684987,2025-01-05 15:00:31.240611,2025-01-05 15:00:35.251316,0 days 00:00:04.010705,1,5,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,COMPLETE
128,128,0.8215895808983136,2025-01-05 15:00:35.251632,2025-01-05 15:00:38.398975,0 days 00:00:03.147343,2,3,2.0,,,,,,,,,,,,,,,,,,,25,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
129,129,0.45265876903892405,2025-01-05 15:00:38.399316,2025-01-05 15:00:48.134101,0 days 00:00:09.734785,5,3,2.0,,,,,,,,,,,5.0,14.0,14.0,,,,,,30,20.0,,,,,,,,,,,15.0,10.0,10.0,,,,,,COMPLETE
130,130,0.8300183720744468,2025-01-05 15:00:48.134517,2025-01-05 15:00:52.253462,0 days 00:00:04.118945,3,2,1.0,,,,,,,,,,,1.0,,,,,,,,25,25.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
131,131,0.8212005108556832,2025-01-05 15:00:52.253828,2025-01-05 15:00:56.376822,0 days 00:00:04.122994,3,2,1.0,,,,,,,,,,,1.0,,,,,,,,25,25.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
132,132,0.7835511894130065,2025-01-05 15:00:56.377190,2025-01-05 15:01:00.509124,0 days 00:00:04.131934,3,2,1.0,,,,,,,,,,,2.0,,,,,,,,25,25.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
133,133,0.8215396888711608,2025-01-05 15:01:00.509513,2025-01-05 15:01:05.413401,0 days 00:00:04.903888,4,2,1.0,,,,,,,,,,,1.0,3.0,,,,,,,30,25.0,,,,,,,,,,,5.0,40.0,,,,,,,COMPLETE
134,134,0.7871068152031455,2025-01-05 15:01:05.413798,2025-01-05 15:01:10.335215,0 days 00:00:04.921417,4,2,1.0,,,,,,,,,,,1.0,2.0,,,,,,,30,25.0,,,,,,,,,,,5.0,40.0,,,,,,,COMPLETE
135,135,0.8235583224115335,2025-01-05 15:01:10.335607,2025-01-05 15:01:14.703977,0 days 00:00:04.368370,3,1,1.0,,,,,,,,,,,1.0,,,,,,,,25,25.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
136,136,0.808695652173913,2025-01-05 15:01:14.704346,2025-01-05 15:01:19.958660,0 days 00:00:05.254314,4,1,1.0,,,,,,,,,,,1.0,3.0,,,,,,,25,25.0,,,,,,,,,,,5.0,50.0,,,,,,,COMPLETE
137,137,0.7834324553950722,2025-01-05 15:01:19.959069,2025-01-05 15:01:24.069629,0 days 00:00:04.110560,3,1,1.0,,,,,,,,,,,2.0,,,,,,,,25,25.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
138,138,0.7873525557011796,2025-01-05 15:01:24.069990,2025-01-05 15:01:28.206951,0 days 00:00:04.136961,3,2,2.0,,,,,,,,,,,3.0,,,,,,,,25,20.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
139,139,0.857097288676236,2025-01-05 15:01:28.207324,2025-01-05 15:01:33.098148,0 days 00:00:04.890824,4,1,1.0,,,,,,,,,,,1.0,1.0,,,,,,,25,30.0,,,,,,,,,,,10.0,25.0,,,,,,,COMPLETE
140,140,0.47778761061946906,2025-01-05 15:01:33.098540,2025-01-05 15:01:40.147725,0 days 00:00:07.049185,6,1,2.0,,,,,,,,,,,1.0,1.0,15.0,10.0,,,,,25,30.0,,,,,,,,,,,5.0,25.0,45.0,25.0,,,,,COMPLETE
141,141,0.7636622841755109,2025-01-05 15:01:40.148171,2025-01-05 15:01:45.047263,0 days 00:00:04.899092,4,1,1.0,,,,,,,,,,,1.0,4.0,,,,,,,25,30.0,,,,,,,,,,,10.0,30.0,,,,,,,COMPLETE
142,142,0.5017316017316017,2025-01-05 15:01:45.047652,2025-01-05 15:01:50.553904,0 days 00:00:05.506252,5,2,1.0,,,,,,,,,,,2.0,2.0,7.0,,,,,,25,25.0,,,,,,,,,,,10.0,20.0,35.0,,,,,,COMPLETE
143,143,0.8219349457881568,2025-01-05 15:01:50.554327,2025-01-05 15:01:54.657963,0 days 00:00:04.103636,3,2,1.0,,,,,,,,,,,2.0,,,,,,,,30,30.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
144,144,0.7713159588159588,2025-01-05 15:01:54.658339,2025-01-05 15:01:59.586278,0 days 00:00:04.927939,4,1,1.0,,,,,,,,,,,2.0,3.0,,,,,,,30,30.0,,,,,,,,,,,5.0,40.0,,,,,,,COMPLETE
145,145,0.7926948051948053,2025-01-05 15:01:59.586664,2025-01-05 15:02:03.722255,0 days 00:00:04.135591,3,2,2.0,,,,,,,,,,,3.0,,,,,,,,30,30.0,,,,,,,,,,,15.0,,,,,,,,COMPLETE
146,146,0.8235053235053236,2025-01-05 15:02:03.722746,2025-01-05 15:02:08.302440,0 days 00:00:04.579694,4,1,1.0,,,,,,,,,,,2.0,5.0,,,,,,,30,35.0,,,,,,,,,,,10.0,15.0,,,,,,,COMPLETE
147,147,0.5742810038468584,2025-01-05 15:02:08.302954,2025-01-05 15:02:13.244254,0 days 00:00:04.941300,4,1,2.0,,,,,,,,,,,2.0,5.0,,,,,,,30,30.0,,,,,,,,,,,10.0,15.0,,,,,,,COMPLETE
148,148,0.4942226890756303,2025-01-05 15:02:13.244667,2025-01-05 15:02:17.618716,0 days 00:00:04.374049,4,1,9.0,,,,,,,,,,,1.0,4.0,,,,,,,20,35.0,,,,,,,,,,,5.0,20.0,,,,,,,COMPLETE
149,149,0.7442834138486312,2025-01-05 15:02:17.619119,2025-01-05 15:02:22.486309,0 days 00:00:04.867190,4,2,1.0,,,,,,,,,,,3.0,1.0,,,,,,,25,30.0,,,,,,,,,,,10.0,25.0,,,,,,,COMPLETE
150,150,0.37183486238532115,2025-01-05 15:02:22.486704,2025-01-05 15:02:28.183913,0 days 00:00:05.697209,5,1,2.0,,,,,,,,,,,2.0,6.0,12.0,,,,,,30,30.0,,,,,,,,,,,15.0,15.0,30.0,,,,,,COMPLETE
151,151,0.7910052910052909,2025-01-05 15:02:28.184345,2025-01-05 15:02:32.300213,0 days 00:00:04.115868,3,3,1.0,,,,,,,,,,,1.0,,,,,,,,30,35.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
152,152,0.7800579430226944,2025-01-05 15:02:32.300580,2025-01-05 15:02:35.438401,0 days 00:00:03.137821,2,2,1.0,,,,,,,,,,,,,,,,,,,30,35.0,,,,,,,,,,,,,,,,,,,COMPLETE
153,153,0.8481053051455923,2025-01-05 15:02:35.438745,2025-01-05 15:02:38.782139,0 days 00:00:03.343394,2,1,1.0,,,,,,,,,,,,,,,,,,,30,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
154,154,0.7890750886239124,2025-01-05 15:02:38.782481,2025-01-05 15:02:42.877483,0 days 00:00:04.095002,3,1,2.0,,,,,,,,,,,3.0,,,,,,,,25,40.0,,,,,,,,,,,15.0,,,,,,,,COMPLETE
155,155,0.8212005108556832,2025-01-05 15:02:42.877847,2025-01-05 15:02:46.224319,0 days 00:00:03.346472,2,1,1.0,,,,,,,,,,,,,,,,,,,30,45.0,,,,,,,,,,,,,,,,,,,COMPLETE
156,156,0.8194534808067664,2025-01-05 15:02:46.224660,2025-01-05 15:02:49.831410,0 days 00:00:03.606750,2,2,1.0,,,,,,,,,,,,,,,,,,,20,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
157,157,0.600145137880987,2025-01-05 15:02:49.831750,2025-01-05 15:02:55.590474,0 days 00:00:05.758724,5,1,2.0,,,,,,,,,,,2.0,3.0,2.0,,,,,,25,40.0,,,,,,,,,,,5.0,30.0,5.0,,,,,,COMPLETE
158,158,0.8341110217216412,2025-01-05 15:02:55.590895,2025-01-05 15:02:59.721312,0 days 00:00:04.130417,3,3,1.0,,,,,,,,,,,1.0,,,,,,,,30,30.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
159,159,0.6673076923076923,2025-01-05 15:02:59.721677,2025-01-05 15:03:03.889872,0 days 00:00:04.168195,3,3,10.0,,,,,,,,,,,1.0,,,,,,,,25,30.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
160,160,0.8251247384516337,2025-01-05 15:03:03.890255,2025-01-05 15:03:07.265821,0 days 00:00:03.375566,2,3,2.0,,,,,,,,,,,,,,,,,,,30,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
161,161,0.7747016318908826,2025-01-05 15:03:07.266172,2025-01-05 15:03:10.636690,0 days 00:00:03.370518,2,3,2.0,,,,,,,,,,,,,,,,,,,30,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
162,162,0.7996030105036804,2025-01-05 15:03:10.637039,2025-01-05 15:03:14.756194,0 days 00:00:04.119155,3,3,1.0,,,,,,,,,,,3.0,,,,,,,,30,30.0,,,,,,,,,,,20.0,,,,,,,,COMPLETE
163,163,0.8035714285714286,2025-01-05 15:03:14.756553,2025-01-05 15:03:18.343994,0 days 00:00:03.587441,2,3,2.0,,,,,,,,,,,,,,,,,,,35,35.0,,,,,,,,,,,,,,,,,,,COMPLETE
164,164,0.8379475521636762,2025-01-05 15:03:18.344363,2025-01-05 15:03:21.689667,0 days 00:00:03.345304,2,1,2.0,,,,,,,,,,,,,,,,,,,30,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
165,165,0.7708333333333333,2025-01-05 15:03:21.690008,2025-01-05 15:03:23.814176,0 days 00:00:02.124168,1,1,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,COMPLETE
166,166,0.7891391794046662,2025-01-05 15:03:23.814494,2025-01-05 15:03:28.199914,0 days 00:00:04.385420,3,1,1.0,,,,,,,,,,,2.0,,,,,,,,30,30.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
167,167,0.7837837837837838,2025-01-05 15:03:28.200289,2025-01-05 15:03:31.545999,0 days 00:00:03.345710,2,1,3.0,,,,,,,,,,,,,,,,,,,35,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
168,168,0.7466814159292036,2025-01-05 15:03:31.546345,2025-01-05 15:03:35.662185,0 days 00:00:04.115840,3,2,2.0,,,,,,,,,,,4.0,,,,,,,,30,35.0,,,,,,,,,,,15.0,,,,,,,,COMPLETE
169,169,0.7788726842727631,2025-01-05 15:03:35.662547,2025-01-05 15:03:37.775642,0 days 00:00:02.113095,1,1,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,COMPLETE
170,170,0.8088653603034135,2025-01-05 15:03:37.775958,2025-01-05 15:03:41.870254,0 days 00:00:04.094296,3,2,1.0,,,,,,,,,,,1.0,,,,,,,,25,30.0,,,,,,,,,,,20.0,,,,,,,,COMPLETE
171,171,0.8161705551086083,2025-01-05 15:03:41.870624,2025-01-05 15:03:45.254743,0 days 00:00:03.384119,2,3,2.0,,,,,,,,,,,,,,,,,,,25,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
172,172,0.8143840104849279,2025-01-05 15:03:45.255173,2025-01-05 15:03:48.635401,0 days 00:00:03.380228,2,4,2.0,,,,,,,,,,,,,,,,,,,25,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
173,173,0.8107142857142857,2025-01-05 15:03:48.635743,2025-01-05 15:03:51.996537,0 days 00:00:03.360794,2,2,1.0,,,,,,,,,,,,,,,,,,,30,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
174,174,0.771286013198133,2025-01-05 15:03:51.996999,2025-01-05 15:03:56.142498,0 days 00:00:04.145499,3,1,3.0,,,,,,,,,,,2.0,,,,,,,,20,25.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
175,175,0.6655356909826439,2025-01-05 15:03:56.142878,2025-01-05 15:03:59.078012,0 days 00:00:02.935134,1,3,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,COMPLETE
176,176,0.8479111750139787,2025-01-05 15:03:59.078345,2025-01-05 15:04:02.433391,0 days 00:00:03.355046,2,1,1.0,,,,,,,,,,,,,,,,,,,30,35.0,,,,,,,,,,,,,,,,,,,COMPLETE
177,177,0.8479111750139787,2025-01-05 15:04:02.433779,2025-01-05 15:04:06.523260,0 days 00:00:04.089481,3,1,1.0,,,,,,,,,,,1.0,,,,,,,,35,35.0,,,,,,,,,,,15.0,,,,,,,,COMPLETE
178,178,0.8083146626835946,2025-01-05 15:04:06.523644,2025-01-05 15:04:09.876614,0 days 00:00:03.352970,2,1,1.0,,,,,,,,,,,,,,,,,,,35,35.0,,,,,,,,,,,,,,,,,,,COMPLETE
179,179,0.8123944613306315,2025-01-05 15:04:09.876960,2025-01-05 15:04:12.185965,0 days 00:00:02.309005,1,1,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,COMPLETE
180,180,0.8035714285714286,2025-01-05 15:04:12.186295,2025-01-05 15:04:16.305616,0 days 00:00:04.119321,3,1,1.0,,,,,,,,,,,1.0,,,,,,,,35,35.0,,,,,,,,,,,15.0,,,,,,,,COMPLETE
181,181,0.8209146146466262,2025-01-05 15:04:16.305993,2025-01-05 15:04:20.422885,0 days 00:00:04.116892,3,1,1.0,,,,,,,,,,,2.0,,,,,,,,30,35.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
182,182,0.8378246753246753,2025-01-05 15:04:20.423267,2025-01-05 15:04:23.769282,0 days 00:00:03.346015,2,1,1.0,,,,,,,,,,,,,,,,,,,30,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
183,183,0.43601190476190477,2025-01-05 15:04:23.769632,2025-01-05 15:04:38.719857,0 days 00:00:14.950225,7,2,1.0,,,,,,,,,,,1.0,7.0,11.0,13.0,7.0,,,,30,40.0,,,,,,,,,,,5.0,5.0,55.0,55.0,15.0,,,,COMPLETE
184,184,0.8558441558441559,2025-01-05 15:04:38.720365,2025-01-05 15:04:42.062807,0 days 00:00:03.342442,2,1,1.0,,,,,,,,,,,,,,,,,,,35,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
185,185,0.8300183720744468,2025-01-05 15:04:42.063173,2025-01-05 15:04:45.424679,0 days 00:00:03.361506,2,1,1.0,,,,,,,,,,,,,,,,,,,35,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
186,186,0.7926948051948053,2025-01-05 15:04:45.425040,2025-01-05 15:04:48.773321,0 days 00:00:03.348281,2,1,1.0,,,,,,,,,,,,,,,,,,,35,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
187,187,0.8145604395604396,2025-01-05 15:04:48.773667,2025-01-05 15:04:50.895404,0 days 00:00:02.121737,1,1,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,COMPLETE
188,188,0.32503516174402247,2025-01-05 15:04:50.895722,2025-01-05 15:05:08.481319,0 days 00:00:17.585597,11,1,1.0,11.0,,,,,,,,,,4.0,8.0,6.0,2.0,10.0,3.0,2.0,6.0,35,45.0,50.0,,,,,,,,,,15.0,10.0,20.0,30.0,55.0,10.0,5.0,40.0,COMPLETE
189,189,0.7782964782964783,2025-01-05 15:05:08.481909,2025-01-05 15:05:11.839487,0 days 00:00:03.357578,2,1,2.0,,,,,,,,,,,,,,,,,,,35,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
190,190,0.5931372549019608,2025-01-05 15:05:11.839858,2025-01-05 15:05:13.926834,0 days 00:00:02.086976,1,1,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,COMPLETE
191,191,0.8250080567193039,2025-01-05 15:05:13.927171,2025-01-05 15:05:17.280696,0 days 00:00:03.353525,2,1,1.0,,,,,,,,,,,,,,,,,,,35,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
192,192,0.8928571428571429,2025-01-05 15:05:17.281052,2025-01-05 15:05:20.628187,0 days 00:00:03.347135,2,1,1.0,,,,,,,,,,,,,,,,,,,35,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
193,193,0.7976957782790848,2025-01-05 15:05:20.628533,2025-01-05 15:05:23.967570,0 days 00:00:03.339037,2,1,1.0,,,,,,,,,,,,,,,,,,,40,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
194,194,0.7584471603163192,2025-01-05 15:05:23.967912,2025-01-05 15:05:27.569406,0 days 00:00:03.601494,2,2,1.0,,,,,,,,,,,,,,,,,,,35,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
195,195,0.8071784967004667,2025-01-05 15:05:27.569829,2025-01-05 15:05:30.935591,0 days 00:00:03.365762,2,1,1.0,,,,,,,,,,,,,,,,,,,35,45.0,,,,,,,,,,,,,,,,,,,COMPLETE
196,196,0.790929203539823,2025-01-05 15:05:30.935929,2025-01-05 15:05:33.037252,0 days 00:00:02.101323,1,1,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,COMPLETE
197,197,0.7980041847738613,2025-01-05 15:05:33.037691,2025-01-05 15:05:36.387606,0 days 00:00:03.349915,2,2,2.0,,,,,,,,,,,,,,,,,,,35,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
198,198,0.7492132392837765,2025-01-05 15:05:36.387959,2025-01-05 15:05:38.649222,0 days 00:00:02.261263,1,1,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,COMPLETE
199,199,0.7837662337662338,2025-01-05 15:05:38.649546,2025-01-05 15:05:42.206688,0 days 00:00:03.557142,2,1,1.0,,,,,,,,,,,,,,,,,,,35,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
200,200,0.8143840104849279,2025-01-05 15:05:42.207036,2025-01-05 15:05:45.562931,0 days 00:00:03.355895,2,2,2.0,,,,,,,,,,,,,,,,,,,35,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
201,201,0.25958378970427165,2025-01-05 15:05:45.563281,2025-01-05 15:06:00.142332,0 days 00:00:14.579051,8,1,1.0,,,,,,,,,,,3.0,6.0,13.0,14.0,13.0,9.0,,,35,40.0,,,,,,,,,,,20.0,20.0,40.0,10.0,25.0,55.0,,,COMPLETE
202,202,0.8030060761112888,2025-01-05 15:06:00.142847,2025-01-05 15:06:04.258102,0 days 00:00:04.115255,3,1,1.0,,,,,,,,,,,1.0,,,,,,,,30,40.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
203,203,0.7747016318908826,2025-01-05 15:06:04.258499,2025-01-05 15:06:07.609145,0 days 00:00:03.350646,2,1,1.0,,,,,,,,,,,,,,,,,,,30,35.0,,,,,,,,,,,,,,,,,,,COMPLETE
204,204,0.8546160839738821,2025-01-05 15:06:07.609505,2025-01-05 15:06:11.995768,0 days 00:00:04.386263,3,1,1.0,,,,,,,,,,,3.0,,,,,,,,35,40.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
205,205,0.8092404330936441,2025-01-05 15:06:11.996170,2025-01-05 15:06:16.101696,0 days 00:00:04.105526,3,1,1.0,,,,,,,,,,,4.0,,,,,,,,40,45.0,,,,,,,,,,,15.0,,,,,,,,COMPLETE
206,206,0.8288961038961038,2025-01-05 15:06:16.102087,2025-01-05 15:06:19.465943,0 days 00:00:03.363856,2,2,1.0,,,,,,,,,,,,,,,,,,,35,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
