,number,value,datetime_start,datetime_complete,duration,params_depth,params_grids_0,params_grids_1,params_grids_10,params_grids_11,params_grids_12,params_grids_13,params_grids_14,params_grids_15,params_grids_16,params_grids_17,params_grids_18,params_grids_19,params_grids_2,params_grids_3,params_grids_4,params_grids_5,params_grids_6,params_grids_7,params_grids_8,params_grids_9,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
66,66,0.44653239241437787,2025-01-05 21:18:07.084880,2025-01-05 21:21:22.678401,0 days 00:03:15.593521,5,4,8.0,,,,,,,,,,,9.0,6.0,3.0,,,,,,55,40.0,,,,,,,,,,,60.0,5.0,15.0,,,,,,COMPLETE
67,67,0.8659246102133225,2025-01-05 21:21:22.678959,2025-01-05 21:24:20.479291,0 days 00:02:57.800332,2,13,3.0,,,,,,,,,,,,,,,,,,,50,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
68,68,0.8661876570319094,2025-01-05 21:24:20.479804,2025-01-05 21:26:51.469035,0 days 00:02:30.989231,3,2,6.0,,,,,,,,,,,11.0,,,,,,,,60,45.0,,,,,,,,,,,40.0,,,,,,,,COMPLETE
69,69,0.8571012243707381,2025-01-05 21:26:51.469552,2025-01-05 21:28:10.561916,0 days 00:01:19.092364,4,1,4.0,,,,,,,,,,,2.0,3.0,,,,,,,55,35.0,,,,,,,,,,,50.0,35.0,,,,,,,COMPLETE
70,70,0.8820499426383704,2025-01-05 21:28:10.562463,2025-01-05 21:28:28.392898,0 days 00:00:17.830435,1,10,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
71,71,0.7752233839213114,2025-01-05 21:28:28.393333,2025-01-05 21:29:28.645641,0 days 00:01:00.252308,1,9,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,COMPLETE
72,72,0.886468724626231,2025-01-05 21:29:28.646136,2025-01-05 21:29:50.839061,0 days 00:00:22.192925,2,10,2.0,,,,,,,,,,,,,,,,,,,5,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
73,73,0.897597526116914,2025-01-05 21:29:50.839403,2025-01-05 21:30:17.953420,0 days 00:00:27.114017,2,10,7.0,,,,,,,,,,,,,,,,,,,5,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
74,74,0.8798670666215699,2025-01-05 21:30:17.953883,2025-01-05 21:30:51.495775,0 days 00:00:33.541892,2,11,12.0,,,,,,,,,,,,,,,,,,,5,55.0,,,,,,,,,,,,,,,,,,,COMPLETE
75,75,0.7856689909652573,2025-01-05 21:30:51.496240,2025-01-05 21:31:09.276508,0 days 00:00:17.780268,1,10,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
76,76,0.3017122965780299,2025-01-05 21:31:09.276799,2025-01-05 21:32:31.298092,0 days 00:01:22.021293,15,10,12.0,4.0,4.0,11.0,4.0,5.0,,,,,,13.0,14.0,12.0,7.0,15.0,4.0,1.0,7.0,10,25.0,45.0,45.0,20.0,45.0,5.0,,,,,,5.0,55.0,25.0,50.0,15.0,10.0,45.0,10.0,COMPLETE
77,77,0.8413700986231196,2025-01-05 21:32:31.298795,2025-01-05 21:32:56.724491,0 days 00:00:25.425696,1,8,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,COMPLETE
78,78,0.8656203276348997,2025-01-05 21:32:56.724823,2025-01-05 21:33:25.545986,0 days 00:00:28.821163,2,10,7.0,,,,,,,,,,,,,,,,,,,5,60.0,,,,,,,,,,,,,,,,,,,COMPLETE
79,79,0.8735845573731933,2025-01-05 21:33:25.546477,2025-01-05 21:33:54.155540,0 days 00:00:28.609063,1,9,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,COMPLETE
80,80,0.894617400643088,2025-01-05 21:33:54.155988,2025-01-05 21:34:23.234151,0 days 00:00:29.078163,2,11,9.0,,,,,,,,,,,,,,,,,,,5,45.0,,,,,,,,,,,,,,,,,,,COMPLETE
81,81,0.8760373707207953,2025-01-05 21:34:23.234508,2025-01-05 21:34:52.757049,0 days 00:00:29.522541,2,11,9.0,,,,,,,,,,,,,,,,,,,5,45.0,,,,,,,,,,,,,,,,,,,COMPLETE
82,82,0.42100226379892,2025-01-05 21:34:52.757512,2025-01-05 21:35:47.994935,0 days 00:00:55.237423,3,10,10.0,,,,,,,,,,,14.0,,,,,,,,5,50.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
83,83,0.8691467575352163,2025-01-05 21:35:47.995468,2025-01-05 21:36:56.019895,0 days 00:01:08.024427,2,11,11.0,,,,,,,,,,,,,,,,,,,15,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
84,84,0.8368601420817476,2025-01-05 21:36:56.020404,2025-01-05 21:37:27.058170,0 days 00:00:31.037766,1,10,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,COMPLETE
85,85,0.8682893047444803,2025-01-05 21:37:27.058638,2025-01-05 21:38:02.755297,0 days 00:00:35.696659,3,12,14.0,,,,,,,,,,,1.0,,,,,,,,5,45.0,,,,,,,,,,,10.0,,,,,,,,COMPLETE
86,86,0.885245536859425,2025-01-05 21:38:02.755780,2025-01-05 21:38:46.917542,0 days 00:00:44.161762,2,9,8.0,,,,,,,,,,,,,,,,,,,10,55.0,,,,,,,,,,,,,,,,,,,COMPLETE
87,87,0.8688123418581795,2025-01-05 21:38:46.918045,2025-01-05 21:40:39.985582,0 days 00:01:53.067537,2,9,8.0,,,,,,,,,,,,,,,,,,,30,55.0,,,,,,,,,,,,,,,,,,,COMPLETE
88,88,0.4493452858799393,2025-01-05 21:40:39.986099,2025-01-05 21:42:13.879158,0 days 00:01:33.893059,3,8,10.0,,,,,,,,,,,12.0,,,,,,,,10,50.0,,,,,,,,,,,25.0,,,,,,,,COMPLETE
89,89,0.8820587174809422,2025-01-05 21:42:13.879698,2025-01-05 21:42:53.534543,0 days 00:00:39.654845,2,2,9.0,,,,,,,,,,,,,,,,,,,15,55.0,,,,,,,,,,,,,,,,,,,COMPLETE
90,90,0.8461322446406453,2025-01-05 21:42:53.535014,2025-01-05 21:43:10.693162,0 days 00:00:17.158148,1,6,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,COMPLETE
91,91,0.870318846488308,2025-01-05 21:43:10.693478,2025-01-05 21:44:08.288947,0 days 00:00:57.595469,2,7,9.0,,,,,,,,,,,,,,,,,,,15,55.0,,,,,,,,,,,,,,,,,,,COMPLETE
