,number,value,datetime_start,datetime_complete,duration,params_depth,params_grids_0,params_grids_1,params_grids_10,params_grids_11,params_grids_12,params_grids_13,params_grids_14,params_grids_15,params_grids_16,params_grids_17,params_grids_18,params_grids_19,params_grids_2,params_grids_3,params_grids_4,params_grids_5,params_grids_6,params_grids_7,params_grids_8,params_grids_9,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
61,61,0.6146034816247583,2025-01-05 16:12:08.548057,2025-01-05 16:12:13.963612,0 days 00:00:05.415555,3,14,3.0,,,,,,,,,,,3.0,,,,,,,,55,25.0,,,,,,,,,,,25.0,,,,,,,,COMPLETE
62,62,0.4283374283374284,2025-01-05 16:12:13.963980,2025-01-05 16:12:18.935609,0 days 00:00:04.971629,1,15,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,COMPLETE
63,63,0.71840242669363,2025-01-05 16:12:18.935928,2025-01-05 16:12:22.143068,0 days 00:00:03.207140,2,14,3.0,,,,,,,,,,,,,,,,,,,60,15.0,,,,,,,,,,,,,,,,,,,COMPLETE
64,64,0.5952380952380952,2025-01-05 16:12:22.143404,2025-01-05 16:12:26.406625,0 days 00:00:04.263221,4,12,3.0,,,,,,,,,,,1.0,5.0,,,,,,,60,15.0,,,,,,,,,,,40.0,30.0,,,,,,,COMPLETE
65,65,0.6257142857142857,2025-01-05 16:12:26.407000,2025-01-05 16:12:29.967827,0 days 00:00:03.560827,2,14,2.0,,,,,,,,,,,,,,,,,,,55,20.0,,,,,,,,,,,,,,,,,,,COMPLETE
66,66,0.6196060037523452,2025-01-05 16:12:29.968176,2025-01-05 16:12:34.357076,0 days 00:00:04.388900,2,13,1.0,,,,,,,,,,,,,,,,,,,60,10.0,,,,,,,,,,,,,,,,,,,COMPLETE
67,67,0.46660069272637306,2025-01-05 16:12:34.357412,2025-01-05 16:12:37.732122,0 days 00:00:03.374710,3,15,2.0,,,,,,,,,,,7.0,,,,,,,,55,15.0,,,,,,,,,,,45.0,,,,,,,,COMPLETE
68,68,0.2833742833742834,2025-01-05 16:12:37.732476,2025-01-05 16:12:41.617251,0 days 00:00:03.884775,15,12,1.0,5.0,6.0,5.0,7.0,9.0,,,,,,2.0,11.0,3.0,6.0,3.0,10.0,7.0,1.0,60,25.0,15.0,20.0,50.0,35.0,35.0,,,,,,10.0,40.0,50.0,10.0,40.0,10.0,45.0,35.0,COMPLETE
69,69,0.5849342770475228,2025-01-05 16:12:41.617838,2025-01-05 16:12:47.941277,0 days 00:00:06.323439,4,13,2.0,,,,,,,,,,,5.0,3.0,,,,,,,45,30.0,,,,,,,,,,,15.0,20.0,,,,,,,COMPLETE
70,70,0.6233153638814016,2025-01-05 16:12:47.941661,2025-01-05 16:12:53.050553,0 days 00:00:05.108892,1,14,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,COMPLETE
71,71,0.6624649859943978,2025-01-05 16:12:53.050871,2025-01-05 16:12:56.247549,0 days 00:00:03.196678,2,11,3.0,,,,,,,,,,,,,,,,,,,60,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
72,72,0.4307692307692308,2025-01-05 16:12:56.247886,2025-01-05 16:13:01.392044,0 days 00:00:05.144158,1,15,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,COMPLETE
73,73,0.5119047619047619,2025-01-05 16:13:01.392372,2025-01-05 16:13:05.898939,0 days 00:00:04.506567,3,13,3.0,,,,,,,,,,,12.0,,,,,,,,55,20.0,,,,,,,,,,,45.0,,,,,,,,COMPLETE
74,74,0.24689655172413794,2025-01-05 16:13:05.899380,2025-01-05 16:13:08.304097,0 days 00:00:02.404717,1,14,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,COMPLETE
75,75,0.6733333333333333,2025-01-05 16:13:08.304529,2025-01-05 16:13:11.079957,0 days 00:00:02.775428,2,13,1.0,,,,,,,,,,,,,,,,,,,50,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
76,76,0.559959349593496,2025-01-05 16:13:11.080298,2025-01-05 16:13:15.584716,0 days 00:00:04.504418,3,12,1.0,,,,,,,,,,,10.0,,,,,,,,50,20.0,,,,,,,,,,,30.0,,,,,,,,COMPLETE
77,77,0.6733333333333333,2025-01-05 16:13:15.585095,2025-01-05 16:13:18.534009,0 days 00:00:02.948914,2,11,2.0,,,,,,,,,,,,,,,,,,,60,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
78,78,0.376940133037694,2025-01-05 16:13:18.534356,2025-01-05 16:13:31.270546,0 days 00:00:12.736190,5,13,1.0,,,,,,,,,,,8.0,7.0,10.0,,,,,,60,25.0,,,,,,,,,,,50.0,10.0,25.0,,,,,,COMPLETE
79,79,0.6057142857142856,2025-01-05 16:13:31.270954,2025-01-05 16:13:35.933125,0 days 00:00:04.662171,2,15,3.0,,,,,,,,,,,,,,,,,,,55,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
80,80,0.5147357723577235,2025-01-05 16:13:35.933464,2025-01-05 16:13:47.955485,0 days 00:00:12.022021,4,14,2.0,,,,,,,,,,,13.0,10.0,,,,,,,60,15.0,,,,,,,,,,,5.0,60.0,,,,,,,COMPLETE
81,81,0.6655813953488372,2025-01-05 16:13:47.955878,2025-01-05 16:13:51.943964,0 days 00:00:03.988086,2,11,2.0,,,,,,,,,,,,,,,,,,,60,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
82,82,0.3764705882352941,2025-01-05 16:13:51.944310,2025-01-05 16:13:55.694812,0 days 00:00:03.750502,1,12,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,COMPLETE
83,83,0.3666666666666667,2025-01-05 16:13:55.695138,2025-01-05 16:14:01.634188,0 days 00:00:05.939050,3,13,1.0,,,,,,,,,,,15.0,,,,,,,,55,25.0,,,,,,,,,,,35.0,,,,,,,,COMPLETE
84,84,0.6821705426356589,2025-01-05 16:14:01.634557,2025-01-05 16:14:04.554931,0 days 00:00:02.920374,2,10,2.0,,,,,,,,,,,,,,,,,,,55,20.0,,,,,,,,,,,,,,,,,,,COMPLETE
85,85,0.2619047619047619,2025-01-05 16:14:04.555280,2025-01-05 16:14:15.835766,0 days 00:00:11.280486,18,10,1.0,15.0,12.0,11.0,15.0,9.0,1.0,2.0,1.0,,,6.0,4.0,3.0,12.0,9.0,6.0,3.0,5.0,55,20.0,40.0,15.0,20.0,5.0,35.0,60.0,5.0,50.0,,,60.0,30.0,25.0,30.0,55.0,55.0,40.0,15.0,COMPLETE
86,86,0.30512820512820515,2025-01-05 16:14:15.836451,2025-01-05 16:14:20.071511,0 days 00:00:04.235060,11,14,2.0,5.0,,,,,,,,,,5.0,5.0,6.0,9.0,1.0,13.0,13.0,12.0,50,15.0,20.0,,,,,,,,,,20.0,25.0,40.0,40.0,5.0,30.0,60.0,50.0,COMPLETE
87,87,0.5051051051051051,2025-01-05 16:14:20.072052,2025-01-05 16:14:25.424774,0 days 00:00:05.352722,1,13,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,COMPLETE
88,88,0.5319148936170213,2025-01-05 16:14:25.425103,2025-01-05 16:14:30.276716,0 days 00:00:04.851613,3,12,3.0,,,,,,,,,,,9.0,,,,,,,,50,20.0,,,,,,,,,,,55.0,,,,,,,,COMPLETE
89,89,0.6356589147286822,2025-01-05 16:14:30.277089,2025-01-05 16:14:34.202890,0 days 00:00:03.925801,2,14,1.0,,,,,,,,,,,,,,,,,,,45,20.0,,,,,,,,,,,,,,,,,,,COMPLETE
90,90,0.42500000000000004,2025-01-05 16:14:34.203238,2025-01-05 16:14:45.976660,0 days 00:00:11.773422,4,15,5.0,,,,,,,,,,,11.0,9.0,,,,,,,55,15.0,,,,,,,,,,,35.0,55.0,,,,,,,COMPLETE
91,91,0.7409940720474236,2025-01-05 16:14:45.977244,2025-01-05 16:14:49.609899,0 days 00:00:03.632655,2,11,2.0,,,,,,,,,,,,,,,,,,,60,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
92,92,0.3155694879832811,2025-01-05 16:14:49.610267,2025-01-05 16:14:53.868176,0 days 00:00:04.257909,1,11,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,COMPLETE
93,93,0.608983451536643,2025-01-05 16:14:53.868494,2025-01-05 16:14:56.801876,0 days 00:00:02.933382,2,12,2.0,,,,,,,,,,,,,,,,,,,60,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
94,94,0.5580580580580581,2025-01-05 16:14:56.802219,2025-01-05 16:15:01.095422,0 days 00:00:04.293203,3,10,1.0,,,,,,,,,,,8.0,,,,,,,,55,25.0,,,,,,,,,,,25.0,,,,,,,,COMPLETE
