,number,value,datetime_start,datetime_complete,duration,params_depth,params_grids_0,params_grids_1,params_grids_10,params_grids_11,params_grids_12,params_grids_13,params_grids_14,params_grids_15,params_grids_16,params_grids_17,params_grids_18,params_grids_19,params_grids_2,params_grids_3,params_grids_4,params_grids_5,params_grids_6,params_grids_7,params_grids_8,params_grids_9,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
96,96,0.9465714596275889,2025-01-06 20:19:05.560842,2025-01-06 20:19:16.870004,0 days 00:00:11.309162,4,15,1.0,,,,,,,,,,,3.0,2.0,,,,,,,30,40.0,,,,,,,,,,,60.0,60.0,,,,,,,COMPLETE
97,97,0.665053171983865,2025-01-06 20:19:16.870428,2025-01-06 20:19:39.126351,0 days 00:00:22.255923,4,15,3.0,,,,,,,,,,,4.0,3.0,,,,,,,30,40.0,,,,,,,,,,,60.0,60.0,,,,,,,COMPLETE
98,98,0.940772522635325,2025-01-06 20:19:39.126735,2025-01-06 20:19:46.875036,0 days 00:00:07.748301,3,15,2.0,,,,,,,,,,,1.0,,,,,,,,25,40.0,,,,,,,,,,,60.0,,,,,,,,COMPLETE
99,99,0.9515830546265329,2025-01-06 20:19:46.875405,2025-01-06 20:19:54.388083,0 days 00:00:07.512678,2,15,1.0,,,,,,,,,,,,,,,,,,,30,35.0,,,,,,,,,,,,,,,,,,,COMPLETE
100,100,0.9491199073996783,2025-01-06 20:19:54.388431,2025-01-06 20:19:57.358311,0 days 00:00:02.969880,2,1,1.0,,,,,,,,,,,,,,,,,,,30,35.0,,,,,,,,,,,,,,,,,,,COMPLETE
101,101,0.9424286445809956,2025-01-06 20:19:57.358667,2025-01-06 20:20:00.964623,0 days 00:00:03.605956,2,1,1.0,,,,,,,,,,,,,,,,,,,30,35.0,,,,,,,,,,,,,,,,,,,COMPLETE
102,102,0.9490175385697774,2025-01-06 20:20:00.964955,2025-01-06 20:20:03.844544,0 days 00:00:02.879589,2,1,1.0,,,,,,,,,,,,,,,,,,,30,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
103,103,0.9138435878428466,2025-01-06 20:20:03.844996,2025-01-06 20:20:09.491600,0 days 00:00:05.646604,1,1,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,COMPLETE
104,104,0.9465603112623573,2025-01-06 20:20:09.491945,2025-01-06 20:20:12.251910,0 days 00:00:02.759965,2,2,1.0,,,,,,,,,,,,,,,,,,,30,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
105,105,0.9458322238494652,2025-01-06 20:20:12.252324,2025-01-06 20:20:15.893793,0 days 00:00:03.641469,2,2,2.0,,,,,,,,,,,,,,,,,,,35,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
106,106,0.9245258039668784,2025-01-06 20:20:15.894117,2025-01-06 20:20:21.840603,0 days 00:00:05.946486,1,1,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,COMPLETE
107,107,0.9557233069608768,2025-01-06 20:20:21.840905,2025-01-06 20:20:25.346508,0 days 00:00:03.505603,2,2,1.0,,,,,,,,,,,,,,,,,,,35,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
108,108,0.9388838465331003,2025-01-06 20:20:25.346817,2025-01-06 20:20:31.616047,0 days 00:00:06.269230,3,2,1.0,,,,,,,,,,,7.0,,,,,,,,35,35.0,,,,,,,,,,,35.0,,,,,,,,COMPLETE
109,109,0.9356223932326851,2025-01-06 20:20:31.616388,2025-01-06 20:20:39.575101,0 days 00:00:07.958713,1,3,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,COMPLETE
110,110,0.9407498928644973,2025-01-06 20:20:39.575407,2025-01-06 20:20:42.672889,0 days 00:00:03.097482,2,1,1.0,,,,,,,,,,,,,,,,,,,40,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
111,111,0.9424362335053067,2025-01-06 20:20:42.673224,2025-01-06 20:20:46.646377,0 days 00:00:03.973153,2,2,2.0,,,,,,,,,,,,,,,,,,,35,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
112,112,0.9448904051553058,2025-01-06 20:20:46.646706,2025-01-06 20:20:50.594773,0 days 00:00:03.948067,2,3,1.0,,,,,,,,,,,,,,,,,,,35,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
113,113,0.885472856791943,2025-01-06 20:20:50.595096,2025-01-06 20:20:57.113752,0 days 00:00:06.518656,1,2,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,COMPLETE
114,114,0.9584022015686731,2025-01-06 20:20:57.114071,2025-01-06 20:21:02.580056,0 days 00:00:05.465985,3,1,2.0,,,,,,,,,,,6.0,,,,,,,,35,35.0,,,,,,,,,,,55.0,,,,,,,,COMPLETE
115,115,0.949821029082774,2025-01-06 20:21:02.580426,2025-01-06 20:21:08.002841,0 days 00:00:05.422415,3,1,1.0,,,,,,,,,,,6.0,,,,,,,,30,35.0,,,,,,,,,,,55.0,,,,,,,,COMPLETE
116,116,0.9273274966777965,2025-01-06 20:21:08.003232,2025-01-06 20:21:13.854503,0 days 00:00:05.851271,3,1,3.0,,,,,,,,,,,6.0,,,,,,,,30,35.0,,,,,,,,,,,55.0,,,,,,,,COMPLETE
117,117,0.9525217449187894,2025-01-06 20:21:13.855052,2025-01-06 20:21:18.926458,0 days 00:00:05.071406,3,1,2.0,,,,,,,,,,,5.0,,,,,,,,35,30.0,,,,,,,,,,,60.0,,,,,,,,COMPLETE
118,118,0.9465703327089465,2025-01-06 20:21:18.926832,2025-01-06 20:21:24.051703,0 days 00:00:05.124871,3,1,2.0,,,,,,,,,,,5.0,,,,,,,,35,30.0,,,,,,,,,,,60.0,,,,,,,,COMPLETE
119,119,0.7359740668547283,2025-01-06 20:21:24.052054,2025-01-06 20:21:41.406708,0 days 00:00:17.354654,4,1,1.0,,,,,,,,,,,6.0,7.0,,,,,,,40,30.0,,,,,,,,,,,55.0,60.0,,,,,,,COMPLETE
120,120,0.9365426207942207,2025-01-06 20:21:41.407127,2025-01-06 20:21:47.515794,0 days 00:00:06.108667,3,1,2.0,,,,,,,,,,,7.0,,,,,,,,35,35.0,,,,,,,,,,,60.0,,,,,,,,COMPLETE
121,121,0.9482084372778838,2025-01-06 20:21:47.516170,2025-01-06 20:21:52.421386,0 days 00:00:04.905216,3,1,2.0,,,,,,,,,,,5.0,,,,,,,,35,30.0,,,,,,,,,,,60.0,,,,,,,,COMPLETE
122,122,0.9591360869032911,2025-01-06 20:21:52.421741,2025-01-06 20:21:56.979749,0 days 00:00:04.558008,3,1,1.0,,,,,,,,,,,5.0,,,,,,,,35,30.0,,,,,,,,,,,55.0,,,,,,,,COMPLETE
123,123,0.9616721157558772,2025-01-06 20:21:56.980128,2025-01-06 20:22:02.247508,0 days 00:00:05.267380,3,1,2.0,,,,,,,,,,,5.0,,,,,,,,40,30.0,,,,,,,,,,,55.0,,,,,,,,COMPLETE
124,124,0.9522099121431342,2025-01-06 20:22:02.247878,2025-01-06 20:22:07.460598,0 days 00:00:05.212720,3,1,2.0,,,,,,,,,,,5.0,,,,,,,,45,30.0,,,,,,,,,,,55.0,,,,,,,,COMPLETE
125,125,0.8009604258273548,2025-01-06 20:22:07.460971,2025-01-06 20:22:16.857512,0 days 00:00:09.396541,4,1,1.0,,,,,,,,,,,6.0,6.0,,,,,,,40,30.0,,,,,,,,,,,55.0,35.0,,,,,,,COMPLETE
126,126,0.9506162464985994,2025-01-06 20:22:16.858049,2025-01-06 20:22:21.507276,0 days 00:00:04.649227,3,1,2.0,,,,,,,,,,,4.0,,,,,,,,45,30.0,,,,,,,,,,,55.0,,,,,,,,COMPLETE
127,127,0.9574622006800261,2025-01-06 20:22:21.507661,2025-01-06 20:22:26.111567,0 days 00:00:04.603906,3,1,2.0,,,,,,,,,,,4.0,,,,,,,,50,25.0,,,,,,,,,,,55.0,,,,,,,,COMPLETE
128,128,0.6255555076153083,2025-01-06 20:22:26.111940,2025-01-06 20:22:43.366981,0 days 00:00:17.255041,5,1,2.0,,,,,,,,,,,4.0,5.0,14.0,,,,,,50,25.0,,,,,,,,,,,55.0,30.0,20.0,,,,,,COMPLETE
129,129,0.8839545903031137,2025-01-06 20:22:43.367403,2025-01-06 20:22:49.999410,0 days 00:00:06.632007,3,2,3.0,,,,,,,,,,,5.0,,,,,,,,45,25.0,,,,,,,,,,,55.0,,,,,,,,COMPLETE
130,130,0.682354716981132,2025-01-06 20:22:49.999779,2025-01-06 20:23:01.149518,0 days 00:00:11.149739,4,1,2.0,,,,,,,,,,,4.0,9.0,,,,,,,50,30.0,,,,,,,,,,,55.0,25.0,,,,,,,COMPLETE
131,131,0.9517422784599836,2025-01-06 20:23:01.149908,2025-01-06 20:23:06.829120,0 days 00:00:05.679212,3,1,1.0,,,,,,,,,,,5.0,,,,,,,,45,30.0,,,,,,,,,,,50.0,,,,,,,,COMPLETE
132,132,0.9494915254237288,2025-01-06 20:23:06.829482,2025-01-06 20:23:11.764560,0 days 00:00:04.935078,3,1,2.0,,,,,,,,,,,5.0,,,,,,,,45,30.0,,,,,,,,,,,50.0,,,,,,,,COMPLETE
133,133,0.9540536013400336,2025-01-06 20:23:11.764936,2025-01-06 20:23:16.668176,0 days 00:00:04.903240,3,1,1.0,,,,,,,,,,,5.0,,,,,,,,50,25.0,,,,,,,,,,,50.0,,,,,,,,COMPLETE
134,134,0.6001912289648139,2025-01-06 20:23:16.668538,2025-01-06 20:23:30.377227,0 days 00:00:13.708689,4,2,2.0,,,,,,,,,,,5.0,12.0,,,,,,,55,25.0,,,,,,,,,,,50.0,20.0,,,,,,,COMPLETE
135,135,0.9273399014778325,2025-01-06 20:23:30.377768,2025-01-06 20:23:34.741760,0 days 00:00:04.363992,3,1,1.0,,,,,,,,,,,4.0,,,,,,,,50,25.0,,,,,,,,,,,50.0,,,,,,,,COMPLETE
136,136,0.6400997246048018,2025-01-06 20:23:34.742143,2025-01-06 20:23:50.699813,0 days 00:00:15.957670,4,2,2.0,,,,,,,,,,,5.0,11.0,,,,,,,45,30.0,,,,,,,,,,,55.0,40.0,,,,,,,COMPLETE
137,137,0.9506210188406528,2025-01-06 20:23:50.700239,2025-01-06 20:23:56.404969,0 days 00:00:05.704730,3,1,3.0,,,,,,,,,,,4.0,,,,,,,,45,30.0,,,,,,,,,,,50.0,,,,,,,,COMPLETE
138,138,0.9414243962467312,2025-01-06 20:23:56.405360,2025-01-06 20:24:02.068084,0 days 00:00:05.662724,3,1,3.0,,,,,,,,,,,4.0,,,,,,,,45,30.0,,,,,,,,,,,55.0,,,,,,,,COMPLETE
139,139,0.932791095890411,2025-01-06 20:24:02.068446,2025-01-06 20:24:07.070334,0 days 00:00:05.001888,3,2,3.0,,,,,,,,,,,4.0,,,,,,,,50,25.0,,,,,,,,,,,50.0,,,,,,,,COMPLETE
140,140,0.880811403508772,2025-01-06 20:24:07.070734,2025-01-06 20:24:13.141929,0 days 00:00:06.071195,3,1,4.0,,,,,,,,,,,6.0,,,,,,,,55,30.0,,,,,,,,,,,60.0,,,,,,,,COMPLETE
141,141,0.6795990363355113,2025-01-06 20:24:13.142350,2025-01-06 20:24:25.039024,0 days 00:00:11.896674,4,1,2.0,,,,,,,,,,,5.0,8.0,,,,,,,50,30.0,,,,,,,,,,,50.0,55.0,,,,,,,COMPLETE
142,142,0.9559392585877124,2025-01-06 20:24:25.039435,2025-01-06 20:24:28.205872,0 days 00:00:03.166437,2,1,1.0,,,,,,,,,,,,,,,,,,,45,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
143,143,0.9482326505919971,2025-01-06 20:24:28.206375,2025-01-06 20:24:31.256943,0 days 00:00:03.050568,2,1,2.0,,,,,,,,,,,,,,,,,,,45,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
144,144,0.937549582535852,2025-01-06 20:24:31.257309,2025-01-06 20:24:34.536406,0 days 00:00:03.279097,2,1,1.0,,,,,,,,,,,,,,,,,,,45,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
145,145,0.2049204597453635,2025-01-06 20:24:34.536777,2025-01-06 20:25:03.042005,0 days 00:00:28.505228,15,2,1.0,9.0,13.0,4.0,4.0,8.0,,,,,,3.0,14.0,14.0,3.0,11.0,6.0,6.0,3.0,40,25.0,50.0,30.0,15.0,20.0,60.0,,,,,,55.0,5.0,10.0,25.0,30.0,60.0,40.0,55.0,COMPLETE
146,146,0.9098493497121065,2025-01-06 20:25:03.042657,2025-01-06 20:25:09.203195,0 days 00:00:06.160538,1,1,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,COMPLETE
147,147,0.9358385479075134,2025-01-06 20:25:09.203546,2025-01-06 20:25:12.394033,0 days 00:00:03.190487,2,2,3.0,,,,,,,,,,,,,,,,,,,40,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
148,148,0.9584026622296173,2025-01-06 20:25:12.394400,2025-01-06 20:25:17.533178,0 days 00:00:05.138778,3,1,2.0,,,,,,,,,,,5.0,,,,,,,,50,25.0,,,,,,,,,,,60.0,,,,,,,,COMPLETE
149,149,0.9517375800128464,2025-01-06 20:25:17.533540,2025-01-06 20:25:23.033340,0 days 00:00:05.499800,3,2,1.0,,,,,,,,,,,6.0,,,,,,,,50,25.0,,,,,,,,,,,60.0,,,,,,,,COMPLETE
150,150,0.9582376418649245,2025-01-06 20:25:23.033715,2025-01-06 20:25:26.209015,0 days 00:00:03.175300,2,2,1.0,,,,,,,,,,,,,,,,,,,50,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
151,151,0.9525181651783239,2025-01-06 20:25:26.209362,2025-01-06 20:25:29.586062,0 days 00:00:03.376700,2,2,1.0,,,,,,,,,,,,,,,,,,,50,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
152,152,0.9546084828711257,2025-01-06 20:25:29.586433,2025-01-06 20:25:37.123823,0 days 00:00:07.537390,1,2,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,COMPLETE
153,153,0.9437544228523502,2025-01-06 20:25:37.124310,2025-01-06 20:25:44.915085,0 days 00:00:07.790775,1,2,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,COMPLETE
154,154,0.9561187214611873,2025-01-06 20:25:44.915455,2025-01-06 20:25:52.952693,0 days 00:00:08.037238,1,2,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,COMPLETE
155,155,0.9173903538071004,2025-01-06 20:25:52.953047,2025-01-06 20:26:02.763881,0 days 00:00:09.810834,1,3,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,COMPLETE
156,156,0.9549397859054416,2025-01-06 20:26:02.764228,2025-01-06 20:26:10.370108,0 days 00:00:07.605880,1,2,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,COMPLETE
157,157,0.9288246000574768,2025-01-06 20:26:10.370476,2025-01-06 20:26:20.232405,0 days 00:00:09.861929,1,3,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,COMPLETE
158,158,0.8863712954703142,2025-01-06 20:26:20.232766,2025-01-06 20:26:27.983236,0 days 00:00:07.750470,1,2,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,COMPLETE
159,159,0.939143056824902,2025-01-06 20:26:27.983597,2025-01-06 20:26:35.713588,0 days 00:00:07.729991,1,2,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,COMPLETE
160,160,0.9147846361821136,2025-01-06 20:26:35.713953,2025-01-06 20:26:43.740779,0 days 00:00:08.026826,1,2,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,COMPLETE
161,161,0.9466613327999467,2025-01-06 20:26:43.741294,2025-01-06 20:26:46.978097,0 days 00:00:03.236803,2,1,1.0,,,,,,,,,,,,,,,,,,,50,20.0,,,,,,,,,,,,,,,,,,,COMPLETE
162,162,0.9407869107908065,2025-01-06 20:26:46.978454,2025-01-06 20:26:50.404058,0 days 00:00:03.425604,2,2,1.0,,,,,,,,,,,,,,,,,,,50,20.0,,,,,,,,,,,,,,,,,,,COMPLETE
163,163,0.9371164534767651,2025-01-06 20:26:50.404406,2025-01-06 20:26:56.372109,0 days 00:00:05.967703,1,1,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,COMPLETE
164,164,0.955701291522187,2025-01-06 20:26:56.372444,2025-01-06 20:26:59.900388,0 days 00:00:03.527944,2,2,2.0,,,,,,,,,,,,,,,,,,,50,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
165,165,0.9362296318818057,2025-01-06 20:26:59.900726,2025-01-06 20:27:04.790313,0 days 00:00:04.889587,2,3,2.0,,,,,,,,,,,,,,,,,,,55,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
166,166,0.9521513290357511,2025-01-06 20:27:04.790670,2025-01-06 20:27:07.998300,0 days 00:00:03.207630,2,2,2.0,,,,,,,,,,,,,,,,,,,50,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
167,167,0.9003224974200207,2025-01-06 20:27:07.998644,2025-01-06 20:27:15.344782,0 days 00:00:07.346138,1,2,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,COMPLETE
168,168,0.9425141031401328,2025-01-06 20:27:15.345130,2025-01-06 20:27:19.710073,0 days 00:00:04.364943,2,3,2.0,,,,,,,,,,,,,,,,,,,50,20.0,,,,,,,,,,,,,,,,,,,COMPLETE
169,169,0.9339666901243255,2025-01-06 20:27:19.710417,2025-01-06 20:27:23.724529,0 days 00:00:04.014112,2,2,2.0,,,,,,,,,,,,,,,,,,,55,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
170,170,0.9019571960004165,2025-01-06 20:27:23.724885,2025-01-06 20:27:29.842009,0 days 00:00:06.117124,1,1,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,COMPLETE
171,171,0.9045665145065053,2025-01-06 20:27:29.842366,2025-01-06 20:27:36.246454,0 days 00:00:06.404088,2,2,14.0,,,,,,,,,,,,,,,,,,,50,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
172,172,0.9505944577044183,2025-01-06 20:27:36.246814,2025-01-06 20:27:39.905321,0 days 00:00:03.658507,2,2,2.0,,,,,,,,,,,,,,,,,,,50,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
173,173,0.9472681636860741,2025-01-06 20:27:39.905656,2025-01-06 20:27:45.251256,0 days 00:00:05.345600,3,2,1.0,,,,,,,,,,,7.0,,,,,,,,50,25.0,,,,,,,,,,,60.0,,,,,,,,COMPLETE
174,174,0.9557803822053046,2025-01-06 20:27:45.251776,2025-01-06 20:27:48.460420,0 days 00:00:03.208644,2,1,2.0,,,,,,,,,,,,,,,,,,,55,20.0,,,,,,,,,,,,,,,,,,,COMPLETE
175,175,0.9342673107890499,2025-01-06 20:27:48.460772,2025-01-06 20:27:54.277208,0 days 00:00:05.816436,1,1,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,COMPLETE
176,176,0.30247541768039954,2025-01-06 20:27:54.277553,2025-01-06 20:28:07.953373,0 days 00:00:13.675820,9,1,1.0,,,,,,,,,,,8.0,7.0,12.0,13.0,10.0,9.0,14.0,,60,20.0,,,,,,,,,,,60.0,15.0,30.0,40.0,10.0,50.0,10.0,,COMPLETE
177,177,0.9455720952642401,2025-01-06 20:28:07.953870,2025-01-06 20:28:12.817384,0 days 00:00:04.863514,3,1,2.0,,,,,,,,,,,6.0,,,,,,,,55,20.0,,,,,,,,,,,60.0,,,,,,,,COMPLETE
178,178,0.9374189418607888,2025-01-06 20:28:12.817779,2025-01-06 20:28:16.137872,0 days 00:00:03.320093,2,1,1.0,,,,,,,,,,,,,,,,,,,40,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
179,179,0.9449998472217979,2025-01-06 20:28:16.138250,2025-01-06 20:28:21.864096,0 days 00:00:05.725846,3,1,2.0,,,,,,,,,,,7.0,,,,,,,,55,20.0,,,,,,,,,,,60.0,,,,,,,,COMPLETE
180,180,0.9558679977814754,2025-01-06 20:28:21.864466,2025-01-06 20:28:26.283561,0 days 00:00:04.419095,2,3,1.0,,,,,,,,,,,,,,,,,,,50,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
181,181,0.882658732194463,2025-01-06 20:28:26.283930,2025-01-06 20:28:35.490440,0 days 00:00:09.206510,2,3,13.0,,,,,,,,,,,,,,,,,,,50,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
182,182,0.9285228169832037,2025-01-06 20:28:35.490796,2025-01-06 20:28:43.183595,0 days 00:00:07.692799,1,2,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,COMPLETE
183,183,0.9541291040623261,2025-01-06 20:28:43.183969,2025-01-06 20:28:46.649609,0 days 00:00:03.465640,2,1,1.0,,,,,,,,,,,,,,,,,,,45,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
184,184,0.9523916867040698,2025-01-06 20:28:46.650120,2025-01-06 20:28:50.057087,0 days 00:00:03.406967,2,2,1.0,,,,,,,,,,,,,,,,,,,50,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
185,185,0.9584008195246203,2025-01-06 20:28:50.057427,2025-01-06 20:28:53.321674,0 days 00:00:03.264247,2,1,1.0,,,,,,,,,,,,,,,,,,,55,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
186,186,0.9322648586607978,2025-01-06 20:28:53.322033,2025-01-06 20:28:59.495967,0 days 00:00:06.173934,1,1,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,COMPLETE
187,187,0.9483262999686068,2025-01-06 20:28:59.496325,2025-01-06 20:29:02.635046,0 days 00:00:03.138721,2,1,1.0,,,,,,,,,,,,,,,,,,,55,20.0,,,,,,,,,,,,,,,,,,,COMPLETE
188,188,0.9387213973320172,2025-01-06 20:29:02.635401,2025-01-06 20:29:08.403403,0 days 00:00:05.768002,1,1,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,COMPLETE
189,189,0.951749723145072,2025-01-06 20:29:08.403738,2025-01-06 20:29:11.400102,0 days 00:00:02.996364,2,1,1.0,,,,,,,,,,,,,,,,,,,35,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
190,190,0.9608034636081848,2025-01-06 20:29:11.400490,2025-01-06 20:29:15.496558,0 days 00:00:04.096068,3,1,1.0,,,,,,,,,,,3.0,,,,,,,,60,25.0,,,,,,,,,,,45.0,,,,,,,,COMPLETE
191,191,0.9558589438537524,2025-01-06 20:29:15.496932,2025-01-06 20:29:19.647005,0 days 00:00:04.150073,3,1,1.0,,,,,,,,,,,3.0,,,,,,,,60,25.0,,,,,,,,,,,45.0,,,,,,,,COMPLETE
192,192,0.9523816170763982,2025-01-06 20:29:19.647384,2025-01-06 20:29:24.452637,0 days 00:00:04.805253,3,1,1.0,,,,,,,,,,,3.0,,,,,,,,60,25.0,,,,,,,,,,,40.0,,,,,,,,COMPLETE
193,193,0.9416470535930133,2025-01-06 20:29:24.453014,2025-01-06 20:29:27.481104,0 days 00:00:03.028090,2,1,1.0,,,,,,,,,,,,,,,,,,,60,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
194,194,0.7331202806349961,2025-01-06 20:29:27.481447,2025-01-06 20:29:34.379989,0 days 00:00:06.898542,4,1,1.0,,,,,,,,,,,3.0,13.0,,,,,,,55,20.0,,,,,,,,,,,45.0,10.0,,,,,,,COMPLETE
195,195,0.9549939443771598,2025-01-06 20:29:34.380416,2025-01-06 20:29:38.639903,0 days 00:00:04.259487,3,2,1.0,,,,,,,,,,,3.0,,,,,,,,60,25.0,,,,,,,,,,,45.0,,,,,,,,COMPLETE
196,196,0.9541960175273171,2025-01-06 20:29:38.640296,2025-01-06 20:29:42.596828,0 days 00:00:03.956532,2,2,1.0,,,,,,,,,,,,,,,,,,,60,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
197,197,0.926515246121841,2025-01-06 20:29:42.597201,2025-01-06 20:29:50.907136,0 days 00:00:08.309935,1,2,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,COMPLETE
198,198,0.9473591637770742,2025-01-06 20:29:50.907504,2025-01-06 20:29:55.100173,0 days 00:00:04.192669,2,3,1.0,,,,,,,,,,,,,,,,,,,60,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
199,199,0.19331166486096063,2025-01-06 20:29:55.100630,2025-01-06 20:30:46.901359,0 days 00:00:51.800729,18,2,1.0,12.0,4.0,10.0,15.0,4.0,10.0,15.0,1.0,,,3.0,10.0,8.0,11.0,3.0,12.0,2.0,7.0,60,25.0,35.0,50.0,50.0,50.0,20.0,40.0,5.0,60.0,,,40.0,30.0,60.0,10.0,55.0,15.0,30.0,40.0,COMPLETE
200,200,0.937909780851446,2025-01-06 20:30:46.902162,2025-01-06 20:30:51.239551,0 days 00:00:04.337389,3,2,2.0,,,,,,,,,,,3.0,,,,,,,,60,20.0,,,,,,,,,,,45.0,,,,,,,,COMPLETE
201,201,0.9566637685104681,2025-01-06 20:30:51.239940,2025-01-06 20:30:54.666498,0 days 00:00:03.426558,2,2,1.0,,,,,,,,,,,,,,,,,,,60,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
202,202,0.945790106416136,2025-01-06 20:30:54.666848,2025-01-06 20:30:58.063299,0 days 00:00:03.396451,2,2,1.0,,,,,,,,,,,,,,,,,,,60,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
203,203,0.9507010402532791,2025-01-06 20:30:58.063662,2025-01-06 20:31:02.802764,0 days 00:00:04.739102,3,2,1.0,,,,,,,,,,,4.0,,,,,,,,60,25.0,,,,,,,,,,,35.0,,,,,,,,COMPLETE
204,204,0.8773092784191978,2025-01-06 20:31:02.803171,2025-01-06 20:31:12.852975,0 days 00:00:10.049804,1,3,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,COMPLETE
205,205,0.9532554257095158,2025-01-06 20:31:12.853543,2025-01-06 20:31:15.929795,0 days 00:00:03.076252,2,2,1.0,,,,,,,,,,,,,,,,,,,60,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
206,206,0.9447136903843185,2025-01-06 20:31:15.930167,2025-01-06 20:31:20.102942,0 days 00:00:04.172775,3,2,2.0,,,,,,,,,,,2.0,,,,,,,,60,20.0,,,,,,,,,,,45.0,,,,,,,,COMPLETE
207,207,0.968382872094472,2025-01-06 20:31:20.103310,2025-01-06 20:31:23.421366,0 days 00:00:03.318056,2,2,1.0,,,,,,,,,,,,,,,,,,,60,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
208,208,0.951621192884587,2025-01-06 20:31:23.421714,2025-01-06 20:31:28.502276,0 days 00:00:05.080562,3,2,1.0,,,,,,,,,,,3.0,,,,,,,,55,25.0,,,,,,,,,,,40.0,,,,,,,,COMPLETE
209,209,0.9339888468385622,2025-01-06 20:31:28.502658,2025-01-06 20:31:35.115359,0 days 00:00:06.612701,1,1,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,COMPLETE
