,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
133,133,0.6802721088435374,2025-01-02 09:23:41.696149,2025-01-02 09:23:45.631588,0 days 00:00:03.935439,2,110,130.0,,,,,,,,,,,,,,,,,,,COMPLETE
134,134,0.637641723356009,2025-01-02 09:23:45.632121,2025-01-02 09:23:49.411681,0 days 00:00:03.779560,1,55,,,,,,,,,,,,,,,,,,,,COMPLETE
135,135,0.669761273209549,2025-01-02 09:23:49.412175,2025-01-02 09:23:53.651963,0 days 00:00:04.239788,2,85,105.0,,,,,,,,,,,,,,,,,,,COMPLETE
136,136,0.6584905660377358,2025-01-02 09:23:53.652471,2025-01-02 09:23:57.876258,0 days 00:00:04.223787,1,100,,,,,,,,,,,,,,,,,,,,COMPLETE
137,137,0.5535714285714286,2025-01-02 09:23:57.876763,2025-01-02 09:24:02.182813,0 days 00:00:04.306050,2,95,115.0,,,,,,,,,,,,,,,,,,,COMPLETE
138,138,0.64,2025-01-02 09:24:02.183358,2025-01-02 09:24:06.209528,0 days 00:00:04.026170,1,120,,,,,,,,,,,,,,,,,,,,COMPLETE
139,139,0.6572972972972972,2025-01-02 09:24:06.210053,2025-01-02 09:24:12.671561,0 days 00:00:06.461508,3,115,145.0,,,,,,,,,,,140.0,,,,,,,,COMPLETE
140,140,0.5820181731229077,2025-01-02 09:24:12.672134,2025-01-02 09:24:17.614452,0 days 00:00:04.942318,2,85,135.0,,,,,,,,,,,,,,,,,,,COMPLETE
141,141,0.5857142857142856,2025-01-02 09:24:17.615004,2025-01-02 09:24:21.779716,0 days 00:00:04.164712,2,80,125.0,,,,,,,,,,,,,,,,,,,COMPLETE
142,142,0.6356589147286822,2025-01-02 09:24:21.780233,2025-01-02 09:24:26.432868,0 days 00:00:04.652635,1,70,,,,,,,,,,,,,,,,,,,,COMPLETE
143,143,0.6742800397219464,2025-01-02 09:24:26.433383,2025-01-02 09:24:31.471740,0 days 00:00:05.038357,2,80,120.0,,,,,,,,,,,,,,,,,,,COMPLETE
144,144,0.6530100334448161,2025-01-02 09:24:31.472306,2025-01-02 09:24:37.125413,0 days 00:00:05.653107,3,70,95.0,,,,,,,,,,,120.0,,,,,,,,COMPLETE
145,145,0.5828658847526772,2025-01-02 09:24:37.125976,2025-01-02 09:24:42.156595,0 days 00:00:05.030619,1,90,,,,,,,,,,,,,,,,,,,,COMPLETE
146,146,0.5429769392033543,2025-01-02 09:24:42.157101,2025-01-02 09:24:46.413945,0 days 00:00:04.256844,2,100,105.0,,,,,,,,,,,,,,,,,,,COMPLETE
147,147,0.6855813953488372,2025-01-02 09:24:46.414462,2025-01-02 09:24:50.782639,0 days 00:00:04.368177,1,135,,,,,,,,,,,,,,,,,,,,COMPLETE
148,148,0.1625,2025-01-02 09:24:50.783181,2025-01-02 09:25:06.674103,0 days 00:00:15.890922,8,95,140.0,,,,,,,,,,,195.0,185.0,150.0,60.0,105.0,115.0,,,COMPLETE
149,149,0.525241066364152,2025-01-02 09:25:06.674785,2025-01-02 09:25:13.467953,0 days 00:00:06.793168,3,65,130.0,,,,,,,,,,,145.0,,,,,,,,COMPLETE
150,150,0.6356589147286822,2025-01-02 09:25:13.468512,2025-01-02 09:25:17.416650,0 days 00:00:03.948138,2,75,85.0,,,,,,,,,,,,,,,,,,,COMPLETE
151,151,0.7074898785425101,2025-01-02 09:25:17.417195,2025-01-02 09:25:21.448645,0 days 00:00:04.031450,2,180,120.0,,,,,,,,,,,,,,,,,,,COMPLETE
152,152,0.6653846153846154,2025-01-02 09:25:21.449165,2025-01-02 09:25:26.627180,0 days 00:00:05.178015,2,185,120.0,,,,,,,,,,,,,,,,,,,COMPLETE
153,153,0.6581818181818182,2025-01-02 09:25:26.627731,2025-01-02 09:25:31.209533,0 days 00:00:04.581802,1,180,,,,,,,,,,,,,,,,,,,,COMPLETE
154,154,0.6082621082621082,2025-01-02 09:25:31.210063,2025-01-02 09:25:34.946228,0 days 00:00:03.736165,2,195,110.0,,,,,,,,,,,,,,,,,,,COMPLETE
155,155,0.6913027248973498,2025-01-02 09:25:34.946782,2025-01-02 09:25:39.116951,0 days 00:00:04.170169,3,90,115.0,,,,,,,,,,,185.0,,,,,,,,COMPLETE
156,156,0.64473033151905,2025-01-02 09:25:39.117497,2025-01-02 09:25:45.573902,0 days 00:00:06.456405,4,125,100.0,,,,,,,,,,,185.0,140.0,,,,,,,COMPLETE
157,157,0.29292929292929293,2025-01-02 09:25:45.574496,2025-01-02 09:26:21.539370,0 days 00:00:35.964874,11,105,115.0,90.0,,,,,,,,,,160.0,100.0,80.0,85.0,80.0,100.0,160.0,115.0,COMPLETE
158,158,0.5553359683794465,2025-01-02 09:26:21.540131,2025-01-02 09:26:26.201864,0 days 00:00:04.661733,3,90,135.0,,,,,,,,,,,170.0,,,,,,,,COMPLETE
159,159,0.6802721088435374,2025-01-02 09:26:26.202436,2025-01-02 09:26:30.288896,0 days 00:00:04.086460,1,110,,,,,,,,,,,,,,,,,,,,COMPLETE
160,160,0.7009090909090909,2025-01-02 09:26:30.289420,2025-01-02 09:26:36.228447,0 days 00:00:05.939027,3,95,120.0,,,,,,,,,,,195.0,,,,,,,,COMPLETE
161,161,0.6583333333333333,2025-01-02 09:26:36.229033,2025-01-02 09:26:41.477943,0 days 00:00:05.248910,3,95,120.0,,,,,,,,,,,195.0,,,,,,,,COMPLETE
162,162,0.5102941176470588,2025-01-02 09:26:41.478697,2025-01-02 09:26:47.969394,0 days 00:00:06.490697,4,100,130.0,,,,,,,,,,,180.0,80.0,,,,,,,COMPLETE
163,163,0.6556776556776557,2025-01-02 09:26:47.969969,2025-01-02 09:26:52.918108,0 days 00:00:04.948139,1,85,,,,,,,,,,,,,,,,,,,,COMPLETE
164,164,0.6689250225835592,2025-01-02 09:26:52.918631,2025-01-02 09:26:57.937341,0 days 00:00:05.018710,2,170,110.0,,,,,,,,,,,,,,,,,,,COMPLETE
165,165,0.6183554817275747,2025-01-02 09:26:57.937909,2025-01-02 09:27:03.421758,0 days 00:00:05.483849,3,130,115.0,,,,,,,,,,,185.0,,,,,,,,COMPLETE
166,166,0.6220502901353966,2025-01-02 09:27:03.422342,2025-01-02 09:27:09.716363,0 days 00:00:06.294021,3,90,150.0,,,,,,,,,,,175.0,,,,,,,,COMPLETE
167,167,0.6436403508771931,2025-01-02 09:27:09.716932,2025-01-02 09:27:13.850315,0 days 00:00:04.133383,2,105,125.0,,,,,,,,,,,,,,,,,,,COMPLETE
168,168,0.7204255319148936,2025-01-02 09:27:13.850898,2025-01-02 09:27:18.629053,0 days 00:00:04.778155,1,115,,,,,,,,,,,,,,,,,,,,COMPLETE
169,169,0.6624649859943978,2025-01-02 09:27:18.629576,2025-01-02 09:27:23.501412,0 days 00:00:04.871836,1,120,,,,,,,,,,,,,,,,,,,,COMPLETE
170,170,0.5727272727272728,2025-01-02 09:27:23.501952,2025-01-02 09:27:27.823042,0 days 00:00:04.321090,1,125,,,,,,,,,,,,,,,,,,,,COMPLETE
171,171,0.6243478260869566,2025-01-02 09:27:27.823589,2025-01-02 09:27:31.598037,0 days 00:00:03.774448,1,115,,,,,,,,,,,,,,,,,,,,COMPLETE
172,172,0.6660869565217391,2025-01-02 09:27:31.598600,2025-01-02 09:27:36.782099,0 days 00:00:05.183499,2,110,135.0,,,,,,,,,,,,,,,,,,,COMPLETE
173,173,0.6780626780626781,2025-01-02 09:27:36.782673,2025-01-02 09:27:41.018370,0 days 00:00:04.235697,1,100,,,,,,,,,,,,,,,,,,,,COMPLETE
174,174,0.5938215102974829,2025-01-02 09:27:41.018928,2025-01-02 09:27:44.946696,0 days 00:00:03.927768,2,90,100.0,,,,,,,,,,,,,,,,,,,COMPLETE
175,175,0.6695238095238095,2025-01-02 09:27:44.947241,2025-01-02 09:27:49.639316,0 days 00:00:04.692075,1,60,,,,,,,,,,,,,,,,,,,,COMPLETE
176,176,0.6669561441597915,2025-01-02 09:27:49.639864,2025-01-02 09:27:54.782230,0 days 00:00:05.142366,2,95,105.0,,,,,,,,,,,,,,,,,,,COMPLETE
177,177,0.6388367729831144,2025-01-02 09:27:54.782794,2025-01-02 09:27:57.999864,0 days 00:00:03.217070,1,105,,,,,,,,,,,,,,,,,,,,COMPLETE
178,178,0.5597771023302938,2025-01-02 09:27:58.000401,2025-01-02 09:28:04.486098,0 days 00:00:06.485697,3,85,140.0,,,,,,,,,,,200.0,,,,,,,,COMPLETE
179,179,0.5683139534883721,2025-01-02 09:28:04.486662,2025-01-02 09:28:11.989504,0 days 00:00:07.502842,4,180,145.0,,,,,,,,,,,190.0,15.0,,,,,,,COMPLETE
180,180,0.5790697674418605,2025-01-02 09:28:11.990115,2025-01-02 09:28:16.352561,0 days 00:00:04.362446,2,140,90.0,,,,,,,,,,,,,,,,,,,COMPLETE
181,181,0.6326829268292683,2025-01-02 09:28:16.353143,2025-01-02 09:28:21.680041,0 days 00:00:05.326898,2,80,120.0,,,,,,,,,,,,,,,,,,,COMPLETE
182,182,0.6082926829268294,2025-01-02 09:28:21.680591,2025-01-02 09:28:25.717329,0 days 00:00:04.036738,1,75,,,,,,,,,,,,,,,,,,,,COMPLETE
183,183,0.6374949819349658,2025-01-02 09:28:25.717835,2025-01-02 09:28:30.064265,0 days 00:00:04.346430,2,70,125.0,,,,,,,,,,,,,,,,,,,COMPLETE
184,184,0.4562647754137116,2025-01-02 09:28:30.064833,2025-01-02 09:28:41.335384,0 days 00:00:11.270551,7,80,130.0,,,,,,,,,,,155.0,165.0,20.0,150.0,40.0,,,,COMPLETE
185,185,0.7361853832442068,2025-01-02 09:28:41.336046,2025-01-02 09:28:45.676273,0 days 00:00:04.340227,1,75,,,,,,,,,,,,,,,,,,,,COMPLETE
186,186,0.6730257320319433,2025-01-02 09:28:45.676828,2025-01-02 09:28:49.860898,0 days 00:00:04.184070,1,65,,,,,,,,,,,,,,,,,,,,COMPLETE
187,187,0.5727272727272728,2025-01-02 09:28:49.861434,2025-01-02 09:28:54.094359,0 days 00:00:04.232925,1,115,,,,,,,,,,,,,,,,,,,,COMPLETE
188,188,0.6929283341243475,2025-01-02 09:28:54.094947,2025-01-02 09:28:57.835682,0 days 00:00:03.740735,1,85,,,,,,,,,,,,,,,,,,,,COMPLETE
189,189,0.7288372093023257,2025-01-02 09:28:57.836196,2025-01-02 09:29:02.146151,0 days 00:00:04.309955,1,75,,,,,,,,,,,,,,,,,,,,COMPLETE
190,190,0.6515151515151515,2025-01-02 09:29:02.146702,2025-01-02 09:29:05.724537,0 days 00:00:03.577835,1,75,,,,,,,,,,,,,,,,,,,,COMPLETE
191,191,0.6460869565217391,2025-01-02 09:29:05.725067,2025-01-02 09:29:10.022572,0 days 00:00:04.297505,1,70,,,,,,,,,,,,,,,,,,,,COMPLETE
192,192,0.6148255813953488,2025-01-02 09:29:10.023121,2025-01-02 09:29:14.673124,0 days 00:00:04.650003,1,85,,,,,,,,,,,,,,,,,,,,COMPLETE
193,193,0.7409948542024014,2025-01-02 09:29:14.673666,2025-01-02 09:29:18.219205,0 days 00:00:03.545539,1,175,,,,,,,,,,,,,,,,,,,,COMPLETE
194,194,0.7492997198879552,2025-01-02 09:29:18.219745,2025-01-02 09:29:21.529196,0 days 00:00:03.309451,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
195,195,0.6993996569468267,2025-01-02 09:29:21.529750,2025-01-02 09:29:26.311361,0 days 00:00:04.781611,1,175,,,,,,,,,,,,,,,,,,,,COMPLETE
196,196,0.6730257320319433,2025-01-02 09:29:26.311915,2025-01-02 09:29:29.569067,0 days 00:00:03.257152,1,175,,,,,,,,,,,,,,,,,,,,COMPLETE
197,197,0.6556776556776557,2025-01-02 09:29:29.569622,2025-01-02 09:29:33.963985,0 days 00:00:04.394363,1,175,,,,,,,,,,,,,,,,,,,,COMPLETE
198,198,0.5867620751341682,2025-01-02 09:29:33.964550,2025-01-02 09:29:38.057531,0 days 00:00:04.092981,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
199,199,0.6146034816247583,2025-01-02 09:29:38.058166,2025-01-02 09:29:42.287092,0 days 00:00:04.228926,1,190,,,,,,,,,,,,,,,,,,,,COMPLETE
200,200,0.5714975845410628,2025-01-02 09:29:42.287693,2025-01-02 09:29:46.427341,0 days 00:00:04.139648,1,170,,,,,,,,,,,,,,,,,,,,COMPLETE
201,201,0.6778846153846154,2025-01-02 09:29:46.427943,2025-01-02 09:29:50.232289,0 days 00:00:03.804346,1,190,,,,,,,,,,,,,,,,,,,,COMPLETE
202,202,0.6223255813953488,2025-01-02 09:29:50.232845,2025-01-02 09:29:54.501646,0 days 00:00:04.268801,1,175,,,,,,,,,,,,,,,,,,,,COMPLETE
203,203,0.7215136054421769,2025-01-02 09:29:54.502175,2025-01-02 09:29:58.750270,0 days 00:00:04.248095,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
204,204,0.5811224489795919,2025-01-02 09:29:58.750832,2025-01-02 09:30:03.328901,0 days 00:00:04.578069,2,180,155.0,,,,,,,,,,,,,,,,,,,COMPLETE
205,205,0.5990697674418605,2025-01-02 09:30:03.329453,2025-01-02 09:30:07.422267,0 days 00:00:04.092814,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
206,206,0.5333333333333333,2025-01-02 09:30:07.422835,2025-01-02 09:30:11.782345,0 days 00:00:04.359510,2,190,160.0,,,,,,,,,,,,,,,,,,,COMPLETE
207,207,0.7222222222222222,2025-01-02 09:30:11.782931,2025-01-02 09:30:15.024983,0 days 00:00:03.242052,1,180,,,,,,,,,,,,,,,,,,,,COMPLETE
208,208,0.6292486583184258,2025-01-02 09:30:15.025537,2025-01-02 09:30:18.906628,0 days 00:00:03.881091,1,180,,,,,,,,,,,,,,,,,,,,COMPLETE
209,209,0.6660869565217391,2025-01-02 09:30:18.907154,2025-01-02 09:30:22.583632,0 days 00:00:03.676478,1,195,,,,,,,,,,,,,,,,,,,,COMPLETE
210,210,0.7109649122807018,2025-01-02 09:30:22.584167,2025-01-02 09:30:27.132863,0 days 00:00:04.548696,2,160,175.0,,,,,,,,,,,,,,,,,,,COMPLETE
211,211,0.6153846153846154,2025-01-02 09:30:27.133421,2025-01-02 09:30:31.717964,0 days 00:00:04.584543,2,170,165.0,,,,,,,,,,,,,,,,,,,COMPLETE
212,212,0.6122448979591837,2025-01-02 09:30:31.718526,2025-01-02 09:30:36.096562,0 days 00:00:04.378036,1,180,,,,,,,,,,,,,,,,,,,,COMPLETE
213,213,0.546239837398374,2025-01-02 09:30:36.097134,2025-01-02 09:31:26.373430,0 days 00:00:50.276296,17,160,180.0,175.0,120.0,90.0,45.0,140.0,195.0,120.0,,,,150.0,45.0,90.0,180.0,120.0,5.0,125.0,170.0,COMPLETE
214,214,0.6570731707317073,2025-01-02 09:31:26.374321,2025-01-02 09:31:30.920781,0 days 00:00:04.546460,2,185,175.0,,,,,,,,,,,,,,,,,,,COMPLETE
215,215,0.6737588652482269,2025-01-02 09:31:30.921341,2025-01-02 09:31:35.285552,0 days 00:00:04.364211,1,170,,,,,,,,,,,,,,,,,,,,COMPLETE
216,216,0.5875,2025-01-02 09:31:35.286117,2025-01-02 09:31:40.006225,0 days 00:00:04.720108,2,175,185.0,,,,,,,,,,,,,,,,,,,COMPLETE
217,217,0.6057142857142856,2025-01-02 09:31:40.006814,2025-01-02 09:31:45.189479,0 days 00:00:05.182665,1,160,,,,,,,,,,,,,,,,,,,,COMPLETE
218,218,0.6333333333333333,2025-01-02 09:31:45.190032,2025-01-02 09:31:49.465788,0 days 00:00:04.275756,2,180,190.0,,,,,,,,,,,,,,,,,,,COMPLETE
219,219,0.5933268858800773,2025-01-02 09:31:49.466351,2025-01-02 09:31:53.942114,0 days 00:00:04.475763,1,175,,,,,,,,,,,,,,,,,,,,COMPLETE
220,220,0.6609336609336609,2025-01-02 09:31:53.942694,2025-01-02 09:31:58.164551,0 days 00:00:04.221857,2,185,155.0,,,,,,,,,,,,,,,,,,,COMPLETE
221,221,0.6594202898550725,2025-01-02 09:31:58.165116,2025-01-02 09:32:02.631322,0 days 00:00:04.466206,1,190,,,,,,,,,,,,,,,,,,,,COMPLETE
222,222,0.5727272727272728,2025-01-02 09:32:02.631893,2025-01-02 09:32:07.118179,0 days 00:00:04.486286,1,165,,,,,,,,,,,,,,,,,,,,COMPLETE
223,223,0.6269230769230769,2025-01-02 09:32:07.118733,2025-01-02 09:32:11.716655,0 days 00:00:04.597922,1,150,,,,,,,,,,,,,,,,,,,,COMPLETE
224,224,0.6396217023394724,2025-01-02 09:32:11.717184,2025-01-02 09:32:15.742498,0 days 00:00:04.025314,2,180,165.0,,,,,,,,,,,,,,,,,,,COMPLETE
225,225,0.5990697674418605,2025-01-02 09:32:15.743057,2025-01-02 09:32:20.234430,0 days 00:00:04.491373,1,95,,,,,,,,,,,,,,,,,,,,COMPLETE
226,226,0.6247954173486088,2025-01-02 09:32:20.234997,2025-01-02 09:32:25.713563,0 days 00:00:05.478566,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
227,227,0.6153846153846154,2025-01-02 09:32:25.714120,2025-01-02 09:32:31.170039,0 days 00:00:05.455919,2,175,150.0,,,,,,,,,,,,,,,,,,,COMPLETE
228,228,0.5679586563307493,2025-01-02 09:32:31.170624,2025-01-02 09:32:35.819903,0 days 00:00:04.649279,1,100,,,,,,,,,,,,,,,,,,,,COMPLETE
229,229,0.6737588652482269,2025-01-02 09:32:35.820459,2025-01-02 09:32:40.628009,0 days 00:00:04.807550,2,135,170.0,,,,,,,,,,,,,,,,,,,COMPLETE
230,230,0.6388367729831144,2025-01-02 09:32:40.628709,2025-01-02 09:32:44.876734,0 days 00:00:04.248025,1,170,,,,,,,,,,,,,,,,,,,,COMPLETE
231,231,0.6515366430260048,2025-01-02 09:32:44.877287,2025-01-02 09:32:48.737605,0 days 00:00:03.860318,1,85,,,,,,,,,,,,,,,,,,,,COMPLETE
232,232,0.7112794612794613,2025-01-02 09:32:48.738154,2025-01-02 09:32:52.583842,0 days 00:00:03.845688,1,75,,,,,,,,,,,,,,,,,,,,COMPLETE
233,233,0.6243478260869566,2025-01-02 09:32:52.584378,2025-01-02 09:32:55.587215,0 days 00:00:03.002837,1,80,,,,,,,,,,,,,,,,,,,,COMPLETE
234,234,0.637641723356009,2025-01-02 09:32:55.587761,2025-01-02 09:32:59.137739,0 days 00:00:03.549978,1,75,,,,,,,,,,,,,,,,,,,,COMPLETE
235,235,0.7297979797979798,2025-01-02 09:32:59.138292,2025-01-02 09:33:04.151051,0 days 00:00:05.012759,2,75,195.0,,,,,,,,,,,,,,,,,,,COMPLETE
236,236,0.6124031007751938,2025-01-02 09:33:04.151604,2025-01-02 09:33:09.145403,0 days 00:00:04.993799,2,95,200.0,,,,,,,,,,,,,,,,,,,COMPLETE
237,237,0.6011036657469452,2025-01-02 09:33:09.145996,2025-01-02 09:33:46.473116,0 days 00:00:37.327120,14,180,195.0,115.0,170.0,150.0,130.0,,,,,,,165.0,90.0,160.0,155.0,160.0,145.0,85.0,155.0,COMPLETE
238,238,0.6473149492017416,2025-01-02 09:33:46.474114,2025-01-02 09:33:51.380186,0 days 00:00:04.906072,2,75,145.0,,,,,,,,,,,,,,,,,,,COMPLETE
239,239,0.6653846153846154,2025-01-02 09:33:51.380767,2025-01-02 09:33:55.569630,0 days 00:00:04.188863,2,175,190.0,,,,,,,,,,,,,,,,,,,COMPLETE
240,240,0.7309833024118739,2025-01-02 09:33:55.570214,2025-01-02 09:33:59.762217,0 days 00:00:04.192003,1,125,,,,,,,,,,,,,,,,,,,,COMPLETE
241,241,0.5310310310310311,2025-01-02 09:33:59.762773,2025-01-02 09:34:03.567863,0 days 00:00:03.805090,1,125,,,,,,,,,,,,,,,,,,,,COMPLETE
242,242,0.6581818181818182,2025-01-02 09:34:03.568447,2025-01-02 09:34:07.551580,0 days 00:00:03.983133,1,120,,,,,,,,,,,,,,,,,,,,COMPLETE
243,243,0.614622641509434,2025-01-02 09:34:07.552115,2025-01-02 09:34:12.193083,0 days 00:00:04.640968,1,125,,,,,,,,,,,,,,,,,,,,COMPLETE
244,244,0.6260162601626016,2025-01-02 09:34:12.193630,2025-01-02 09:34:15.892583,0 days 00:00:03.698953,2,130,180.0,,,,,,,,,,,,,,,,,,,COMPLETE
245,245,0.6875,2025-01-02 09:34:15.893151,2025-01-02 09:34:20.406807,0 days 00:00:04.513656,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
246,246,0.6295238095238096,2025-01-02 09:34:20.407371,2025-01-02 09:34:24.801810,0 days 00:00:04.394439,1,135,,,,,,,,,,,,,,,,,,,,COMPLETE
247,247,0.6190476190476191,2025-01-02 09:34:24.802352,2025-01-02 09:34:28.528366,0 days 00:00:03.726014,2,120,195.0,,,,,,,,,,,,,,,,,,,COMPLETE
248,248,0.6444444444444444,2025-01-02 09:34:28.528932,2025-01-02 09:34:32.379762,0 days 00:00:03.850830,1,65,,,,,,,,,,,,,,,,,,,,COMPLETE
249,249,0.6228070175438596,2025-01-02 09:34:32.380307,2025-01-02 09:34:37.547266,0 days 00:00:05.166959,2,180,160.0,,,,,,,,,,,,,,,,,,,COMPLETE
250,250,0.5952157598499062,2025-01-02 09:34:37.547847,2025-01-02 09:34:43.533891,0 days 00:00:05.986044,3,75,185.0,,,,,,,,,,,135.0,,,,,,,,COMPLETE
251,251,0.6987179487179487,2025-01-02 09:34:43.534524,2025-01-02 09:34:47.522835,0 days 00:00:03.988311,1,100,,,,,,,,,,,,,,,,,,,,COMPLETE
252,252,0.6814814814814815,2025-01-02 09:34:47.523398,2025-01-02 09:34:51.881152,0 days 00:00:04.357754,2,190,175.0,,,,,,,,,,,,,,,,,,,COMPLETE
253,253,0.6360544217687074,2025-01-02 09:34:51.881738,2025-01-02 09:34:56.194680,0 days 00:00:04.312942,1,130,,,,,,,,,,,,,,,,,,,,COMPLETE
254,254,0.6785225718194254,2025-01-02 09:34:56.195221,2025-01-02 09:35:00.616573,0 days 00:00:04.421352,1,25,,,,,,,,,,,,,,,,,,,,COMPLETE
255,255,0.575,2025-01-02 09:35:00.617123,2025-01-02 09:35:05.435775,0 days 00:00:04.818652,2,70,135.0,,,,,,,,,,,,,,,,,,,COMPLETE
256,256,0.6312056737588652,2025-01-02 09:35:05.436307,2025-01-02 09:35:09.393585,0 days 00:00:03.957278,1,170,,,,,,,,,,,,,,,,,,,,COMPLETE
257,257,0.0967741935483871,2025-01-02 09:35:09.394121,2025-01-02 09:36:09.660704,0 days 00:01:00.266583,20,90,150.0,50.0,40.0,5.0,195.0,75.0,85.0,5.0,55.0,185.0,10.0,125.0,150.0,45.0,130.0,70.0,70.0,170.0,45.0,COMPLETE
258,258,0.3443223443223443,2025-01-02 09:36:09.661860,2025-01-02 09:36:16.251871,0 days 00:00:06.590011,5,60,140.0,,,,,,,,,,,175.0,190.0,100.0,,,,,,COMPLETE
259,259,0.7009090909090909,2025-01-02 09:36:16.252473,2025-01-02 09:36:20.952834,0 days 00:00:04.700361,3,175,180.0,,,,,,,,,,,60.0,,,,,,,,COMPLETE
260,260,0.5972222222222223,2025-01-02 09:36:20.953409,2025-01-02 09:36:26.689158,0 days 00:00:05.735749,3,200,180.0,,,,,,,,,,,65.0,,,,,,,,COMPLETE
261,261,0.6452569169960474,2025-01-02 09:36:26.689750,2025-01-02 09:36:32.721676,0 days 00:00:06.031926,3,95,185.0,,,,,,,,,,,55.0,,,,,,,,COMPLETE
262,262,0.5557432432432432,2025-01-02 09:36:32.722331,2025-01-02 09:36:38.052025,0 days 00:00:05.329694,3,80,195.0,,,,,,,,,,,40.0,,,,,,,,COMPLETE
263,263,0.6599999999999999,2025-01-02 09:36:38.052648,2025-01-02 09:36:42.411652,0 days 00:00:04.359004,2,105,165.0,,,,,,,,,,,,,,,,,,,COMPLETE
264,264,0.6031468531468531,2025-01-02 09:36:42.412206,2025-01-02 09:36:51.086958,0 days 00:00:08.674752,4,180,190.0,,,,,,,,,,,85.0,75.0,,,,,,,COMPLETE
265,265,0.6918238993710691,2025-01-02 09:36:51.087577,2025-01-02 09:36:55.735935,0 days 00:00:04.648358,2,130,170.0,,,,,,,,,,,,,,,,,,,COMPLETE
266,266,0.5245098039215687,2025-01-02 09:36:55.736512,2025-01-02 09:36:59.938012,0 days 00:00:04.201500,2,70,200.0,,,,,,,,,,,,,,,,,,,COMPLETE
267,267,0.6124031007751938,2025-01-02 09:36:59.938614,2025-01-02 09:37:05.011404,0 days 00:00:05.072790,3,165,175.0,,,,,,,,,,,30.0,,,,,,,,COMPLETE
268,268,0.7088372093023256,2025-01-02 09:37:05.012013,2025-01-02 09:37:08.771615,0 days 00:00:03.759602,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
269,269,0.6862745098039216,2025-01-02 09:37:08.772160,2025-01-02 09:37:12.661899,0 days 00:00:03.889739,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
270,270,0.650733752620545,2025-01-02 09:37:12.662489,2025-01-02 09:37:16.630101,0 days 00:00:03.967612,1,190,,,,,,,,,,,,,,,,,,,,COMPLETE
271,271,0.6723484848484849,2025-01-02 09:37:16.630672,2025-01-02 09:37:20.655259,0 days 00:00:04.024587,1,140,,,,,,,,,,,,,,,,,,,,COMPLETE
272,272,0.6530100334448161,2025-01-02 09:37:20.655825,2025-01-02 09:37:25.483682,0 days 00:00:04.827857,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
273,273,0.5619047619047619,2025-01-02 09:37:25.484241,2025-01-02 09:37:29.886345,0 days 00:00:04.402104,2,100,130.0,,,,,,,,,,,,,,,,,,,COMPLETE
274,274,0.6673469387755102,2025-01-02 09:37:29.886953,2025-01-02 09:37:33.708879,0 days 00:00:03.821926,1,195,,,,,,,,,,,,,,,,,,,,COMPLETE
275,275,0.5851922164214522,2025-01-02 09:37:33.709415,2025-01-02 09:37:36.395219,0 days 00:00:02.685804,1,90,,,,,,,,,,,,,,,,,,,,COMPLETE
276,276,0.6223776223776224,2025-01-02 09:37:36.395800,2025-01-02 09:37:41.733207,0 days 00:00:05.337407,2,80,160.0,,,,,,,,,,,,,,,,,,,COMPLETE
277,277,0.6156462585034014,2025-01-02 09:37:41.733810,2025-01-02 09:37:45.562561,0 days 00:00:03.828751,1,125,,,,,,,,,,,,,,,,,,,,COMPLETE
278,278,0.6923469387755102,2025-01-02 09:37:45.563172,2025-01-02 09:37:49.754618,0 days 00:00:04.191446,2,110,145.0,,,,,,,,,,,,,,,,,,,COMPLETE
279,279,0.7369121561668146,2025-01-02 09:37:49.755191,2025-01-02 09:37:54.825423,0 days 00:00:05.070232,1,95,,,,,,,,,,,,,,,,,,,,COMPLETE
280,280,0.5957547169811321,2025-01-02 09:37:54.826008,2025-01-02 09:37:58.791678,0 days 00:00:03.965670,1,180,,,,,,,,,,,,,,,,,,,,COMPLETE
281,281,0.7229024943310658,2025-01-02 09:37:58.792206,2025-01-02 09:38:02.858953,0 days 00:00:04.066747,1,50,,,,,,,,,,,,,,,,,,,,COMPLETE
282,282,0.30069930069930073,2025-01-02 09:38:02.859511,2025-01-02 09:38:30.933735,0 days 00:00:28.074224,9,30,155.0,,,,,,,,,,,100.0,30.0,140.0,45.0,140.0,35.0,35.0,,COMPLETE
