,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
128,128,0.9581939799331104,2025-01-03 21:15:03.568430,2025-01-03 21:15:07.893369,0 days 00:00:04.324939,1,190,,,,,,,,,,,,,,,,,,,,COMPLETE
129,129,0.5287164296443965,2025-01-03 21:15:07.894012,2025-01-03 21:15:49.249715,0 days 00:00:41.355703,11,170,25.0,165.0,,,,,,,,,,105.0,80.0,180.0,125.0,70.0,125.0,30.0,85.0,COMPLETE
130,130,0.960859461228293,2025-01-03 21:15:49.250325,2025-01-03 21:15:55.529816,0 days 00:00:06.279491,2,185,130.0,,,,,,,,,,,,,,,,,,,COMPLETE
131,131,0.9486707184571506,2025-01-03 21:15:55.530452,2025-01-03 21:16:00.499179,0 days 00:00:04.968727,2,180,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
132,132,0.9591346688925988,2025-01-03 21:16:00.499551,2025-01-03 21:16:06.251533,0 days 00:00:05.751982,2,165,120.0,,,,,,,,,,,,,,,,,,,COMPLETE
133,133,0.9581939799331104,2025-01-03 21:16:06.251914,2025-01-03 21:16:10.653101,0 days 00:00:04.401187,1,195,,,,,,,,,,,,,,,,,,,,COMPLETE
134,134,0.9507907189947824,2025-01-03 21:16:10.653497,2025-01-03 21:16:14.882711,0 days 00:00:04.229214,2,160,55.0,,,,,,,,,,,,,,,,,,,COMPLETE
135,135,0.9611868160642395,2025-01-03 21:16:14.883051,2025-01-03 21:16:19.422590,0 days 00:00:04.539539,1,190,,,,,,,,,,,,,,,,,,,,COMPLETE
136,136,0.9618481848184819,2025-01-03 21:16:19.422953,2025-01-03 21:16:23.620366,0 days 00:00:04.197413,2,105,35.0,,,,,,,,,,,,,,,,,,,COMPLETE
137,137,0.9519066019444178,2025-01-03 21:16:23.620741,2025-01-03 21:16:27.922036,0 days 00:00:04.301295,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
138,138,0.9601990049751243,2025-01-03 21:16:27.922395,2025-01-03 21:16:33.796780,0 days 00:00:05.874385,2,140,200.0,,,,,,,,,,,,,,,,,,,COMPLETE
139,139,0.9571663920922571,2025-01-03 21:16:33.797150,2025-01-03 21:16:38.530448,0 days 00:00:04.733298,2,170,45.0,,,,,,,,,,,,,,,,,,,COMPLETE
140,140,0.9658557689107791,2025-01-03 21:16:38.530855,2025-01-03 21:16:42.676872,0 days 00:00:04.146017,1,150,,,,,,,,,,,,,,,,,,,,COMPLETE
141,141,0.9594712933063325,2025-01-03 21:16:42.677370,2025-01-03 21:16:46.461818,0 days 00:00:03.784448,1,155,,,,,,,,,,,,,,,,,,,,COMPLETE
142,142,0.9553259141494436,2025-01-03 21:16:46.462297,2025-01-03 21:16:50.447286,0 days 00:00:03.984989,1,175,,,,,,,,,,,,,,,,,,,,COMPLETE
143,143,0.9572448419235898,2025-01-03 21:16:50.447717,2025-01-03 21:16:54.963084,0 days 00:00:04.515367,1,160,,,,,,,,,,,,,,,,,,,,COMPLETE
144,144,0.9573256471880025,2025-01-03 21:16:54.963433,2025-01-03 21:17:00.544414,0 days 00:00:05.580981,2,150,90.0,,,,,,,,,,,,,,,,,,,COMPLETE
145,145,0.9557783379800442,2025-01-03 21:17:00.544787,2025-01-03 21:17:04.595447,0 days 00:00:04.050660,1,130,,,,,,,,,,,,,,,,,,,,COMPLETE
146,146,0.9497313449586846,2025-01-03 21:17:04.595815,2025-01-03 21:17:10.112419,0 days 00:00:05.516604,3,105,145.0,,,,,,,,,,,25.0,,,,,,,,COMPLETE
147,147,0.9557983071692108,2025-01-03 21:17:10.112826,2025-01-03 21:17:15.422981,0 days 00:00:05.310155,2,135,105.0,,,,,,,,,,,,,,,,,,,COMPLETE
148,148,0.9591985579589573,2025-01-03 21:17:15.423396,2025-01-03 21:17:19.437427,0 days 00:00:04.014031,1,150,,,,,,,,,,,,,,,,,,,,COMPLETE
149,149,0.9520527402880344,2025-01-03 21:17:19.437787,2025-01-03 21:17:23.765103,0 days 00:00:04.327316,2,90,65.0,,,,,,,,,,,,,,,,,,,COMPLETE
150,150,0.9574652198107958,2025-01-03 21:17:23.765454,2025-01-03 21:17:29.563843,0 days 00:00:05.798389,3,125,95.0,,,,,,,,,,,90.0,,,,,,,,COMPLETE
151,151,0.9555633624687333,2025-01-03 21:17:29.564234,2025-01-03 21:17:35.151525,0 days 00:00:05.587291,3,125,80.0,,,,,,,,,,,185.0,,,,,,,,COMPLETE
152,152,0.9548986599478249,2025-01-03 21:17:35.152069,2025-01-03 21:17:39.438226,0 days 00:00:04.286157,2,115,75.0,,,,,,,,,,,,,,,,,,,COMPLETE
153,153,0.9608618002518068,2025-01-03 21:17:39.438600,2025-01-03 21:17:43.358953,0 days 00:00:03.920353,1,120,,,,,,,,,,,,,,,,,,,,COMPLETE
154,154,0.9658096112641568,2025-01-03 21:17:43.359357,2025-01-03 21:17:48.293691,0 days 00:00:04.934334,1,180,,,,,,,,,,,,,,,,,,,,COMPLETE
155,155,0.9625953565505805,2025-01-03 21:17:48.294071,2025-01-03 21:17:52.197827,0 days 00:00:03.903756,1,180,,,,,,,,,,,,,,,,,,,,COMPLETE
156,156,0.9554932039930066,2025-01-03 21:17:52.198318,2025-01-03 21:17:56.739836,0 days 00:00:04.541518,1,180,,,,,,,,,,,,,,,,,,,,COMPLETE
157,157,0.9557233069608768,2025-01-03 21:17:56.740236,2025-01-03 21:18:01.082454,0 days 00:00:04.342218,1,170,,,,,,,,,,,,,,,,,,,,COMPLETE
158,158,0.9576038827867176,2025-01-03 21:18:01.082795,2025-01-03 21:18:05.513869,0 days 00:00:04.431074,1,190,,,,,,,,,,,,,,,,,,,,COMPLETE
159,159,0.9570957095709571,2025-01-03 21:18:05.514267,2025-01-03 21:18:09.892242,0 days 00:00:04.377975,1,180,,,,,,,,,,,,,,,,,,,,COMPLETE
160,160,0.9608034636081848,2025-01-03 21:18:09.892638,2025-01-03 21:18:15.291926,0 days 00:00:05.399288,2,180,140.0,,,,,,,,,,,,,,,,,,,COMPLETE
161,161,0.9549219620958751,2025-01-03 21:18:15.292316,2025-01-03 21:18:20.426410,0 days 00:00:05.134094,2,175,115.0,,,,,,,,,,,,,,,,,,,COMPLETE
162,162,0.959866220735786,2025-01-03 21:18:20.426791,2025-01-03 21:18:24.992123,0 days 00:00:04.565332,1,165,,,,,,,,,,,,,,,,,,,,COMPLETE
163,163,0.9594644890095455,2025-01-03 21:18:24.992473,2025-01-03 21:18:29.362045,0 days 00:00:04.369572,2,100,70.0,,,,,,,,,,,,,,,,,,,COMPLETE
164,164,0.9647972972972974,2025-01-03 21:18:29.362467,2025-01-03 21:18:33.650966,0 days 00:00:04.288499,1,200,,,,,,,,,,,,,,,,,,,,COMPLETE
165,165,0.9563758389261745,2025-01-03 21:18:33.651342,2025-01-03 21:18:38.257605,0 days 00:00:04.606263,1,200,,,,,,,,,,,,,,,,,,,,COMPLETE
166,166,0.9643723984931853,2025-01-03 21:18:38.257947,2025-01-03 21:18:42.345637,0 days 00:00:04.087690,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
167,167,0.9609978898420412,2025-01-03 21:18:42.345969,2025-01-03 21:18:46.542840,0 days 00:00:04.196871,1,190,,,,,,,,,,,,,,,,,,,,COMPLETE
168,168,0.9642588641112672,2025-01-03 21:18:46.543217,2025-01-03 21:18:50.833996,0 days 00:00:04.290779,1,195,,,,,,,,,,,,,,,,,,,,COMPLETE
169,169,0.9617880794701987,2025-01-03 21:18:50.834413,2025-01-03 21:18:55.363579,0 days 00:00:04.529166,2,195,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
170,170,0.5619731418694323,2025-01-03 21:18:55.363987,2025-01-03 21:19:28.401565,0 days 00:00:33.037578,9,195,110.0,,,,,,,,,,,40.0,100.0,100.0,100.0,45.0,100.0,70.0,,COMPLETE
171,171,0.9592677762975329,2025-01-03 21:19:28.402145,2025-01-03 21:19:32.961890,0 days 00:00:04.559745,1,200,,,,,,,,,,,,,,,,,,,,COMPLETE
172,172,0.9658928828101677,2025-01-03 21:19:32.962252,2025-01-03 21:19:36.833417,0 days 00:00:03.871165,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
173,173,0.9626302363124459,2025-01-03 21:19:36.833764,2025-01-03 21:19:41.772256,0 days 00:00:04.938492,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
174,174,0.9540475047180873,2025-01-03 21:19:41.772627,2025-01-03 21:19:45.542343,0 days 00:00:03.769716,1,190,,,,,,,,,,,,,,,,,,,,COMPLETE
175,175,0.9628250658723794,2025-01-03 21:19:45.542711,2025-01-03 21:19:51.303437,0 days 00:00:05.760726,2,195,190.0,,,,,,,,,,,,,,,,,,,COMPLETE
176,176,0.9557922502879848,2025-01-03 21:19:51.303857,2025-01-03 21:19:55.669199,0 days 00:00:04.365342,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
177,177,0.9609476058331214,2025-01-03 21:19:55.669574,2025-01-03 21:20:01.918080,0 days 00:00:06.248506,2,200,170.0,,,,,,,,,,,,,,,,,,,COMPLETE
178,178,0.956882255389718,2025-01-03 21:20:01.918525,2025-01-03 21:20:06.425055,0 days 00:00:04.506530,1,190,,,,,,,,,,,,,,,,,,,,COMPLETE
179,179,0.9576781523068616,2025-01-03 21:20:06.425549,2025-01-03 21:20:11.216366,0 days 00:00:04.790817,2,195,55.0,,,,,,,,,,,,,,,,,,,COMPLETE
180,180,0.9205523357920617,2025-01-03 21:20:11.216764,2025-01-03 21:20:18.279669,0 days 00:00:07.062905,1,5,,,,,,,,,,,,,,,,,,,,COMPLETE
181,181,0.962773119362466,2025-01-03 21:20:18.280059,2025-01-03 21:20:22.831830,0 days 00:00:04.551771,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
182,182,0.9617940199335548,2025-01-03 21:20:22.832251,2025-01-03 21:20:27.409280,0 days 00:00:04.577029,1,175,,,,,,,,,,,,,,,,,,,,COMPLETE
183,183,0.9616053511705686,2025-01-03 21:20:27.409632,2025-01-03 21:20:31.567948,0 days 00:00:04.158316,1,95,,,,,,,,,,,,,,,,,,,,COMPLETE
184,184,0.9522670356820716,2025-01-03 21:20:31.568337,2025-01-03 21:20:35.752612,0 days 00:00:04.184275,2,110,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
185,185,0.956655073945266,2025-01-03 21:20:35.753026,2025-01-03 21:20:40.090877,0 days 00:00:04.337851,1,195,,,,,,,,,,,,,,,,,,,,COMPLETE
186,186,0.9565217391304348,2025-01-03 21:20:40.091282,2025-01-03 21:20:44.653453,0 days 00:00:04.562171,2,75,125.0,,,,,,,,,,,,,,,,,,,COMPLETE
187,187,0.9514152319813247,2025-01-03 21:20:44.653861,2025-01-03 21:20:47.631024,0 days 00:00:02.977163,1,50,,,,,,,,,,,,,,,,,,,,COMPLETE
188,188,0.9597398758498374,2025-01-03 21:20:47.631385,2025-01-03 21:20:53.953544,0 days 00:00:06.322159,2,190,155.0,,,,,,,,,,,,,,,,,,,COMPLETE
189,189,0.9617211898380917,2025-01-03 21:20:53.954005,2025-01-03 21:20:58.007659,0 days 00:00:04.053654,1,180,,,,,,,,,,,,,,,,,,,,COMPLETE
190,190,0.960919965947661,2025-01-03 21:20:58.008253,2025-01-03 21:21:01.817538,0 days 00:00:03.809285,1,100,,,,,,,,,,,,,,,,,,,,COMPLETE
191,191,0.9624228076248758,2025-01-03 21:21:01.817899,2025-01-03 21:21:08.106411,0 days 00:00:06.288512,2,195,180.0,,,,,,,,,,,,,,,,,,,COMPLETE
192,192,0.9549822078885306,2025-01-03 21:21:08.107200,2025-01-03 21:21:14.042821,0 days 00:00:05.935621,2,200,150.0,,,,,,,,,,,,,,,,,,,COMPLETE
193,193,0.9496413409456887,2025-01-03 21:21:14.043352,2025-01-03 21:21:19.212216,0 days 00:00:05.168864,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
194,194,0.9561148205216001,2025-01-03 21:21:19.212587,2025-01-03 21:21:26.731755,0 days 00:00:07.519168,3,195,185.0,,,,,,,,,,,5.0,,,,,,,,COMPLETE
195,195,0.9593367602739349,2025-01-03 21:21:26.732193,2025-01-03 21:21:32.634006,0 days 00:00:05.901813,2,190,165.0,,,,,,,,,,,,,,,,,,,COMPLETE
196,196,0.9534160029014638,2025-01-03 21:21:32.634371,2025-01-03 21:21:36.518423,0 days 00:00:03.884052,1,105,,,,,,,,,,,,,,,,,,,,COMPLETE
197,197,0.9567386489479512,2025-01-03 21:21:36.518774,2025-01-03 21:21:41.942895,0 days 00:00:05.424121,2,145,190.0,,,,,,,,,,,,,,,,,,,COMPLETE
198,198,0.9572608976701049,2025-01-03 21:21:41.943269,2025-01-03 21:21:46.225702,0 days 00:00:04.282433,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
199,199,0.9584108527131783,2025-01-03 21:21:46.226115,2025-01-03 21:21:51.095920,0 days 00:00:04.869805,1,200,,,,,,,,,,,,,,,,,,,,COMPLETE
200,200,0.959629512062398,2025-01-03 21:21:51.096340,2025-01-03 21:21:56.451909,0 days 00:00:05.355569,2,115,135.0,,,,,,,,,,,,,,,,,,,COMPLETE
201,201,0.9544301364597347,2025-01-03 21:21:56.452331,2025-01-03 21:22:00.548215,0 days 00:00:04.095884,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
202,202,0.9518587095855291,2025-01-03 21:22:00.548592,2025-01-03 21:22:05.149951,0 days 00:00:04.601359,1,190,,,,,,,,,,,,,,,,,,,,COMPLETE
203,203,0.9641882522602474,2025-01-03 21:22:05.150350,2025-01-03 21:22:09.458576,0 days 00:00:04.308226,1,175,,,,,,,,,,,,,,,,,,,,COMPLETE
204,204,0.9578156641672596,2025-01-03 21:22:09.458976,2025-01-03 21:22:14.852964,0 days 00:00:05.393988,1,170,,,,,,,,,,,,,,,,,,,,COMPLETE
205,205,0.9635745614035087,2025-01-03 21:22:14.853396,2025-01-03 21:22:19.274426,0 days 00:00:04.421030,2,25,175.0,,,,,,,,,,,,,,,,,,,COMPLETE
206,206,0.961420548118745,2025-01-03 21:22:19.274917,2025-01-03 21:22:23.395974,0 days 00:00:04.121057,1,175,,,,,,,,,,,,,,,,,,,,COMPLETE
207,207,0.9598769574944072,2025-01-03 21:22:23.396410,2025-01-03 21:22:27.845865,0 days 00:00:04.449455,2,35,175.0,,,,,,,,,,,,,,,,,,,COMPLETE
208,208,0.9525421942683461,2025-01-03 21:22:27.846270,2025-01-03 21:22:31.719188,0 days 00:00:03.872918,1,20,,,,,,,,,,,,,,,,,,,,COMPLETE
209,209,0.9590671029268891,2025-01-03 21:22:31.719594,2025-01-03 21:22:36.459263,0 days 00:00:04.739669,3,30,100.0,,,,,,,,,,,120.0,,,,,,,,COMPLETE
210,210,0.9617331118493909,2025-01-03 21:22:36.459646,2025-01-03 21:22:38.994000,0 days 00:00:02.534354,1,60,,,,,,,,,,,,,,,,,,,,COMPLETE
211,211,0.9625291181364393,2025-01-03 21:22:38.994384,2025-01-03 21:22:44.900249,0 days 00:00:05.905865,2,180,195.0,,,,,,,,,,,,,,,,,,,COMPLETE
212,212,0.9548494983277592,2025-01-03 21:22:44.900613,2025-01-03 21:22:50.362689,0 days 00:00:05.462076,2,160,195.0,,,,,,,,,,,,,,,,,,,COMPLETE
213,213,0.9616139318126073,2025-01-03 21:22:50.363145,2025-01-03 21:22:53.942182,0 days 00:00:03.579037,1,95,,,,,,,,,,,,,,,,,,,,COMPLETE
214,214,0.9557233069608768,2025-01-03 21:22:53.942554,2025-01-03 21:22:59.243855,0 days 00:00:05.301301,2,110,180.0,,,,,,,,,,,,,,,,,,,COMPLETE
215,215,0.9625291181364393,2025-01-03 21:22:59.244237,2025-01-03 21:23:02.896345,0 days 00:00:03.652108,1,180,,,,,,,,,,,,,,,,,,,,COMPLETE
216,216,0.9579403228732088,2025-01-03 21:23:02.896727,2025-01-03 21:23:09.335432,0 days 00:00:06.438705,3,140,190.0,,,,,,,,,,,70.0,,,,,,,,COMPLETE
217,217,0.9494511474461989,2025-01-03 21:23:09.335871,2025-01-03 21:23:14.706706,0 days 00:00:05.370835,2,175,150.0,,,,,,,,,,,,,,,,,,,COMPLETE
218,218,0.9511195510458591,2025-01-03 21:23:14.707086,2025-01-03 21:23:19.048809,0 days 00:00:04.341723,1,130,,,,,,,,,,,,,,,,,,,,COMPLETE
219,219,0.9481289449324485,2025-01-03 21:23:19.049238,2025-01-03 21:23:24.619483,0 days 00:00:05.570245,2,165,175.0,,,,,,,,,,,,,,,,,,,COMPLETE
220,220,0.9624789230880528,2025-01-03 21:23:24.620015,2025-01-03 21:23:27.867374,0 days 00:00:03.247359,1,70,,,,,,,,,,,,,,,,,,,,COMPLETE
221,221,0.9666874083292591,2025-01-03 21:23:27.867775,2025-01-03 21:23:32.394738,0 days 00:00:04.526963,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
222,222,0.9601434878587196,2025-01-03 21:23:32.395120,2025-01-03 21:23:37.020585,0 days 00:00:04.625465,1,195,,,,,,,,,,,,,,,,,,,,COMPLETE
223,223,0.9606274205606427,2025-01-03 21:23:37.020947,2025-01-03 21:23:41.534040,0 days 00:00:04.513093,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
224,224,0.9554844931729354,2025-01-03 21:23:41.534407,2025-01-03 21:23:46.215579,0 days 00:00:04.681172,1,190,,,,,,,,,,,,,,,,,,,,COMPLETE
225,225,0.9513308841124389,2025-01-03 21:23:46.215937,2025-01-03 21:23:51.036299,0 days 00:00:04.820362,2,100,165.0,,,,,,,,,,,,,,,,,,,COMPLETE
226,226,0.95981537857213,2025-01-03 21:23:51.036660,2025-01-03 21:23:54.675223,0 days 00:00:03.638563,1,105,,,,,,,,,,,,,,,,,,,,COMPLETE
227,227,0.9590619765494137,2025-01-03 21:23:54.675603,2025-01-03 21:24:00.099663,0 days 00:00:05.424060,2,180,190.0,,,,,,,,,,,,,,,,,,,COMPLETE
228,228,0.9617331118493909,2025-01-03 21:24:00.100032,2025-01-03 21:24:05.236343,0 days 00:00:05.136311,1,190,,,,,,,,,,,,,,,,,,,,COMPLETE
229,229,0.9501687348062793,2025-01-03 21:24:05.236702,2025-01-03 21:24:08.625435,0 days 00:00:03.388733,1,55,,,,,,,,,,,,,,,,,,,,COMPLETE
230,230,0.9599383495402694,2025-01-03 21:24:08.625817,2025-01-03 21:24:14.638473,0 days 00:00:06.012656,2,120,200.0,,,,,,,,,,,,,,,,,,,COMPLETE
231,231,0.9533328148090534,2025-01-03 21:24:14.638894,2025-01-03 21:24:19.070044,0 days 00:00:04.431150,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
232,232,0.9661792932451023,2025-01-03 21:24:19.070760,2025-01-03 21:24:23.330295,0 days 00:00:04.259535,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
233,233,0.9554455445544554,2025-01-03 21:24:23.330715,2025-01-03 21:24:27.640019,0 days 00:00:04.309304,1,195,,,,,,,,,,,,,,,,,,,,COMPLETE
234,234,0.3822840611654498,2025-01-03 21:24:27.640420,2025-01-03 21:25:13.948605,0 days 00:00:46.308185,13,175,180.0,70.0,135.0,170.0,,,,,,,,150.0,5.0,40.0,155.0,20.0,20.0,125.0,30.0,COMPLETE
235,235,0.9547653251329937,2025-01-03 21:25:13.949218,2025-01-03 21:25:18.249426,0 days 00:00:04.300208,1,180,,,,,,,,,,,,,,,,,,,,COMPLETE
236,236,0.9590384991205785,2025-01-03 21:25:18.249822,2025-01-03 21:25:23.237501,0 days 00:00:04.987679,2,185,85.0,,,,,,,,,,,,,,,,,,,COMPLETE
237,237,0.9599383495402694,2025-01-03 21:25:23.237868,2025-01-03 21:25:27.565283,0 days 00:00:04.327415,1,190,,,,,,,,,,,,,,,,,,,,COMPLETE
238,238,0.9568077526952039,2025-01-03 21:25:27.565704,2025-01-03 21:25:31.854835,0 days 00:00:04.289131,1,200,,,,,,,,,,,,,,,,,,,,COMPLETE
239,239,0.9588630082905645,2025-01-03 21:25:31.855268,2025-01-03 21:25:37.239385,0 days 00:00:05.384117,2,170,120.0,,,,,,,,,,,,,,,,,,,COMPLETE
240,240,0.9514120172275922,2025-01-03 21:25:37.239797,2025-01-03 21:25:40.185376,0 days 00:00:02.945579,1,40,,,,,,,,,,,,,,,,,,,,COMPLETE
241,241,0.9603847159288951,2025-01-03 21:25:40.185883,2025-01-03 21:25:44.903995,0 days 00:00:04.718112,1,185,,,,,,,,,,,,,,,,,,,,COMPLETE
242,242,0.9596750502790772,2025-01-03 21:25:44.904390,2025-01-03 21:25:48.933591,0 days 00:00:04.029201,1,180,,,,,,,,,,,,,,,,,,,,COMPLETE
243,243,0.48708086785009863,2025-01-03 21:25:48.933976,2025-01-03 21:26:28.163073,0 days 00:00:39.229097,8,185,165.0,,,,,,,,,,,110.0,170.0,120.0,185.0,160.0,140.0,,,COMPLETE
244,244,0.9626164349484507,2025-01-03 21:26:28.163520,2025-01-03 21:26:32.753619,0 days 00:00:04.590099,1,190,,,,,,,,,,,,,,,,,,,,COMPLETE
245,245,0.9529970834318661,2025-01-03 21:26:32.753987,2025-01-03 21:26:37.546289,0 days 00:00:04.792302,1,195,,,,,,,,,,,,,,,,,,,,COMPLETE
246,246,0.9615384615384616,2025-01-03 21:26:37.546686,2025-01-03 21:26:43.266645,0 days 00:00:05.719959,2,185,130.0,,,,,,,,,,,,,,,,,,,COMPLETE
247,247,0.967585452012538,2025-01-03 21:26:43.267143,2025-01-03 21:26:46.880381,0 days 00:00:03.613238,1,100,,,,,,,,,,,,,,,,,,,,COMPLETE
248,248,0.9608041179744018,2025-01-03 21:26:46.881020,2025-01-03 21:26:50.656619,0 days 00:00:03.775599,1,100,,,,,,,,,,,,,,,,,,,,COMPLETE
249,249,0.9586748409940331,2025-01-03 21:26:50.656997,2025-01-03 21:26:54.971490,0 days 00:00:04.314493,2,90,40.0,,,,,,,,,,,,,,,,,,,COMPLETE
250,250,0.9625953565505805,2025-01-03 21:26:54.971900,2025-01-03 21:26:58.559211,0 days 00:00:03.587311,1,95,,,,,,,,,,,,,,,,,,,,COMPLETE
251,251,0.9583332175922711,2025-01-03 21:26:58.559614,2025-01-03 21:27:03.130783,0 days 00:00:04.571169,2,105,95.0,,,,,,,,,,,,,,,,,,,COMPLETE
252,252,0.9573256471880025,2025-01-03 21:27:03.131215,2025-01-03 21:27:06.412162,0 days 00:00:03.280947,1,100,,,,,,,,,,,,,,,,,,,,COMPLETE
253,253,0.9572608976701049,2025-01-03 21:27:06.412583,2025-01-03 21:27:11.945064,0 days 00:00:05.532481,3,105,90.0,,,,,,,,,,,45.0,,,,,,,,COMPLETE
254,254,0.9640936730488969,2025-01-03 21:27:11.945512,2025-01-03 21:27:16.619436,0 days 00:00:04.673924,1,155,,,,,,,,,,,,,,,,,,,,COMPLETE
255,255,0.9635098527247976,2025-01-03 21:27:16.619827,2025-01-03 21:27:20.882713,0 days 00:00:04.262886,1,150,,,,,,,,,,,,,,,,,,,,COMPLETE
256,256,0.9616657083093744,2025-01-03 21:27:20.883120,2025-01-03 21:27:25.460893,0 days 00:00:04.577773,1,155,,,,,,,,,,,,,,,,,,,,COMPLETE
257,257,0.9591344414827017,2025-01-03 21:27:25.461319,2025-01-03 21:27:30.224960,0 days 00:00:04.763641,1,150,,,,,,,,,,,,,,,,,,,,COMPLETE
258,258,0.7263177998472117,2025-01-03 21:27:30.225360,2025-01-03 21:27:42.197062,0 days 00:00:11.971702,6,155,65.0,,,,,,,,,,,135.0,45.0,110.0,55.0,,,,,COMPLETE
259,259,0.9582637729549248,2025-01-03 21:27:42.197497,2025-01-03 21:27:46.210572,0 days 00:00:04.013075,1,150,,,,,,,,,,,,,,,,,,,,COMPLETE
260,260,0.9589305588344407,2025-01-03 21:27:46.211055,2025-01-03 21:27:50.129546,0 days 00:00:03.918491,1,155,,,,,,,,,,,,,,,,,,,,COMPLETE
261,261,0.9579971979300839,2025-01-03 21:27:50.130039,2025-01-03 21:27:54.509557,0 days 00:00:04.379518,1,160,,,,,,,,,,,,,,,,,,,,COMPLETE
262,262,0.9590060615567333,2025-01-03 21:27:54.509971,2025-01-03 21:27:59.042052,0 days 00:00:04.532081,2,145,75.0,,,,,,,,,,,,,,,,,,,COMPLETE
263,263,0.9505087127599775,2025-01-03 21:27:59.042512,2025-01-03 21:28:03.058151,0 days 00:00:04.015639,1,160,,,,,,,,,,,,,,,,,,,,COMPLETE
264,264,0.9081772575250836,2025-01-03 21:28:03.058554,2025-01-03 21:28:09.994353,0 days 00:00:06.935799,4,15,115.0,,,,,,,,,,,165.0,15.0,,,,,,,COMPLETE
265,265,0.955645003165213,2025-01-03 21:28:09.994773,2025-01-03 21:28:16.404766,0 days 00:00:06.409993,2,110,140.0,,,,,,,,,,,,,,,,,,,COMPLETE
266,266,0.9606729298667249,2025-01-03 21:28:16.405187,2025-01-03 21:28:20.319131,0 days 00:00:03.913944,1,140,,,,,,,,,,,,,,,,,,,,COMPLETE
267,267,0.9618545246529229,2025-01-03 21:28:20.319501,2025-01-03 21:28:24.891175,0 days 00:00:04.571674,1,150,,,,,,,,,,,,,,,,,,,,COMPLETE
268,268,0.9565994141534071,2025-01-03 21:28:24.891566,2025-01-03 21:28:29.017325,0 days 00:00:04.125759,2,90,15.0,,,,,,,,,,,,,,,,,,,COMPLETE
269,269,0.9525454938740647,2025-01-03 21:28:29.017718,2025-01-03 21:28:33.321134,0 days 00:00:04.303416,1,170,,,,,,,,,,,,,,,,,,,,COMPLETE
270,270,0.95819945582112,2025-01-03 21:28:33.321506,2025-01-03 21:28:36.843487,0 days 00:00:03.521981,1,95,,,,,,,,,,,,,,,,,,,,COMPLETE
271,271,0.952771233862155,2025-01-03 21:28:36.843920,2025-01-03 21:28:41.528064,0 days 00:00:04.684144,2,175,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
272,272,0.9574622006800261,2025-01-03 21:28:41.528475,2025-01-03 21:28:45.978670,0 days 00:00:04.450195,1,180,,,,,,,,,,,,,,,,,,,,COMPLETE
273,273,0.9512168941516768,2025-01-03 21:28:45.979107,2025-01-03 21:28:50.733894,0 days 00:00:04.754787,2,110,105.0,,,,,,,,,,,,,,,,,,,COMPLETE
274,274,0.954274579175765,2025-01-03 21:28:50.734309,2025-01-03 21:28:54.499368,0 days 00:00:03.765059,1,100,,,,,,,,,,,,,,,,,,,,COMPLETE
275,275,0.5694270409696116,2025-01-03 21:28:54.499810,2025-01-03 21:29:47.291864,0 days 00:00:52.792054,17,165,60.0,15.0,170.0,55.0,10.0,150.0,65.0,150.0,,,,85.0,65.0,20.0,90.0,80.0,175.0,60.0,125.0,COMPLETE
276,276,0.9591291040623261,2025-01-03 21:29:47.292521,2025-01-03 21:29:50.569880,0 days 00:00:03.277359,1,85,,,,,,,,,,,,,,,,,,,,COMPLETE
277,277,0.9567257776485735,2025-01-03 21:29:50.570293,2025-01-03 21:29:54.974392,0 days 00:00:04.404099,2,155,90.0,,,,,,,,,,,,,,,,,,,COMPLETE
278,278,0.9640118093253335,2025-01-03 21:29:54.974775,2025-01-03 21:29:59.217802,0 days 00:00:04.243027,1,145,,,,,,,,,,,,,,,,,,,,COMPLETE
279,279,0.9622862635324272,2025-01-03 21:29:59.218223,2025-01-03 21:30:03.339894,0 days 00:00:04.121671,1,150,,,,,,,,,,,,,,,,,,,,COMPLETE
